Original,Translate_IT_1
" Chirón si volse in su la destra poppa, e disse a Nesso: “Torna, e sì li guida, e fa cansar s'altra schiera v'intoppa”"," Ma, per quella virtù celeste grazie alla quale io muovo i miei passi per una strada così sel-vaggia, dacci uno dei tuoi centauri a cui staremo vi-cini, affinché ci mostri dove si guada il fiume (=Flegetónte) e porti costui sulla groppa, perché non è uno spirito che voli per l’aria"
" Or ci movemmo con la scorta fida lungo la proda del bollor vermiglio, dove i bolliti facieno alte strida","» Tiranni e omicidi: Alessandro di Fere, Dionisio di Siracusa, Ezzelino da Roma-no, Òbizzo d’Este e Guido di Montfort Chirone si volse alla sua destra e disse a Nesso: «Torna indietro, condùcili al guado, e fa’ scansare la schiera di centauri che vi ostacola»"
 Io vidi gente sotto infino al ciglio, Poi ci muovemmo con la scorta fidata lungo l’argine del fiume di sangue bollente dove i dannati gridava-no di dolore
 e 'l gran centauro disse: “E' son tiranni che dier nel sangue e ne l'aver di piglio, Io vidi gente immersa fino alle ciglia
 Quivi si piangon li spietati danni," Il gran centauro disse: «Essi sono tiranni, che si abbandonarono alle stragi e al furto dei beni altrui"
" quivi è Alessandro, e Dïonisio fero che fé Cicilia aver dolorosi anni", Qui piangono i danni fatti senza pietà
" E quella fronte c'ha 'l pel così nero, è Azzolino"," Qui c’è Alessandro di Fere e il feroce Dionisio di Siracusa, che diede alla Sicilia anni do-lorosi"
" e quell'altro ch'è biondo, è Opizzo da Esti, il qual per vero fu spento dal figliastro sù nel mondo”", Quel dannato che ha capelli così neri è Ezze-lino da Romano
" Allor mi volsi al poeta, e quei disse: “Questi ti sia or primo, e io secondo”"," L’altro, che li ha biondi, è Òbizzo d’Este"
 Poco più oltre il centauro s'affisse sovr'una gente che 'nfino a la gola parea che di quel bulicame uscisse, Fu ucciso proprio dal figliastro lassù nel mondo»
" Mostrocci un'ombra da l'un canto sola, dicendo: “Colui fesse in grembo a Dio lo cor che 'n su Tamisi ancor si cola”"," Allora mi volsi al poeta, ed egli disse: «Il centauro sarà ora la tua prima guida, io sarò la seconda»"
 Poi vidi gente che di fuor del rio tenean la testa e ancor tutto 'l casso, Poco dopo il centauro si fermò sopra una gente che usciva da quel bulicame (=sangue ribollente) fino alla gola
 e di costoro assai riconobb'io," Ci mostrò un’ombra solitaria in un punto del fiume, dicendo: «Quello è Guido di Montfort, trafisse in chiesa En-rico di Cornovaglia, nipote del re d’Inghilterra"
" Così a più a più si facea basso quel sangue, sì che cocea pur li piedi", Il 3 2 cuore dell’ucciso fu trasportato a Londra e si venera ancora oggi in una chiesa sul Tamigi»
 e quindi fu del fosso il nostro passo, Poi vidi gente che teneva fuori del fiume la testa ed anche tutto il busto
" “Sì come tu da questa parte vedi lo bulicame che sempre si scema”, disse 'l centauro, “voglio che tu credi che da quest'altra a più a più giù prema lo fondo suo, infin ch'el si raggiunge ove la tirannia convien che gema", Io riconobbi molti di costoro
" La divina giustizia di qua punge quell'Attila che fu flagello in terra, e Pirro e Sesto", Il sangue si faceva sempre più basso ed ora cuoceva soltanto i piedi dei dannati
" e in etterno munge le lagrime, che col bollor diserra, a Rinier da Corneto, a Rinier Pazzo, che fecero a le strade tanta guerra”", Qui fu il nostro passag-gio del fiume
 Poi si rivolse e ripassossi 'l guazzo," «Come tu vedi, da questa parte il bulicame (=l’ac-qua del fiume) diminuisce sempre di più» disse il centauro"
," Tiranni e predoni: Attila, Pirro, Sesto Pompeo, Rinieri da Corneto e Rinieri de’ Pazzi «Voglio che tu creda che dall’altra parte preme il fondo sempre di più, finché raggiunge il luogo in cui i tiranni devono soffrire"
