Original,Translate_IT_1
" e perché se' vivo anco, sappi che 'l mio vicin Vitalïano sederà qui dal mio sinistro fianco"," E, poiché sei ancora vivo, sappi che il mio concittadi-no, Vitaliano del Dente, siederà qui alla mia sini-stra"
" Con questi Fiorentin son padoano: spesse fïate mi 'ntronan li orecchi gridando: ""Vegna 'l cavalier sovrano, che recherà la tasca con tre becchi"," Io sono di Padova, sono Reginaldo degli Scro-vegni, ma sto con questi fiorentini"
"""”"," Molte volte mi fanno rintronare le orecchie, gridando: “Venga Gio-vanni di Buiamonte, il principe dei cavalieri, che porterà qui la borsa con i tre caproni"
" Qui distorse la bocca e di fuor trasse la lingua, come bue che 'l naso lecchi",”»
" E io, temendo no 'l più star crucciasse lui che di poco star m'avea 'mmonito, torna'mi in dietro da l'anime lasse"," A quel punto storse la bocca e tirò fuori la lingua, come un bue che si lecca il naso"
" Trova' il duca mio ch'era salito già su la groppa del fiero animale, e disse a me: “Or sie forte e ardito"," Io temevo che, se restavo più a lungo, irritavo quel dannato, che mi aveva invitato a restare lì per poco, perciò mi allon-tanai da quelle anime sofferenti"
 Omai si scende per sì fatte scale," In groppa a Gerione Ritrovai la mia guida, era già salita sulla groppa del feroce animale e mi disse: «Ora devi essere forte e audace"
" monta dinanzi, ch'i' voglio esser mezzo, sì che la coda non possa far male”", Ormai si scende per queste scale
" Qual è colui che sì presso ha 'l riprezzo de la quartana, c'ha già l'unghie smorte, e triema tutto pur guardando 'l rezzo, tal divenn'io a le parole porte"," Sali davanti, io voglio essere in mezzo, così la coda non potrà colpirti…» Come colui che ha in corpo i brividi della febbre quartana, che ha già le unghie livide e trema tutto soltanto guardando l’ombra, tale io divenni a quelle parole"
" ma vergogna mi fé le sue minacce, che innanzi a buon segnor fa servo forte"," Ma la vergogna di apparir codardo, che ren-de il servo coraggioso davanti al buon padrone, mi costrinse a non aver paura"
 I' m'assettai in su quelle spallacce, Così io mi sedetti sopra quelle spalle mostruose
" sì volli dir, ma la voce non venne com'io credetti: 'Fa che tu m'abbracce'", Volevo dire: “Abbràcciami forte
" Ma esso, ch'altra volta mi sovvenne ad altro forse, tosto ch'i' montai con le braccia m'avvinse e mi sostenne",”
" e disse: “Gerïon, moviti omai: le rote larghe, e lo scender sia poco", Ma la voce non venne fuori come io crede-vo
 pensa la nova soma che tu hai”," Invece egli, che altre volte mi aveva soccorso in situazioni pericolose, non appena io montai sulla groppa, mi strinse con le braccia e mi diede corag-gio"
" Come la navicella esce di loco in dietro in dietro, sì quindi si tolse"," Disse: «O Gerione, ora muoviti"
" e poi ch'al tutto si sentì a gioco, là 'v'era 'l petto, la coda rivolse, e quella tesa, come anguilla, mosse, e con le branche l'aere a sé raccolse", Fai larghi giri e scendi lentamente
" Maggior paura non credo che fosse quando Fetonte abbandonò li freni, per che 'l ciel, come pare ancor, si cosse", Pensa all’insolito peso che porti
" né quando Icaro misero le reni sentì spennar per la scaldata cera, gridando il padre a lui “Mala via tieni","» La discesa nel cerchio ottavo Come la navicella esce dal porto indietreggiando, allo stesso modo Gerione si allontanò dall’orlo del precipizio"
"”, che fu la mia, quando vidi ch'i' era ne l'aere d'ogne parte, e vidi spenta ogne veduta fuor che de la fera"," Quando si sentì del tutto a suo agio, ri-volse la coda dov’era il petto, la distese e la fece guizzare come un’anguilla"
 Ella sen va notando lenta lenta, Poi con le zampe pelose diede bracciate nell’aria
" rota e discende, ma non me n'accorgo se non che al viso e di sotto mi venta"," Non credo che Fetónte a-vesse una paura più grande quando abbandonò le re-dini del carro del Sole e perciò, come ancora appa-re, il cielo si incendiò"
" Io sentia già da la man destra il gorgo far sotto noi un orribile scroscio, per che con li occhi 'n giù la testa sporgo"," Né quando l’infelice Icaro sentì le reni perdere le penne perché la cera si era fusa, mentre il padre gli gridava “Prendi una strada sbagliata"
" Allor fu' io più timido a lo stoscio, però ch'i' vidi fuochi e senti' pianti","” rispetto alla paura che provai, quando vidi che l’aria mi circondava da ogni lato e non ve-devo nient’altro che la belva"
 ond'io tremando tutto mi raccoscio," Essa volava nell’aria, nuotando con grande lentezza"
" E vidi poi, ché nol vedea davanti, lo scendere e 'l girar per li gran mali che s'appressavan da diversi canti"," Faceva larghi giri per discendere, ma me ne accorgevo soltanto perché il vento mi colpiva il viso e sotto le gambe"
" Come 'l falcon ch'è stato assai su l'ali, che sanza veder logoro o uccello fa dire al falconiere “Omè, tu cali"," Il rumore del fiume e i lamenti dei dannati Io udivo già alla mia destra la cascata del Flegetόnte fare un orribile scroscio sotto di noi, perciò sporsi la 4 2 testa e guardai in basso"
"”, discende lasso onde si move isnello, per cento rote, e da lunge si pone dal suo maestro, disdegnoso e fello"," Allora io ebbi timore a sal-tar giù dalla groppa, perché vidi fuochi e sentii pian-ti di dolore"
" così ne puose al fondo Gerïone al piè al piè de la stagliata rocca, e, discarcate le nostre persone, si dileguò come da corda cocca"," Perciò, tremando, mi strinsi tutto alle cosce"
, Poi vidi - prima non lo vedevo - che scende-vamo e ruotavamo sopra i grandi tormenti che si av-vicinavano da diverse parti
