Original,Translate_IT_1
" I' sapea già di tutti quanti 'l nome, sì li notai quando fuorono eletti, e poi ch'e' si chiamaro, attesi come"," I maledetti gridavano tutti insieme: «O Rubicante, méttigli gli unghioni addosso e scuo-ialooo"
" “O Rubicante, fa che tu li metti li unghioni a dosso, sì che tu lo scuoi","» Ed io: «O maestro mio, se puoi, cerca di sapere chi è lo sventurato che è caduto nelle mani dei suoi avversa-ri"
"”, gridavan tutti insieme i maladetti", » Il mio maestro gli si avvicinò di lato e gli domandò da dove venisse
" E io: “Maestro mio, fa, se tu puoi, che tu sappi chi è lo sciagurato venuto a man de li avversari suoi”", Quello rispose: «Io sono Ciàmpolo e nacqui nel regno di Navarra
 Lo duca mio li s'accostò allato, Mia madre mi mise al servizio di un signore
" domandollo ond'ei fosse, e quei rispuose: “I' fui del regno di Navarra nato", Mi a-veva generato con un ribaldo che scialacquò le sue ricchezze e poi si uccise
" Mia madre a servo d'un segnor mi puose, che m'avea generato d'un ribaldo, distruggitor di sé e di sue cose", Fui servitore del buon re Tebaldo II di Champagne
 Poi fui famiglia del buon re Tebaldo," Qui mi misi a fare barat-teria, di cui sconto la pena in questa pece bollente»"
" quivi mi misi a far baratteria, di ch'io rendo ragione in questo caldo”"," E Ciriatto, a cui da ogni lato della bocca usciva una zanna come a un cinghiale, gli fece sentire come una sola zanna lacerava le carni"
" E Cirïatto, a cui di bocca uscia d'ogne parte una sanna come a porco, li fé sentir come l'una sdruscia"," Il dannato era come un topo finito tra gatte malvage, ma Barbariccia lo strinse con le braccia, dicendo: «State lontani, mentre lo stringo da dietro"
 Tra male gatte era venuto 'l sorco,"» Poi si rivolse al mio maestro, dicendogli: «Domandagli ancora, se desideri sapere altro da lui, prima che un altro diavolo lo faccia a pezzi"
" ma Barbariccia il chiuse con le braccia e disse: “State in là, mentr'io lo 'nforco”","» I compagni di Ciàmpolo: frate Romita e Michele Zanche Allora la mia guida: «Ora dimmi, tra gli altri dannati sotto la pece cono-sci qualcuno che sia italiano?» E quello: «Io mi separai poco fa da uno che veniva da un pae-se vicino (=la Sardegna)"
 E al maestro mio volse la faccia," Vorrei essere ancora con lui coperto dalla pece, perché così non temerei né gli artigli né gli uncini dei Malebranche"
" “Domanda”, disse, “ancor, se più disii saper da lui, prima ch'altri 'l disfaccia”",» E Libicocco: «Abbiamo pazientato troppo
 Lo duca dunque: “Or dì: de li altri rii conosci tu alcun che sia latino sotto la pece?”,"» Lo prese per il braccio con l’uncino, lo stracciò e gli portò via un brandello di carne"
" E quelli: “I' mi partii, poco è, da un che fu di là vicino"," Anche Draghignaz-zo lo volle uncinare giù, sulle gambe, ma il loro ca-po li guardò tutti con un’occhiata severa"
" Così foss'io ancor con lui coperto, ch'i' non temerei unghia né uncino"," Quando essi si furono un po’ calmati, la mia guida domandò senza indugio al dannato, che ancora guardava la sua ferita: «Chi fu colui dal quale dici che ti sei malamente se-parato per venire a riva?» Ed egli rispose: «Fu frate Gomita, quello della Gallura, ricettacolo di ogni frode, che ebbe in mano i nemici del suo si-gnore (=Nino Visconti), e con loro si comportò in modo che ciascuno fu contento"
”," Prese danari da essi e li liberò facilmente, così come racconta"
" E Libicocco “Troppo avem sofferto”, disse"," E negli altri incarichi fu barattiere non piccolo, ma grande"
" e preseli 'l braccio col runciglio, sì che, stracciando, ne portò un lacerto", Di solito sta con lui messer Michele Zanche di Lo-gudoro
 Draghignazzo anco i volle dar di piglio giuso a le gambe, Le loro lingue non si stancano mai di parla-re della Sardegna
 onde 'l decurio loro si volse intorno intorno con mal piglio," Ahimè, vedete il diavolo che di-grigna i denti… Io direi altro, ma temo che quello sia pronto a grattarmi la rogna"
" Quand'elli un poco rappaciati fuoro, a lui, ch'ancor mirava sua ferita, domandò 'l duca mio sanza dimoro: “Chi fu colui da cui mala partita di' che facesti per venire a proda?”","» E il gran capo Barbariccia, rivolto a Farfarello che stralunava gli occhi per colpire, disse: «Fàtti più in là, uccello del malaugurio"
" Ed ei rispuose: “Fu frate Gomita, quel di Gallura, vasel d'ogne froda, ch'ebbe i nemici di suo donno in mano, e fé sì lor, che ciascun se ne loda","» Ciàmpolo sfugge ai Malebranche Poi il dannato, spaurito, ricominciò: «Se voi volete vedere o udire toscani o lombardi, io li farò venire"
" Danar si tolse e lasciolli di piano, sì com'e' dice"," Ma i Malebranche devono stare un po’ indietro, così i dannati non temono le loro puni-zioni"
" e ne li altri offici anche barattier fu non picciol, ma sovrano"," Ed io, restando in questo stesso luogo, in cambio di uno solo come me ne farò venire sette, quando fischierò, come siamo soliti fare quando qualcuno affiora dalla pece»"
 Usa con esso donno Michel Zanche di Logodoro," A quelle parole Cagnazzo alzò il muso, scrollò il capo e disse: «Si sente la malizia che egli ha pensato per gettarsi sotto la pece"
 e a dir di Sardigna le lingue lor non si sentono stanche,"» Allora il dannato, che conosceva inganni in gran quantità, rispose: «Sarei più malizioso, se procurassi ai miei compagni maggiori tormenti"
" Omè, vedete l'altro che digrigna","» Alichino intervenne e, contro i dubbi degli altri de-moni, gli disse: «Se tu tenti di immergerti, io non ti inseguirò cor-rendo, ma volando sopra la pece"
" i' direi anche, ma i' temo ch'ello non s'apparecchi a grattarmi la tigna”"," Noi lasceremo il culmine di quest’argine e ci nasconderemo dietro 5 3 l’argine opposto, così vedremo se tu da solo vali più di tutti noi"
" E 'l gran proposto, vòlto a Farfarello che stralunava li occhi per fedire, disse: “Fatti 'n costà, malvagio uccello","» O lettore, adesso ascolterai una nuova farsa: ogni diavolo rivolse lo sguardo all’argine opposto, per primo Cagnazzo, che era più restio a farlo"
”," I diavoli si azzuffano e i poeti si allonta-nano Il navarrese colse bene il momento propizio, puntò i piedi a terra e di colpo saltò e si liberò dalla stretta del loro capo Barbariccia"
" “Se voi volete vedere o udire”, ricominciò lo spaürato appresso, “Toschi o Lombardi, io ne farò venire"," Ciascuno di loro si dolse per l’inganno, ma soprattutto Alichino che l’aveva provocato"
" ma stieno i Malebranche un poco in cesso, sì ch'ei non teman de le lor vendette", Perciò si mosse e gridò al dannato: «Adesso ti prendo
" e io, seggendo in questo loco stesso, per un ch'io son, ne farò venir sette quand'io suffolerò, com'è nostro uso di fare allor che fori alcun si mette”","» Ma gli valse poco, perché le ali non poterono vince-re la paura del barattiere: quello si immerse nella pece, l’altro drizzò il petto in alto, continuando a volare"
" Cagnazzo a cotal motto levò 'l muso, crollando 'l capo, e disse: “Odi malizia ch'elli ha pensata per gittarsi giuso"," Come fa l’anitra di colpo, quando il falcone si avvicina: essa si tuffa in acqua e il rapace ritorna in aria indispettito e scornato"
”," Calcabrina, adirato per la beffa, lo inseguì volando e desiderò che il dannato scappasse per azzuffarsi"
" Ond'ei, ch'avea lacciuoli a gran divizia, rispuose: “Malizioso son io troppo, quand'io procuro a' mia maggior trestizia”"," Non appena il ba-rattiere scomparve nella pece, rivolse gli artigli con-tro il suo compagno e si avvinghiarono sopra il fos-sato"
" Alichin non si tenne e, di rintoppo a li altri, disse a lui: “Se tu ti cali, io non ti verrò dietro di gualoppo, ma batterò sovra la pece l'ali"," Ma l’altro, come uno sparviero minaccioso, fu pronto ad artigliarlo per bene"
" Lascisi 'l collo, e sia la ripa scudo, a veder se tu sol più di noi vali”", Così ambedue cadde-ro in mezzo allo stagno bollente
" O tu che leggi, udirai nuovo ludo: ciascun da l'altra costa li occhi volse, quel prima, ch'a ciò fare era più crudo"," Il caldo li fece su-bito dividere, ma non poterono sollevarsi in volo, perché avevano le ali imbrattate di pece"
 Lo Navarrese ben suo tempo colse," Barbaric-cia, avvilito come tutti gli altri diavoli, ne fece vola-re quattro sull’altro argine con tutti gli uncini"
" fermò le piante a terra, e in un punto saltò e dal proposto lor si sciolse", Quel-li discesero rapidamente da un lato e dall’altro per tornare al loro posto
" Di che ciascun di colpa fu compunto, ma quei più che cagion fu del difetto"," Poi porsero gli uncini ai due compagni caduti nella pece, che si erano già cotti sotto la superficie"
 però si mosse e gridò: “Tu se' giunto, Noi li lasciammo lì così impacciati
”,
