Original,Translate_IT_1
" Quand'io m'ebbi dintorno alquanto visto, volsimi a' piedi, e vidi due sì stretti, che 'l pel del capo avieno insieme misto", Battevano i denti come fanno le cicogne e ognuna teneva il viso rivol-to in giù
" “Ditemi, voi che sì strignete i petti”, diss'io, “chi siete?”", La loro bocca testimoniava il freddo e gli occhi che versavano lacrime testimoniavano il cuore angosciato
 E quei piegaro i colli," Camicione de’ Pazzi indica altri dannati Girai gli occhi per un po’ tutt’intorno, poi guardai ai miei piedi e vidi due dannati così stretti che aveva-no i capelli mischiati fra loro"
" e poi ch'ebber li visi a me eretti, li occhi lor, ch'eran pria pur dentro molli, gocciar su per le labbra, e 'l gelo strinse le lagrime tra essi e riserrolli"," Io dissi: «Ditemi, chi siete voi, che stringete tanto i petti?» Essi piegarono il collo e drizzarono il viso verso di me"
 Con legno legno spranga mai non cinse forte così," I loro occhi, che prima erano molli di pianto all’interno, gocciolarono sulle labbra, e il gelo strin-se le loro lacrime e chiuse i loro occhi"
" ond'ei come due becchi cozzaro insieme, tanta ira li vinse", Mai una spranga di ferro congiunse così fortemente due le-gni
" E un ch'avea perduti ambo li orecchi per la freddura, pur col viso in giùe, disse: “Perché cotanto in noi ti specchi? Se vuoi saper chi son cotesti due, la valle onde Bisenzo si dichina del padre loro Alberto e di lor fue"," Perciò essi come due montoni cozzarono le loro teste, tanto grande fu l’ira che li travolse"
 D'un corpo usciro," Un altro dannato, che per il freddo aveva perso entrambe le orecchie, tenendo il viso in giù mi disse: «Perché ci guardi con tanta insistenza? Se vuoi sa-pere chi sono quei due, sappi che sono Alessandro e Napoleone degli Alberti e, come loro padre Alberto, vengono dalla valle, da cui discende il fiume Bisen-zio"
" e tutta la Caina potrai cercare, e non troverai ombra degna più d'esser fitta in gelatina: non quelli a cui fu rotto il petto e l'ombra con esso un colpo per la man d'Artù", Nacquero dalla stessa madre
 non Focaccia," Potrai cercare in tutta la Caìna, ma non troverai un’ombra più degna di loro di essere conficcata in questa ghiacciaia"
" non questi che m'ingombra col capo sì, ch'i' non veggio oltre più, e fu nomato Sassol Mascheroni"," Non Mordrét, a cui la mano di re Artù trapassò il petto e l’ombra con un solo colpo di lancia"
" se tosco se', ben sai omai chi fu"," Non Fo-caccia, non costui che mi fa ombra con il capo, tanto che non vedo oltre, e che fu chiamato Sassolo Ma-scheroni"
" E perché non mi metti in più sermoni, sappi ch'i' fu' il Camiscion de' Pazzi"," Se sei toscano, sai bene chi egli fu"
 e aspetto Carlin che mi scagioni”," E, af-finché tu non mi faccia altre domande, sappi che io fui Camicione de’ Pazzi"
 Poscia vid'io mille visi cagnazzi fatti per freddo," Aspetto qui Carlino de’ Pazzi, che con le sue colpe faccia apparire meno gravi le mie"
" onde mi vien riprezzo, e verrà sempre, de' gelati guazzi","» Antenòra e i traditori della patria: Bocca degli Abati e Buoso da Duera Poi io vidi mille visi resi paonazzi per il freddo, perciò provo ancora orrore e lo proverò sempre, ve-dendo acque gelate"
" E mentre ch'andavamo inver' lo mezzo al quale ogne gravezza si rauna, e io tremava ne l'etterno rezzo"," E, mentre andavamo verso il centro di Cocìto, a cui tendono tutti i corpi pesanti ed io tremavo in quel freddo eterno, non so se fu mio desiderio o destino o fortuna, ma, passeggiando tra le teste, ne percossi con violenza una sul viso"
" se voler fu o destino o fortuna, non so"," Pian-gendo, il dannato mi rinfacciò: «Perché mi calpesti? Se tu non vieni ad accrescere la punizione per il tradimento di Montaperti, perché mi tormenti?» E io: «O maestro mio, ora aspettami qui, così io mi tolgo un dubbio su costui"
" ma, passeggiando tra le teste, forte percossi 'l piè nel viso ad una", Dopo mi farai fretta quanto vor-rai
" Piangendo mi sgridò: “Perché mi peste? se tu non vieni a crescer la vendetta di Montaperti, perché mi moleste?”","» La mia guida si fermò e io dissi a quel dannato che ancora bestemmiava duramente: «Chi sei tu, che rimproveri così gli altri?» «Chi sei tu, che vai per l’Antenòra» rispose, «col-pendo le gote degli altri, tanto che, se io fossi vivo, mi sentirei gravemente oltraggiato?» «Io sono vivo, e ti può essere gradito» fu la mia ri-sposta, «se cerchi la fama, che io metta il tuo nome tra i miei versi"
" E io: “Maestro mio, or qui m'aspetta, sì ch'io esca d'un dubbio per costui",» Ed egli a me: «Desidero il contrario
" poi mi farai, quantunque vorrai, fretta”"," Lèvati da qui e non darmi più fastidio, perché usi le lusinghe sbagliate su que-sta lastra di ghiaccio"
" Lo duca stette, e io dissi a colui che bestemmiava duramente ancora: “Qual se' tu che così rampogni altrui?”","» Allora lo presi per la collottola e dissi: «Sarà meglio che tu dica il tuo nome, altrimenti non ti rimarrà un capello sul capo"
" “Or tu chi se' che vai per l'Antenora, percotendo”, rispuose, “altrui le gote, sì che, se fossi vivo, troppo fora?”","» Ed egli a me: «Neanche se tu mi strappassi tutti i capelli, ti dirò chi sono"
" “Vivo son io, e caro esser ti puote”, fu mia risposta, “se dimandi fama, ch'io metta il nome tuo tra l'altre note”", E non te lo mostrerò nemmeno se con i piedi tu mi colpissi sul capo mille volte
 Ed elli a me: “Del contrario ho io brama,"» Io avevo già preso in mano i suoi capelli e ne avevo strappate diverse ciocche, mentre egli latrava con gli occhi rivolti verso giù, quando un altro dannato gri-dò: «Che cos’hai, o Bocca degli Abati? Non ti basta far rumore con le mascelle, senza latrare? Quale diavo-lo ti colpisce?» «Ormai» io dissi, «non voglio più sentirti parlare, o malvagio traditore, perché di te io porterò notizie veritiere, che ti infameranno"
" Lèvati quinci e non mi dar più lagna, ché mal sai lusingar per questa lama","» 7 7 «Va’ via» rispose, «e racconta quello che vuoi"
”," Ma, se mai uscirai di qui, non tacere il nome di chi ebbe ora la lingua sciolta"
" Allor lo presi per la cuticagna e dissi: “El converrà che tu ti nomi, o che capel qui sù non ti rimagna”", Egli rimpiange qui il denaro avuto dai francesi
" Ond'elli a me: “Perché tu mi dischiomi, né ti dirò ch'io sia, né mosterrolti se mille fiate in sul capo mi tomi”"," Di lui potrai dire: “Io vidi Buoso da Duera là, dove i peccatori stanno nella ghiacciaia dei traditori”"
" Io avea già i capelli in mano avvolti, e tratti glien'avea più d'una ciocca, latrando lui con li occhi in giù raccolti, quando un altro gridò: “Che hai tu, Bocca? non ti basta sonar con le mascelle, se tu non latri? qual diavol ti tocca?”"," E, se ti sarà chiesto: “Chi c’era anco-ra?”, sappi che qui accanto c’è Tesauro dei Becche-ria, a cui Firenze tagliò la gola"
" “Omai”, diss'io, “non vo' che più favelle, malvagio traditor"," Credo che più in là ci sia Gianni dei Soldanieri, che con Gano di Ma-ganza e Tebaldello degli Zambrasi aprì le porte di Faenza, mentre la gente dormiva…» Ugolino della Gherardesca strazia il cra-nio di Ruggieri degli Ubaldini Noi ci eravamo già allontanati da quel dannato, quando io ne vidi altri due ghiacciati dentro una bu-ca, così che un capo faceva da cappello all’altro"
 ch'a la tua onta io porterò di te vere novelle”," E, come si mangia il pane per fame, così quello che stava sopra addentò l’altro alle radici del cranio, dove il cervello si congiunge con la nuca"
" “Va via”, rispuose, “e ciò che tu vuoi conta", Tideo per odio morse le tempie a Melanippo in modo non di-verso da quello che quel dannato faceva con il te-schio e le altre parti
" ma non tacer, se tu di qua entro eschi, di quel ch'ebbe or così la lingua pronta"," «O tu che mostri in modo così bestiale il tuo odio contro costui che azzanni, dimmi perché lo fai» io dissi, «ma a questa condizione: se piangi a causa sua, sapendo chi voi siete e il suo peccato, io ti ri-cambierò, una volta ritornato nel mondo terreno, purché la lingua, con cui ti parlo, non mi si secchi"
" El piange qui l'argento de' Franceschi: ""Io vidi"", potrai dir, ""quel da Duera là dove i peccatori stanno freschi""",»
