Original,Translate_IT_1
" Io stava sovra 'l ponte a veder surto, sì che s'io non avessi un ronchion preso, caduto sarei giù sanz'esser urto", Nessuna lascia vedere il peccatore che rapisce ed ognuna avvolge un peccatore
" E 'l duca, che mi vide tanto atteso, disse: “Dentro dai fuochi son li spirti"," Io stavo sopra il ponte e mi sporgevo per vedere, co-sì che, se non avessi afferrato un masso, sarei caduto giù senza esser spinto da alcuno"
 catun si fascia di quel ch'elli è inceso”," La mia guida, che mi vide così intento a guardare, disse: «Gli spiriti son dentro ai fuochi: ognuno di essi è avvolto da quella fiamma che lo arde"
" “Maestro mio”, rispuos'io, “per udirti son io più certo","» La fiammella a due punte di Diomede e U-lisse «O maestro mio» risposi, «dopo le tue parole ne so-no più sicuro, ma ero già dell’avviso che fosse così e già ti volevo dire: chi è in quel fuoco che ha due punte, tanto che sembra sorgere dalla pira dove E-téocle fu messo con il fratello Polinìce?» Mi rispose: «Là dentro scontano la loro pena Ulisse e Diomede: insieme vanno incontro alla giustizia divina come insieme prepararono i loro inganni"
" ma già m'era avviso che così fosse, e già voleva dirti: chi è 'n quel foco che vien sì diviso di sopra, che par surger de la pira dov'Eteòcle col fratel fu miso?”"," Dentro la fiam-ma piangono l’agguato del cavallo, che aprì la brec-cia nelle mura di Troia, da cui uscì la nobile discen-denza dei romani"
" Rispuose a me: “Là dentro si martira Ulisse e Dïomede, e così insieme a la vendetta vanno come a l'ira", Piangono l’astuzia per la quale anche dopo morta Deidamìa si lamenta di Achille
 e dentro da la lor fiamma si geme l'agguato del caval che fé la porta onde uscì de' Romani il gentil seme, E scontano la colpa di aver rubato la statua di Pàllade Atena»
" Piangevisi entro l'arte per che, morta, Deïdamìa ancor si duol d'Achille, e del Palladio pena vi si porta”"," «Se fosse possibile parlare dall’interno di quelle fiammelle» dissi, «o maestro, ti prego assai e ti pre-go nuovamente, tanto che la preghiera mi valga co-me mille preghiere, che tu non mi neghi di aspettar-li, finché la fiamma a due punte non viene qui"
" “S'ei posson dentro da quelle faville parlar”, diss'io, “maestro, assai ten priego e ripriego, che 'l priego vaglia mille, che non mi facci de l'attender niego fin che la fiamma cornuta qua vegna", Vedi che mi piego verso di essa per il desiderio di sentirla parlare
 vedi che del disio ver' lei mi piego,"» Ed egli a me: «La tua preghiera è lodevole, perciò l’accolgo"
”, Ma fa’ che la tua lingua si astenga dal parlare
" Ed elli a me: “La tua preghiera è degna di molta loda, e io però l'accetto"," Lascia fare a me, ho capito ciò che vuoi"
 ma fa che la tua lingua si sostegna," Essi potrebbero rifiutarsi di risponderti, perché furono greci e pieni di orgoglio»"
" Lascia parlare a me, ch'i' ho concetto ciò che tu vuoi"," Dopo che la fiamma venne dove parve alla mia gui-da tempo e luogo opportuni, sentii pronunciare que-ste parole: «O voi, che siete in due dentro a un fuoco, se io ac-quistai merito presso di voi mentre vissi, se io acqui-stai merito piccolo o grande quando in vita scrissi i versi immortali, fermàtevi"
" ch'ei sarebbero schivi, perch'e' fuor greci, forse del tuo detto”"," Uno di voi mi dica dove, perdùtosi, andò a morire"
" Poi che la fiamma fu venuta quivi dove parve al mio duca tempo e loco, in questa forma lui parlare audivi: “O voi che siete due dentro ad un foco, s'io meritai di voi mentre ch'io vissi, s'io meritai di voi assai o poco quando nel mondo li alti versi scrissi, non vi movete","» Ulisse racconta dove andò a morire Il corno più grande di quella fiamma antica comin-ciò ad agitarsi e a crepitare, come una fiamma agita-ta dal vento"
" ma l'un di voi dica dove, per lui, perduto a morir gissi”"," Quindi, muovendo la cima qua e là come se fosse una lingua che parlasse, emise una vo-ce e disse: «Quando partii da Circe, che mi trattenne per più di un anno vicino a Gaeta prima che così Enea la chiamasse, né la tenerezza per mio figlio né il rispet-to per mio padre né il dovuto amore con cui dovevo far lieta Penelope riuscirono a vincere dentro di me il desiderio che ebbi di divenire esperto del mondo, dei vizi umani e delle capacità"
" Lo maggior corno de la fiamma antica cominciò a crollarsi mormorando, pur come quella cui vento affatica"," Perciò mi diressi verso il mare occidentale soltanto con una nave e con quella piccola compagnia, dalla quale non fui mai abbandonato"
" indi la cima qua e là menando, come fosse la lingua che parlasse, gittò voce di fuori e disse: “Quando mi diparti' da Circe, che sottrasse me più d'un anno là presso a Gaeta, prima che sì Enëa la nomasse, né dolcezza di figlio, né la pieta del vecchio padre, né 'l debito amore lo qual dovea Penelopè far lieta, vincer potero dentro a me l'ardore ch'i' ebbi a divenir del mondo esperto e de li vizi umani e del valore"," Vidi l’una e l’altra spiaggia fino alla Spagna e fino al Marocco, vidi l’isola dei sardi e le altre isole bagnate da quel mare"
 ma misi me per l'alto mare aperto sol con un legno e con quella compagna picciola da la qual non fui diserto," Io e i miei compagni eravamo vecchi e tardi, quando giungem-mo allo stretto di Gibilterra, dove Ercole segnò i confini della Terra, affinché nessun uomo si spinges-se oltre"
" L'un lito e l'altro vidi infin la Spagna, fin nel Morrocco, e l'isola d'i Sardi, e l'altre che quel mare intorno bagna"," A destra mi lasciai Siviglia, a sinistra mi ero già lasciata Cèuta"
 Io e ' compagni eravam vecchi e tardi quando venimmo a quella foce stretta dov'Ercule segnò li suoi riguardi acciò che l'uom più oltre non si metta," “O fratelli” dissi, “che affrontando mille pericoli siete giunti all’estremo limite dell’occidente, a que-sta tanto piccola vigilia dei nostri sensi, che ci rima-ne, non vogliate negare l’esperienza, seguendo il corso del Sole, di esplorare il mondo senza gente"
" da la man destra mi lasciai Sibilia, da l'altra già m'avea lasciata Setta"," Considerate la vostra origine: non siete nati per vi-ver come bruti (=esseri senza ragione), ma per con-seguire valore e conoscenza"
" ""O frati,"" dissi, ""che per cento milia perigli siete giunti a l'occidente, a questa tanto picciola vigilia d'i nostri sensi ch'è del rimanente non vogliate negar l'esperïenza, di retro al sol, del mondo sanza gente","” 6 1 Con questo breve discorso io feci i miei compagni così desiderosi di continuare il viaggio, che a fatica poi sarei riuscito a trattenerli"
" Considerate la vostra semenza: fatti non foste a viver come bruti, ma per seguir virtute e canoscenza"""," E, volta la nostra pop-pa nel Sole del mattino, facemmo dei remi ali al fol-le volo, piegando sempre più dal lato mancino"
" Li miei compagni fec'io sì aguti, con questa orazion picciola, al cammino, che a pena poscia li avrei ritenuti"," La notte già ci mostrava tutte le stelle dell’altro polo, mentre il nostro polo era divenuto tanto basso sull’orizzonte, che non sorgeva fuori della superficie marina"
" e volta nostra poppa nel mattino, de' remi facemmo ali al folle volo, sempre acquistando dal lato mancino"," La montagna bruna per la distanza Cinque volte si era accesa e cinque spenta la parte inferiore della Luna, dopo che avevamo iniziato l’ardua impresa, quando ci apparve una montagna (=il purgatorio), bruna per la distanza, che mi sem-brò tanto alta quanto non ne avevo mai viste"
" Tutte le stelle già de l'altro polo vedea la notte, e 'l nostro tanto basso, che non surgëa fuor del marin suolo"," Noi ci rallegrammo, ma sùbito la nostra gioia si tramutò in pianto, perché dalla nuova terra sorse un turbine che percosse la prua della nave"
" Cinque volte racceso e tante casso lo lume era di sotto da la luna, poi che 'ntrati eravam ne l'alto passo, quando n'apparve una montagna, bruna per la distanza, e parvemi alta tanto quanto veduta non avëa alcuna"," Tre volte la fece girare con tutta l’acqua circostante, alla quarta fece alzar la poppa in alto e andar la prua in giù, come ad altri (=Dio) piacque, finché il mare si rinchiuse sopra di noi»"
" Noi ci allegrammo, e tosto tornò in pianto",
