Original,Translate_IT_1
" Ma quello ingrato popolo maligno che discese di Fiesole antico, e tiene ancor del monte e del macigno, ti si farà, per tuo ben far, nimico","» «Se il mio desiderio fosse stato pienamente esaudi-to» risposi, «voi sareste ancora vivo, perché nella memoria mi è impressa, ed ora mi commuove, la ca-ra e buona immagine paterna che ho di voi, quando nel mondo nei nostri incontri m’insegnavate come l’uomo si eterna con la fama"
" ed è ragion, ché tra li lazzi sorbi si disconvien fruttare al dolce fico"," E, quanto io abbia gradito questo insegnamento, sarà espresso chiara-mente dalle mie parole finché vivrò"
 Vecchia fama nel mondo li chiama orbi," Scrivo nella mia memoria ciò che m’avete detto del mio futuro e lo conservo con l’altra predizione (=di Farinata de-gli Uberti), per farmelo spiegare da una donna (=Beatrice), che saprà farlo, se arrivo fino a lei"
" gent' è avara, invidiosa e superba: dai lor costumi fa che tu ti forbi"," Voglio soltanto che vi sia chiaro, purché la mia co-scienza non mi rimorda, che ai colpi della Fortuna, quali che siano, io son pronto"
" La tua fortuna tanto onor ti serba, che l'una parte e l'altra avranno fame di te", Non è nuovo per le mie orecchie questo anticipo di sventura
 ma lungi fia dal becco l'erba," Perciò la Fortuna giri pure la sua ruota, come le piace, ed il contadino giri pure la sua zappa"
" Faccian le bestie fiesolane strame di lor medesme, e non tocchin la pianta, s'alcuna surge ancora in lor letame, in cui riviva la sementa santa di que' Roman che vi rimaser quando fu fatto il nido di malizia tanta”","» Allora il mio maestro si volse indietro con la guan-cia destra, mi guardò, poi disse: «Ascolta con profitto chi annota nella memoria ciò che ha udito»"
" “Se fosse tutto pieno il mio dimando”, rispuos'io lui, “voi non sareste ancora de l'umana natura posto in bando", I compagni di Brunetto: chierici e grandi letterati Per questo intervento non smetto di parlare con ser Brunetto e domando chi sono i suoi compagni più conosciuti e più grandi
" ché 'n la mente m'è fitta, e or m'accora, la cara e buona imagine paterna di voi quando nel mondo ad ora ad ora m'insegnavate come l'uom s'etterna: e quant'io l'abbia in grado, mentr'io vivo convien che ne la mia lingua si scerna"," Ed egli a me: «È bene che tu sappia di qualcuno, ma è meglio che io taccia degli altri, perché il tempo sarebbe troppo breve per nominarli"
" Ciò che narrate di mio corso scrivo, e serbolo a chiosar con altro testo a donna che saprà, s'a lei arrivo"," Insomma sappi che furono tutti chierici e letterati grandi e di gran fama, e si sono macchiati in vita dello stesso peccato"
" Tanto vogl'io che vi sia manifesto, pur che mia coscïenza non mi garra, ch'a la Fortuna, come vuol, son presto", Con quella turba disgraziata se ne va il grammatico Prisciano ed anche il giurista Francesco d’Accorso
" Non è nuova a li orecchi miei tal arra: però giri Fortuna la sua rota come le piace, e 'l villan la sua marra”"," E, se tu avessi avuto desiderio di tale sozzura, potevi vedere Andrea de’ Mozzi, che dal servo dei servi (=papa Bonifacio VIII) fu trasferito dal vescovado di Firen-ze a quello di Vicenza, dove, morendo, lasciò le sue 3 8 energie, così malamente spese"
 Lo mio maestro allora in su la gota destra si volse in dietro e riguardommi," Ti direi di più, ma non posso venire con te e parlarti più a lungo, perché vedo là una nuova nuvola sorgere dal sabbione"
 poi disse: “Bene ascolta chi la nota”, Vie-ne gente con la quale non devo essere
" Né per tanto di men parlando vommi con ser Brunetto, e dimando chi sono li suoi compagni più noti e più sommi"," Ti raccoman-do il mio Tesoro, nel quale io vivo ancora, e non ti chiedo altro»"
 Ed elli a me: “Saper d'alcuno è buono, Poi si volse per raggiungere la sua schiera e parve uno di quelli che a Verona corrono in campagna per vincere il palio verde
" de li altri fia laudabile tacerci, ché 'l tempo saria corto a tanto suono"," E parve di costoro colui che vince, non colui che perde"
" In somma sappi che tutti fur cherci e litterati grandi e di gran fama, d'un peccato medesmo al mondo lerci",
