Original,Translate_IT_1
" I' cominciai: “Maestro, tu che vinci tutte le cose, fuor che ' demon duri ch'a l'intrar de la porta incontra uscinci, chi è quel grande che non par che curi lo 'ncendio e giace dispettoso e torto, sì che la pioggia non par che 'l marturi?”"," Capanèo, bestemmiatore punito Io cominciai: «O maestro, tu che vinci tutte le difficoltà, fuorché i demoni ostinati che ci vennero incontro davanti alla porta di Dite, chi è quel grande, che mostra di non curarsi della pioggia di fuoco e che giace per terra sprezzante e torvo, tanto che la pioggia non appare capace di domarlo?» E quello, accortosi che chiedevo di lui alla mia gui-da, gridò: «Come fui da vivo, tale sono da morto"
" E quel medesmo, che si fu accorto ch'io domandava il mio duca di lui, gridò: “Qual io fui vivo, tal son morto"," Anche se Giove stancasse il suo fabbro Vulcano, dal quale, adirato contro di me, prese la folgore acuta con cui mi colpì l’ultimo giorno della mia vita; ed anche se stancasse gli altri fabbri facendoli lavorare a turno nella nera fucina dell’Etna, chiamando “O buon Vulcano, aiutami, aiutami"
 Se Giove stanchi 'l suo fabbro da cui crucciato prese la folgore aguta onde l'ultimo dì percosso fui,"”, come fece nella batta-glia di Flegra contro i giganti; e mi scagliasse ad-dosso i fulmini con tutta la sua forza, non avrebbe ancora la soddisfazione di vedermi piegato"
" o s'elli stanchi li altri a muta a muta in Mongibello a la focina negra, chiamando ""Buon Vulcano, aiuta, aiuta","» Allora la mia guida parlò con tanta forza, quanto non l’avevo mai udita: «O Capanèo, proprio perché la tua superbia non si spegne, senti maggiormente la punizione: nessuna sofferenza, fuorché la tua rabbia, sarebbe un castigo adeguato al tuo furore"
""", sì com'el fece a la pugna di Flegra, e me saetti con tutta sua forza: non ne potrebbe aver vendetta allegra”","» Poi si rivolse a me con volto più sereno, dicendo: «Egli fu uno dei sette re che assediarono Tebe"
" Allora il duca mio parlò di forza tanto, ch'i' non l'avea sì forte udito: “O Capaneo, in ciò che non s'ammorza la tua superbia, se' tu più punito", Ebbe e mostra di avere Dio in gran disprezzo e poco mo-stra di considerarlo
" nullo martiro, fuor che la tua rabbia, sarebbe al tuo furor dolor compito”"," Ma, come dissi, il suo disprezzo e le sue parole sono ben appropriati alla sua pazzia"
" Poi si rivolse a me con miglior labbia, dicendo: “Quei fu l'un d'i sette regi ch'assiser Tebe"," Ora séguimi e cerca ancora di non mettere i piedi nella sabbia riarsa, ma tiènili sempre vicini al bo-sco»"
" ed ebbe e par ch'elli abbia Dio in disdegno, e poco par che 'l pregi"," Gli argini in pietra del Flegetόnte Senza più parlare giungemmo là dove sgorgava fuori della selva un piccolo fiumicello, il cui color rosso mi fa ancora raccapricciare"
" ma, com'io dissi lui, li suoi dispetti sono al suo petto assai debiti fregi"," Esso scorreva tra la sabbia, simile al ruscello che esce dal laghetto di Bulicame, che poi le lavoratrici della canapa si di-vidono tra loro"
" Or mi vien dietro, e guarda che non metti, ancor, li piedi ne la rena arsiccia"," Il suo fondo, ambedue le sponde, come pure i margini laterali, erano fatti di pietra, perciò mi accorsi che il passaggio era lì"
 ma sempre al bosco tien li piedi stretti”," «Fra tutte le altre cose che ti ho mostrato, dopo che entrammo per la porta la cui soglia è aperta a tutti, i tuoi occhi non videro cosa degna di nota come que-sto fiumicello, che spegne sopra di sé tutte le fiam-melle»"
" Tacendo divenimmo là 've spiccia fuor de la selva un picciol fiumicello, lo cui rossore ancor mi raccapriccia"," La mia guida mi disse queste parole, perciò io la pregai di soddisfare la curiosità, che aveva suscitato in me"
" Quale del Bulicame esce ruscello che parton poi tra lor le peccatrici, tal per la rena giù sen giva quello"," Il vecchio di Creta e la geografia dell’in-ferno «Nel mezzo del mare si trova un paese ora caduto in rovina» egli allora disse, «che si chiama Creta, sotto il cui re Saturno un tempo il mondo visse innocente"
" Lo fondo suo e ambo le pendici fatt'era 'n pietra, e ' margini dallato"," Vi è una montagna chiamata Ida, un tempo ricca di acque e di fronde ed ora abbandonata come una cosa inutile"
 per ch'io m'accorsi che 'l passo era lici," Rea, moglie di Saturno, la scelse come culla sicura per il suo piccolo Giove; e, per meglio na-sconderlo quando piangeva, faceva fare gran rumore ai suoi sacerdoti"
" “Tra tutto l'altro ch'i' t'ho dimostrato, poscia che noi intrammo per la porta lo cui sogliare a nessuno è negato, cosa non fu da li tuoi occhi scorta notabile com'è 'l presente rio, che sovra sé tutte fiammelle ammorta”"," Dentro il monte sta dritto un vec-chio di grande statura, che volge le spalle all’Egitto e guarda Roma come in uno specchio"
 Queste parole fuor del duca mio," La testa è fat-ta d’oro fine, le sue braccia e il suo petto sono d’ar-gento puro, poi è di rame sino all’inforcatura delle gambe, da questo punto fino ai piedi è tutto di ferro scelto, tranne il piè destro, che è di terra cotta, e sta dritto più su questo piede che sull’altro"
 per ch'io 'l pregai che mi largisse 'l pasto di cui largito m'avëa il disio," Ciascuna parte, fuorché la testa d’oro, è rotta da una fessura, che goccia lacrime, che si raccolgono ai suoi piedi e forano la roccia"
" “In mezzo mar siede un paese guasto”, diss'elli allora, “che s'appella Creta, sotto 'l cui rege fu già 'l mondo casto"," Esse scorrono tra le rocce sino a questa valle e formano l’Acherónte, lo Stige e il Flegetónte"
" Una montagna v'è che già fu lieta d'acqua e di fronde, che si chiamò Ida"," Poi scendono per questo stretto canale (=l’abisso dell’inferno), finché formano il lago di Cocìto nel luogo oltre il quale non si può più scen-dere"
 or è diserta come cosa vieta," Tu vedrai com’è quello stagno (=il lago di Co-cìto), perciò qui non te ne parlo»"
" Rëa la scelse già per cuna fida del suo figliuolo, e per celarlo meglio, quando piangea, vi facea far le grida"," Ed io a lui: 3 6 «Se questo rigagnolo proviene dal nostro mondo, perché ci appare soltanto qui, al margine della sel-va?» Ed egli a me: «Tu sai che questo luogo è rotondo e che, sebbene tu sia disceso girando sempre a sinistra, non hai ancora percorso tutta la circonferenza"
" Dentro dal monte sta dritto un gran veglio, che tien volte le spalle inver' Dammiata e Roma guarda come süo speglio"," Perciò non devi me-ravigliarti, se ci appare qualcosa che non abbiamo mai visto»"
" La sua testa è di fin oro formata, e puro argento son le braccia e 'l petto, poi è di rame infino a la forcata"," Ed io ancora: «O maestro, dove si trovano il Flegetónte e il Lete? Perché dell’uno taci, dell’altro dici che si forma da questa pioggia di lacrime?» «Le tue domande mi fanno sempre piacere» mi ri-spose, «ma il bollore dell’acqua rossa ben doveva risolvere una delle domande che fai"
" da indi in giuso è tutto ferro eletto, salvo che 'l destro piede è terra cotta"," Vedrai il Lete fuori di questo abisso, là, nel paradiso terrestre, dove le anime vanno a lavarsi quando la colpa, di cui si son pentite, è rimossa»"
" e sta 'n su quel, più che 'n su l'altro, eretto", La strada sugli argini del Flegetόnte Poi disse: «Ormai è giunto il momento di scostarci dal bosco
" Ciascuna parte, fuor che l'oro, è rotta d'una fessura che lagrime goccia, le quali, accolte, fóran quella grotta"," Cerca di venirmi dietro: gli argini di pietra, che non son arsi dal fuoco, ci offrono una strada sicura, poi-ché sopra di loro le fiamme di fuoco si spengono»"
 Lor corso in questa valle si diroccia,
