Original,Translate_IT_1
" Questa a peccar con esso così venne, falsificando sé in altrui forma, come l'altro che là sen va, sostenne, per guadagnar la donna de la torma, falsificare in sé Buoso Donati, testando e dando al testamento norma”"," Ugualmente l’altro (=Gianni Schicchi) che fugge in quella dire-zione, per guadagnar la più bella cavalla della man-dria, ardì fingersi Buoso Donati, facendo testamento e dando al testamento valore legale»"
" E poi che i due rabbiosi fuor passati sovra cu' io avea l'occhio tenuto, rivolsilo a guardar li altri mal nati"," Maestro Adamo e i ruscelletti del Casen-tino Dopo che i due rabbiosi, che avevo tenuto d’occhio, corsero via, mi misi a guardare le altre anime malna-te"
" Io vidi un, fatto a guisa di lëuto, pur ch'elli avesse avuta l'anguinaia tronca da l'altro che l'uomo ha forcuto"," Io vidi uno che sarebbe apparso a forma di liuto, se avesse avuto l’inguine tagliato all’altezza delle cosce"
" La grave idropesì, che sì dispaia le membra con l'omor che mal converte, che 'l viso non risponde a la ventraia, faceva lui tener le labbra aperte come l'etico fa, che per la sete l'un verso 'l mento e l'altro in sù rinverte"," L’idropisia, che fa pesanti e che rende spro-porzionate le membra tra loro a causa dell’umore che si trasforma in modo anormale, così che il viso magro non corrisponde al ventre enorme, gli faceva tenere le labbra aperte come fa il tisico, che per l’arsura ripiega un labbro verso il mento e l’altro in su"
" “O voi che sanz'alcuna pena siete, e non so io perché, nel mondo gramo”, diss'elli a noi, “guardate e attendete a la miseria del maestro Adamo"," «O voi, che siete senz’alcuna pena - non so per qua-le motivo - in questo mondo pieno di dolore» egli ci disse, «guardate e mirate l’infelicità di maestro A-damo"
" io ebbi, vivo, assai di quel ch'i' volli, e ora, lasso"," Io ebbi in vita più di quel che volli ed ora, ahimè"
", un gocciol d'acqua bramo",", bramo una goccia d’acqua"
" Li ruscelletti che d'i verdi colli del Casentin discendon giuso in Arno, faccendo i lor canali freddi e molli, sempre mi stanno innanzi, e non indarno, ché l'imagine lor vie più m'asciuga che 'l male ond'io nel volto mi discarno"," I ruscelletti, che dai verdi colli del Casentino discendono giù in Arno facendo i loro canali freschi e inzuppati d’acqua, mi stanno sempre davanti agli occhi, e non invano, per-ché la loro immagine mi fa sentir la sete più del ma-le che mi fa dimagrire il volto"
 La rigida giustizia che mi fruga tragge cagion del loco ov'io peccai a metter più li miei sospiri in fuga," La severa giustizia, che mi tormenta, trae motivo dal luogo in cui pec-cai, per farmi sospirare di più… Lì, nel Casentino, si trova il castello dei conti Guidi da Romena, dove falsificai la lega che reca impressa l’immagine di Giovanni Battista (=il fiorino)"
" Ivi è Romena, là dov'io falsai la lega suggellata del Batista", Perciò lasciai il mio corpo bruciato lassù
 per ch'io il corpo sù arso lasciai," Ma, se io vedessi qui l’anima trista di Guido o di Alessandro o di loro fratello, non scambierei questo piacere con quello di bere alla fonte Branda"
" Ma s'io vedessi qui l'anima trista di Guido o d'Alessandro o di lor frate, per Fonte Branda non darei la vista"," Qui dentro c’è già l’anima di uno di loro, Guido, se le ombre arrabbiate che qui si aggirano dicono il vero"
" Dentro c'è l'una già, se l'arrabbiate ombre che vanno intorno dicon vero"," Ma che cosa mi giova con queste membra che m’impediscono di muover-mi? Se io fossi ancora tanto agile, da potermi muo-vere in cento anni anche soltanto di qualche pollice, mi sarei già messo in cammino verso il fondo della bolgia, per cercarlo tra questa gente deforme, anche se la bolgia ha la circonferenza di undici miglia ed è larga non meno di mezzo miglio"
" ma che mi val, c'ho le membra legate? S'io fossi pur di tanto ancor leggero ch'i' potessi in cent'anni andare un'oncia, io sarei messo già per lo sentiero, cercando lui tra questa gente sconcia, con tutto ch'ella volge undici miglia, e men d'un mezzo di traverso non ci ha"," Per colpa loro io mi trovo in mezzo a questa famiglia, perché m’indussero a batter fiorini che avevano tre carati di metallo vile"
 Io son per lor tra sì fatta famiglia,"» Due falsari di parole: la moglie di Putifar-re e Sinone, greco da Troia Ed io a lui: «Chi son quei due tapini, che per la febbre fumano come le mani bagnate d’inverno e giacciono stretti alla tua destra?» «Li trovai qui» rispose, «quando precipitai in questa bolgia"
 e' m'indussero a batter li fiorini ch'avevan tre carati di mondiglia”, Non si mossero mai e credo che non si muo-veranno in eterno
" E io a lui: “Chi son li due tapini che fumman come man bagnate 'l verno, giacendo stretti a' tuoi destri confini?”", Una è la bugiarda moglie di Puti-farre che accusò falsamente Giuseppe
" “Qui li trovai  e poi volta non dierno ”, rispuose, “quando piovvi in questo greppo, e non credo che dieno in sempiterno"," L’altro è il bugiardo Sinone, greco da Troia"
 L'una è la falsa ch'accusò Gioseppo, Per la febbre altis-sima mandano questa gran puzza di olio bruciato
 l'altr'è 'l falso Sinon greco di Troia: per febbre aguta gittan tanto leppo”,
" E l'un di lor, che si recò a noia forse d'esser nomato sì oscuro, col pugno li percosse l'epa croia",
 Quella sonò come fosse un tamburo,"» Il violento scambio di insulti tra maestro Adamo e Sinone Uno di loro, forse indispettito dal modo spregevole in cui era stato indicato, gli diede un pugno sulla pancia gonfia e dura"
" e mastro Adamo li percosse il volto col braccio suo, che non parve men duro, dicendo a lui: “Ancor che mi sia tolto lo muover per le membra che son gravi, ho io il braccio a tal mestiere sciolto”", Essa risuonò come fosse un tamburo
" Ond'ei rispuose: “Quando tu andavi al fuoco, non l'avei tu così presto"," Maestro Adamo a sua volta lo colpì sul vi-so con un pugno che non parve meno duro, dicendo-gli: «Anche se non posso muovere le membra rese pesan-ti dall’idropisia, ho ancora il braccio capace di col-pire"
 ma sì e più l'avei quando coniavi”,"» Egli rispose: «Quando tu andavi al rogo, non l’avevi così rapido"
 E l'idropico: “Tu di' ver di questo: ma tu non fosti sì ver testimonio là 've del ver fosti a Troia richesto”," L’avevi così agile, e anche di più, quando coniavi moneta"
" “S'io dissi falso, e tu falsasti il conio”, disse Sinon",» E l’idropico: 7 1 «Tu dici il vero in questo caso
" “e son qui per un fallo, e tu per più ch'alcun altro demonio"," Ma tu non fosti un testimone così sincero, quando a Troia ti fu chiesto di dire il vero"
”,"» «Se io dissi il falso, tu falsasti il conio» disse Sino-ne, «io son qui per un solo inganno, tu sei qui per più inganni di qualsiasi demonio"
" “Ricorditi, spergiuro, del cavallo”, rispuose quel ch'avëa infiata l'epa","» «Ricòrdati, o spergiuro, del cavallo di Troia» rispo-se quel che aveva la pancia gonfia, «vergògnati che tutto il mondo lo sa"
 “e sieti reo che tutto il mondo sallo,"» «E tu vergògnati della sete» disse il greco, «che ti fa screpolare la lingua e dell’umore guasto che davanti agli occhi ti gonfia il ventre come una siepe"
”,» E il monetiere: «Ti àuguro che la tua bocca sia squarciata dalla feb-bre ora come sempre
" “E te sia rea la sete onde ti crepa”, disse 'l Greco, “la lingua, e l'acqua marcia che 'l ventre innanzi a li occhi sì t'assiepa",", perché, se io ho sete e se l’umor maligno mi gonfia il ventre, tu hai l’arsura e il capo che ti duole"
”, Né ti faresti pregare molto per leccare lo specchio di Narciso
 Allora il monetier: “Così si squarcia la bocca tua per tuo mal come suole,"» Virgilio rimprovera Dante Io ero tutto proteso ad ascoltarli, quando il maestro mi disse: «Continua pure a guardare e tra poco litigo anch’io con te"
" ché, s'i' ho sete e omor mi rinfarcia, tu hai l'arsura e 'l capo che ti duole, e per leccar lo specchio di Narcisso, non vorresti a 'nvitar molte parole”","» Quando lo sentii parlare con voce adirata, mi volsi verso di lui con una tale vergogna che ancora me ne ricordo"
" Ad ascoltarli er'io del tutto fisso, quando 'l maestro mi disse: “Or pur mira, che per poco che teco non mi risso"," Come colui che sogna e che, mentre sogna, desidera di star sognando, tanto che desidera di so-gnare come se non stesse sognando; così mi feci io, che non riuscivo a parlare e che volevo scusarmi, ma che mi scusavo proprio con il silenzio, anche se non credevo di farlo"
”, «Una vergogna minore della tua lava una colpa maggiore di quanto la tua non sia stata» disse il ma-estro; «perciò deponi ogni rammarico
" Quand'io 'l senti' a me parlar con ira, volsimi verso lui con tal vergogna, ch'ancor per la memoria mi si gira"," Fa’ conto che io ti sia sempre a fianco, se mai succederà che la fortuna ti faccia incontrare genti litigiose come que-ste, perché voler ascoltare ciò è un desiderio me-schino»"
" Qual è colui che suo dannaggio sogna, che sognando desidera sognare, sì che quel ch'è, come non fosse, agogna, tal mi fec'io, non possendo parlare, che disïava scusarmi, e scusava me tuttavia, e nol mi credea fare",
