Original,Translate_IT_1
" battiensi a palme e gridavan sì alto, ch'i' mi strinsi al poeta per sospetto"," L’arrivo del messo celeste Già veniva per le torbide onde dello Stige il frastuo-no d’un suono spaventoso, che faceva tremare am-bedue le sponde, proprio come un vento impetuoso che per lo sbalzo di temperatura colpisce la selva e senza alcun ostacolo schianta, abbatte e trascina via i rami"
" “Vegna Medusa: sì 'l farem di smalto”, dicevan tutte riguardando in giuso", E poi avanza superbo tra la polvere e fa fug-gire belve e pastori
 “mal non vengiammo in Tesëo l'assalto”," Virgilio mi fece aprire gli occhi e disse: «Ora punta lo sguardo verso quell’antico pantano, dove il vapore è più fitto"
 “Volgiti 'n dietro e tien lo viso chiuso,"» Come le rane fuggono tutte davanti alla biscia loro nemica, finché ciascuna si nasconde nella melma, così io vidi più di mille anime di iracondi, atterrite, fuggire davanti ad una figura che a passo veloce at-traversava lo Stige con i piedi asciutti"
" ché se 'l Gorgón si mostra e tu 'l vedessi, nulla sarebbe di tornar mai suso”", Spesso scac-ciava il fumo dal volto muovendo la mano sinistra e soltanto di quel fastidio appariva soffrire
 Così disse 'l maestro," Capii su-bito che quello era il messo celeste, perciò mi rivolsi al maestro"
" ed elli stessi mi volse, e non si tenne a le mie mani, che con le sue ancor non mi chiudessi", Egli mi fece cenno che stessi tranquillo e m’inchinassi davanti a lui
" O voi ch'avete li 'ntelletti sani, mirate la dottrina che s'asconde sotto 'l velame de li versi strani"," Oh, quanto mi appariva pieno di sdegno verso i diavoli"
" E già venìa su per le torbide onde un fracasso d'un suon, pien di spavento, per cui tremavano amendue le sponde, non altrimenti fatto che d'un vento impetüoso per li avversi ardori, che fier la selva e sanz'alcun rattento li rami schianta, abbatte e porta fori"," Venne davanti alla porta di Dite e l’aprì con un bastoncino, senza in-contrare alcuna resistenza"
" dinanzi polveroso va superbo, e fa fuggir le fiere e li pastori"," «O voi che il cielo ha scacciato, gente spregevole» cominciò a dire sull’orribile soglia, «da dove sorge in voi questa arroganza? Perché vi opponete a quel volere (=di Dio) che non può mai fallire e che più volte ha accresciuto le vostre pene? A che cosa serve scontrarsi con i decreti del cielo? Il vostro Cèrbero, se ricordate bene, porta ancora il mento e la gola spellati per questo"
 Li occhi mi sciolse e disse: “Or drizza il nerbo del viso su per quella schiuma antica per indi ove quel fummo è più acerbo”,"» Poi si volse indietro per la strada fangosa e non ci rivolse una parola, ma sembrò qualcuno che fosse stretto e morso da una preoccupazione più importan-te rispetto a quella di chi gli sta davanti"
" Come le rane innanzi a la nimica biscia per l'acqua si dileguan tutte, fin ch'a la terra ciascuna s'abbica, vid'io più di mille anime distrutte fuggir così dinanzi ad un ch'al passo passava Stige con le piante asciutte"," Noi muo-vemmo i piedi verso la città, sicuri di entrare dopo quelle sante parole"
" Dal volto rimovea quell'aere grasso, menando la sinistra innanzi spesso", L’entrata nella città e le tombe degli ereti-ci Entrammo nella città senza ulteriori scontri
 e sol di quell'angoscia parea lasso," Io desi-deravo guardare la condizione delle anime richiuse in quella fortezza, perciò, appena dentro, volsi gli occhi tutt’intorno"
" Ben m'accorsi ch'elli era da ciel messo, e volsimi al maestro"," Da ogni parte vidi una grande spianata, piena di dolore e di tormento"
 e quei fé segno ch'i' stessi queto ed inchinassi ad esso," Proprio co-me ad Arles, dove il Rodano, sfociando in mare, s’impaluda; e come a Pola, presso il golfo del Quar-naro, che racchiude e bagna i confini dell’Italia, i sepolcri romani rendono tutto il luogo accidentato; così avveniva qui da ogni parte, salvo che il modo era più amaro, perché tra le tombe rialzate erano sparse fiamme, che le arroventavano a tal punto, che nessun’arte terrena richiede ferro più incandescente"
 Ahi quanto mi parea pien di disdegno," Tutti i coperchi erano aperti e puntellati, e da essi 2 5 uscivano fuori lamenti così strazianti, che ben appa-rivano di anime infelici e sofferenti"
" Venne a la porta e con una verghetta l'aperse, che non v'ebbe alcun ritegno"," Ed io: «O maestro, chi sono le genti sepolte dentro quelle tombe, che fanno sentire i loro gemiti di dolore?» Egli a me: «Qui sono puniti gli eretici d’ogni setta con i loro seguaci"
" “O cacciati del ciel, gente dispetta”, cominciò elli in su l'orribil soglia, “ond'esta oltracotanza in voi s'alletta? Perché recalcitrate a quella voglia a cui non puote il fin mai esser mozzo, e che più volte v'ha cresciuta doglia? Che giova ne le fata dar di cozzo? Cerbero vostro, se ben vi ricorda, ne porta ancor pelato il mento e 'l gozzo”", E le tombe sono piene di dannati molto più di quanto tu non creda
" Poi si rivolse per la strada lorda, e non fé motto a noi, ma fé sembiante d'omo cui altra cura stringa e morda che quella di colui che li è davante", Qui ogni eretico è sepolto con i suoi simili e le tombe sono più o meno calde»
" e noi movemmo i piedi inver' la terra, sicuri appresso le parole sante"," Poi si volse verso destra, e passammo tra le tombe infuocate e le alte mura di Dite"
 Dentro li 'ntrammo sanz'alcuna guerra,
