Original,Translate_IT_1
 me degno a ciò né io né altri 'l crede," Vi andò poi Paolo di Tarso, il Vaso della volontà divina, per portare dall’oltretomba una prova per quella fede, con cui inizia la via della sal-vezza"
" Per che, se del venire io m'abbandono, temo che la venuta non sia folle"," Ma io perché debbo venirvi? E chi lo permet-te? Io non sono Enea, non sono Paolo: né io né altri mi ritiene capace di quest’impresa"
 Se' savio," Perciò, se deci-do di venire, temo di commettere una follia"
 intendi me' ch'i' non ragiono”, Tu sei saggio e capisci il mio dilemma meglio di quanto io dico
" E qual è quei che disvuol ciò che volle e per novi pensier cangia proposta, sì che dal cominciar tutto si tolle, tal mi fec'ïo 'n quella oscura costa, perché, pensando, consumai la 'mpresa che fu nel cominciar cotanto tosta","» E, come colui che non vuole più ciò che prima vole-va e per nuovi pensieri cambia proposito, tanto che non incomincia più; così mi feci io su quella pendi-ce ormai oscura, perché, riflettendo sulle difficoltà, già ponevo termine a quel viaggio, che ero stato così precipitoso a iniziare"
" “S'i' ho ben la parola tua intesa”, rispuose del magnanimo quell'ombra, “l'anima tua è da viltade offesa"," Le tre donne in cielo e Virgilio «Se io ho ben capito le tue parole» rispose l’ombra di quel grande, «la tua anima è offesa dalla viltà, la quale molte volte ostacola l’uomo e lo distoglie da un’impresa che dà onore, come una cosa falsamente vista fa volgere indietro una bestia, che piglia spa-vento"
" la qual molte fïate l'omo ingombra sì che d'onrata impresa lo rivolve, come falso veder bestia quand'ombra"," Per liberarti da questo timore, ti dirò perché venni e che cosa ascoltai la prima volta che provai dolore per te"
" Da questa tema acciò che tu ti solve, dirotti perch'io venni e quel ch'io 'ntesi nel primo punto che di te mi dolve"," Io ero nel limbo, fra coloro che sono sospesi tra la salvezza e la dannazione, e mi chiamò una donna tanto beata e tanto bella, che io la pregai di comandarmi"
" Io era tra color che son sospesi, e donna mi chiamò beata e bella, tal che di comandare io la richiesi"," I suoi occhi brillavano più delle stelle e cominciò a parlare soave e piana, con voce angelica, nella sua lingua: “O nobile anima mantovana, la cui fama dura anco-ra nel mondo e durerà a lungo quanto durerà il mon-do, l’amico mio sincero, e non di un momento occa-sionale, sul pendìo deserto è così impedito nel cam-mino, che per la paura si è voltato indietro"
 Lucevan li occhi suoi più che la stella," E temo che si sia già così perso d’animo e che io mi sia mossa troppo tardi a soccorrerlo, per quel che io ho udito di lui in cielo"
" e cominciommi a dir soave e piana, con angelica voce, in sua favella: ""O anima cortese mantoana, di cui la fama ancor nel mondo dura, e durerà quanto 'l mondo lontana, l'amico mio, e non de la ventura, ne la diserta piaggia è impedito sì nel cammin, che vòlt'è per paura"," Ora va’ e aiùtalo con le tue pa-role suadenti e con ciò che serve alla sua salvezza, e ne sarò consolata"
" e temo che non sia già sì smarrito, ch'io mi sia tardi al soccorso levata, per quel ch'i' ho di lui nel cielo udito"," Io, che ti faccio andare, sono Bea-trice e vengo dal luogo in cui desidero tornare"
" Or movi, e con la tua parola ornata e con ciò c'ha mestieri al suo campare, l'aiuta sì ch'i' ne sia consolata"," L’amore, che ora mi fa parlare, mi mosse fino a te"
 I' son Beatrice che ti faccio andare," Quando sarò davanti al mio Signore, ti loderò spesso per l’aiuto che mi hai dato"
 vegno del loco ove tornar disio,» Poi tacque
" amor mi mosse, che mi fa parlare"," Io le risposi così: “O donna piena di quella virtù (=la fede e la teolo-gia), che permette all’uomo di superare ogni essere contenuto in quel cielo della Luna che compie i giri più piccoli (=ogni essere terrestre), il tuo comando mi è tanto gradito, che l’ubbidirti, se già fosse attua-to, sarebbe lento"
" Quando sarò dinanzi al segnor mio, di te mi loderò sovente a lui""", Non devi far altro che esprimermi i tuoi desideri
" Tacette allora, e poi comincia' io: ""O donna di virtù sola per cui l'umana spezie eccede ogne contento di quel ciel c'ha minor li cerchi sui, tanto m'aggrada il tuo comandamento, che l'ubidir, se già fosse, m'è tardi"," Ma dimmi perché non temi di scen-dere qua giù nel limbo, in questo centro dell’ampio luogo (=l’empìreo), in cui tu desideri così intensa-mente tornare?” “Poiché tu vuoi sapere le cose tanto a fondo” mi ri-spose, “ti dirò brevemente perché non temo di veni-re qui dentro"
 più non t'è uo' ch'aprirmi il tuo talento," Si devono temere solamente quelle cose che sono capaci di farci del male, non le altre, che perciò non fanno paura"
" Ma dimmi la cagion che non ti guardi de lo scender qua giuso in questo centro de l'ampio loco ove tornar tu ardi"""," Dio per la sua grazia mi ha fatto tale, che la vostra infelicità non mi com-muove, né il fuoco di questo incendio mi reca dan-no"
" ""Da che tu vuo' saver cotanto a dentro, dirotti brievemente"", mi rispuose, ""perch'i' non temo di venir qua entro"," In cielo una donna gentile (=la Vergine Maria) ha compassione di questo impedimento che io ti mando a togliere, così lassù ella spezza il severo giudizio divino"
 Temer si dee di sole quelle cose c'hanno potenza di fare altrui male, Questa si rivolse a Lucia e disse: - Il tuo devoto ha ora bisogno di te
" de l'altre no, ché non son paurose", Io te lo racco-mando
" I' son fatta da Dio, sua mercé, tale, che la vostra miseria non mi tange, né fiamma d'esto 'ncendio non m'assale", -
" Donna è gentil nel ciel che si compiange di questo 'mpedimento ov' io ti mando, sì che duro giudicio là sù frange"," Lucia, nemica di ogni crudeltà, si mosse e venne al luogo in cui sedevo con l’antica Rachele e mi disse: - O Beatrice, vera lode di Dio, perché non soccorri colui che ti amò tanto e che, per aver amato te, uscì fuori della schiera del volgo? Non odi l’angoscia delle sue lacrime? Non vedi la lotta mor-tale che combatte nella selva oscura, più pericolosa del mare? -"
" Questa chiese Lucia in suo dimando e disse:  Or ha bisogno il tuo fedele di te, e io a te lo raccomando "," Virgilio accorre in aiuto a Dante Al mondo non ci furono mai persone così veloci a cercare il proprio utile o a schivare il proprio danno, come fui io, dopo che mi furono dette tali parole"
" Lucia, nimica di ciascun crudele, si mosse, e venne al loco dov'i' era, che mi sedea con l'antica Rachele"," Venni nel limbo dal mio beato seggio, confidando nella tua parola sapiente, che onora te e chi la ascol-ta”"
" Disse:  Beatrice, loda di Dio vera, ché non soccorri quei che t'amò tanto, ch'uscì per te de la volgare schiera? Non odi tu la pieta del suo pianto, non vedi tu la morte che 'l combatte su la fiumana ove 'l mar non ha vanto? "," Dopo che mi disse queste parole, la donna volse gli occhi lucenti pieni di lacrime, perciò mi feci più ra-pido nel venire"
" Al mondo non fur mai persone ratte a far lor pro o a fuggir lor danno, com'io, dopo cotai parole fatte, venni qua giù del mio beato scanno, fidandomi del tuo parlare onesto, ch'onora te e quei ch'udito l'hanno"""," Venni da te, come ella volle, e ti sottrassi al pericolo di quella fiera, che t’impedì il cammino più breve verso il bel monte"
" Poscia che m'ebbe ragionato questo, li occhi lucenti lagrimando volse, per che mi fece del venir più presto"," Dunque, che c’è che non va? Perché, perché ti fai prendere dal-l’incertezza? Perché accogli nel tuo cuore tanta vil-tà? Perché non hai coraggio né sicurezza d’animo dopo che tre donne benedette si curano di te nella corte celeste e dopo che le mie parole ti promettono un bene così grande?» Dante ritorna nel primo proposito Come i fiorellini di campo si piegano e richiudono i petali per il gelo notturno, ma, quando il Sole li il-lumina, rialzano il capo e si aprono sul loro stelo; così io abbandonai la sfiducia che mi aveva preso e il nuovo coraggio mi riempì il cuore"
 E venni a te così com'ella volse: d'inanzi a quella fiera ti levai che del bel monte il corto andar ti tolse," E, ormai rassi-curato, risposi: «O pietosa Beatrice che mi soccorse e cortese tu, che ubbidisti sùbito alle parole veritiere che ti disse"
" Dunque: che è? perché, perché restai, perché tanta viltà nel core allette, perché ardire e franchezza non hai, poscia che tai tre donne benedette curan di te ne la corte del cielo, e 'l mio parlar tanto ben ti promette?”"," Tu con le tue parole mi hai fatto provare un tale de-siderio di venire, che son tornato nel primo proposi-to"
" Quali fioretti dal notturno gelo chinati e chiusi, poi che 'l sol li 'mbianca, si drizzan tutti aperti in loro stelo, tal mi fec'io di mia virtude stanca, e tanto buono ardire al cor mi corse, ch'i' cominciai come persona franca: “Oh pietosa colei che mi soccorse"," Ora va’, perché una volontà sola è in entrambi: tu sei la mia guida, tu il signore, tu il maestro"
 e te cortese ch'ubidisti tosto a le vere parole che ti porse,» Così gli dissi
" Tu m'hai con disiderio il cor disposto sì al venir con le parole tue, ch'i' son tornato nel primo proposto"," E, dopo che si mosse, m’inoltrai per il cammino aspro e selvaggio"
" Or va, ch'un sol volere è d'ambedue: tu duca, tu segnore e tu maestro”",
