Original,Translate_IT_1
" E come i gru van cantando lor lai, faccendo in aere di sé lunga riga, così vid'io venir, traendo guai, ombre portate da la detta briga"," Vedi Paride, Tristano» e più di mille ombre mi mostrò e mi nominò con il dito, che amore fece uscire dalla nostra vita"
" per ch'i' dissi: “Maestro, chi son quelle genti che l'aura nera sì gastiga?”"," Dopo che ebbi udito il mio maestro nominare le donne antiche e i cavalieri, provai compassione e per poco non venni meno"
" “La prima di color di cui novelle tu vuo' saper”, mi disse quelli allotta, “fu imperadrice di molte favelle"," Dante parla con Francesca da Polenta Io cominciai: «O poeta, volentieri parlerei a quei due (=Francesca da Polenta e Paolo Malatesta) che vanno insieme e che non sembrano opporre resistenza al vento"
" A vizio di lussuria fu sì rotta, che libito fé licito in sua legge, per tòrre il biasmo in che era condotta",» Ed egli a me: «Li vedrai quando saranno più vicini a noi
" Ell' è Semiramìs, di cui si legge che succedette a Nino e fu sua sposa: tenne la terra che 'l Soldan corregge"," Allora prègali per quell’amore che li conduce, ed essi ver-ranno"
" L'altra è colei che s'ancise amorosa, e ruppe fede al cener di Sicheo","» Non appena il vento li spinse verso di noi, gridai: «O anime tormentate, venite a parlare con noi, se altri (=Dio) non lo nega"
 poi è Cleopatràs lussurïosa,"» Quali colombe, spinte dal desiderio [di accoppiarsi], con le ali aperte e ferme volano per l’aria al dolce nido, portate dalla loro volontà; tali uscirono dalla schiera dov’è Didone, venendo fino a noi per l’aria maligna, così forte fu l’affettuoso richiamo"
" Elena vedi, per cui tanto reo tempo si volse, e vedi 'l grande Achille, che con amore al fine combatteo"," «O anima ancora in vita, cortese e benigna, che per l’aria tenebrosa vai visitando noi, che tingemmo il mondo con il nostro sangue, se ci fosse amico il re dell’universo (=Dio), noi pregheremmo lui per la tua pace, perché hai compassione del nostro male per-verso"
" Vedi Parìs, Tristano”"," Di quel che vi piace udire e parlare, noi u-dremo e parleremo a voi, mentre il vento, come ora fa, qui tace"
" e più di mille ombre mostrommi e nominommi a dito, ch'amor di nostra vita dipartille"," La terra, dove nacqui, si stende sulla marina dove il Po discende nell’Adriatico, per aver pace con i suoi affluenti (=Ravenna)"
" Poscia ch'io ebbi 'l mio dottore udito nomar le donne antiche e' cavalieri, pietà mi giunse, e fui quasi smarrito"," L’amore nasce nel cuore gentile L’amore, che nel cuor gentile si accende rapidamen-te, prese costui per la mia bella persona, che mi fu tolta, e fu così intenso, che ancora mi sconvolge"
" I' cominciai: “Poeta, volontieri parlerei a quei due che 'nsieme vanno, e paion sì al vento esser leggeri”"," L’amore, che costringe chi è amato a ricambiare, mi prese così fortemente per la bellezza di costui, che, come tu vedi, ancora non mi abbandona"
 Ed elli a me: “Vedrai quando saranno più presso a noi, L’amore condusse noi alla stessa morte
" e tu allor li priega per quello amor che i mena, ed ei verranno”", Caìna attende chi spense la nostra vita (=il marito Gianciotto)
" Sì tosto come il vento a noi li piega, mossi la voce: “O anime affannate, venite a noi parlar, s'altri nol niega",» Essi ci dissero queste parole
”," Quando io intesi quelle anime travagliate, chinai il viso e lo tenni basso, fin-ché il poeta mi disse: «Che cosa pensi?» Quando risposi, cominciai: «Ohimè, quali dolci pensieri, quale desiderio con-dusse costoro a quella morte dolorosa"
" Quali colombe dal disio chiamate con l'ali alzate e ferme al dolce nido vegnon per l'aere, dal voler portate","» La scoperta dell’amore Poi mi rivolsi a loro per parlare, e cominciai: «O Francesca, le tue sofferenze mi addolorano e m’impietosiscono fino alle lacrime"
" cotali uscir de la schiera ov'è Dido, a noi venendo per l'aere maligno, sì forte fu l'affettüoso grido"," Ma dimmi: al tempo dei dolci sospiri, quando e come l’amore vi fece conoscere i desideri ancora inespressi?» E quella a me: «Non c’è dolore più grande che ricordarsi del tempo felice nei momenti infelici, come sa bene il tuo mae-stro"
" “O animal grazïoso e benigno che visitando vai per l'aere perso noi che tignemmo il mondo di sanguigno, se fosse amico il re de l'universo, noi pregheremmo lui de la tua pace, poi c'hai pietà del nostro mal perverso"," Ma, se vuoi proprio conoscere il primo inizio del nostro amore, parlerò come colui che piange e dice"
" Di quel che udire e che parlar vi piace, noi udiremo e parleremo a voi, mentre che 'l vento, come fa, ci tace", Noi leggevamo un giorno per diletto come l’a- 1 7 more per Ginevra strinse Lancillotto: eravamo soli e senz’alcun sospetto
 Siede la terra dove nata fui su la marina dove 'l Po discende per aver pace co' seguaci sui," Per più volte quella lettura ci spinse a guardarci negli occhi e ci fece impallidire, ma fu soltanto un punto quello che ci vinse"
" Amor, ch'al cor gentil ratto s'apprende, prese costui de la bella persona che mi fu tolta"," Quando leggemmo che la bocca sorridente fu baciata da tale amante, questi, che non sarà mai da me diviso, mi baciò la bocca tutto tremante"
 e 'l modo ancor m'offende, Galeotto fu il libro e chi lo scrisse
" Amor, ch'a nullo amato amar perdona, mi prese del costui piacer sì forte, che, come vedi, ancor non m'abbandona", Quel giorno non proseguimmo più la lettura
 Amor condusse noi ad una morte,"» Mentre uno spirito parlava, l’altro piangeva"
 Caina attende chi a vita ci spense”," E per il turbamento io venni meno, come se morissi"
 Queste parole da lor ci fuor porte, E caddi come un corpo morto cade
" Quand'io intesi quell'anime offense, china' il viso, e tanto il tenni basso, fin che 'l poeta mi disse: “Che pense?”",
