Original,Translate_IT_1
" Ma dilli chi tu fosti, sì che 'n vece d'alcun'ammenda tua fama rinfreschi nel mondo sù, dove tornar li lece”"," La meretrice (=l’invidia) (che dalla corte imperiale non distolse mai gli occhi disonesti, rovina comune degli uomini e vizio speciale delle corti) infiammò contro di me gli animi di tutti e gli animi infiammati infiammaro-no così l’imperatore, che i lieti onori si trasformaro-no in tristi lutti"
" E 'l tronco: “Sì col dolce dir m'adeschi, ch'i' non posso tacere"," Il mio animo, spinto da uno sdegna-to piacere, credendo con la morte di fuggir lo sde-gno del sovrano e della corte, mi fece compiere un atto ingiusto contro di me che ero giusto"
 e voi non gravi perch'ïo un poco a ragionar m'inveschi," Per le nuove radici di questa pianta, vi giuro che non ruppi mai la fedeltà al mio signore, che fu così degno d’onore"
" Io son colui che tenni ambo le chiavi del cor di Federigo, e che le volsi, serrando e diserrando, sì soavi, che dal secreto suo quasi ogn'uom tolsi"," E, se qualcuno di voi ritorna nel mondo, difenda il mio ricordo, che giace ancora offuscato per il colpo inferto dall’invidia"
" fede portai al glorïoso offizio, tanto ch'i' ne perde' li sonni e ' polsi","» Come l’anima dei suicidi si lega ai tronchi Il poeta attese un po’, quindi: «Poiché tace» mi disse, «non perder tempo, ma par-la e chièdigli ciò che più ti piace»"
" La meretrice che mai da l'ospizio di Cesare non torse li occhi putti, morte comune e de le corti vizio, infiammò contra me li animi tutti", Ed io a lui: «Domàndagli ancora tu ciò che credi che mi soddi-sfi
" e li 'nfiammati infiammar sì Augusto, che ' lieti onor tornaro in tristi lutti"," Io non potrei, perché la compassione mi com-muove"
" L'animo mio, per disdegnoso gusto, credendo col morir fuggir disdegno, ingiusto fece me contra me giusto","» Perciò ricominciò: «Ti auguro che sia esaudito generosamente ciò che le tue parole chiedono, o spirito incarcerato"
" Per le nove radici d'esto legno vi giuro che già mai non ruppi fede al mio segnor, che fu d'onor sì degno"," Ti fac-cia ancor piacere di dirci come l’anima si lega in questi tronchi nodosi; e dicci, se puoi, se qualche a-nima si scioglie mai da queste membra»"
" E se di voi alcun nel mondo riede, conforti la memoria mia, che giace ancor del colpo che 'nvidia le diede”"," Allora il tronco soffiò fortemente, poi trasformò quel vento in parole: «Vi risponderò brevemente"
" Un poco attese, e poi “Da ch'el si tace”, disse 'l poeta a me, “non perder l'ora"," L’anima crudele del suicida, quando lascia il corpo dal quale essa stessa si è strappata, è mandata da Minosse al settimo cer-chio"
" ma parla, e chiedi a lui, se più ti piace”"," Cade nella selva e non ha un luogo pre-stabilito, ma, dove il caso la fa cadere, germoglia come un chicco di biada"
 Ond'ïo a lui: “Domandal tu ancora di quel che credi ch'a me satisfaccia," Spunta sotto forma di vir-gulto, poi diventa albero selvatico"
" ch'i' non potrei, tanta pietà m'accora”"," Le Arpìe man-giano poi le sue foglie, provocano dolore e aprono sbocchi ai suoi lamenti"
" Perciò ricominciò: “Se l'om ti faccia liberamente ciò che 'l tuo dir priega, spirito incarcerato, ancor ti piaccia di dirne come l'anima si lega in questi nocchi"," Come le altre anime nel giorno del giudizio verremo a riprenderci le nostre spoglie, ma nessuna di noi le rivestirà, perché non è giusto riavere ciò di cui ci si è privati"
" e dinne, se tu puoi, s'alcuna mai di tai membra si spiega”"," Le trascine-remo qui, e per la mesta selva i nostri corpi saranno appesi, ciascuno al pruno della propria anima, che in vita gli fu molesta»"
" Allor soffiò il tronco forte, e poi si convertì quel vento in cotal voce: “Brievemente sarà risposto a voi"," Due scialacquatori: Lano di Riccolfo e Giacomo da Sant’Andrea Noi eravamo ancora attenti davanti al tronco, cre-dendo che ci volesse dire qualcos’altro, quando fum-mo sorpresi da un rumore, come succede al cacciato-re quando sente venire verso il suo riparo il cinghia-le inseguito dai cani e ode le bestie strepitare e le frasche stormire"
" Quando si parte l'anima feroce dal corpo ond'ella stessa s'è disvelta, Minòs la manda a la settima foce"," Ed ecco spuntare da sinistra due dannati nudi e graffiati, che fuggivano con tanta fu-ria da rompere ogni ostacolo al loro passaggio"
" Cade in la selva, e non l'è parte scelta"," Quel-lo davanti: «Ora corri da me, corri da me, o morte"
" ma là dove fortuna la balestra, quivi germoglia come gran di spelta","» 3 4 E l’altro, a cui sembrava di correr troppo lentamen-te, gridava: «O Lano, non furono così leste le tue gambe nello scontro di Pieve del Toppo"
" Surge in vermena e in pianta silvestra: l'Arpie, pascendo poi de le sue foglie, fanno dolore, e al dolor fenestra","» E, poiché forse gli mancava il fiato, si lasciò cadere su un cespuglio"
" Come l'altre verrem per nostre spoglie, ma non però ch'alcuna sen rivesta, ché non è giusto aver ciò ch'om si toglie"," Dietro di loro la selva era piena di nere cagne, bramose e veloci come veltri appena sciolti dalla catena"
" Qui le strascineremo, e per la mesta selva saranno i nostri corpi appesi, ciascuno al prun de l'ombra sua molesta”"," Affondarono i denti in quel che s’era appiattato e lo dilaniarono a brano a brano, poi trascinarono via quelle membra straziate"
" Noi eravamo ancora al tronco attesi, credendo ch'altro ne volesse dire, quando noi fummo d'un romor sorpresi, similemente a colui che venire sente 'l porco e la caccia a la sua posta, ch'ode le bestie, e le frasche stormire"," L’anonimo fiorentino Allora la mia guida mi prese per mano e mi condus-se davanti al cespuglio, che piangeva attraverso le rotture invano sanguinanti"
" Ed ecco due da la sinistra costa, nudi e graffiati, fuggendo sì forte, che de la selva rompieno ogne rosta"," «O Giacomo da Sant’Andrea» diceva, «che t’è gio-vato farti riparo di me? Che colpa ho io della tua vi-ta malvagia?» Quando il maestro si fermò sopra di lui, disse: «Chi fosti tu che attraverso tali ferite soffi con il sangue parole di dolore?» Ed egli a noi: «O anime, che siete giunte a veder lo strazio vergo-gnoso che ha così staccato le mie fronde da me, raccogliétele ai piedi dello sventurato cespuglio"
" Quel dinanzi: “Or accorri, accorri, morte"," Io fui della città di Firenze, che in Giovan Battista mu-tò Marte, dio della guerra, il suo primo protettore, perciò questi con la sua arte la farà sempre sventura-ta"
”," E, se su Ponte Vecchio non rimanesse ancora una sua immagine, quei cittadini, che poi la ricostruirono sulla cenere rimasta dopo Attila, avrebbero lavorato invano"
" E l'altro, cui pareva tardar troppo, gridava: “Lano, sì non furo accorte le gambe tue a le giostre dal Toppo", Io feci delle mie case il luogo del mio supplizio»
”,
