Original,Translate_IT_1
 indi a partirsi in terra lo distese," E disse: «O tu, che non sei dannato da alcuna colpa e che io conobbi in Italia, se un’eccessiva somiglianza non mi inganna, ricòrdati di Pier da Medicina, in quel di Bologna, se mai tornerai a vedere la dolce pianura che digrada da Vercelli fino al castello veneziano di Marcabò"
" Un altro, che forata avea la gola e tronco 'l naso infin sotto le ciglia, e non avea mai ch'una orecchia sola, ristato a riguardar per maraviglia con li altri, innanzi a li altri aprì la canna, ch'era di fuor d'ogne parte vermiglia, e disse: “O tu cui colpa non condanna e cu' io vidi in su terra latina, se troppa simiglianza non m'inganna, rimembriti di Pier da Medicina, se mai torni a veder lo dolce piano che da Vercelli a Marcabò dichina"," E fa’ sapere ai due migliori uomini di Fa-no, a messer Guido del Cassero e anche ad Angiolel-lo da Carignano, che, se la nostra preveggenza non è vana, saranno scaraventati fuori della loro nave e gettati in mare dentro un sacco legato a una pietra presso Cattolica, per il tradimento di Malatestino da Verucchio, un tiranno fellone"
" E fa sapere a' due miglior da Fano, a messer Guido e anco ad Angiolello, che, se l'antiveder qui non è vano, gittati saran fuor di lor vasello e mazzerati presso a la Cattolica per tradimento d'un tiranno fello"," Tra Cipro e Maiorca (=in tutto il Mediterraneo) Nettuno non vide mai un crimine così grave, commesso da pirati o da predoni greci"
" Tra l'isola di Cipri e di Maiolica non vide mai sì gran fallo Nettuno, non da pirate, non da gente argolica"," Quel traditore, che vede soltanto con un oc-chio (=Malatestino) e che governa la terra (=Rimini) che un dannato qui con me vorrebbe non aver mai visto, li farà venire a parlare con lui"
" Quel traditor che vede pur con l'uno, e tien la terra che tale qui meco vorrebbe di vedere esser digiuno, farà venirli a parlamento seco"," Poi li ammaz-zerà, così non avranno bisogno di preghiere e voti per affrontare i venti di monte Focara, che sconvol-gono il mare, e ritornare salvi nella loro città»"
" poi farà sì, ch'al vento di Focara non sarà lor mestier voto né preco”"," E io a lui: «Mόstrami e dimmi, se vuoi che porti notizie di te, chi è colui che ha visto con amarezza Rimini?» Allora mise la mano sulla mascella a un suo compa-gno e gli aprì la bocca, gridando: «È questo qui, ma non può parlare"
" E io a lui: “Dimostrami e dichiara, se vuo' ch'i' porti sù di te novella, chi è colui da la veduta amara”"," Fu scacciato dal senato romano e spense ogni dubbio in Giulio Cesa-re, affermando che chi è pronto ad agire soffre sem-pre gravi danni ad aspettare"
" Allor puose la mano a la mascella d'un suo compagno e la bocca li aperse, gridando: “Questi è desso, e non favella", E gli consigliò di var-care il Rubicone e di marciare contro Roma»
" Questi, scacciato, il dubitar sommerse in Cesare, affermando che 'l fornito sempre con danno l'attender sofferse”"," Oh, quanto mi appariva sbalordito il tribuno Caio Curione, con la lingua tagliata nella gola, lui che fu così pronto a parlare"
" Oh quanto mi pareva sbigottito con la lingua tagliata ne la strozza Curïo, ch'a dir fu così ardito"," Il dolore di Mosca dei Lamberti per le genti di Toscana E un altro, che aveva entrambe le mani mozzate e levava i moncherini nell’aria oscura, insozzando di sangue la sua faccia, gridò: «Ricordati anche di Mosca dei Lamberti, che disse, ahimè"
" E un ch'avea l'una e l'altra man mozza, levando i moncherin per l'aura fosca, sì che 'l sangue facea la faccia sozza, gridò: “Ricordera'ti anche del Mosca, che disse, lasso",", “Cosa fatta capo ha”, che causò tanto male alla gente di Toscana"
", 'Capo ha cosa fatta', che fu mal seme per la gente tosca”","» Ed io gli aggiunsi: «E causò anche la fine della tua famiglia…» Allora egli, aggiungendo dolore a dolore, se ne andò come una persona presa dall’angoscia e impazzita"
 E io li aggiunsi: “E morte di tua schiatta”, 6 6 Bertram de Born Io invece rimasi a guardare lo stuolo di anime e vidi una cosa che avrei paura a raccontare soltanto io e senza portare una prova
" per ch'elli, accumulando duol con duolo, sen gio come persona trista e matta"," Ma mi rassicura e mi fa parlare la coscienza di dire il vero, la buona compa-gna che infonde coraggio all’uomo, perché essa sa di essere veritiera"
" Ma io rimasi a riguardar lo stuolo, e vidi cosa ch'io avrei paura, sanza più prova, di contarla solo"," Io vidi certamente, e mi sembra di vederlo ancora, un tronco senza la testa andare come andavano gli altri dannati di quella trista schiera"
" se non che coscïenza m'assicura, la buona compagnia che l'uom francheggia sotto l'asbergo del sentirsi pura"," Teneva la testa mozzata per i capelli, penzoloni co-me una lanterna"
" Io vidi certo, e ancor par ch'io 'l veggia, un busto sanza capo andar sì come andavan li altri de la trista greggia", Guardava noi e diceva: «Ahimè
" e 'l capo tronco tenea per le chiome, pesol con mano a guisa di lanterna: e quel mirava noi e dicea: “Oh me",» Faceva lume a se stesso con una parte di sé ed erano due individui in uno e uno in due
”," Come ciò possa avvenire, lo sa soltanto Colui che ci governa così"
" Di sé facea a sé stesso lucerna, ed eran due in uno e uno in due"," Quando fu presso il ponte, alzò il braccio con tutta la testa per farci sentire le sue parole, che furono: «Ora vedi la mia pena molesta tu, che respirando vai a vedere i morti"
" com'esser può, quei sa che sì governa", Vedi se un’altra è grave come que-sta
" Quando diritto al piè del ponte fue, levò 'l braccio alto con tutta la testa per appressarne le parole sue, che fuoro: “Or vedi la pena molesta, tu che, spirando, vai veggendo i morti: vedi s'alcuna è grande come questa"," E, affinché tu porti notizie di me, sappi che io sono Bertram de Born, quello che diede al giovane re Enrico III i cattivi consigli"
" E perché tu di me novella porti, sappi ch'i' son Bertram dal Bornio, quelli che diedi al re giovane i ma' conforti"," Io spinsi il figlio con-tro il padre: Achitofel non fece cosa diversa con As-salonne e David, con i suoi malvagi incitamenti"
 Io feci il padre e 'l figlio in sé ribelli," E, poiché io ho diviso persone così unite, porto il mio cervello, me misero"
 Achitofèl non fé più d'Absalone e di Davìd coi malvagi punzelli,", diviso dal midollo spinale che è in questo troncone"
" Perch'io parti' così giunte persone, partito porto il mio cerebro, lasso", Così si applica in me la legge del contrappasso
", dal suo principio ch'è in questo troncone",»
