Original,Translate_IT_1
 Fersi le braccia due di quattro liste," La trasformazione di Buoso Donati e di Francesco de’ Cavalcanti Il ramarro sotto la grande sferza della canicola appa-re un fulmine, se attraversa la via per cambiar siepe"
 le cosce con le gambe e 'l ventre e 'l casso divenner membra che non fuor mai viste," Con la stessa velocità si muoveva un lucertolone (=Francesco Guercio de’ Cavalcanti) che veniva verso il ventre degli altri due (=Buoso Donati e Puccio Sciancato), acceso d’ira, livido e nero come un granello di pepe"
 Ogne primaio aspetto ivi era casso: due e nessun l'imagine perversa parea, Ad uno di loro (=Buoso Donati) morse quella parte (=l’ombelico) da dove appena concepiti riceviamo il nostro alimento
 e tal sen gio con lento passo, Poi cadde giù disteso a terra davanti al lucertolone
" Come 'l ramarro sotto la gran fersa dei dì canicular, cangiando sepe, folgore par se la via attraversa, sì pareva, venendo verso l'epe de li altri due, un serpentello acceso, livido e nero come gran di pepe"," Il dannato appena morso lo guardò senza dire parola, anzi, te-nendo i piedi fermi, sbadigliava come se fosse assa-lito dal sonno o dalla febbre"
" e quella parte onde prima è preso nostro alimento, a l'un di lor trafisse", Egli guardava il lucer-tolone e quello guardava lui
 poi cadde giuso innanzi lui disteso," Entrambi emettevano fumo, uno per la ferita, l’altro per la bocca, e il fu-mo si mescolava"
" Lo trafitto 'l mirò, ma nulla disse"," Taccia Lucano là dove scrive dell’infelice Sabello e di Nasidio, divenuti polvere, e si prepari ad ascolta-re quel che ora io scrivo"
" anzi, co' piè fermati, sbadigliava pur come sonno o febbre l'assalisse"," Taccia Ovidio di Cadmo e di Aretusa, poiché io non lo invidio di certo, se nei suoi versi trasforma il primo in serpente e la seconda in fonte, perché egli non tramutò mai due esseri (=un uomo e un serpente) disposti uno di fronte all’altro, così che ambedue le forme fossero pronte a cambiare la loro materia"
 Elli 'l serpente e quei lui riguardava," I due esseri si trasformarono all’unisono in modo ta-le che il lucertolone divise la coda in due, e l’uomo unì fra loro i piedi"
" l'un per la piaga e l'altro per la bocca fummavan forte, e 'l fummo si scontrava", Le gambe e le cosce si unirono in modo tale che in poco tempo non vi era più alcun segno di giuntura che apparisse
" Taccia Lucano omai là dov'e' tocca del misero Sabello e di Nasidio, e attenda a udir quel ch'or si scocca"," La coda divisa in due prendeva l’aspetto che si perdeva, la pelle dell’uno si faceva molle e quella dell’altro si indu-riva"
" Taccia di Cadmo e d'Aretusa Ovidio, ché se quello in serpente e quella in fonte converte poetando, io non lo 'nvidio"," Io vidi l’uomo ritirare le braccia nelle ascelle, e le due zampe dell’animale, che erano corte, allun-garsi tanto quanto le braccia si accorciavano"
 ché due nature mai a fronte a fronte non trasmutò sì ch'amendue le forme a cambiar lor matera fosser pronte," Poi le zampe posteriori del lucertolone, attorcigliate in-sieme, divennero il membro che l’uomo nasconde, e l’infelice aveva il suo diviso in due parti"
" Insieme si rispuosero a tai norme, che 'l serpente la coda in forca fesse, e 'l feruto ristrinse insieme l'orme"," Mentre il fumo copriva entrambi con un nuovo colore, il pelo 5 9 cresceva su uno e cadeva all’altro"
" Le gambe con le cosce seco stesse s'appiccar sì, che 'n poco la giuntura non facea segno alcun che si paresse"," Uno (=Francesco Guercio de’ Cavalcanti) si alzò in piedi, l’altro (=Buoso Donati) cadde a terra, però non smisero di fissarsi con gli occhi maligni, sotto i quali ognuno cambiava il proprio muso"
" Togliea la coda fessa la figura che si perdeva là, e la sua pelle si facea molle, e quella di là dura"," L’essere che si era alzato in piedi ritirò il muso verso le tempie, e dalla mate-ria in eccesso che venne da lì uscirono le orecchie sulle gote che ne erano prive"
" Io vidi intrar le braccia per l'ascelle, e i due piè de la fiera, ch'eran corti, tanto allungar quanto accorciavan quelle"," Ciò che di quella ma-teria in eccesso non si ritirò e rimase, formò il naso su quella faccia e ingrossò le labbra quanto era con-veniente"
" Poscia li piè di rietro, insieme attorti, diventaron lo membro che l'uom cela, e 'l misero del suo n'avea due porti"," L’essere a terra cacciò fuori il muso e riti-rò le orecchie nella testa, come la lumaca fa con le corna"
" Mentre che 'l fummo l'uno e l'altro vela di color novo, e genera 'l pel suso per l'una parte e da l'altra il dipela, l'un si levò e l'altro cadde giuso, non torcendo però le lucerne empie, sotto le quai ciascun cambiava muso"," E la lingua, che prima aveva unita e pronta a parlare, si divise in due, e quella biforcuta dell’altro si unì"
" Quel ch'era dritto, il trasse ver' le tempie, e di troppa matera ch'in là venne uscir li orecchi de le gote scempie"," E, da ultimo, il fumo cessò di uscire dalla bocca e dalla ferita"
" ciò che non corse in dietro e si ritenne di quel soverchio, fé naso a la faccia e le labbra ingrossò quanto convenne"," L’anima che era divenuta bestia fuggì via per la bolgia sibilando, l’altro dannato lo seguì parlando e sputando"
" Quel che giacëa, il muso innanzi caccia, e li orecchi ritira per la testa come face le corna la lumaccia"," Poi gli rivolse le spalle appena formate e disse: «Io voglio che Buoso Donati, come ho fatto io, corra carponi per questo luogo"
" e la lingua, ch'avëa unita e presta prima a parlar, si fende, e la forcuta ne l'altro si richiude",» Così io vidi i ladri della settima bolgia mutarsi e tramutarsi
 e 'l fummo resta," E qui mi scuso per la novità della mate-ria trattata, se la mia penna è un po’ approssimativa"
" L'anima ch'era fiera divenuta, suffolando si fugge per la valle, e l'altro dietro a lui parlando sputa"," E, anche se i miei occhi erano alquanto confusi e il mio animo smarrito, quei due non poterono fuggire via tanto occultati che io non riconoscessi bene Puc-cio Sciancato"
" Poscia li volse le novelle spalle, e disse a l'altro: “I' vo' che Buoso corra, com'ho fatt'io, carpon per questo calle”"," Era il solo, dei tre compagni che era-no venuti prima, a non essersi trasformato"
 Così vid'io la settima zavorra mutare e trasmutare," L’altro era Francesco Guercio, che voi, o abitanti di Gavil-le, rimpiangete di aver ucciso"
 e qui mi scusi la novità se fior la penna abborra,
