Original,Translate_IT_1
" e s'io divenni allora travagliato, la gente grossa il pensi, che non vede qual è quel punto ch'io avea passato", Tu fosti di là dal centro finché io discesi
" “Lèvati sù”, disse 'l maestro, “in piede: la via è lunga e 'l cammino è malvagio, e già il sole a mezza terza riede”"," Quando io mi capovolsi, tu oltre-passasti il centro della Terra, verso il quale sono at-tratti i corpi pesanti da ogni parte dell’universo"
" Non era camminata di palagio là 'v'eravam, ma natural burella ch'avea mal suolo e di lume disagio"," Ed ora sei entrato nell’emisfero australe, che è agli an-tipodi di quello boreale"
" “Prima ch'io de l'abisso mi divella, maestro mio”, diss'io quando fui dritto, “a trarmi d'erro un poco mi favella: ov'è la ghiaccia? e questi com'è fitto sì sottosopra? e come, in sì poc'ora, da sera a mane ha fatto il sol tragitto?”"," Quest’ultimo ricopre le ter-re emerse e sotto il suo punto più alto sorge la città 8 1 di Gerusalemme, dove fu ucciso l’uomo che nacque e visse senza peccati (=Gesù)"
" Ed elli a me: “Tu imagini ancora d'esser di là dal centro, ov'io mi presi al pel del vermo reo che 'l mondo fóra", Tu hai i piedi su un piccolo piano circolare che forma l’altra faccia della Giudecca
 Di là fosti cotanto quant'io scesi," Qui è mattino quando di là è sera; e Luci-fero, che ci fece scala con il pelo, è ancora conficca-to così com’era prima"
" quand'io mi volsi, tu passasti 'l punto al qual si traggon d'ogne parte i pesi", La caduta dal cielo di Lucifero Dalla parte dell’emisfero australe cadde giù dal cie-lo
" E se' or sotto l'emisperio giunto ch'è contraposto a quel che la gran secca coverchia, e sotto 'l cui colmo consunto fu l'uom che nacque e visse sanza pecca"," E la Terra, che prima di là emerse dalla superfi-cie marina, per paura di lui si ritrasse sotto le acque del mare e venne nell’emisfero boreale, il nostro e-misfero"
 tu haï i piedi in su picciola spera che l'altra faccia fa de la Giudecca," E, forse per fuggire da lui, quella terra che appare di qua, cioè la montagna del purgatorio, la-sciò qui un luogo vuoto e corse nuovamente in alto»"
" Qui è da man, quando di là è sera", Noi eravamo in un luogo lontano da Lucifero tanto quanto è lunga la caverna
" e questi, che ne fé scala col pelo, fitto è ancora sì come prim'era"," Esso non appariva agli occhi a causa del buio, ma se ne percepiva la pre-senza grazie al suono di un ruscelletto (=il Lete), che qui discende attraverso il buco di una roccia, che esso ha scavato con il corso, che è tortuoso e po-co inclinato"
 Da questa parte cadde giù dal cielo," L’uscita dall’inferno, a riveder le stelle La mia guida ed io entrammo per quel cammino na-scosto, per ritornare nel mondo chiaro"
" e la terra, che pria di qua si sporse, per paura di lui fé del mar velo, e venne a l'emisperio nostro"," E, senza pre-occuparci di alcun riposo, salimmo in su, egli davan-ti e io dietro, finché per un pertugio rotondo vidi delle cose belle, che il cielo porta"
" e forse per fuggir lui lasciò qui loco vòto quella ch'appar di qua, e sù ricorse”", Di qui uscimmo a riveder le stelle
" Luogo è là giù da Belzebù remoto tanto quanto la tomba si distende, che non per vista, ma per suono è noto d'un ruscelletto che quivi discende per la buca d'un sasso, ch'elli ha roso, col corso ch'elli avvolge, e poco pende",
