Original,Translate
"  E io a lui: ""Poeta, io ti richeggio per quello Dio che tu non conoscesti, acciò ch’io fugga questo male e peggio,  che tu mi meni là dov’or dicesti, sì ch’io veggia la porta di san Pietro e color cui tu fai cotanto mesti""","""And I said unto him, Poet, in the name of that God which thou hast not known, and that I may flee this evil, and some worse, I ask thee to lead thee where thou hast said, that I may see the gate of St. Peter, and them that describe so miserable."""
"  Allor si mosse, e io li tenni dietro","""Then he set out, and I followed him."""
"  Lo giorno se n’andava, e l’aere bruno toglieva li animai che sono in terra da le fatiche loro","""The day was almost over, and the darkness took away the animals that are on the ground from their labors."""
" e io sol uno m’apparecchiava a sostener la guerra sì del cammino e sì de la pietate, che ritrarrà la mente che non erra","""and I was the only one who prepared to face an anguish and terrible path, which my infallible mind will describe"""
"  O muse, o alto ingegno, or m’aiutate","""O muse, or high poetic ingenuity, help me"""
" o mente che scrivesti ciò ch’io vidi, qui si parrà la tua nobilitate","""O mind, that you wrote down what you saw, here you will have to prove your nobility."""
"  Io cominciai: ""Poeta che mi guidi, guarda la mia virtù s’ell’è possente, prima ch’a l’alto passo tu mi fidi","""I began to say: ""Poet who guides me, evaluates if my virtue is sufficient, before leading me on this arduous journey"""
"  Tu dici che di Silvïo il parente, corruttibile ancora, ad immortale secolo andò, e fu sensibilmente","""You say that Silvio's father, still alive, went into the afterlife in the flesh, with all his body."""
"  Però, se l’avversario d’ogne male cortese i fu, pensando l’alto effetto ch’uscir dovea di lui, e ’l chi e ’l quale  non pare indegno ad omo d’intelletto","""Therefore, if the enemy of all evil was kind to him, man and his merits do not seem unworthy to a man endowed with intellect, if one thinks of the high effect that was to be produced by him."""
" ch’e’ fu de l’alma Roma e di suo impero ne l’empireo ciel per padre eletto:  la quale e ’l quale, a voler dir lo vero, fu stabilita per lo loco santo u’ siede il successor del maggior Piero","""In fact he was chosen in the Empire as the founder of the noble Rome and its empire: and Rome and its empire, to tell the truth, were established as the holy seat where the successor of the first pope resides."""
"  Per quest’andata onde li dai tu vanto, intese cose che furon cagione di sua vittoria e del papale ammanto","""Thanks to this journey that you narrate, Enea heard things that led him to victory and produced the papal cloak """
"  Andovvi poi lo Vas d’elezïone, per recarne conforto a quella fede ch’è principio a la via di salvazione","""Then went there the instrument of choice, to make firm that faith which is the beginning to the way of salvation."""
"  Ma io, perché venirvi? o chi ’l concede? Io non Enëa, io non Paulo sono","""But why should I go? who grants it? I am not Aeneas, nor St Paul"""
 me degno a ciò né io né altri ’l crede,neither I nor anyone else believes me to be up to this task.
"  Per che, se del venire io m’abbandono, temo che la venuta non sia folle","""So if I agree to follow you, I fear my journey is madness."""
" Se’ savio intendi me’ ch’i’ non ragiono""","""You are wise, you understand better than I can explain"""
"  E qual è quei che disvuol ciò che volle e per novi pensier cangia proposta, sì che dal cominciar tutto si tolle,  tal mi fec’ïo ’n quella oscura costa, perché, pensando, consumai la ’mpresa che fu nel cominciar cotanto tosta","""And as he who no longer wants what he wanted, and changes his mind because of new thoughts, so that he totally withdraws from his purposes, so I became in those dark places, because thinking about it put an end to the task that was so fast at the beginning."""
"  ""S’i’ ho ben la parola tua intesa"", rispuose del magnanimo quell’ombra, ""l’anima tua è da viltade offesa","""The shadow of that noble man answered, ""If I have understood your words well, your soul is a victim of cowardice, """
"  la qual molte fïate l’omo ingombra sì che d’onrata impresa lo rivolve, come falso veder bestia quand’ombra","""which many times oppresses man and causes him to desist from an honorable undertaking, just as a false image makes a beast pummel when it is shaded."""
"  Da questa tema acciò che tu ti solve, dirotti perch’io venni e quel ch’io ’ntesi nel primo punto che di te mi dolve","""For you to be free from these fears, I will tell you why I came here and what I felt at the first moment I felt pain for you."""
"  Io era tra color che son sospesi, e donna mi chiamò beata e bella, tal che di comandare io la richiesi","""I was among the suspended souls of Limbo, and he called me a woman so blessed and so beautiful that I asked her to command me."""
  Lucevan li occhi suoi più che la stella,His eyes were brighter than a star
" e cominciommi a dir soave e piana, con angelica voce, in sua favella: ","""and she began to speak to me in a sweet and sweet tone, with a voice that seemed like the language of an angel:"""
" ""O anima cortese mantoana, di cui la fama ancor nel mondo dura, e durerà quanto ’l mondo lontana,  ","""""O noble Mantua soul, whose fame still lasts in the world and will last as long as the world, """
" l’amico mio, e non de la ventura, ne la diserta piaggia è impedito sì nel cammin, che vòlt’è per paura",He who loved me unselfishly on the desert slope of a hill is prevented so much that he turned back for fear
"  e temo che non sia già sì smarrito, ch’io mi sia tardi al soccorso levata, per quel ch’i’ ho di lui nel cielo udito","""and I'm afraid he's already so lost that I moved too late to help him, for what I heard about him in heaven."""
"  Or movi, e con la tua parola ornata e con ciò c’ ha mestieri al suo campare, l’aiuta sì ch’i’ ne sia consolata","""Now move, and with your elegant word, and with what is necessary for his salvation, help him that I may be comforted."""
  I’ son Beatrice che ti faccio andare,I'm the one who lets you go. I'm Beatrice.
 vegno del loco ove tornar disio,I come from where I want to come back
" amor mi mosse, che mi fa parlare",Love made me come here to talk to you
"  Quando sarò dinanzi al segnor mio, di te mi loderò sovente a lui""","""When I am before God, I will often praise your name"""""""
" Tacette allora, e poi comincia’ io:  ""O donna di virtù sola per cui l’umana spezie eccede ogne contento di quel ciel c’ ha minor li cerchi sui,  tanto m’aggrada il tuo comandamento, che l’ubidir, se già fosse, m’è tardi","""Then he kept quiet, and I said, ""O virtuous woman, the only one for whom the human species rises above all that is under the sky of the Moon, your request finds me so in agreement that even if I had obeyed down it would be late."""
 più non t’è uo’ ch’aprirmi il tuo talento,All you have to do is tell me what you want.
"  Ma dimmi la cagion che non ti guardi de lo scender qua giuso in questo centro de l’ampio loco ove tornar tu ardi""","""But tell me why you are not afraid to go down here, to Hell, from the wider place where you wish to return"""""
"  ""Da che tu vuo’ saver cotanto a dentro, dirotti brievemente"", mi rispuose, ""perch’i’ non temo di venir qua entro","""She said to me, ""Because you want more details, I'll explain briefly why I'm not afraid to come in here."""
  Temer si dee di sole quelle cose c' hanno potenza di fare altrui male,You have to fear only those things that have the power to hurt others
" de l'altre no, ché non son paurose","""the others are not, for they are not frightening."""
"  I’ son fatta da Dio, sua mercé, tale, che la vostra miseria non mi tange, né fiamma d’esto ’ncendio non m’assale","""I am made by God, his goodness, so that your misery does not touch me and no flame of Hell can harm me"""
"  Donna è gentil nel ciel che si compiange di questo 'mpedimento ov'io ti mando, sì che duro giudicio là sù frange","""In heaven there is a noble woman who grieves at this impediment for which I ask for your help, so that she breaks the hard divine judgment."""
"  Questa chiese Lucia in suo dimando e disse: - Or ha bisogno il tuo fedele di te, e io a te lo raccomando -","She asked to speak to Lucia and said to her: ""Now your faithful one needs you and I recommend it to you."""
"  Lucia, nimica di ciascun crudele, si mosse, e venne al loco dov’i’ era, che mi sedea con l’antica Rachele","""Lucia, the enemy of every cruel man, moved and came where I was, sitting next to the ancient Rachel."""
"  Disse: - Beatrice, loda di Dio vera, ché non soccorri quei che t’amò tanto, ch’uscì per te de la volgare schiera?  Non odi tu la pieta del suo pianto, non vedi tu la morte che ’l combatte su la fiumana ove ’l mar non ha vanto? -","""He said to me: ""Beatrice, the true praise of God, why don't you help him who loved you to the point of rising above the vulgar host?Do you not feel the anguish of his weeping?Do you not see the death fighting on the stormy gorgo of sin?"
"  Al mondo non fur mai persone ratte a far lor pro o a fuggir lor danno, com’io, dopo cotai parole fatte,  venni qua giù del mio beato scanno, fidandomi del tuo parlare onesto, ch’onora te e quei ch’udito l’ hanno""","""In the world there were never people so quick to pursue their advantage or to flee their harm, as I, after hearing those words, came down here from my heavenly scano, entrusting myself to your noble words that honor you and those who have heard them"""""""
"  Poscia che m’ebbe ragionato questo, li occhi lucenti lagrimando volse, per che mi fece del venir più presto","""After he had told me this, he turned his eyes shining through the weeping, which led me to come soon."""
  E venni a te così com’ella volse: d’inanzi a quella fiera ti levai che del bel monte il corto andar ti tolse,"And I came to thee as she wanted; and I helped thee out of the beast, which prevented thee an easy ascent to the hill."
"  Dunque: che è perché, perché restai, perché tanta viltà nel core allette, perché ardire e franchezza non hai,  ","""So what is it? why, why are you staying here? why are you cultivating so much cowardice in your heart? why do you not have courage and determination, """
"  poscia che tai tre donne benedette curan di te ne la corte del cielo, ",seeing that these three blessed women care for you in the heavenly court
"  e ’l mio parlar tanto ben ti promette?""",And my words promise you all good?
"  Quali fioretti dal notturno gelo chinati e chiusi, poi che ’l sol li ’mbianca, si drizzan tutti aperti in loro stelo,  ","""As little flowers closed and turned down by the night frost they all stand open on their stem, after the sun has illuminated them, """
"tal mi fec’io di mia virtude stanca, e tanto buono ardire al cor mi corse, ch’i’ cominciai come persona franca:  ","""so I did with my weary virtue, and to my heart came so much courage that I began to say, as a refreshed person:"""
"""Oh pietosa colei che mi soccorse","""Oh merciful woman who helped me, """
 e te cortese ch’ubidisti tosto a le vere parole che ti porse,"And thou gracious that thou obeyedst at once the true words which he spake unto thee,"
"  Tu m’ hai con disiderio il cor disposto sì al venir con le parole tue, ch’i’ son tornato nel primo proposto","""You, with your words, have set my heart to the desire to come, to the point that I have returned to the first purpose."""
"  Or va, ch’un sol volere è d’ambedue: tu duca, tu segnore e tu maestro""","""Now go, for we both want the same thing: you are my guide, my lord, my teacher."""
" Così li dissi e poi che mosso fue,  ","""So I told him, and after he had set out on his way """
 intrai per lo cammino alto e silvestro,undertaken the arduous and wild path
"’Per me si va ne la città dolente, per me si va ne l'etterno dolore, per me si va tra la perduta gente","""""Through me you enter into the city of pain, through me you go into eternal pain, through me you go among the lost souls """
 Giustizia mosse il mio alto fattore,"""Justice has made my high Creator act,"""
" fecemi la divina podestate, la somma sapïenza e ’l primo amore","""They have built me divine power, supreme wisdom and first love."""
"  Dinanzi a me non fuor cose create se non etterne, e io etterno duro","""Before me nothing was created except eternal, and I will endure eternally"""
" Lasciate ogne speranza, voi ch’intrate’","""Leave all hope, you who enter here"""""""
  Queste parole di colore oscuro vid’ïo scritte al sommo d’una porta,"""I saw these words written in dark color at the top of a door, """
" per ch’io: ""Maestro, il senso lor m’è duro""","""So I said, ""Master, I don't understand the meaning"""
"  Ed elli a me, come persona accorta: ""Qui si convien lasciare ogne sospetto","""And he answered me, as a wise person: ""Here it is necessary to abandon all hesitation, """
 ogne viltà convien che qui sia morta,and you don't have to be cowardly
"  Noi siam venuti al loco ov’i’ t’ ho detto che tu vedrai le genti dolorose c’ hanno perduto il ben de l’intelletto""","""We have come to the place where, as I have told you, you will see the damned souls who have lost the light of divine intelligence."""
"  E poi che la sua mano a la mia puose con lieto volto, ond’io mi confortai, mi mise dentro a le segrete cose","""And when he had taken me by the hand, with a smiling face that comforted me, he brought me into that place separate from the world of the living. """
"  Quivi sospiri, pianti e alti guai risonavan per l’aere sanza stelle, per ch’io al cominciar ne lagrimai","""Here sighs, weeps and loud laments resonated in that starless air, so that at first I wept."""
"  Diverse lingue, orribili favelle, parole di dolore, accenti d’ira, voci alte e fioche, e suon di man con elle  facevano un tumulto, il qual s’aggira sempre in quell’aura sanza tempo tinta, come la rena quando turbo spira","""Weird tongues, horrible pronunciations, words of pain, imprecations of anger, sharp and faint voices, and a sound of hands with them created a noise, which continually resonates in that eternally dark air, just like the sand when the storm blows."""
"  E io ch’avea d’error la testa cinta, dissi: ""Maestro, che è quel ch’i’ odo? e che gent’è che par nel duol sì vinta?""","""And I, who had my head full of doubts, said: ""Master, what is what I feel? and who are these who seem so overwhelmed by pain?"""
"  Ed elli a me: ""Questo misero modo tegnon l’anime triste di coloro che visser sanza ’nfamia e sanza lodo","He said to me, ""This is the poor condition of the sad souls of those who lived without infamy and without merit."""
"  Mischiate sono a quel cattivo coro de li angeli che non furon ribelli né fur fedeli a Dio, ma per sé fuoro","""They are mixed with that despicable set of angels who did not rebel against God, nor remained faithful to him, but were neutral"""
"  Caccianli i ciel per non esser men belli, né lo profondo inferno li riceve, ch’alcuna gloria i rei avrebber d’elli""","""The heavens cast them out so as not to lose their beauty, neither does Hell welcome them into its depths, for the damned could receive any glory from their presence."""
"  E io: ""Maestro, che è tanto greve a lor che lamentar li fa sì forte?""","""And I: ""Master, what is so annoying to them, that they complain so loudly? """
" Rispuose: ""Dicerolti molto breve","He said to me, ""I'll tell you very briefly."""
"  Questi non hanno speranza di morte, e la lor cieca vita è tanto bassa, che ’nvidïosi son d’ogne altra sorte","""These souls cannot hope to die, and their present condition is so despicable that they envy any other fate."""
  Fama di loro il mondo esser non lassa,The world doesn't let there be any memory of them
 misericordia e giustizia li sdegna: ,God's mercy and justice disdain them
" non ragioniam di lor, ma guarda e passa""","""Let's not waste time talking about them, but take a quick look and move on."""
"  E io, che riguardai, vidi una ’nsegna che girando correva tanto ratta, che d’ogne posa mi parea indegna","""And I, looking, saw a sign that, turning on itself, ran so quickly that it seemed never to stop."""
"  e dietro le venìa sì lunga tratta di gente, ch’i’ non averei creduto che morte tanta n’avesse disfatta","""and behind it came such a long line of souls, that I would never believe that death had destroyed so many of them. """
"  Poscia ch’io v’ebbi alcun riconosciuto, vidi e conobbi l’ombra di colui che fece per viltade il gran rifiuto","""After I had recognized one of them, I saw and recognized the shadow of him who vilely refused."""
"  Incontanente intesi e certo fui che questa era la setta d’i cattivi, a Dio spiacenti e a’ nemici sui","I immediately understood, and I was certain that this was the host of the cowards who displeased God as much as his enemies."
"  Questi sciaurati, che mai non fur vivi, erano ignudi e stimolati molto da mosconi e da vespe ch’eran ivi","""These wretches, who never really lived, were naked and points continually from flies and wasps all around"""
"  Elle rigavan lor di sangue il volto, che, mischiato di lagrime, a’ lor piedi da fastidiosi vermi era ricolto","""They made their faces bleed, and they fell to the ground with tears, and were gathered with repulsive worms."""
"  E poi ch’a riguardar oltre mi diedi, vidi genti a la riva d’un gran fiume","""And when I looked beyond, I saw souls on the bank of a great river."""
" per ch’io dissi: ""Maestro, or mi concedi  ch’i’ sappia quali sono, e qual costume le fa di trapassar parer sì pronte, com’i’ discerno per lo fioco lume""","""So I said, ""Master, now allow me to know who those souls are, and what instinct makes them seem so anxious to pass on the other side, just as I seem to see in the little light."""
"  Ed elli a me: ""Le cose ti fier conte quando noi fermerem li nostri passi su la trista riviera d’Acheronte""","And he said unto me, The things shall be clear unto thee, when we shall come to the sad bank of the river Acheron."
"  Allor con li occhi vergognosi e bassi, temendo no ’l mio dir li fosse grave, infino al fiume del parlar mi trassi","""Then, lowering my eyes with shame, in the fear that I might annoy him, I uttered no word to the river."""
"  Ed ecco verso noi venir per nave un vecchio, bianco per antico pelo, gridando: ""Guai a voi, anime prave","""And behold, an old man, with his face covered with a white beard, came to us in a boat, crying out, ""Woe to you, wicked souls."""
"  Non isperate mai veder lo cielo: i’ vegno per menarvi a l’altra riva ne le tenebre etterne, in caldo e ’n gelo","""Do not hope to ever see the sky: I come to lead you to the other side, into eternal darkness, between flames and ice."""
"  E tu che se’ costì, anima viva, pàrtiti da cotesti che son morti""","""And you who are there, living soul, away from them who are dead"""
" Ma poi che vide ch’io non mi partiva,  disse: ""Per altra via, per altri porti verrai a piaggia, non qui, per passare: ",""" But because he saw that I was not leaving, he said: ""You will come to the landing place by another way, by other ports, certainly not here to pass by """
" più lieve legno convien che ti porti""",It is established that it will bring you a lighter ship than mine.
"  E ’l duca lui: ""Caron, non ti crucciare: vuolsi così colà dove si puote ciò che si vuole, e più non dimandare""","""And the teacher said to him, 'Caron, do not be distressed: you want it so up there where everything you want is possible, so don't say anything else."""
"  Quinci fuor quete le lanose gote al nocchier de la livida palude, che ’ntorno a li occhi avea di fiamme rote","""From there onward the fur-covered cheeks of the ferryman of that swampy slum, who had his eyes surrounded by wheels of flames"""
"  Ma quell’anime, ch’eran lasse e nude, cangiar colore e dibattero i denti, ratto che ’nteser le parole crude","""But those souls, who were naked and prostrated, changed color and beat their teeth, as soon as they heard his words raw."""
"  Bestemmiavano Dio e lor parenti, l’umana spezie e ’l loco e ’l tempo e ’l seme di lor semenza e di lor nascimenti","""They blasphemed God and their parents, the human species, the place, the time and the seed of their conception and birth."""
"  Poi si ritrasser tutte quante insieme, forte piangendo, a la riva malvagia ch’attende ciascun uom che Dio non teme","""Then they all went together, weeping desperately, to the shore of the infernal river that awaits every man who does not fear God."""
"  Caron dimonio, con occhi di bragia loro accennando, tutte le raccoglie","""The devil Charon, with his eyes flaming like fire, giving them hints, gathers them all"""
 batte col remo qualunque s'adagia,beats with his oar any of them that stretches out
"  Come d’autunno si levan le foglie l’una appresso de l’altra, fin che ’l ramo vede a la terra tutte le sue spoglie,  similemente il mal seme d’Adamo gittansi di quel lito ad una ad una, per cenni come augel per suo richiamo","""As in autumn the leaves fall, one after the other, until the branch sees to the ground all his garments, likewise Adam's bad descent throws itself from that shore to one by one, responding to the hints of Charon, as a bird responds to the call."""
"  Così sen vanno su per l’onda bruna, e avanti che sien di là discese, anche di qua nuova schiera s’auna","""So they go along the dark waters of the river, and before they went down to the other side, from this side there is another host."""
"  ""Figliuol mio"", disse 'l maestro cortese, ""quelli che muoion ne l'ira di Dio tutti convegnon qui d'ogne paese","""My son,"" said the noble master, ""all those who die in disgrace gather here from all the world:"""
"  e pronti sono a trapassar lo rio, ché la divina giustizia li sprona, sì che la tema si volve in disio","""and they are anxious to pass through the river, for the righteousness of God spurs them, and causes fear to turn into desire."""
  Quinci non passa mai anima buona,"""No soul that is good passes through here,"
" e però, se Caron di te si lagna, ben puoi sapere omai che ’l suo dir suona""","""So if Charon complains about you, you can understand what his words mean by now."""
"  Finito questo, la buia campagna tremò sì forte, che de lo spavento la mente di sudore ancor mi bagna","""At the end of this, those dark places trembled so strongly that, from fear, the only memory wets me with sweat"""
"  La terra lagrimosa diede vento, che balenò una luce vermiglia la qual mi vinse ciascun sentimento","""The earth weeped with tears produced a wind, which caused a reddish light to flash that overwhelms all my senses."""
  e caddi come l’uom cui sonno piglia,And I fell like a man of sleep.
" Ruppemi l’alto sonno ne la testa un greve truono, sì ch’io mi riscossi come persona ch’è per forza desta","""A strong thunder interrupted sleep in my head, so that I shook like someone who woke up on top."""
" e l’occhio riposato intorno mossi, dritto levato, e fiso riguardai per conoscer lo loco dov’io fossi","""and I moved around my rested gaze, staring straight at him, and I watched carefully to see where I was."""
  Vero è che ’n su la proda mi trovai de la valle d’abisso dolorosa che ’ntrono accoglie d’infiniti guai,"""In fact, I found myself on the extreme edge of the painful valley of Hell, which embraces in itself a rumble of infinite lamentations"""
"  Oscura e profonda era e nebulosa tanto che, per ficcar lo viso a fondo, io non vi discernea alcuna cosa","""It was so dark, so deep and nebula that while I looked at the bottom, I couldn't see anything."""
"  ""Or discendiam qua giù nel cieco mondo"", cominciò il poeta tutto smorto","""Now we begin to descend into the blind world,"" began Virgilio pale in his face."""
" ""Io sarò primo, e tu sarai secondo""","""I'll go first, you'll follow me."""
"  E io, che del color mi fui accorto, dissi: ""Come verrò, se tu paventi che suoli al mio dubbiare esser conforto?""","""And I, aware of his pallor, said, ""How can I come, if you, who usually comfort all my doubts, are frightened?"""
"  Ed elli a me: ""L’angoscia de le genti che son qua giù, nel viso mi dipigne quella pietà che tu per tema senti","He said to me, ""The anguish of the souls who are relegated here paints on my face that torment that you believe fear."""
"  Andiam, ché la via lunga ne sospigne""","""Let's go, for the journey is long and we don't have time to waste"""
 Così si mise e così mi fé intrare nel primo cerchio che l’abisso cigne,So he proceeded and introduced me into the first circle that surrounds the hell's chasm.
"  Quivi, secondo che per ascoltare, non avea pianto mai che di sospiri che l’aura etterna facevan tremare","""Here, listening, they felt only sighs, which made the eternal air tremble"""
"  ciò avvenia di duol sanza martìri, ch’avean le turbe, ch’eran molte e grandi, d’infanti e di femmine e di viri","""This was due to the pain without torments suffered by the hosts of souls, which were very numerous, of children, women and men."""
"  Lo buon maestro a me: ""Tu non dimandi che spiriti son questi che tu vedi? Or vo’ che sappi, innanzi che più andi,  ch’ei non peccaro","""The good teacher said to me, ""Who are these spirits you see?"" Before you go any further, I want you to know that they didn't sin."""
