Filename,Original,Translate
trad_divina_commedia_paradiso_2_1.csv,che 'l fé consorto in mar de li altri dèi.,un compagno degli altri dei del mare.
trad_divina_commedia_paradiso_2_1.csv,Trasumanar significar,Passare oltre l'umano non può essere
trad_divina_commedia_paradiso_2_1.csv,non si poria; però l'essemplo basti,Lasciate che Glauco serva da simile...
trad_divina_commedia_paradiso_2_1.csv,a cui esperïenza grazia serba.,finche' la grazia non vi concedera' l'esperienza.
trad_divina_commedia_paradiso_2_1.csv,S'i' era sol di me quel che creasti,Se ero solo la parte di me
trad_divina_commedia_paradiso_2_1.csv,"novellamente, amor che 'l ciel governi,","che hai creato l'ultimo, Tu-governante"
trad_divina_commedia_paradiso_2_1.csv,"tu 'l sai, che col tuo lume mi levasti.",il cielo sappi: è stata la Tua luce che mi ha risuscitato.
trad_divina_commedia_paradiso_2_1.csv,Quando la rota che tu sempiterni,Quando quella ruota che tu fai eterna attraverso
trad_divina_commedia_paradiso_2_1.csv,"desiderato, a sé mi fece atteso",il desiderio del cielo per Tu mi hai disegnato con
trad_divina_commedia_paradiso_2_1.csv,"con l'armonia che temperi e discerni,","l'armonia Tu dimostri e distingui,"
trad_divina_commedia_paradiso_2_1.csv,parvemi tanto allor del cielo acceso,il fuoco del sole poi mi sembrò
trad_divina_commedia_paradiso_2_1.csv,"de la fiamma del sol, che pioggia o fiume","per accendere così tanto il cielo, che pioggia"
trad_divina_commedia_paradiso_2_1.csv,lago non fece alcun tanto disteso.,o il fiume non ha mai formato un lago così ampio.
trad_divina_commedia_paradiso_2_1.csv,La novità del suono e 'l grande lume,La novità del suono e la grande luce
trad_divina_commedia_paradiso_2_1.csv,di lor cagion m'accesero un disio,mi ha incitato ad imparare la loro causa- ero
trad_divina_commedia_paradiso_2_1.csv,mai non sentito di cotanto acume.,Piu' entusiasta di quanto fossi mai stato prima.
trad_divina_commedia_paradiso_2_1.csv,"Ond'ella, che vedea me sì com'io,","E lei che mi ha letto mentre leggevo me stessa,"
trad_divina_commedia_paradiso_2_1.csv,"a quïetarmi l'animo commosso,","per calmare la confusione nella mia mente,"
trad_divina_commedia_paradiso_2_1.csv,"pria ch'io a dimandar, la bocca aprio",ha aperto le sue labbra prima che io aprissi le mie
trad_divina_commedia_paradiso_2_1.csv,e cominciò: “Tu stesso ti fai grosso,"per chiedere, e ha cominciato: ""Ti fai te stesso"
trad_divina_commedia_paradiso_2_1.csv,"col falso imaginar, sì che non vedi",ottuso con l'immaginario falso; si può
trad_divina_commedia_paradiso_2_1.csv,ciò che vedresti se l'avessi scosso.,Non vedete cosa vedreste se lo disinnescaste.
trad_divina_commedia_paradiso_2_1.csv,"Tu non se' in terra, sì come tu credi;",Non sei sulla terra come credi;
trad_divina_commedia_paradiso_2_1.csv,"ma folgore, fuggendo il proprio sito,","ma fulmini che volano dalla propria dimora,"
trad_divina_commedia_paradiso_2_1.csv,non corse come tu ch'ad esso riedi”.,"è meno veloce di te, tornando a casa."""
trad_divina_commedia_paradiso_2_1.csv,S'io fui del primo dubbio disvestito,Mentre sono stato liberato dal mio primo dubbio da questi
trad_divina_commedia_paradiso_2_1.csv,"per le sorrise parolette brevi,","brevi parole mi sorrise, ero ancora preso"
trad_divina_commedia_paradiso_2_1.csv,dentro ad un nuovo più fu' inretito,"in una nuova perplessità. Dissi: ""Ero"
trad_divina_commedia_paradiso_2_1.csv,e dissi: “Già contento,"già contento; dopo tanta meraviglia,"
trad_divina_commedia_paradiso_2_1.csv,di grande ammirazion; ma ora ammiro,Ho riposato. Ma ancora una volta mi chiedo come
trad_divina_commedia_paradiso_2_1.csv,com'io trascenda questi corpi levi”.,"il mio corpo si innalza davanti a questi corpi più leggeri."""
trad_divina_commedia_paradiso_2_1.csv,"Ond'ella, appresso d'un pïo sospiro,","Al quale, dopo un sospiro di pietà, lei"
trad_divina_commedia_paradiso_2_1.csv,li occhi drizzò ver' me con quel sembiante,ha posato i suoi occhi su di me con lo stesso sguardo
trad_divina_commedia_paradiso_2_1.csv,"che madre fa sovra figlio deliro,","una madre getta su un bambino raving,"
trad_divina_commedia_paradiso_2_1.csv,e cominciò: “Le cose tutte quante,"e cominciò: ""Tutte le cose, tra loro,"
trad_divina_commedia_paradiso_2_1.csv,"hanno ordine tra loro, e questo è forma",possedere un ordine; e questo ordine è
trad_divina_commedia_paradiso_2_1.csv,che l'universo a Dio fa simigliante.,la forma che rende l'universo come Dio.
trad_divina_commedia_paradiso_2_1.csv,Qui veggion l'alte creature l'orma,Qui gli esseri superiori vedono l'impronta
trad_divina_commedia_paradiso_2_1.csv,"de l'etterno valore, il qual è fine","della Valore Eterna, che è la fine"
trad_divina_commedia_paradiso_2_1.csv,al quale è fatta la toccata norma.,a cui tende lo schema che ho menzionato.
trad_divina_commedia_paradiso_2_1.csv,Ne l'ordine ch'io dico sono accline,"In quell'ordine, ogni natura ha"
trad_divina_commedia_paradiso_2_1.csv,"tutte nature, per diverse sorti,","la sua piega, secondo una stazione diversa,"
trad_divina_commedia_paradiso_2_1.csv,più al principio loro e men vicine;,più o meno vicino alla sua origine.
trad_divina_commedia_paradiso_2_1.csv,onde si muovono a diversi porti,"Pertanto, queste nature si spostano in porti diversi"
trad_divina_commedia_paradiso_2_1.csv,"per lo gran mar de l'essere, e ciascuna","attraverso il mare possente dell'essere, ciascuno"
trad_divina_commedia_paradiso_2_1.csv,con istinto a lei dato che la porti.,dato l'impulso che lo porterà.
trad_divina_commedia_paradiso_2_1.csv,Questi ne porta il foco inver' la luna;,Questo impulso porta il fuoco sulla luna;
trad_divina_commedia_paradiso_2_1.csv,questi ne' cor mortali è permotore;,questa è la forza motrice nelle creature mortali;
trad_divina_commedia_paradiso_2_1.csv,questi la terra in sé stringe e aduna;,"questo lega la terra insieme, la rende una cosa sola."
trad_divina_commedia_paradiso_2_1.csv,né pur le creature che son fore,Non solo l'albero tirato da questo arco
trad_divina_commedia_paradiso_2_1.csv,"d'intelligenza quest'arco saetta,","colpire creature prive di intelletto, ma quelli"
trad_divina_commedia_paradiso_2_1.csv,ma quelle c'hanno intelletto e amore.,che hanno intelligenza e che possono amare.
trad_divina_commedia_paradiso_2_1.csv,"La provedenza, che cotanto assetta,",La Provvidenza che ha schierato tutto questo
trad_divina_commedia_paradiso_2_1.csv,del suo lume fa 'l ciel sempre quïeto,per sempre si calma-con la sua luce-che il cielo
trad_divina_commedia_paradiso_2_1.csv,nel qual si volge quel c'ha maggior fretta;,in cui ruotano le sfere più veloci;
trad_divina_commedia_paradiso_2_1.csv,"e ora lì, come a sito decreto,","a là, come verso un luogo destinato, noi ora"
trad_divina_commedia_paradiso_2_1.csv,cen porta la virtù di quella corda,sono trasportati dal potere dell'arco
trad_divina_commedia_paradiso_2_1.csv,che ciò che scocca drizza in segno lieto.,che mira sempre al suo albero ad un buon segno.
trad_divina_commedia_paradiso_2_1.csv,"Vero è che, come forma non s'accorda","Eppure è vero che, anche come forma"
trad_divina_commedia_paradiso_2_1.csv,"molte fïate a l'intenzion de l'arte,","può, spesso, non conforme con l'intento dell'arte,"
trad_divina_commedia_paradiso_2_1.csv,"perch'a risponder la materia è sorda,","poiché la materia può essere insensibile, sorda,"
trad_divina_commedia_paradiso_2_1.csv,così da questo corso si diparte,"così, da questo corso, la creatura si allontana a volte"
trad_divina_commedia_paradiso_2_1.csv,"talor la creatura, c'ha podere","perché ha il potere, una volta spinto,"
trad_divina_commedia_paradiso_2_1.csv,"di piegar, così pinta, in altra parte;",per sterzare altrove; come fulmine da una nuvola
trad_divina_commedia_paradiso_2_1.csv,e sì come veder si può cadere,"è visto cadere, così fa il primo impulso,"
trad_divina_commedia_paradiso_2_1.csv,"foco di nube, sì l'impeto primo","quando l'uomo è stato deviato dal falso piacere,"
trad_divina_commedia_paradiso_2_1.csv,l'atterra torto da falso piacere.,"Volgilo verso la terra, dovresti... se ho ragione..."
trad_divina_commedia_paradiso_2_1.csv,"Non dei più ammirar, se bene stimo,",non sentire più meraviglia per la vostra arrampicata che
trad_divina_commedia_paradiso_2_1.csv,"lo tuo salir, se non come d'un rivo",Se avessi considerato un ruscello...
trad_divina_commedia_paradiso_2_1.csv,se d'alto monte scende giuso ad imo.,che dall'altezza di una montagna cade alla sua base.
trad_divina_commedia_paradiso_2_1.csv,"Maraviglia sarebbe in te se, privo",Sarebbe motivo di meraviglia in te se...
trad_divina_commedia_paradiso_2_1.csv,"d'impedimento, giù ti fossi assiso,","non più ostacolato, sei rimasto sotto,"
trad_divina_commedia_paradiso_2_1.csv,com'a terra quïete in foco vivo”.,"come se, sulla terra, una fiamma viva si fermasse."""
trad_divina_commedia_paradiso_2_1.csv,Quinci rivolse inver' lo cielo il viso.,Poi ha di nuovo rivolto lo sguardo verso il cielo.
trad_divina_commedia_paradiso_2_2.csv,"O voi che siete in piccioletta barca,","O tu che sei dentro la tua piccola corteccia,"
trad_divina_commedia_paradiso_2_2.csv,"desiderosi d'ascoltar, seguiti","desideroso di ascoltare, seguendo dietro"
trad_divina_commedia_paradiso_2_2.csv,"dietro al mio legno che cantando varca,","la mia nave che, cantando, attraversa i mari profondi,"
trad_divina_commedia_paradiso_2_2.csv,tornate a riveder li vostri liti:,voltatevi indietro per vedere le vostre coste di nuovo: non
trad_divina_commedia_paradiso_2_2.csv,"non vi mettete in pelago, ché forse,","tentate di navigare nei mari io salpavo; voi potete,"
trad_divina_commedia_paradiso_2_2.csv,"perdendo me, rimarreste smarriti.","perdendo di vista me, sia lasciato smarrito."
trad_divina_commedia_paradiso_2_2.csv,L'acqua ch'io prendo già mai non si corse;,Le onde che prendo non sono mai state salpate prima;
trad_divina_commedia_paradiso_2_2.csv,"Minerva spira, e conducemi Appollo,","Minerva respira, Apollo mi pilota,"
trad_divina_commedia_paradiso_2_2.csv,e nove Muse mi dimostran l'Orse.,e le nove Muse mi mostrano gli Orsi.
trad_divina_commedia_paradiso_2_2.csv,Voialtri pochi che drizzaste il collo,Voi altri pochi che avete cambiato idea nel tempo
trad_divina_commedia_paradiso_2_2.csv,"per tempo al pan de li angeli, del quale","al pane degli angeli,"
trad_divina_commedia_paradiso_2_2.csv,"vivesi qui ma non sen vien satollo,","uomini qui con la vita, ma affamati di piu'..."
trad_divina_commedia_paradiso_2_2.csv,metter potete ben per l'alto sale,puoi davvero impegnare il tuo vascello a
trad_divina_commedia_paradiso_2_2.csv,"vostro navigio, servando mio solco","il mare del sale profondo, mantenendo il vostro corso all'interno"
trad_divina_commedia_paradiso_2_2.csv,dinanzi a l'acqua che ritorna equale.,"la mia veglia, davanti a dove si levi di nuovo le onde."
trad_divina_commedia_paradiso_2_2.csv,Que' glorïosi che passaro al Colco,"Quegli uomini di gloria, quelli che passarono a Colchide,"
trad_divina_commedia_paradiso_2_2.csv,"non s'ammiraron come voi farete,",quando videro Jason trasformarsi in un aratro
trad_divina_commedia_paradiso_2_2.csv,quando Iasón vider fatto bifolco.,sono rimasti meno stupiti di quanto ne rimarrete stupiti.
trad_divina_commedia_paradiso_2_2.csv,La concreata e perpetüa sete,La sete che è innata ed eterna...
trad_divina_commedia_paradiso_2_2.csv,del deïforme regno cen portava,la sete del regno divino-noi-noi lontano
trad_divina_commedia_paradiso_2_2.csv,veloci quasi come 'l ciel vedete.,come i cieli che vedete.
trad_divina_commedia_paradiso_2_2.csv,"Beatrice in suso, e io in lei guardava;","Beatrice guardava verso l'alto, io la guardavo."
trad_divina_commedia_paradiso_2_2.csv,e forse in tanto in quanto un quadrel posa,Ma in un intervallo forse non più di
trad_divina_commedia_paradiso_2_2.csv,"e vola e da la noce si dischiava,","una freccia prende per colpire, per volare, per andarsene"
trad_divina_commedia_paradiso_2_2.csv,giunto mi vidi ove mirabil cosa,"l'arco, raggiunsi un luogo dove potevo vedere"
trad_divina_commedia_paradiso_2_2.csv,mi torse il viso a sé; e però quella,che qualcosa di meraviglioso mi ha disegnato; e lei
trad_divina_commedia_paradiso_2_2.csv,"cui non potea mia cura essere ascosa,","da cui il mio bisogno non poteva essere nascosto, voltato"
trad_divina_commedia_paradiso_2_2.csv,"volta ver' me, sì lieta come bella,",a me (la sua gioia corrispondeva alla sua bellezza):
trad_divina_commedia_paradiso_2_2.csv,"“Drizza la mente in Dio grata”, mi disse,","""Dirigete la vostra mente a Dio con gratitudine,"""
trad_divina_commedia_paradiso_2_2.csv,“che n'ha congiunti con la prima stella”.,"ella disse: ""Ci ha condotti alla prima stella."""
trad_divina_commedia_paradiso_2_2.csv,Parev'a me che nube ne coprisse,Mi sembrava che fossimo coperti da
trad_divina_commedia_paradiso_2_2.csv,"lucida, spessa, solida e pulita,","una nube brillante, solida, densa e inox,"
trad_divina_commedia_paradiso_2_2.csv,quasi adamante che lo sol ferisse.,come un diamante che il sole ha colpito.
trad_divina_commedia_paradiso_2_2.csv,Per entro sé l'etterna margarita,"In se stesso, la perla eterna"
trad_divina_commedia_paradiso_2_2.csv,"ne ricevette, com'acqua recepe","ci ha accolti, proprio come l'acqua accetterà"
trad_divina_commedia_paradiso_2_2.csv,raggio di luce permanendo unita.,"un raggio di luce, ma rimane intatto."
trad_divina_commedia_paradiso_2_2.csv,"S'io era corpo, e qui non si concepe",Se io fossi corpo (e sulla terra noi possiamo
trad_divina_commedia_paradiso_2_2.csv,"com'una dimensione altra patio,",non vedere come le cose materiali possono condividere
trad_divina_commedia_paradiso_2_2.csv,"ch'esser convien se corpo in corpo repe,","uno spazio-il caso, quando il corpo entra nel corpo),"
trad_divina_commedia_paradiso_2_2.csv,accender ne dovria più il disio,allora il nostro desiderio dovrebbe essere ancora più infiammato
trad_divina_commedia_paradiso_2_2.csv,di veder quella essenza in che si vede,per vedere quell'Essenza in cui discernere
trad_divina_commedia_paradiso_2_2.csv,come nostra natura e Dio s'unio.,come Dio e la natura umana sono stati fatti una cosa sola.
trad_divina_commedia_paradiso_2_2.csv,"Lì si vedrà ciò che tenem per fede,","Ciò che abbiamo qui per fede, sarà visto,"
trad_divina_commedia_paradiso_2_2.csv,"non dimostrato, ma fia per sé noto","non dimostrato ma direttamente noto,"
trad_divina_commedia_paradiso_2_2.csv,a guisa del ver primo che l'uom crede.,come la prima verità che l'uomo crede.
trad_divina_commedia_paradiso_2_2.csv,"Io rispuosi: “Madonna, sì devoto","Ho risposto: ""Con la più devozione I"
trad_divina_commedia_paradiso_2_2.csv,"com'esser posso più, ringrazio lui","può evocare, io ringrazio Colui che mi ha portato"
trad_divina_commedia_paradiso_2_2.csv,lo qual dal mortal mondo m'ha remoto.,lontano dal mondo mortale. Ma ora dimmi:
trad_divina_commedia_paradiso_2_2.csv,Ma ditemi: che son li segni bui,quali sono i segni oscuri sul corpo di questo pianeta
trad_divina_commedia_paradiso_2_2.csv,"di questo corpo, che là giuso in terra","che là sotto, sulla terra, hanno fatto dire agli uomini"
trad_divina_commedia_paradiso_2_2.csv,fan di Cain favoleggiare altrui?”.,"la storia di Caino?"" Sorrise un po ', e poi"
trad_divina_commedia_paradiso_2_2.csv,"Ella sorrise alquanto, e poi “S'elli erra","ha detto: ""Se l'opinione dei mortali"
trad_divina_commedia_paradiso_2_2.csv,"l'oppinïon”, mi disse, “d'i mortali",cade in errore quando la chiave dei sensi
trad_divina_commedia_paradiso_2_2.csv,"dove chiave di senso non diserra,","non può sbloccare la verità, non si dovrebbe essere"
trad_divina_commedia_paradiso_2_2.csv,certo non ti dovrien punger li strali,colpito dalle frecce di stupore una volta
trad_divina_commedia_paradiso_2_2.csv,"d'ammirazione omai, poi dietro ai sensi","Riconosci questa ragione, anche quando"
trad_divina_commedia_paradiso_2_2.csv,vedi che la ragione ha corte l'ali.,"sostenuto dai sensi, ha ali corte."
trad_divina_commedia_paradiso_2_2.csv,Ma dimmi quel che tu da te ne pensi”.,"Ma dimmi cosa ne pensi tu stesso."""
trad_divina_commedia_paradiso_2_2.csv,E io: “Ciò che n'appar qua sù diverso,"E io: ""Ciò che ci sembra diverso quassù"
trad_divina_commedia_paradiso_2_2.csv,credo che fanno i corpi rari e densi”.,"è causato-penso-da materia densa e rara."""
trad_divina_commedia_paradiso_2_2.csv,Ed ella: “Certo assai vedrai sommerso,"E lei: ""Sicuramente vedrete che il vostro"
trad_divina_commedia_paradiso_2_2.csv,"nel falso il creder tuo, se bene ascolti",credenza è profondamente affondato nell'errore se
trad_divina_commedia_paradiso_2_2.csv,l'argomentar ch'io li farò avverso.,Ascolta attentamente mentre lo confuto.
trad_divina_commedia_paradiso_2_2.csv,La spera ottava vi dimostra molti,"L'ottava sfera vi offre molte luci,"
trad_divina_commedia_paradiso_2_2.csv,"lumi, li quali e nel quale e nel quanto","e si può dire che essi, in qualità"
trad_divina_commedia_paradiso_2_2.csv,notar si posson di diversi volti.,"e dimensioni, sono stelle con diversi visti."
trad_divina_commedia_paradiso_2_2.csv,"Se raro e denso ciò facesser tanto,",Se la rarità e la densità da sole
trad_divina_commedia_paradiso_2_2.csv,"una sola virtù sarebbe in tutti,","ha causato questo, allora tutte le stelle avrebbero condiviso un potere"
trad_divina_commedia_paradiso_2_2.csv,più e men distributa e altrettanto.,"distribuito in minore, maggiore, o"
trad_divina_commedia_paradiso_2_2.csv,Virtù diverse esser convegnon frutti,in pari forza. Ma poteri diversi devono
trad_divina_commedia_paradiso_2_2.csv,"di princìpi formali, e quei, for ch'uno,",essere frutto di diversi principi formali;
trad_divina_commedia_paradiso_2_2.csv,seguiterieno a tua ragion distrutti.,"se avessi ragione, ne sarebbe rimasto solo uno,"
trad_divina_commedia_paradiso_2_2.csv,"Ancor, se raro fosse di quel bruno","il resto, distrutto. E di più, erano rarità"
trad_divina_commedia_paradiso_2_2.csv,"cagion che tu dimandi, o d'oltre in parte","la causa delle macchie scure che si interrogano,"
trad_divina_commedia_paradiso_2_2.csv,fora di sua materia sì digiuno,in parte questo pianeta mancherebbe di materia attraverso
trad_divina_commedia_paradiso_2_2.csv,"esto pianeto, o, sì come comparte","e attraverso, o altrimenti come, in un corpo, magro"
trad_divina_commedia_paradiso_2_2.csv,"lo grasso e 'l magro un corpo, così questo","e grasso può alternare, così sarebbe questo pianeta"
trad_divina_commedia_paradiso_2_2.csv,nel suo volume cangerebbe carte.,alternare le pagine nel suo volume.
trad_divina_commedia_paradiso_2_2.csv,"Se 'l primo fosse, fora manifesto","Per convalidare il primo caso, nel sole"
trad_divina_commedia_paradiso_2_2.csv,"ne l'eclissi del sol, per trasparere","eclissi, la luce dovrebbe mostrare attraverso, solo"
trad_divina_commedia_paradiso_2_2.csv,lo lume come in altro raro ingesto.,come quando attraversa la materia che è slanciata.
trad_divina_commedia_paradiso_2_2.csv,Questo non è: però è da vedere,"Non è così, quindi dobbiamo considerare"
trad_divina_commedia_paradiso_2_2.csv,"de l'altro; e s'elli avvien ch'io l'altro cassi,","quest'ultimo caso - se annullo anche quello,"
trad_divina_commedia_paradiso_2_2.csv,falsificato fia lo tuo parere.,allora la tua opinione è confutata.
trad_divina_commedia_paradiso_2_2.csv,"S'elli è che questo raro non trapassi,",Se la rarità non passa attraverso e attraverso
trad_divina_commedia_paradiso_2_2.csv,esser conviene un termine da onde,"la luna, allora ci deve essere un limite dove"
trad_divina_commedia_paradiso_2_2.csv,lo suo contrario più passar non lassi;,lo spessore non consente il passaggio della luce;
trad_divina_commedia_paradiso_2_2.csv,e indi l'altrui raggio si rifonde,"da lì, i raggi del sole sarebbero gettati indietro,"
trad_divina_commedia_paradiso_2_2.csv,così come color torna per vetro,"proprio come, dal vetro che nasconde il piombo sulla schiena,"
trad_divina_commedia_paradiso_2_2.csv,lo qual di retro a sé piombo nasconde.,"un raggio di luce colorata ritorna, riflesso."
trad_divina_commedia_paradiso_2_2.csv,Or dirai tu ch'el si dimostra tetro,Ora dirai che dove un raggio è stato
