Filename,Original,Translate
trad_divina_commedia_paradiso_4_1.csv,"Ond'ella, che vedea me sì com'io,","e lei, che vedeva in me come me stesso,"
trad_divina_commedia_paradiso_4_1.csv,"a quïetarmi l'animo commosso,","per placare la sete dell’anima, aprì la bocca"
trad_divina_commedia_paradiso_4_1.csv,"pria ch'io a dimandar, la bocca aprio",più veloce di me per chiederglielo
trad_divina_commedia_paradiso_4_1.csv,e cominciò: “Tu stesso ti fai grosso,Ed essa cominciò: «Tu ti smarrisci da solo
trad_divina_commedia_paradiso_4_1.csv,"col falso imaginar, sì che non vedi","con pensieri fuorvianti, che ti impediscono di vedere"
trad_divina_commedia_paradiso_4_1.csv,ciò che vedresti se l'avessi scosso.,"Il che sarebbe molto chiaro, se ti divertissi."
trad_divina_commedia_paradiso_4_1.csv,"Tu non se' in terra, sì come tu credi;","Tu non sei sulla terra, come tu supponi;"
trad_divina_commedia_paradiso_4_1.csv,"ma folgore, fuggendo il proprio sito,",ma il lampo che scende dal luogo della sua dimora
trad_divina_commedia_paradiso_4_1.csv,non corse come tu ch'ad esso riedi”.,"è meno pronto a fuggire, che tu non ci torni»."
trad_divina_commedia_paradiso_4_1.csv,S'io fui del primo dubbio disvestito,"Se mi sono trovato libero dal primo dubbio,"
trad_divina_commedia_paradiso_4_1.csv,"per le sorrise parolette brevi,","con queste parole così brevi, dette con un sorriso,"
trad_divina_commedia_paradiso_4_1.csv,dentro ad un nuovo più fu' inretito,Un altro imbarazzava maggiormente la mente.
trad_divina_commedia_paradiso_4_1.csv,e dissi: “Già contento,"«Per il mio stupore, gli dissi, torno."
trad_divina_commedia_paradiso_4_1.csv,di grande ammirazion; ma ora ammiro,"Eccomi soddisfatto; ma la mia sorpresa è grande,"
trad_divina_commedia_paradiso_4_1.csv,com'io trascenda questi corpi levi”.,di vedermi attraversare questi elementi leggeri».
trad_divina_commedia_paradiso_4_1.csv,"Ond'ella, appresso d'un pïo sospiro,","In primo luogo, fece un sospiro di pietà,"
trad_divina_commedia_paradiso_4_1.csv,li occhi drizzò ver' me con quel sembiante,Poi mi guardo con l’espressione.
trad_divina_commedia_paradiso_4_1.csv,"che madre fa sovra figlio deliro,","della madre che veglia sul figlio che delira,"
trad_divina_commedia_paradiso_4_1.csv,e cominciò: “Le cose tutte quante,Poi mi disse: “Tutti gli oggetti del mondo
trad_divina_commedia_paradiso_4_1.csv,"hanno ordine tra loro, e questo è forma",hanno un ordine comune: e questo ordine è la forma
trad_divina_commedia_paradiso_4_1.csv,che l'universo a Dio fa simigliante.,che fa dell’universo un’immagine di Dio.
trad_divina_commedia_paradiso_4_1.csv,Qui veggion l'alte creature l'orma,Gli esseri di lassù trovano l’impronta
trad_divina_commedia_paradiso_4_1.csv,"de l'etterno valore, il qual è fine","potere eterno, che fa il fine supremo"
trad_divina_commedia_paradiso_4_1.csv,al quale è fatta la toccata norma.,"dove tende la legge di tutti, di cui ho appena parlato."
trad_divina_commedia_paradiso_4_1.csv,Ne l'ordine ch'io dico sono accline,Anche se tutti gli oggetti che sono in natura
trad_divina_commedia_paradiso_4_1.csv,"tutte nature, per diverse sorti,","dipende da queste leggi, il modo in cui"
trad_divina_commedia_paradiso_4_1.csv,più al principio loro e men vicine;,a seconda che siano più lontani o più vicini alla loro fonte.
trad_divina_commedia_paradiso_4_1.csv,onde si muovono a diversi porti,In questo modo si naviga in porti diversi.
trad_divina_commedia_paradiso_4_1.csv,"per lo gran mar de l'essere, e ciascuna","sull’oceano dell’essere, e ciascuno di essi possiede"
trad_divina_commedia_paradiso_4_1.csv,con istinto a lei dato che la porti.,un istinto che lo guida e che gli è stato dato.
trad_divina_commedia_paradiso_4_1.csv,Questi ne porta il foco inver' la luna;,È lui che fa salire il fuoco fino alla luna;
trad_divina_commedia_paradiso_4_1.csv,questi ne' cor mortali è permotore;,"è lui, dal cuore mortale, il primo dei motori;"
trad_divina_commedia_paradiso_4_1.csv,questi la terra in sé stringe e aduna;,Egli è colui che tiene insieme e compone la terra;
trad_divina_commedia_paradiso_4_1.csv,né pur le creature che son fore,"È lui che, come un arco, lancia nell’esistenza"
trad_divina_commedia_paradiso_4_1.csv,"d'intelligenza quest'arco saetta,",con tutti gli oggetti privi di intelligenza
trad_divina_commedia_paradiso_4_1.csv,ma quelle c'hanno intelletto e amore.,tutti gli esseri dotati di intelletto e di amore.
trad_divina_commedia_paradiso_4_1.csv,"La provedenza, che cotanto assetta,","La Provvidenza, che governa il mondo,"
trad_divina_commedia_paradiso_4_1.csv,del suo lume fa 'l ciel sempre quïeto,porta con il suo splendore il riposo eterno
trad_divina_commedia_paradiso_4_1.csv,nel qual si volge quel c'ha maggior fretta;,nei cieli in cui rotola il più veloce;
trad_divina_commedia_paradiso_4_1.csv,"e ora lì, come a sito decreto,","ed è qui, come nel luogo previsto,"
trad_divina_commedia_paradiso_4_1.csv,cen porta la virtù di quella corda,che siamo lanciati dalla forza dell'arco
trad_divina_commedia_paradiso_4_1.csv,che ciò che scocca drizza in segno lieto.,che tira dritto alla meta le frecce che scocca.
trad_divina_commedia_paradiso_4_1.csv,"Vero è che, come forma non s'accorda","È vero, però, che, come spesso accade"
trad_divina_commedia_paradiso_4_1.csv,"molte fïate a l'intenzion de l'arte,","la forma rimane sorda a proposito dell’artista,"
trad_divina_commedia_paradiso_4_1.csv,"perch'a risponder la materia è sorda,","che non può piegare la materia ai suoi fini,"
trad_divina_commedia_paradiso_4_1.csv,così da questo corso si diparte,"Allo stesso modo, a volte l’essere può discostarsi"
trad_divina_commedia_paradiso_4_1.csv,"talor la creatura, c'ha podere","del corso così tracciato, poiché ha il potere,"
trad_divina_commedia_paradiso_4_1.csv,"di piegar, così pinta, in altra parte;","pur essendo guidato, di inchinarsi altrove"
trad_divina_commedia_paradiso_4_1.csv,e sì come veder si può cadere,"(come invece di salire, il fuoco cade dalle nuvole),"
trad_divina_commedia_paradiso_4_1.csv,"foco di nube, sì l'impeto primo",Se il primo impulso viene deviato
trad_divina_commedia_paradiso_4_1.csv,l'atterra torto da falso piacere.,per qualche falso piacere che spinge verso il suolo.
trad_divina_commedia_paradiso_4_1.csv,"Non dei più ammirar, se bene stimo,","Se capisci questo, il fatto che così sali"
trad_divina_commedia_paradiso_4_1.csv,"lo tuo salir, se non come d'un rivo",non è più sorprendente del corso di un ruscello
trad_divina_commedia_paradiso_4_1.csv,se d'alto monte scende giuso ad imo.,che scende dalle vette al cavo di una valle.
trad_divina_commedia_paradiso_4_1.csv,"Maraviglia sarebbe in te se, privo","La cosa sorprendente sarebbe che, libero dagli ostacoli,"
trad_divina_commedia_paradiso_4_1.csv,"d'impedimento, giù ti fossi assiso,","tu possa rimanere prigioniero della terra,"
trad_divina_commedia_paradiso_4_1.csv,com'a terra quïete in foco vivo”.,o che si possa vedere una fiamma immobile».
trad_divina_commedia_paradiso_4_1.csv,Quinci rivolse inver' lo cielo il viso.,Poi volse lo sguardo verso le sfere.
trad_divina_commedia_paradiso_4_2.csv,"O voi che siete in piccioletta barca,","O voi che navigate nelle vostre piccole barche,"
trad_divina_commedia_paradiso_4_2.csv,"desiderosi d'ascoltar, seguiti","desiderosi di ascoltarmi, e seguite alla traccia"
trad_divina_commedia_paradiso_4_2.csv,"dietro al mio legno che cantando varca,","la strada della mia navata che avanza cantando,"
trad_divina_commedia_paradiso_4_2.csv,tornate a riveder li vostri liti:,Ora tornate alle vostre rive;
trad_divina_commedia_paradiso_4_2.csv,"non vi mettete in pelago, ché forse,","non vi azzardate al largo, perché forse,"
trad_divina_commedia_paradiso_4_2.csv,"perdendo me, rimarreste smarriti.","Vi rimarrete persi, se vi allontanate!"
trad_divina_commedia_paradiso_4_2.csv,L'acqua ch'io prendo già mai non si corse;,Nessuno ha seguito la strada che prendo;
trad_divina_commedia_paradiso_4_2.csv,"Minerva spira, e conducemi Appollo,","Minerva tende la mia vela e Apollo mi guida,"
trad_divina_commedia_paradiso_4_2.csv,e nove Muse mi dimostran l'Orse.,E sono le nove sorelle che mi mostrano le Orse.
trad_divina_commedia_paradiso_4_2.csv,Voialtri pochi che drizzaste il collo,"E voi, il piccolo coro di coloro che di buon’ora"
trad_divina_commedia_paradiso_4_2.csv,"per tempo al pan de li angeli, del quale",ha teso il collo verso il pane angelico
trad_divina_commedia_paradiso_4_2.csv,"vivesi qui ma non sen vien satollo,","di cui si vive quaggiù senza saziarsi,"
trad_divina_commedia_paradiso_4_2.csv,metter potete ben per l'alto sale,"invia con coraggio le tue navate in alto mare,"
trad_divina_commedia_paradiso_4_2.csv,"vostro navigio, servando mio solco","ma avendo cura di seguire la mia scia,"
trad_divina_commedia_paradiso_4_2.csv,dinanzi a l'acqua che ritorna equale.,fino a quando sull’acqua mobile non viene cancellata.
trad_divina_commedia_paradiso_4_2.csv,Que' glorïosi che passaro al Colco,Gli eroi che un tempo si avvicinavano a Colchide
trad_divina_commedia_paradiso_4_2.csv,"non s'ammiraron come voi farete,","furono meno stupiti di quanto non lo sarete,"
trad_divina_commedia_paradiso_4_2.csv,quando Iasón vider fatto bifolco.,Dopo aver visto Jason diventare un agricoltore.
trad_divina_commedia_paradiso_4_2.csv,La concreata e perpetüa sete,"La sete perpetua, innata nel cuore dell’uomo,"
trad_divina_commedia_paradiso_4_2.csv,del deïforme regno cen portava,"del regno costruito secondo Dio, ci portava"
trad_divina_commedia_paradiso_4_2.csv,veloci quasi come 'l ciel vedete.,veloce come il corso delle stelle.
trad_divina_commedia_paradiso_4_2.csv,"Beatrice in suso, e io in lei guardava;","Beatrice fissava il cielo, io Beatrice;"
trad_divina_commedia_paradiso_4_2.csv,e forse in tanto in quanto un quadrel posa,e il tempo più o meno che metterebbe una piastrella
trad_divina_commedia_paradiso_4_2.csv,"e vola e da la noce si dischiava,","a lasciare la balestra e a colpire l’obiettivo,"
trad_divina_commedia_paradiso_4_2.csv,giunto mi vidi ove mirabil cosa,Giunsero in un punto il cui splendore meraviglioso
trad_divina_commedia_paradiso_4_2.csv,mi torse il viso a sé; e però quella,"mi dava negli occhi; in quel momento questa signora,"
trad_divina_commedia_paradiso_4_2.csv,"cui non potea mia cura essere ascosa,","che conosceva sempre il fondo del mio pensiero,"
trad_divina_commedia_paradiso_4_2.csv,"volta ver' me, sì lieta come bella,","Si voltò verso di me, bella quanto gioiosa:"
trad_divina_commedia_paradiso_4_2.csv,"“Drizza la mente in Dio grata”, mi disse,","“Alza il tuo spirito e rendi grazie a Dio,"
trad_divina_commedia_paradiso_4_2.csv,“che n'ha congiunti con la prima stella”.,che ci fa arrivare alla prima stella!”
trad_divina_commedia_paradiso_4_2.csv,Parev'a me che nube ne coprisse,"Allora apparve una nuvola che ci rivestì,"
trad_divina_commedia_paradiso_4_2.csv,"lucida, spessa, solida e pulita,","folto e rutilante, abbagliante e dru,"
trad_divina_commedia_paradiso_4_2.csv,quasi adamante che lo sol ferisse.,Come il diamante dove il sole si bagna.
trad_divina_commedia_paradiso_4_2.csv,Per entro sé l'etterna margarita,"Questo eterno gioiello ci accolse nel suo seno,"
trad_divina_commedia_paradiso_4_2.csv,"ne ricevette, com'acqua recepe",come l'onda riceve un raggio di luce
trad_divina_commedia_paradiso_4_2.csv,raggio di luce permanendo unita.,Rimanere allo stesso tempo perfettamente uniti.
trad_divina_commedia_paradiso_4_2.csv,"S'io era corpo, e qui non si concepe",Se io fossi corpo (sulla terra non si saprebbe capire
trad_divina_commedia_paradiso_4_2.csv,"com'una dimensione altra patio,","che uno spazio tollera un altro spazio in sé,"
trad_divina_commedia_paradiso_4_2.csv,"ch'esser convien se corpo in corpo repe,","ciò che deve avvenire, se due corpi si penetrano),"
trad_divina_commedia_paradiso_4_2.csv,accender ne dovria più il disio,Doveva infiammarsi di un desiderio più ardente.
trad_divina_commedia_paradiso_4_2.csv,di veder quella essenza in che si vede,di contemplare l’essenza in cui si vede
trad_divina_commedia_paradiso_4_2.csv,come nostra natura e Dio s'unio.,come la nostra natura è confusa in Dio;
trad_divina_commedia_paradiso_4_2.csv,"Lì si vedrà ciò che tenem per fede,",e vedremo lassù ciò che qui crediamo
trad_divina_commedia_paradiso_4_2.csv,"non dimostrato, ma fia per sé noto","senza che lo si sia dimostrato, ma che si offra alla mente,"
trad_divina_commedia_paradiso_4_2.csv,a guisa del ver primo che l'uom crede.,Così come si crede ai principi primi.
trad_divina_commedia_paradiso_4_2.csv,"Io rispuosi: “Madonna, sì devoto","Risposi: ""Mia signora, anche devotamente"
trad_divina_commedia_paradiso_4_2.csv,"com'esser posso più, ringrazio lui","che egli è in mio potere, io rendo grazie a colui che"
trad_divina_commedia_paradiso_4_2.csv,lo qual dal mortal mondo m'ha remoto.,che mi separa così dal mondo dei mortali.
trad_divina_commedia_paradiso_4_2.csv,Ma ditemi: che son li segni bui,"Ditemi, però, che cosa sono queste macchie scure"
trad_divina_commedia_paradiso_4_2.csv,"di questo corpo, che là giuso in terra","che si vede su questo corpo e che laggiù, sulla terra,"
trad_divina_commedia_paradiso_4_2.csv,fan di Cain favoleggiare altrui?”.,Hanno fatto credere alla favola dove si chiama Caino?».
trad_divina_commedia_paradiso_4_2.csv,"Ella sorrise alquanto, e poi “S'elli erra","Sorrise un po’, poi disse: “Se dei mortali"
trad_divina_commedia_paradiso_4_2.csv,"l'oppinïon”, mi disse, “d'i mortali","Il ragionamento corre verso l’errore, ogni volta"
trad_divina_commedia_paradiso_4_2.csv,"dove chiave di senso non diserra,","che non può servirsi della chiave dei cinque sensi,"
trad_divina_commedia_paradiso_4_2.csv,certo non ti dovrien punger li strali,"Ora, invece, la punta delle sorprese."
trad_divina_commedia_paradiso_4_2.csv,"d'ammirazione omai, poi dietro ai sensi",deve smussarsi per te: vedi che la ragione
trad_divina_commedia_paradiso_4_2.csv,vedi che la ragione ha corte l'ali.,che servono i sensi con le ali troppo corte.
trad_divina_commedia_paradiso_4_2.csv,Ma dimmi quel che tu da te ne pensi”.,Fammi vedere prima come te lo spieghi!”.
trad_divina_commedia_paradiso_4_2.csv,E io: “Ciò che n'appar qua sù diverso,"«Gli aspetti diversi che vi si trovano, dico,"
trad_divina_commedia_paradiso_4_2.csv,credo che fanno i corpi rari e densi”.,"Sono l’effetto, secondo me, dei corpi più o meno densi»."
trad_divina_commedia_paradiso_4_2.csv,Ed ella: “Certo assai vedrai sommerso,"Lei dice: ""Vedrai che la tua opinione"
trad_divina_commedia_paradiso_4_2.csv,"nel falso il creder tuo, se bene ascolti","è caduto nell’errore, se tu segui con cura"
trad_divina_commedia_paradiso_4_2.csv,l'argomentar ch'io li farò avverso.,La mia esposizione di argomentazioni contrarie.
trad_divina_commedia_paradiso_4_2.csv,La spera ottava vi dimostra molti,Nell'ottava sfera si osserva un gran numero di
trad_divina_commedia_paradiso_4_2.csv,"lumi, li quali e nel quale e nel quanto","di stelle, di cui si vede bene che, per la qualità"
trad_divina_commedia_paradiso_4_2.csv,notar si posson di diversi volti.,"Come per la grandezza, l’aspetto è diverso."
trad_divina_commedia_paradiso_4_2.csv,"Se raro e denso ciò facesser tanto,","Se il raro o il denso ne fossero la causa,"
trad_divina_commedia_paradiso_4_2.csv,"una sola virtù sarebbe in tutti,","in tutti si troverebbe una sola virtù,"
trad_divina_commedia_paradiso_4_2.csv,più e men distributa e altrettanto.,"più nell’uno, meno nell’altro, o allo stesso modo."
trad_divina_commedia_paradiso_4_2.csv,Virtù diverse esser convegnon frutti,Ma necessariamente virtù diverse
trad_divina_commedia_paradiso_4_2.csv,"di princìpi formali, e quei, for ch'uno,",i diversi principi formali danno prova;
trad_divina_commedia_paradiso_4_2.csv,seguiterieno a tua ragion distrutti.,Nel tuo ragionamento ne rimane solo uno.
trad_divina_commedia_paradiso_4_2.csv,"Ancor, se raro fosse di quel bruno",Se la densità è stata la causa delle macchie
trad_divina_commedia_paradiso_4_2.csv,"cagion che tu dimandi, o d'oltre in parte","che vuoi spiegarti, ne consegue che questo astro"
trad_divina_commedia_paradiso_4_2.csv,fora di sua materia sì digiuno,sarebbe in parte privato della sua materia;
trad_divina_commedia_paradiso_4_2.csv,"esto pianeto, o, sì come comparte","o, come quei corpi in cui si trova allo stesso tempo,"
trad_divina_commedia_paradiso_4_2.csv,"lo grasso e 'l magro un corpo, così questo","il grasso con il magro, sarebbe un volume"
trad_divina_commedia_paradiso_4_2.csv,nel suo volume cangerebbe carte.,"formato, a seconda del luogo, da più o meno foglie."
trad_divina_commedia_paradiso_4_2.csv,"Se 'l primo fosse, fora manifesto","Se il primo fosse, sarebbe manifesto."
trad_divina_commedia_paradiso_4_2.csv,"ne l'eclissi del sol, per trasparere",nelle eclissi: durante i raggi del sole
trad_divina_commedia_paradiso_4_2.csv,lo lume come in altro raro ingesto.,Attraversando lo spazio così rarefatto.
trad_divina_commedia_paradiso_4_2.csv,Questo non è: però è da vedere,Non è così: vediamo dunque l’altro caso;
trad_divina_commedia_paradiso_4_2.csv,"de l'altro; e s'elli avvien ch'io l'altro cassi,","e se posso dimostrare che non è meglio fondato,"
trad_divina_commedia_paradiso_4_2.csv,falsificato fia lo tuo parere.,Ne consegue che le tue ragioni sono false.
trad_divina_commedia_paradiso_4_2.csv,"S'elli è che questo raro non trapassi,","Dal momento che la luce non forma un buco,"
trad_divina_commedia_paradiso_4_2.csv,esser conviene un termine da onde,Ne consegue che esiste un punto in cui il suo contrario
trad_divina_commedia_paradiso_4_2.csv,lo suo contrario più passar non lassi;,Alla fine gli impedisce di spingersi oltre.
trad_divina_commedia_paradiso_4_2.csv,e indi l'altrui raggio si rifonde,"e respinge a sua volta i raggi del sole,"
trad_divina_commedia_paradiso_4_2.csv,così come color torna per vetro,"come il cristallo riflette i colori,"
