Original,Translate
"  la qual molte fïate l’omo ingombra sì che d’onrata impresa lo rivolve, come falso veder bestia quand’ombra","""So wie ein falsches Bild ein Tier verrückt macht, wenn es in einem Spiegel reflektiert wird, so kann der Mensch von Angst zerquetscht werden und vom Wagnis in Taten abbringen, die Verdienst verdienen."""
"  Da questa tema acciò che tu ti solve, dirotti perch’io venni e quel ch’io ’ntesi nel primo punto che di te mi dolve","""Um dir zu helfen aus dieser Angst herauszukommen, werde ich erklären, warum ich hierher kam und wie ich mich fühlte, als ich dein Leiden fühlte."""
"  Io era tra color che son sospesi, e donna mi chiamò beata e bella, tal che di comandare io la richiesi","""Während ich unter den vergessenen Seelen im Abgrund war, wurde ich von einer so schönen Frau gerufen, dass ich ihren Befehl anrief."""
"  Lucevan li occhi suoi più che la stella",Die schimmernde Helligkeit seiner Augen schien die eines Sterns zu sein.
" e cominciommi a dir soave e piana, con angelica voce, in sua favella: ","""Der Ton seiner Stimme war so süß wie das Lied eines Engels, und als er sprach, schien es, dass die Worte leise herauskamen."""
" ""O anima cortese mantoana, di cui la fama ancor nel mondo dura, e durerà quanto ’l mondo lontana,  ","""O edle Seele Mantuas, deren Erinnerung die Welt überleben wird, solange sie anhält."""
" l’amico mio, e non de la ventura, ne la diserta piaggia è impedito sì nel cammin, che vòlt’è per paura","""Er, der mich bedingungslos auf dem einsamen Bergrücken geliebt hatte, war so gelähmt von Angst, dass er umkehren musste."""
"  e temo che non sia già sì smarrito, ch’io mi sia tardi al soccorso levata, per quel ch’i’ ho di lui nel cielo udito","""Ich glaube, dass er von dem, was ich von oben über ihn gehört habe, schon so erschöpft ist, dass ich nicht rechtzeitig gekommen bin, um ihn zu retten."""
"  Or movi, e con la tua parola ornata e con ciò c’ ha mestieri al suo campare, l’aiuta sì ch’i’ ne sia consolata","""Startet sofort, füllt die Leere mit euren liebevollen Worten und tut alles in eurer Macht stehende, um mich zu retten und zu beruhigen."""
"  I’ son Beatrice che ti faccio andare","""Ich, Beatrice, werde dich führen."""
" vegno del loco ove tornar disio","Ich will wieder dorthin zurück, wo ich herkomme."
" amor mi mosse, che mi fa parlare","Ich habe die Liebe gespürt, die mich dazu brachte, hierher zu kommen und mit dir zu reden."
"  Quando sarò dinanzi al segnor mio, di te mi loderò sovente a lui""","""Wenn ich vor dem Herrn stehe, werde ich oft deinen Namen feiern."""
" Tacette allora, e poi comincia’ io:  ""O donna di virtù sola per cui l’umana spezie eccede ogne contento di quel ciel c’ ha minor li cerchi sui,  tanto m’aggrada il tuo comandamento, che l’ubidir, se già fosse, m’è tardi","""Dann schwieg er und ich sagte, """"O edle Dame, Sie sind ein Beispiel, auf die die Menschheit ist sehr stolz. Ihr Gebet findet mich so in Einklang, dass, auch wenn ich vor der Zeit getan hätte, wäre sowieso gekommen."""
" più non t’è uo’ ch’aprirmi il tuo talento","Du musst mir nur sagen, was du willst."
"  Ma dimmi la cagion che non ti guardi de lo scender qua giuso in questo centro de l’ampio loco ove tornar tu ardi""","""Möchtest du an den weiten Ort zurückkehren, von dem du kommst, aber was ist der Grund, warum du keine Angst hast, wenn du in diesen Höllenlosen Abgrund steigst?"""
"  ""Da che tu vuo’ saver cotanto a dentro, dirotti brievemente"", mi rispuose, ""perch’i’ non temo di venir qua entro","""""Sie sagte zu mir: """"Ich habe keine Angst, hereinzukommen, ich kann kurz erklären, warum, wenn Sie mehr Informationen wünschen""."""
"  Temer si dee di sole quelle cose c' hanno potenza di fare altrui male","Man darf nur solche Dinge fürchten, die die Kraft haben, anderen zu schaden."
" de l'altre no, ché non son paurose","""nicht die anderen, denn sie bedrohen nicht."""
"  I’ son fatta da Dio, sua mercé, tale, che la vostra miseria non mi tange, né fiamma d’esto ’ncendio non m’assale","Gott hat mich so gesegnet, dass Armut mich nicht berühren kann und kein Feuer der Hölle mir schaden kann."
"  Donna è gentil nel ciel che si compiange di questo 'mpedimento ov'io ti mando, sì che duro giudicio là sù frange","""Es gibt eine edle Frau im Himmel, die für diese Barriere leid tut, und ich bitte dich um deine Hilfe, damit wir den harten göttlichen Satz überwinden können."""
"  Questa chiese Lucia in suo dimando e disse: - Or ha bisogno il tuo fedele di te, e io a te lo raccomando -","""Lucia, dein treuer Mensch braucht dich. Bitte lass mich empfehlen, dass du dich um ihn kümmerst."""
"  Lucia, nimica di ciascun crudele, si mosse, e venne al loco dov’i’ era, che mi sedea con l’antica Rachele","""Lucia, Freund der Barmherzigen, ging so weit, wie Rachel und ich waren von großem Alter."""
"  Disse: - Beatrice, loda di Dio vera, ché non soccorri quei che t’amò tanto, ch’uscì per te de la volgare schiera?  Non odi tu la pieta del suo pianto, non vedi tu la morte che ’l combatte su la fiumana ove ’l mar non ha vanto? -","„Beatrice, du, die du von Gott gereizt worden bist, warum hilfst du nicht dem, der so viel Liebe gehabt hat, die vulgäre Menge zu überwinden? Spürst du nicht die Angst seiner Tränen? Siehst du nicht den Tod im Kampf mit dem Meer der stürmischen Sünde?"
"  Al mondo non fur mai persone ratte a far lor pro o a fuggir lor danno, com’io, dopo cotai parole fatte,  venni qua giù del mio beato scanno, fidandomi del tuo parlare onesto, ch’onora te e quei ch’udito l’ hanno""","Nie war jemand so schnell in der Verfolgung ihrer eigenen Interessen oder der Flucht vor ihrem eigenen Unglück wie ich, nachdem er auf Ihre edlen Worte, Adlige, die Sie ehren und die, die gehört haben ""."""
"  Poscia che m’ebbe ragionato questo, li occhi lucenti lagrimando volse, per che mi fece del venir più presto","""Nachdem ich mir das mit glänzenden Tränenaugen erzählt hatte, fühlte ich mich bewegt, schneller zu kommen."
"  E venni a te così com’ella volse: d’inanzi a quella fiera ti levai che del bel monte il corto andar ti tolse","Ich bin zu euch gekommen, wie ihr wollt: Ich habe euch vor dem stolzen Tier bewahrt, das euch einen sanften Aufstieg zum Hügel verboten hat."
"  Dunque: che è perché, perché restai, perché tanta viltà nel core allette, perché ardire e franchezza non hai,  ","""Warum steckst du nach allem, was du durchgemacht hast, hier fest? Warum widerstehst du Angst und adoptierst Willenskraft, scheint für dich eine unmögliche Aufgabe zu sein?"""
"  poscia che tai tre donne benedette curan di te ne la corte del cielo, ",Drei gesegnete Heilige beten für euch im Himmelreich.
"  e ’l mio parlar tanto ben ti promette?""","Mein Versprechen ist es, dir alles Gute zu bringen."
"  Quali fioretti dal notturno gelo chinati e chiusi, poi che ’l sol li ’mbianca, si drizzan tutti aperti in loro stelo,  ","""Als sich Blumen unter dem Nachtfrost beugen, aber Sonnenstrahlen sie erhellen und ihre Stängel hochheben, riechen Pflanzen die Luft im Morgengrauen."""
"tal mi fec’io di mia virtude stanca, e tanto buono ardire al cor mi corse, ch’i’ cominciai come persona franca:  ","""Ich griff auf meine müde moralische Stärke zurück, und mein Herz war voll Freimut, so daß ich mit neuer Kraft zu sprechen begann:"""
"""Oh pietosa colei che mi soccorse","""Oh Frau mit einem Eisherz, die mir gerade geholfen hatte"""
" e te cortese ch’ubidisti tosto a le vere parole che ti porse","und du gehorchtest sogleich den wahren Worten, die er zu dir sagte"
"  Tu m’ hai con disiderio il cor disposto sì al venir con le parole tue, ch’i’ son tornato nel primo proposto","Ihre Worte hatten mich zu einem so großen Wunsch geführt, dass ich zu meiner ursprünglichen Absicht zurückgekehrt war, zu kommen."
"  Or va, ch’un sol volere è d’ambedue: tu duca, tu segnore e tu maestro""","""Wir haben beide das gleiche Verlangen: Du bist mein Führer, mein Herrscher, und ich werde dich als deinen Führer nehmen. Lass uns jetzt gehen!"""
" Così li dissi e poi che mosso fue,  ","""Ich zeigte ihm die Richtung, und nachdem er den Weg der Reise gegangen war"""
" intrai per lo cammino alto e silvestro",Ich stand vor dem schwierigen und undurchdringlichen Pfad
"’Per me si va ne la città dolente, per me si va ne l'etterno dolore, per me si va tra la perduta gente","""Du betrittst die Stadt des Schmerzes durch mich, ich führe zu diesem Ort des unendlichen Leidens, ich wandle unter den zerstreuten Seelen."""
" Giustizia mosse il mio alto fattore",Mein höchster Schöpfer hat zu Recht gehandelt.
" fecemi la divina podestate, la somma sapïenza e ’l primo amore","""Die höchste Macht, die höchste Weisheit und die Urliebe sind mir gewährt worden."""
"  Dinanzi a me non fuor cose create se non etterne, e io etterno duro","""Vor mir existierte nur das Ewige, und ich werde für immer bleiben."""
" Lasciate ogne speranza, voi ch’intrate’","""Wer die Schwelle dieses Ortes überschreitet, verlässt alle Hoffnung."""
"  Queste parole di colore oscuro vid’ïo scritte al sommo d’una porta",Ich sah diese Worte in düsterer Tinte über einer Tür geschrieben.
" per ch’io: ""Maestro, il senso lor m’è duro""","Ich fragte meinen Lehrer, warum ich die Bedeutung nicht verstehen konnte."
"  Ed elli a me, come persona accorta: ""Qui si convien lasciare ogne sospetto","""Als weiser Mann sagte er zu mir: ""Es ist notwendig, unverzüglich zu handeln."""
" ogne viltà convien che qui sia morta",Du musst keine Angst haben.
"  Noi siam venuti al loco ov’i’ t’ ho detto che tu vedrai le genti dolorose c’ hanno perduto il ben de l’intelletto""","Wir kamen zu dem Punkt, wo ich euch erwartete, die verurteilten Seelen zu beobachten, die nicht mehr den Segen der himmlischen Weisheit haben."
"  E poi che la sua mano a la mia puose con lieto volto, ond’io mi confortai, mi mise dentro a le segrete cose","""Nachdem er mich in eine schützende Umarmung gewickelt hatte, tröstete mich sein lächelndes Gesicht und begleitete mich an jenen Ort, der sich von der irdischen Existenz unterscheidet."""
"  Quivi sospiri, pianti e alti guai risonavan per l’aere sanza stelle, per ch’io al cominciar ne lagrimai","""Die Seufzer, Tränen und Klagen rissen die Nacht ohne Sterne auf und brachten mich von Anfang an zum Weinen."""
"  Diverse lingue, orribili favelle, parole di dolore, accenti d’ira, voci alte e fioche, e suon di man con elle  facevano un tumulto, il qual s’aggira sempre in quell’aura sanza tempo tinta, come la rena quando turbo spira","""Unbekannte Aussprachen, Schmerzschreie, Lästerungen voller Wut, harte und erstickte Stimmen, die sich mit dem Klang der geschlagenen Hände im Rhythmus vermischen, erzeugten ein donnerliches Brüllen, das wie der Sand im Wind während eines Sturms in die stille Luft stürzt."""
"  E io ch’avea d’error la testa cinta, dissi: ""Maestro, che è quel ch’i’ odo? e che gent’è che par nel duol sì vinta?""","""Ich hatte meine Verwirrungen und so fragte ich: ""Meister, was fühle ich? Und wer sind diese durch Unzufriedenheit niedergeschlagen?"""
"  Ed elli a me: ""Questo misero modo tegnon l’anime triste di coloro che visser sanza ’nfamia e sanza lodo","Er sagte: ""Das ist das traurige Schicksal derer, die weder in Herrlichkeit noch in Schmach lebten."""
"  Mischiate sono a quel cattivo coro de li angeli che non furon ribelli né fur fedeli a Dio, ma per sé fuoro","""Ich gehöre zu jenen Engeln, die sich weder an der Rebellion gegen Gott beteiligt noch dem Herrn gegenüber loyal sind, sondern sich an einer neutralen Haltung gehalten haben."""
"  Caccianli i ciel per non esser men belli, né lo profondo inferno li riceve, ch’alcuna gloria i rei avrebber d’elli""","Weder der Himmel hält sie zurück, um ihre Majestät nicht zu trüben, noch gewährt ihnen die Hölle einen Platz unter seinen Höllen, weil die Verurteilten von ihrer Schar keine Herrlichkeit erlangen können."""
"  E io: ""Maestro, che è tanto greve a lor che lamentar li fa sì forte?""","""Ich fragte den Meister: ""Was verursacht ihnen so viel Schmerz, dass sie solche Beschwerden verursachen?"""
" Rispuose: ""Dicerolti molto breve","Er sagte zu mir: ""Ich werde dir eine kurze Erklärung geben."""
"  Questi non hanno speranza di morte, e la lor cieca vita è tanto bassa, che ’nvidïosi son d’ogne altra sorte","""Seelen können nicht hoffen, von ihrem gegenwärtigen elenden Zustand befreit zu werden, sie sehnen sich eifrig nach einem anderen Schicksal."""
"  Fama di loro il mondo esser non lassa",Es gibt keine Anzeichen für ihren Übergang in die Welt.
" misericordia e giustizia li sdegna: ",Gottes Barmherzigkeit und Gerechtigkeit sind deswegen empört.
" non ragioniam di lor, ma guarda e passa""","""Lasst uns sie ignorieren, ihnen einen kurzen Blick geben und weiterziehen."""
"  E io, che riguardai, vidi una ’nsegna che girando correva tanto ratta, che d’ogne posa mi parea indegna","""Und ich bemerkte ein Zeichen, das so schnell rollte, dass es nie enden musste."""
"  e dietro le venìa sì lunga tratta di gente, ch’i’ non averei creduto che morte tanta n’avesse disfatta","""Dahinter waren so viele Seelen, dass ich nie dachte, der Tod hätte so viele Leben genommen."""
"  Poscia ch’io v’ebbi alcun riconosciuto, vidi e conobbi l’ombra di colui che fece per viltade il gran rifiuto","""Als ich einige von ihnen erkannt hatte, sah ich die Gestalt derer, die ein großes Schicksal verächtlich abgelehnt hatten."""
"  Incontanente intesi e certo fui che questa era la setta d’i cattivi, a Dio spiacenti e a’ nemici sui","Ich erkannte sofort, dass sie die Feiglinge waren, die von Gott so gehasst wurden wie von seinen Gegnern."
"  Questi sciaurati, che mai non fur vivi, erano ignudi e stimolati molto da mosconi e da vespe ch’eran ivi","""Diese Unglücklichen, die nie eine wirkliche Existenz gelebt haben, wurden von Fliegen und Wespen in jede Richtung entdeckt und geärgert."""
"  Elle rigavan lor di sangue il volto, che, mischiato di lagrime, a’ lor piedi da fastidiosi vermi era ricolto","""Ihr blutiges Gesicht fiel auf den Boden, begleitet von Tränen, die dann von abstoßenden Würmern aufgegriffen wurden."""
"  E poi ch’a riguardar oltre mi diedi, vidi genti a la riva d’un gran fiume","""Als ich seinen Blick untersuchte, sah ich Seelen in der Nähe eines großen Flusses."""
