Original,Translate
" Com’ io l’ho tratto, saria lungo a dirti",Sería mucho tiempo para explicar cómo lo llevé hasta aquí.
 de l’alto scende virtù che m’aiuta conducerlo a vederti e a udirti,"Del Cielo viene una virtud que me ayuda a traerlo aquí, a verte y oírte."
 Or ti piaccia gradir la sua venuta,"Ahora, por favor, denle la bienvenida a su venida."
" libertà va cercando, ch’è sì cara, come sa chi per lei vita rifiuta","busca la libertad, que es muy valiosa, ya que sabe quién en su nombre renuncia a su propia vida"
" Tu ’l sai, ché non ti fu per lei amara in Utica la morte, ove lasciasti la vesta ch’al gran dì sarà sì chiara","Tú lo sabes bien, porque trataste con la muerte en Utica para la libertad, donde dejaste el cuerpo que el Día del Juicio resplandecerá."
" Non son li editti etterni per noi guasti, ché questi vive e Minòs me non lega","Los edictos eternos no son rotos por nosotros, porque Dante está vivo y Minos no tiene poder sobre mí."
" ma son del cerchio ove son li occhi casti di Marzia tua, che ’n vista ancor ti priega, o santo petto, che per tua la tegni","Porque vengo del Círculo, donde están los ojos puros de tu esposa, Martiah, quien la ve, parece estar rogándote que la consideres todavía tuya, oh santo pecho."
 per lo suo amore adunque a noi ti piega,"en el nombre de su amor, por lo tanto, inclínate ante nosotros."
 Lasciane andar per li tuoi sette regni,Vamos por los siete marcos del purgatorio
" grazie riporterò di te a lei, se d’esser mentovato là giù degni»","Te lo agradeceré delante de ella, si aceptas que te mencionen allí."
" «Marzïa piacque tanto a li occhi miei mentre ch’i’ fu’ di là», ","Mientras viviera, Martiah estaba tan encantada en mis ojos."
" diss’ elli allora, ",Entonces dijo:
" «che quante grazie volse da me, fei",que he cumplido todos sus deseos
" Or che di là dal mal fiume dimora, più muover non mi può, per quella legge che fatta fu quando me n’usci’ fora","Ahora que reside más allá del río infernal, ya no puede moverme, en virtud de esa ley que se promulgó cuando salí de él."
" Ma se donna del ciel ti move e regge, come tu di’, non c’è mestier lusinghe","Pero si una mujer bendita, como dices, mueve tus pasos, no necesitas halagos."
 bastisi ben che per lei mi richegge,Todo lo que tienes que hacer es rezarme en su nombre.
" Va dunque, e fa che tu costui ricinghe d’un giunco schietto e che li lavi ’l viso, sì ch’ogne sucidume quindi stinghe","Ve pues, y hazle ceñir sus lomos de una litera lisa, y lava su rostro, para quitar de ella toda inmundicia."
" ché non si converria, l’occhio sorpriso d’alcuna nebbia, andar dinanzi al primo ministro, ch’è di quei di paradiso","De hecho, no sería apropiado aparecer ante el primer ministro del Paraíso con el ojo velado por alguna niebla"
" Questa isoletta intorno ad imo ad imo, là giù colà dove la batte l’onda, porta di giunchi sovra ’l molle limo","Esta pequeña isla, en sus partes inferiores, donde es golpeada por las olas, está llena de juncos en los manantiales de barro"
" null’ altra pianta che facesse fronda o indurasse, vi puote aver vita, però ch’a le percosse non seconda","Ninguna otra planta que tuviera ramas o un tronco rígido puede crecer allí, porque no se inclinaría ante el ímpetu de las olas."
 Poscia non sia di qua vostra reddita,Entonces tu regreso no es así.
" lo sol vi mosterrà, che surge omai, prendere il monte a più lieve salita»","el sol, que ahora se levanta, le mostrará la dirección donde encontrar fácil acceso a la montaña"
 Così sparì,Así que desapareció.
" e io sù mi levai sanza parlare, e tutto mi ritrassi al duca mio, e li occhi a lui drizzai","Y me levanté sin hablar, y me acerqué a mi guía, y volví mi mirada hacia él."
 El cominciò,Empezó.
" «Figliuol, segui i miei passi","Hijo, sigue mis pasos."
" volgianci in dietro, ché di qua dichina questa pianura a’ suoi termini bassi»","Volvamos, porque desde aquí la llanura declina suavemente hacia el punto más bajo."
" L’alba vinceva l’ora mattutina che fuggia innanzi, sì che di lontano conobbi il tremolar de la marina","La luz del alba fue la última hora de la noche que huyó delante de ella, de modo que desde lejos vi el temblor de la superficie del mar."
" Noi andavam per lo solingo piano com’ om che torna a la perduta strada, che ’nfino ad essa li pare ire in vano","Fuimos a lo largo de la llanura solitaria, como alguien que encontró el camino perdido y que, a él, creyó caminar en vano."
" Quando noi fummo là ’ve la rugiada pugna col sole, per essere in parte dove, ad orezza, poco si dirada, ","Cuando estábamos allí donde el rocío pelea con el sol, porque es en el punto donde hay sombra y se evapora poco,"
 ambo le mani in su l’erbetta sparte soavemente ’l mio maestro pose,"Mi amo puso ambas manos en la hierba, con las palmas abiertas"
" ond’ io, che fui accorto di sua arte, porsi ver’ lui le guance lagrimose","Entonces yo, que había entendido lo que quería hacer, puse mis mejillas contra él todavía manchadas de llanto."
 ivi mi fece tutto discoverto quel color che l’inferno mi nascose,Descubrió el color de mi cara que el infierno había escondido.
" Venimmo poi in sul lito diserto, che mai non vide navicar sue acque omo, che di tornar sia poscia esperto","Luego llegamos a la orilla del desierto, que nunca vio a nadie navegar, que fue capaz de volver."
 Quivi mi cinse sì com’ altrui piacque,Aquí Virgil me ciñó como Cato le había dicho.
 oh maraviglia,¡Qué maravilla!
" ché qual elli scelse l’umile pianta, cotal si rinacque subitamente là onde l’avelse","Porque después que rasgó la humilde planta que había escogido, ésta renació inmediatamente como en el mismo lugar."
 Già era ’l sole a l’orizzonte giunto lo cui meridïan cerchio coverchia Ierusalèm col suo più alto punto,El sol ya había llegado al horizonte cuyo meridiano supera a Jerusalén con su punto más alto
" e la notte, che opposita a lui cerchia, uscia di Gange fuor con le Bilance, che le caggion di man quando soverchia","Y la noche, que gira en la posición opuesta del sol, salió del Ganges en conjunción con la Libra, y no es así cuando su duración excede la del día."
" sì che le bianche e le vermiglie guance, là dov’ i’ era, de la bella Aurora per troppa etate divenivan rance","Así que las mejillas blancas y rojas de la hermosa Aurora, donde yo estaba, por el paso del tiempo se volvió naranja"
" Noi eravam lunghesso mare ancora, come gente che pensa a suo cammino, che va col cuore e col corpo dimora","Todavía estábamos en la orilla, como alguien que piensa en el camino que debe tomar y está listo con el deseo, pero duda con el cuerpo"
" Ed ecco, qual, sorpreso dal mattino, per li grossi vapor Marte rosseggia giù nel ponente sovra ’l suol marino, ","Y he aquí, como cuando Marte, nublado por la mañana, enrojecido por espeso vapor al occidente sobre la superficie del mar,"
" cotal m’apparve, s’io ancor lo veggia, un lume per lo mar venir sì ratto, che ’l muover suo nessun volar pareggia","Así que se me apareció una luz que venía del mar, tan rápido que ningún pájaro se movía tan rápido."
" Dal qual com’ io un poco ebbi ritratto l’occhio per domandar lo duca mio, rividil più lucente e maggior fatto","Tan pronto como me alejé un poco de ella para preguntarle a mi profesor, lo vi más brillante y más grande"
" Poi d’ogne lato ad esso m’appario un non sapeva che bianco, e di sotto a poco a poco un altro a lui uscìo","Entonces a cada lado me pareció ver una blancura indefinida, y poco a poco debajo apareció otra."
" Lo mio maestro ancor non facea motto, mentre che i primi bianchi apparver ali","Mi maestro no dijo nada, hasta que pareció que el primer blanco eran las alas."
" allor che ben conobbe il galeotto, gridò","Cuando conoció a ese cabeza de chorlito, me gritó:"
" «Fa, fa che le ginocchia cali","Arriba, arriba, dobla las rodillas."
 Ecco l’angel di Dio,Aquí está el ángel de Dios
 piega le mani,Junta las manos.
 omai vedrai di sì fatti officiali,Ya verás ministros de este tipo.
" Vedi che sdegna li argomenti umani, sì che remo non vuol, né altro velo che l’ali sue, tra liti sì lontani","Vea cómo rechaza los instrumentos humanos, para que no quiera remos, u otras velas que no son sus alas, incluso en lugares tan lejanos"
" Vedi come l’ha dritte verso ’l cielo, trattando l’aere con l’etterne penne, che non si mutan come mortal pelo»","Vea cómo los sostiene directamente al cielo, cortando el aire con plumas eternas que no caen como plumas mortales."
" Poi, come più e più verso noi venne l’uccel divino, più chiaro appariva","Entonces, tan pronto como el pájaro divino vino hacia nosotros, apareció más claramente"
" per che l’occhio da presso nol sostenne, ma chinail giuso","Entonces mis ojos no miraron de cerca, pero me vi obligado a inclinarlos."
" e quei sen venne a riva con un vasello snelletto e leggero, tanto che l’acqua nulla ne ’nghiottiva","Y llegó a tierra con un bote angosto y ligero, hasta el punto de que no se hundió en el agua en absoluto."
" Da poppa stava il celestial nocchiero, tal che faria beato pur descripto","El divino timonel estaba de pie en la popa, y era tal que él haría bendito sólo para describirlo"
 e più di cento spirti entro sediero,Y en la barca había más de cien espíritus.
 ‘In exitu Isräel de Aegypto’ cantavan tutti insieme ad una voce con quanto di quel salmo è poscia scripto,"Todos juntos cantaron el Salmo con una sola voz en la huida de Israel de Egipto, aun con los siguientes versículos:"
 Poi fece il segno lor di santa croce,Y les hizo la señal de la cruz.
 ond’ ei si gittar tutti in su la piaggia,"Y todos cayeron en la playa,"
" ed el sen gì, come venne, veloce","Y se fue, tan rápido como había venido."
" La turba che rimase lì, selvaggia parea del loco, rimirando intorno come colui che nove cose assaggia","El grupo de almas que se quedó allí parecía inexperto en el lugar, y miraba a su alrededor como el que experimentaba cosas nuevas"
" Da tutte parti saettava il giorno lo sol, ch’avea con le saette conte di mezzo ’l ciel cacciato Capricorno, ","El sol sopló el día desde todos los lados, habiendo expulsado ya el Capricornio desde el punto medio del cielo con las flechas infalibles,"
" quando la nova gente alzò la fronte ver’ noi, dicendo a noi","cuando los recién llegados se volvieron hacia nosotros, diciéndonos,"
" «Se voi sapete, mostratene la via di gire al monte»","Si lo sabes, muéstranos el camino a la montaña."
 E Virgilio rispuose,"Y Virgil le respondió, diciendo:"
 «Voi credete forse che siamo esperti d’esto loco,Pueden creer que somos expertos en este lugar.
 ma noi siam peregrin come voi siete,Pero somos extraños como tú.
" Dianzi venimmo, innanzi a voi un poco, per altra via, che fu sì aspra e forte, che lo salire omai ne parrà gioco»","Acabamos de llegar, justo antes que ustedes, a través de otro camino que era tan difícil que el ascenso de la montaña en comparación nos parecerá una broma."
" L’anime, che si fuor di me accorte, per lo spirare, ch’i’ era ancor vivo, maravigliando diventaro smorte","Las almas, que se habían dado cuenta de que yo estaba vivo cuando respiraba, palidecían de asombro"
" E come a messagger che porta ulivo tragge la gente per udir novelle, e di calcar nessun si mostra schivo, ","Y como el pueblo se junta alrededor del mensajero que trae noticias de paz, y nadie es desobedecido para apresurarse,"
" così al viso mio s’affisar quelle anime fortunate tutte quante, quasi oblïando d’ire a farsi belle","Así que esas almas afortunadas se reunieron alrededor de mi cara, casi olvidando ir y purificarse."
" Io vidi una di lor trarresi avante per abbracciarmi con sì grande affetto, che mosse me a far lo somigliante","Vi a uno de ellos venir hacia adelante para abrazarme, con tanto afecto que me motivó a hacer lo mismo"
" Ohi ombre vane, fuor che ne l’aspetto","Oh, sombras inconsistentes, excepto en apariencia"
" tre volte dietro a lei le mani avvinsi, e tante mi tornai con esse al petto","Tres veces traté de abrazarla con mis manos, y la encontré vacía en mi pecho."
" Di maraviglia, credo, mi dipinsi",Creo que me sorprendió mucho.
" per che l’ombra sorrise e si ritrasse, e io, seguendo lei, oltre mi pinsi","Entonces la sombra sonrió y se apartó, y la seguí y me empujó un poco lejos."
 Soavemente disse ch’io posasse,Con cuidado me dijo que me detuviera.
" allor conobbi chi era, e pregai che, per parlarmi, un poco s’arrestasse",Entonces lo reconocí y le rogué que se detuviera un rato y me hablara.
 Rispuosemi,Él me contestó.
" «Così com’ io t’amai nel mortal corpo, così t’amo sciolta","Como te he amado en el cuerpo mortal, así te amo ahora que soy un alma."
 però m’arresto,"Es por eso que me detengo,"
 ma tu perché vai?»,¿Por qué estás aquí?
" «Casella mio, per tornar altra volta là dov’ io son, fo io questo vïaggio», diss’ io","""Mi casa, hago este viaje para volver aquí de nuevo donde estoy"" , dije"
 «ma a te com’ è tanta ora tolta?»,"Pero, ¿cómo es que sólo llegas aquí ahora?"
 Ed elli a me,Y él a mí
" «Nessun m’è fatto oltraggio, se quei che leva quando e cui li piace, più volte m’ha negato esto passaggio","""No he sido agraviado, si el ángel, que toma cuándo y quién quiere, me ha negado muchas veces traerme aquí."
 ché di giusto voler lo suo si face,Porque su voluntad es conforme a lo divino.
" veramente da tre mesi elli ha tolto chi ha voluto intrar, con tutta pace","Sin embargo, durante tres meses ha dado la bienvenida en el barco a todos los que querían subirse a él, sin oponerse"
" Ond’ io, ch’era ora a la marina vòlto dove l’acqua di Tevero s’insala, benignamente fu’ da lui ricolto","Entonces yo, que me volví hacia el mar donde fluía el Tíber, fui amablemente recibido por él."
" A quella foce ha elli or dritta l’ala, però che sempre quivi si ricoglie qual verso Acheronte non si cala»","Ahora él ha enderezado el ala hacia esa boca, ya que cada alma que no está destinada al Infierno está siempre reunida allí."
 E io,Y yo
" «Se nuova legge non ti toglie memoria o uso a l’amoroso canto che mi solea quetar tutte mie doglie, ","Si una nueva ley no te quita la memoria o el hábito de una canción amorosa que solía apaciguar todos mis deseos,"
" di ciò ti piaccia consolare alquanto l’anima mia, che, con la sua persona venendo qui, è affannata tanto»","con ella por favor consola un poco mi alma, que venir aquí con el cuerpo físico es tan fatigado (Traducido con Google Translate)"
" ‘Amor che ne la mente mi ragiona’ cominciò elli allor sì dolcemente, che la dolcezza ancor dentro mi suona","Y comenzó a cantar, Amor que me razona en mi mente, tan suavemente, que la dulzura de esa canción todavía resuena dentro de mí."
" Lo mio maestro e io e quella gente ch’eran con lui parevan sì contenti, come a nessun toccasse altro la mente","Mi maestro y yo y esas almas que estaban con él parecíamos tan felices, como si nuestras mentes no estuvieran conmovidas por ningún pensamiento."
 Noi eravam tutti fissi e attenti a le sue note,"Todos estábamos decididos en las notas,"
 ed ecco il veglio onesto gridando,"cuando el anciano digno vino y lloró,"
" «Che è ciò, spiriti lenti? ","¿Qué significa esto, espíritus lentos?"
" qual negligenza, quale stare è questo? ","¿Qué negligencia, qué retraso es este?"
 Correte al monte a spogliarvi lo scoglio ch’esser non lascia a voi Dio manifesto»,Corre a la montaña y quita el entusiasmo que no te permite ver a Dios.
" Come quando, cogliendo biado o loglio, li colombi adunati a la pastura, queti, sanza mostrar l’usato orgoglio, ","Como cuando las palomas, capturando biada o pan, se reunieron para la comida, tranquilas y sin mostrar el orgullo habitual,"
" se cosa appare ond’ elli abbian paura, subitamente lasciano star l’esca, perch’ assaliti son da maggior cura",si algo aparece que los asusta inmediatamente dejan la comida porque son atacados por una mayor preocupación
" così vid’ io quella masnada fresca lasciar lo canto, e fuggir ver’ la costa, com’ om che va, né sa dove rïesca","Así que vi esas almas tan pronto como llegaste, dejar la canción, y correr a la montaña como alguien que va sin un objetivo preciso."
 né la nostra partita fu men tosta,y nuestra huida no fue menos precipitada
" Avvegna che la subitana fuga dispergesse color per la campagna, ","Aunque la fuga repentina había dispersado almas a lo largo de la playa,"
" rivolti al monte ove ragion ne fruga, i’ mi ristrinsi a la fida compagna","A la montaña donde la justicia divina nos atormenta, me aferré a mi guía confiable."
 e come sare’ io sanza lui corso? chi m’avria tratto su per la montagna? El mi parea da sé stesso rimorso,¿Y cómo me habría ido sin él?¿Quién me habría hecho subir a la montaña?Me pareció que estaba conmovido por el remordimiento.
" o dignitosa coscïenza e netta, come t’è picciol fallo amaro morso","¡Oh, digna y pura conciencia, que el tormento amargo causa el menor error en ti!"
" Quando li piedi suoi lasciar la fretta, che l’onestade ad ogn’ atto dismaga, ","Cuando sus pies dejaron la prisa que menosprecia cada acto de decoro,"
" la mente mia, che prima era ristretta, ","Mi mente, que antes estaba fija en un pensamiento,"
" lo ’ntento rallargò, sì come vaga, e diedi ’l viso mio incontr’ al poggio che ’nverso ’l ciel più alto si dislaga","Se extendió mientras podía ver cualquier otra cosa, y así miré hacia la montaña que estaba en el cielo más alto que cualquier otra."
" Lo sol, che dietro fiammeggiava roggio, rotto m’era dinanzi a la figura, ch’avëa in me de’ suoi raggi l’appoggio","El sol, rojo resplandeciente detrás de mi espalda, fue interrumpido delante de mí por mi cuerpo, que se interponía en el camino de sus rayos."
" Io mi volsi dallato con paura d’essere abbandonato, quand’ io vidi solo dinanzi a me la terra oscura","Me volví a un lado con miedo a ser abandonado, cuando vi que había una sombra sólo antes de mí"
 e ’l mio conforto,y mi consuelo
" «Perché pur diffidi?», a dir mi cominciò tutto rivolto","""¿Por qué sigues siendo cauteloso?"", empezó a decirme con gran atención."
 «non credi tu me teco e ch’io ti guidi? Vespero è già colà dov’ è sepolto lo corpo dentro al quale io facea ombra,¿No crees que estoy aquí contigo para guiarte?Ya es de noche donde el cuerpo está enterrado en el que estaba en la sombra.
" Napoli l’ha, e da Brandizio è tolto",está en Nápoles y ha sido transferido allí por Brindisi
" Ora, se innanzi a me nulla s’aombra, non ti maravigliar più che d’i cieli che l’uno a l’altro raggio non ingombra","Ahora, si no pongo ninguna sombra delante de mí, no te asombres más de que los cielos no obstaculicen el paso de la luz de uno a otro."
" A sofferir tormenti, caldi e geli simili corpi la Virtù dispone che, come fa, non vuol ch’a noi si sveli","La voluntad divina hace que tales cuerpos sufran tormentos físicos, calor y heladas, y no quiere que sepamos cómo esto es posible"
 Matto è chi spera che nostra ragione possa trascorrer la infinita via che tiene una sustanza in tre persone,Es una locura esperar que nuestra razón pueda ir por el camino infinito que sólo contiene una sustancia en tres personas.
" State contenti, umana gente, al quia","Estad contentos, hombres, con esto."
" ché, se potuto aveste veder tutto, mestier non era parturir Maria","De hecho, si hubieras podido ver todo, no habría sido necesario que María diera a luz a Jesús."
" e disïar vedeste sanza frutto tai che sarebbe lor disio quetato, ch’etternalmente è dato lor per lutto","Y habéis visto el deseo de filósofos tan profundos en vano, que, si fuera posible, habrían cumplido su deseo, que es su castigo eterno."
 io dico d’Aristotile e di Plato e di molt’ altri»,"Hablo de Aristóteles, Platón y muchos otros."
" e qui chinò la fronte, e più non disse, e rimase turbato","Y luego se inclinó la frente, y no añadió más, y se turbó."
 Noi divenimmo intanto a piè del monte,Pero habíamos llegado al pie de la montaña.
" quivi trovammo la roccia sì erta, che ’ndarno vi sarien le gambe pronte",Aquí encontramos la pared rocosa tan empinada que en vano intentaríamos escalarla con nuestras piernas.
" Tra Lerice e Turbìa la più diserta, la più rotta ruina è una scala, verso di quella, agevole e aperta",La roca más escarpada y escarpada de Liguria en comparación con eso es una escalera de fácil acceso
" «Or chi sa da qual man la costa cala», ",¿Quién sabe de qué lado de la pared es menos empinada?
" disse ’l maestro mio fermando ’l passo, ","Dice mi maestro, parando el ritmo"
 «sì che possa salir chi va sanz’ ala?»,¿Para que los que no tienen alas puedan subir?
" E mentre ch’e’ tenendo ’l viso basso essaminava del cammin la mente, e io mirava suso intorno al sasso, ","Y mientras él, mirando hacia abajo en el suelo, reflexionaba en el camino a tomar, y yo miraba hacia arriba alrededor de la roca,"
" da man sinistra m’apparì una gente d’anime, che movieno i piè ver’ noi, e non pareva, sì venïan lente","Vi venir desde la izquierda un grupo de almas caminando hacia nosotros, y ni siquiera parecía proceder tan lentamente."
" «Leva», diss’ io, «maestro, li occhi tuoi","Le dije: ""Maestro, mira hacia arriba."
" ecco di qua chi ne darà consiglio, se tu da te medesmo aver nol puoi»","Ese es el que nos dará direcciones, si no puedes encontrarlas tú mismo."
" Guardò allora, e con libero piglio rispuose","Entonces él miró, y miró con calma, y respondió."
" «Andiamo in là, ch’ei vegnon piano","""Vamos por ese camino, porque vienen lentamente hacia nosotros."
" e tu ferma la spene, dolce figlio»","y fortaleces tu esperanza, dulce hijo"
" Ancora era quel popol di lontano, i’ dico dopo i nostri mille passi, quanto un buon gittator trarria con mano, ","Después de haber caminado mil pasos, esa línea seguía siendo el espacio que un buen lanzador cubriría lanzando una roca con su mano,"
" quando si strinser tutti ai duri massi de l’alta ripa, e stetter fermi e stretti com’ a guardar, chi va dubbiando, stassi","Y cuando todos estaban sobre el muro rocoso del monte, y estaban allí, mientras estaban de pie, y miraban al que iba, y estaba en duda."
" «O ben finiti, o già spiriti eletti», Virgilio incominciò, ","Virgil comenzó ""Oh espíritus muertos en la gracia de Dios y escogidos para la salvación,"
" «per quella pace ch’i’ credo che per voi tutti s’aspetti, ditene dove la montagna giace, sì che possibil sia l’andare in suso","en nombre de esa paz que creo que todos ustedes esperan, dígannos dónde la montaña es menos empinada, para que sea posible ascender."
 ché perder tempo a chi più sa più spiace»,"De hecho, cuanto más se sabe, más pena es que se quede atrás."
" Come le pecorelle escon del chiuso a una, a due, a tre, e l’altre stanno timidette atterrando l’occhio e ’l muso","Como las ovejas salen del redil, a uno, a dos, a tres, y las otras se paran de espaldas temerosos y sostienen el hocico y el ojo hacia abajo"
" e ciò che fa la prima, e l’altre fanno, addossandosi a lei, s’ella s’arresta, semplici e quete, e lo ’mperché non sanno","y lo que el primero hace también los otros, apoyándose en ella si se detiene, simple y manso, y no saben la razón"
" sì vid’ io muovere a venir la testa di quella mandra fortunata allotta, pudica in faccia e ne l’andare onesta","Así que vi la cabeza de esa hueste de almas afortunadas moviéndose hacia nosotros, modestas en apariencia y dignas en movimiento."
" Come color dinanzi vider rotta la luce in terra dal mio destro canto, sì che l’ombra era da me a la grotta, ","Tan pronto como vieron que echaba una sombra a mi mano derecha, de mí a la pared rocosa,"
" restaro, e trasser sé in dietro alquanto, e tutti li altri che venieno appresso, non sappiendo ’l perché, fenno altrettanto","Se detuvieron y retrocedieron un poco, y todos los demás espíritus que venían tras ellos, aunque no sabían por qué, hicieron lo mismo."
 «Sanza vostra domanda io vi confesso che questo è corpo uman che voi vedete,"""Sin que me preguntes, te digo inmediatamente que este cuerpo que ves es de carne y hueso."
 per che ’l lume del sole in terra è fesso,"Por lo tanto, la luz del sol es cortada de él, en la tierra."
" Non vi maravigliate, ma credete che non sanza virtù che da ciel vegna cerchi di soverchiar questa parete»","No te sorprendas, pero cree que Dante no trata de escalar esta pared sin la ayuda de una virtud que viene del Cielo."
 Così ’l maestro,Eso es lo que dijo el profesor.
" e quella gente degna «Tornate», disse, «intrate innanzi dunque», coi dossi de le man faccendo insegna",Y esas personas dignas dijeron: «¡Volved sobre vuestros pasos y marcadles con la palma de sus manos!»
 E un di loro incominciò,Y uno de ellos comenzó
" «Chiunque tu se’, così andando, volgi ’l viso","""Quienquiera que seas, mientras sigues caminando, vuélvete hacia mí"
 pon mente se di là mi vedesti unque»,y dime si alguna vez me has visto en la Tierra.
 Io mi volsi ver’ lui e guardail fiso,Me volví hacia él y lo miré cuidadosamente.
" biondo era e bello e di gentile aspetto, ma l’un de’ cigli un colpo avea diviso","Era rubio, guapo y noble, pero una de las cejas estaba dividida por un golpe."
" Quand’ io mi fui umilmente disdetto d’averlo visto mai, el disse","Cuando humildemente le dije que nunca lo había visto, se defendió."
 «Or vedi»,"""Ahora mira"""
 e mostrommi una piaga a sommo ’l petto,Y me mostró una llaga en el pecho.
 Poi sorridendo disse,Entonces sonrió y dijo:
" «Io son Manfredi, nepote di Costanza imperadrice","Soy Manfredi, nieto de la Emperatriz Constanza."
" ond’ io ti priego che, quando tu riedi, vadi a mia bella figlia, genitrice de l’onor di Cicilia e d’Aragona, ","Entonces te ruego, cuando vuelvas a la Tierra, que vayas con mi hermosa hija, madre de los dos herederos de la corona de Sicilia y Aragón,"
" e dichi ’l vero a lei, s’altro si dice","y decirle la verdad sobre mí, si le dices algo más sobre mi vida después de la muerte."
" Poscia ch’io ebbi rotta la persona di due punte mortali, io mi rendei, piangendo, a quei che volontier perdona","Después de recibir dos heridas mortales, me volví a Él en arrepentimiento y lágrimas que con gusto lo perdonó."
 Orribil furon li peccati miei,"Mis pecados fueron horribles,"
" ma la bontà infinita ha sì gran braccia, che prende ciò che si rivolge a lei",pero la bondad divina tiene brazos tan amplios que da la bienvenida a todos los que se dirigen a ella
