Original,Translate
" parvemi tanto allor del cielo acceso de la fiamma del sol, che pioggia o fiume lago non fece alcun tanto disteso",el cielo me pareció tan brillante por la luz del sol que la lluvia o un río nunca crearon un lago tan ancho
 La novità del suono e ’l grande lume di lor cagion m’accesero un disio mai non sentito di cotanto acume,"La novedad del sonido y de la luz intensa encendió en mí el deseo de conocer su causa, tan aguda como nunca la oí"
" Ond’ ella, che vedea me sì com’ io, a quïetarmi l’animo commosso, pria ch’io a dimandar, la bocca aprio e cominciò","Entonces ella, que leía en mi mente como yo mismo, antes de preguntarle algo abrió su boca para apaciguar mi alma turbulenta y dijo:"
" «Tu stesso ti fai grosso col falso imaginar, sì che non vedi ciò che vedresti se l’avessi scosso","Tú mismo te haces incapaz de comprender con una falsa imaginación, para que no veas lo que verías si fueras liberado."
" Tu non se’ in terra, sì come tu credi","No estás en la Tierra, tal como crees."
" ma folgore, fuggendo il proprio sito, non corse come tu ch’ad esso riedi»","pero un rayo, dejando su hogar natural, no corrió tan rápido como usted que usted vuelve al lugar que es realmente suyo (Traducido con Google Translate)"
" S’io fui del primo dubbio disvestito per le sorrise parolette brevi, dentro ad un nuovo più fu’ inretito e dissi","Si fui liberado de la primera duda a través de esas palabras breves y sonrientes, fui tomado por otra duda, y dije,"
 «Già contento requïevi di grande ammirazion,♪ Ahora mi gran maravilla ha disminuido
 ma ora ammiro com’ io trascenda questi corpi levi»,Pero ahora estoy asombrado de cómo puedo ascender más allá de estos cuerpos de luz.
" Ond’ ella, appresso d’un pïo sospiro, li occhi drizzò ver’ me con quel sembiante che madre fa sovra figlio deliro, e cominciò","Entonces ella, después de un suspiro devoto, me miró con la apariencia de una madre que se volvió hacia su hijo que dijo tonterías, y comenzó"
" «Le cose tutte quante hanno ordine tra loro, e questo è forma che l’universo a Dio fa simigliante","Todas las cosas creadas están ordenadas entre sí, y esta es la forma que hace al Universo como Dios."
" Qui veggion l’alte creature l’orma de l’etterno valore, il qual è fine al quale è fatta la toccata norma","En este orden las criaturas racionales ven la impronta de la virtud divina, que es el objetivo final de todo orden mismo"
" Ne l’ordine ch’io dico sono accline tutte nature, per diverse sorti, più al principio loro e men vicine","En este orden que digo todas las naturalezas reciben su inclinación, de diferentes maneras, más o menos cerca de su principio creador"
" onde si muovono a diversi porti per lo gran mar de l’essere, e ciascuna con istinto a lei dato che la porti","por lo que tienden a varios objetivos en la anchura del Universo, y cada uno es impulsado por un instinto dado a él"
 Questi ne porta il foco inver’ la luna,Este instinto trae fuego a la luna
 questi ne’ cor mortali è permotore,Conmueve los corazones de los seres irracionales
 questi la terra in sé stringe e aduna,Se aprieta y hace que la tierra cohesiva
" né pur le creature che son fore d’intelligenza quest’ arco saetta, ma quelle c’hanno intelletto e amore","Este instinto mueve no sólo a las criaturas inteligentes, sino también a las que tienen un alma racional."
" La provedenza, che cotanto assetta, del suo lume fa ’l ciel sempre quïeto nel qual si volge quel c’ha maggior fretta","La Providencia, que establece todo esto, siempre apacigua con su luz el Cielo en el que gira el más rápido"
" e ora lì, come a sito decreto, cen porta la virtù di quella corda che ciò che scocca drizza in segno lieto","y nos lleva allí, en cuanto a un sitio establecido, la fuerza de ese instinto natural que dirige a cada ser en movimiento a un fin exitoso"
" Vero è che, come forma non s’accorda molte fïate a l’intenzion de l’arte, perch’ a risponder la materia è sorda, ","Es cierto que, como la forma muchas veces no corresponde a la intención del artista, porque la materia no responde como debería,"
" così da questo corso si diparte talor la creatura, c’ha podere di piegar, così pinta, in altra parte","así que a veces la criatura racional se aleja de este curso, teniendo el poder de doblarse en otra dirección, aunque tan bien dirigida"
" e sì come veder si può cadere foco di nube, sì l’impeto primo l’atterra torto da falso piacere","y como puedes ver un rayo que cae de una nube, así el instinto natural puede hacer que el hombre se estire, atraído por el falso placer de los bienes terrenales"
" Non dei più ammirar, se bene stimo, lo tuo salir, se non come d’un rivo se d’alto monte scende giuso ad imo","Y no te asombrarás, si yo juzgo correctamente, que subas, sino como un río que fluye desde el monte hasta el valle."
" Maraviglia sarebbe in te se, privo d’impedimento, giù ti fossi assiso, com’ a terra quïete in foco vivo»","Sería asombroso si ustedes, sin impedimentos, hubieran permanecido en el suelo, al igual que un fuego que permaneció callado y no se levantó hacia arriba."
 Quinci rivolse inver’ lo cielo il viso,"Después de sus palabras, Beatrice volvió sus ojos al cielo"
" O voi che siete in piccioletta barca, desiderosi d’ascoltar, seguiti dietro al mio legno che cantando varca, ","Oh lectores que están en un pequeño barco, deseosos de escuchar, que siguen detrás de mi barco cantando en el mar,"
 tornate a riveder li vostri liti,Vuelve a la costa desde la que empezaste.
" non vi mettete in pelago, ché forse, perdendo me, rimarreste smarriti","No salgas al mar abierto, porque quizás perdiendo mi velatorio, te perderás a ti mismo."
 L’acqua ch’io prendo già mai non si corse,El agua por el que atravesé nunca fue atravesada por nadie.
" Minerva spira, e conducemi Appollo, e nove Muse mi dimostran l’Orse","Minerva sopla los vientos, y Apolos sostiene el timón, y las nueve Musas me muestran el rumbo correcto."
" Voialtri pochi che drizzaste il collo per tempo al pan de li angeli, del quale vivesi qui ma non sen vien satollo, ","Ustedes pocos, que se han nutrido a tiempo con el pan de los ángeles de los cuales aquí en la Tierra uno vive pero nunca se satisface,"
" metter potete ben per l’alto sale vostro navigio, servando mio solco dinanzi a l’acqua che ritorna equale","Usted puede ir a la alta mar con su barco, siguiendo mi velatorio antes de que el agua que vuelve igual"
" Que’ glorïosi che passaro al Colco non s’ammiraron come voi farete, quando Iasón vider fatto bifolco","Aquellos gloriosos que entraron en Colchis, cuando vieron a Jason convertirse en un granjero, no estaban tan sorprendidos como lo están haciendo ustedes."
 La concreata e perpetüa sete del deïforme regno cen portava veloci quasi come ’l ciel vedete,"La sed innata y continua del reino semejante a Dios nos crió, tan rápido como el movimiento celestial"
" Beatrice in suso, e io in lei guardava",Beatrice miró hacia arriba y yo miré hacia arriba en ella
" e forse in tanto in quanto un quadrel posa e vola e da la noce si dischiava, ","y tal vez en el mismo corto tiempo cuando una flecha es lanzada de la cuerda, vuela y alcanza el objetivo,"
 giunto mi vidi ove mirabil cosa mi torse il viso a sé,Llegué donde un maravilloso espectáculo atrajo mi mirada
" e però quella cui non potea mia cura essere ascosa, volta ver’ me, sì lieta come bella, ","y, por lo tanto, a ella a quien ninguno de mis pensamientos podía ocultarse, a mí, tan contento como ella era hermosa,"
" «Drizza la mente in Dio grata», mi disse, «che n’ha congiunti con la prima stella»","""Vuelve a tu mente y expresa tu gratitud a Dios,"" me dijo, ""que nos trajo a la primera estrella."""
" Parev’ a me che nube ne coprisse lucida, spessa, solida e pulita, quasi adamante che lo sol ferisse","Me pareció que nos cubría con una nube brillante, gruesa, sólida y clara, como un diamante iluminado por el sol."
" Per entro sé l’etterna margarita ne ricevette, com’ acqua recepe raggio di luce permanendo unita","La gema eterna nos abrazó dentro de sí mismo, mientras el agua recibe el rayo de sol que permanece unida"
" S’io era corpo, e qui non si concepe com’ una dimensione altra patio, ","Si tuviera un cuerpo sólido, y aquí no entiendes cómo una dimensión podría soportar a la otra,"
" ch’esser convien se corpo in corpo repe, ","lo que tiene que pasar si un cuerpo penetra en otro cuerpo,"
 accender ne dovria più il disio di veder quella essenza in che si vede come nostra natura e Dio s’unio,el deseo de ver esa esencia en la que se ve el misterio de la encarnación de lo divino
" Lì si vedrà ciò che tenem per fede, non dimostrato, ma fia per sé noto a guisa del ver primo che l’uom crede","Allí, veremos lo que creemos por medio de la fe, no se muestra racionalmente, sino que se da a conocer como las verdades a las que el hombre cree"
 Io rispuosi,Respondí.
" «Madonna, sì devoto com’ esser posso più, ringrazio lui lo qual dal mortal mondo m’ha remoto","""Mi señora, tan devota como usted no puede ser más, doy gracias a Dios que me separó del mundo mortal."
 Ma ditemi,Pero dime.
" che son li segni bui di questo corpo, che là giuso in terra fan di Cain favoleggiare altrui?»","¿Cuáles son los signos oscuros de esta estrella, que allí en la Tierra inducen a algunos a fabulizar a Caín?"
" Ella sorrise alquanto, e poi «S’elli erra l’oppinïon», mi disse, ","Sonrió un poco, y luego dijo: ""Si la opinión de los hombres está equivocada,"""
" «d’i mortali dove chiave di senso non diserra, certo non ti dovrien punger li strali d’ammirazione omai, ","en ese asunto donde los sentidos no dan explicaciones adecuadas, seguramente no debería sorprenderse por ahora,"
 poi dietro ai sensi vedi che la ragione ha corte l’ali,porque ves que la razón no siempre puede ir tras los sentidos
 Ma dimmi quel che tu da te ne pensi»,Pero dime tu opinión al respecto.
 E io,Y yo
 «Ciò che n’appar qua sù diverso credo che fanno i corpi rari e densi»,Creo que las diferencias en el brillo de las estrellas son causadas por la diferente densidad del cuerpo estelar.
 Ed ella,Y tú.
" «Certo assai vedrai sommerso nel falso il creder tuo, se bene ascolti l’argomentar ch’io li farò avverso","Por supuesto, verá que su pensamiento está totalmente equivocado, si escucha con atención los argumentos con los que voy a refutarlo."
" La spera ottava vi dimostra molti lumi, li quali e nel quale e nel quanto notar si posson di diversi volti","El octavo Cielo te muestra muchas estrellas, que aparecen diferentes en cantidad y calidad"
" Se raro e denso ciò facesser tanto, una sola virtù sarebbe in tutti, più e men distributa e altrettanto","Si esto fuera causado sólo por la densidad diferente, entonces en todo estaría presente la misma virtud, distribuida en mayor medida, menos o igual"
" Virtù diverse esser convegnon frutti di princìpi formali, e quei, for ch’uno, seguiterieno a tua ragion distrutti","En cambio, es necesario que las diferentes virtudes sean el producto de diferentes principios formales, que según su razonamiento se reducirían a sólo uno"
" Ancor, se raro fosse di quel bruno cagion che tu dimandi, o d’oltre in parte fora di sua materia sì digiuno esto pianeto, ","Además, si la razón por la que estás buscando diferente brillo era la densidad más baja, entonces este planeta estaría sin masa de un lado al otro,"
" o, sì come comparte lo grasso e ’l magro un corpo, così questo nel suo volume cangerebbe carte","o, como un cuerpo distribuye desigualmente grasa y delgada, por lo que la Luna tendría la diferencia de masa dentro de ella"
" Se ’l primo fosse, fora manifesto ne l’eclissi del sol, per trasparere lo lume come in altro raro ingesto","Si la primera hipótesis fuera cierta, esto se vería durante los eclipses del sol, porque la luz del sol brillaría como lo hace cuando entra en otro cuerpo diáfano."
 Questo non è,Esto no pasa.
 però è da vedere de l’altro,"Por lo tanto, queda por verificar la otra hipótesis"
" e s’elli avvien ch’io l’altro cassi, falsificato fia lo tuo parere","Y si refuto eso, entonces tu opinión será falsa."
" S’elli è che questo raro non trapassi, esser conviene un termine da onde lo suo contrario più passar non lassi","Si la Luna está enrarecida, pero no de lado a lado, debe haber un punto más allá del cual haya una masa sólida."
 e indi l’altrui raggio si rifonde così come color torna per vetro lo qual di retro a sé piombo nasconde,y desde allí el rayo del sol se refleja así como la luz se refleja por un espejo
" Or dirai tu ch’el si dimostra tetro ivi lo raggio più che in altre parti, per esser lì refratto più a retro","Ahora dirás que el rayo en ese lugar enrarecido es menos luminoso, porque se refleja más profundo"
" Da questa instanza può deliberarti esperïenza, se già mai la provi, ch’esser suol fonte ai rivi di vostr’ arti","De esta objeción podéis liberaros de la experiencia, si queréis hacerlo, que es el principio de todo vuestro conocimiento."
 Tre specchi prenderai,Tomarás tres espejos.
" e i due rimovi da te d’un modo, e l’altro, più rimosso, tr’ambo li primi li occhi tuoi ritrovi","Y pondrás dos a la misma distancia de ti, y la tercera más lejana, y pondrás en medio de las otras dos."
" Rivolto ad essi, fa che dopo il dosso ti stea un lume che i tre specchi accenda e torni a te da tutti ripercosso","Girado hacia ellos, asegúrese de que detrás de sus hombros hay una luz que se refleja de la misma manera en los tres espejos y que se puede ver en los tres"
" Ben che nel quanto tanto non si stenda la vista più lontana, lì vedrai come convien ch’igualmente risplenda","Aunque el espejo más lejano refleja la luz con menos dimensión, verás que en ella la luz brilla con el brillo idéntico de los otros dos"
" Or, come ai colpi de li caldi rai de la neve riman nudo il suggetto e dal colore e dal freddo primai, ","Ahora, como los cálidos rayos del sol, la nieve se derrite y se convierte en agua, desprovista del color y frío de la nieve misma,"
" così rimaso te ne l’intelletto voglio informar di luce sì vivace, che ti tremolerà nel suo aspetto","Así que quiero darle nueva forma a tu intelecto que está desnudo de error, iluminándote con una luz tan intensa que en su apariencia parecerá tan temblorosa como la de una estrella."
 Dentro dal ciel de la divina pace si gira un corpo ne la cui virtute l’esser di tutto suo contento giace,En el cielo de la paz divina otro gira en cuya virtud reside la esencia de todos sus contenidos
" Lo ciel seguente, c’ha tante vedute, quell’ esser parte per diverse essenze, da lui distratte e da lui contenute","El próximo Cielo, que tiene tantas estrellas, divide esa esencia entre todas las estrellas, distintas de ella y encerradas en ella."
 Li altri giron per varie differenze le distinzion che dentro da sé hanno dispongono a lor fini e lor semenze,"Los otros cielos arreglan las distintas virtudes que tienen en sí mismos de diferentes maneras, con el fin de derramar sobre la Tierra sus influencias y fines deseados"
" Questi organi del mondo così vanno, come tu vedi omai, di grado in grado, che di sù prendono e di sotto fanno","Estos órganos del Universo proceden como ustedes han entendido el Cielo en el Cielo, para que ellos reciban una influencia de arriba y la reverberen"
" Riguarda bene omai sì com’ io vado per questo loco al vero che disiri, sì che poi sappi sol tener lo guado","Echa un buen vistazo a la manera en que procedo a la verdad que deseas, para que puedas llegar a la conclusión por ti mismo."
" Lo moto e la virtù d’i santi giri, come dal fabbro l’arte del martello, da’ beati motor convien che spiri","El movimiento y la virtud de las ruedas celestiales deben proceder de las inteligencias angélicas, como el arte del martillo deriva del herrero"
" e ’l ciel cui tanti lumi fanno bello, de la mente profonda che lui volve prende l’image e fassene suggello",y el Cielo adornado con tantas estrellas toma la impronta de la cual está sellada por la mente profunda que la hace girar
" E come l’alma dentro a vostra polve per differenti membra e conformate a diverse potenze si risolve, ","Y como el alma humana dentro de su cuerpo lleva a cabo diferentes poderes a través de diferentes y diferentes miembros formados,"
" così l’intelligenza sua bontate multiplicata per le stelle spiega, girando sé sovra sua unitate","Así que la inteligencia angélica despliega su bondad multiplicada por las diversas estrellas, girando mientras permanece unida"
" Virtù diversa fa diversa lega col prezïoso corpo ch’ella avviva, nel qual, sì come vita in voi, si lega","La virtud tan diversa está ligada de manera diferente al precioso cuerpo estelar al que da vida, en el que se une como la vida en ti"
" Per la natura lieta onde deriva, la virtù mista per lo corpo luce come letizia per pupilla viva","Puesto que la virtud interpenada en la estrella deriva de una naturaleza alegre, brilla en el cuerpo estrellado como la alegría brilla en la pupila del ojo"
" Da essa vien ciò che da luce a luce par differente, non da denso e raro","De esto viene el hecho de que el brillo de las estrellas es diferente, no de la densidad diferente"
" essa è formal principio che produce, conforme a sua bontà, lo turbo e ’l chiaro»","Es el principio formal que produce, de acuerdo con su bondad, opacidad y ligereza."
" Quel sol che pria d’amor mi scaldò ’l petto, di bella verità m’avea scoverto, provando e riprovando, il dolce aspetto",Ese sol que calentó mi pecho de amor me había revelado el aspecto dulce de la verdad con argumentos a favor y en contra
" e io, per confessar corretto e certo me stesso, tanto quanto si convenne leva’ il capo a proferer più erto","y yo, para confesar que había corregido mi error y estaba seguro de que entendía, levantó la cabeza tan recta como era necesario para hablar"
" ma visione apparve che ritenne a sé me tanto stretto, per vedersi, che di mia confession non mi sovvenne","Pero se me apareció una visión que atrajo mi mirada hacia sí tan de cerca, para mirarla, que ya no recordaba mi confesión."
" Quali per vetri trasparenti e tersi, o ver per acque nitide e tranquille, non sì profonde che i fondi sien persi, ","Al igual que a través de cristal claro y claro, o a través de aguas claras y no perturbadas,"
" tornan d’i nostri visi le postille debili sì, che perla in bianca fronte non vien men forte a le nostre pupille","Los reflejos de nuestros rostros vuelven tan evanescentes que una perla en una frente blanca no afecta nuestros ojos menos débilmente,"
 tali vid’ io più facce a parlar pronte,"Así que vi más rostros bendecidos, listos para hablar."
 per ch’io dentro a l’error contrario corsi a quel ch’accese amor tra l’omo e ’l fonte,Entonces me encontré con el error opuesto al que encendió el amor entre Narciso y su imagen se reflejó en el agua.
" Sùbito sì com’ io di lor m’accorsi, quelle stimando specchiati sembianti, per veder di cui fosser, li occhi torsi","Tan pronto como noté a los espíritus, sintiendo que eran imágenes reflejadas, me volví para ver quiénes eran."
" e nulla vidi, e ritorsili avanti dritti nel lume de la dolce guida, che, sorridendo, ardea ne li occhi santi","Y no vi nada, y volví a mirar a los ojos de mi gentil guía, que, sonriendo, ardía en su mirada llena de santidad."
" «Non ti maravigliar perch’ io sorrida», mi disse, ","""No te sorprendas si sonrío a tu pensamiento infantil,"" me dijo,"
" «appresso il tuo püeril coto, poi sopra ’l vero ancor lo piè non fida, ma te rivolve, come suole, a vòto","ya que tu intelecto aún no está seguro detrás de la verdad, pero te hace girar vacío como suele suceder en estos casos"
" vere sustanze son ciò che tu vedi, qui rilegate per manco di voto","Lo que ves son criaturas reales, relegadas aquí por falta de voto"
 Però parla con esse e odi e credi,Así que habla con ellos y cree todo lo que escuchas.
 ché la verace luce che le appaga da sé non lascia lor torcer li piedi»,"De hecho, la verdadera luz que los hace felices no les permite apartarse de la verdad."
" E io a l’ombra che parea più vaga di ragionar, drizza’mi, e cominciai, quasi com’ uom cui troppa voglia smaga","Y me volví hacia el alma que parecía más ansiosa de hablar, y comenzó, casi como un hombre debilitado por el deseo excesivo."
" «O ben creato spirito, che a’ rai di vita etterna la dolcezza senti che, non gustata, non s’intende mai, ","""Oh espíritu bien nacido, que en los rayos de la vida eterna siente una dulzura incomprensible si no se prueba,"
 grazïoso mi fia se mi contenti del nome tuo e de la vostra sorte»,Estaré encantado si me dices tu nombre y tu condición.
" Ond’ ella, pronta e con occhi ridenti","Entonces ella, lista y con ojos sonrientes"
" «La nostra carità non serra porte a giusta voglia, se non come quella che vuol simile a sé tutta sua corte","""Nuestra caridad no cierra la puerta a un deseo justo, al igual que la de Dios que quiere todo el Paraíso como él."""
 I’ fui nel mondo vergine sorella,En el mundo yo era una monja
" e se la mente tua ben sé riguarda, non mi ti celerà l’esser più bella, ","Y si piensas con cuidado, el hecho de que sea más hermosa no te ocultará mi identidad,"
" ma riconoscerai ch’i’ son Piccarda, che, posta qui con questi altri beati, beata sono in la spera più tarda","pero me reconocerán como Piccarda Donati, quien, puesto aquí con estos otros benditos, están en el cielo más lento"
" Li nostri affetti, che solo infiammati son nel piacer de lo Spirito Santo, letizian del suo ordine formati","Nuestros sentimientos, que sólo se inflaman por el placer del Espíritu Santo, se regocijan al adaptarse a su orden"
" E questa sorte che par giù cotanto, però n’è data, perché fuor negletti li nostri voti, e vòti in alcun canto»","Y esta condición nuestra, que parece tan baja, nos fue dada porque nuestros votos no fueron cumplidos y descuidados en algunos aspectos."
 Ond’ io a lei,Entonces se lo dije.
 «Ne’ mirabili aspetti vostri risplende non so che divino che vi trasmuta da’ primi concetti,En tu aspecto maravilloso algo divino brilla que te hace diferente de cómo estabas vivo
 però non fui a rimembrar festino,Es por eso que no fui rápido para recordar
" ma or m’aiuta ciò che tu mi dici, sì che raffigurar m’è più latino","Pero ahora lo que me dices me ayuda, así que es más fácil para mí imaginar tu cara."
 Ma dimmi,Pero dime.
" voi che siete qui felici, disiderate voi più alto loco per più vedere e per più farvi amici?»","Ustedes que están aquí felices, ¿quieren estar en un lugar más alto para ver a Dios más de cerca y estar en mayor comunión con Él?"
 Con quelle altr’ ombre pria sorrise un poco,"Con las otras almas, primero sonrió un poco."
" da indi mi rispuose tanto lieta, ch’arder parea d’amor nel primo foco",Entonces me contestó tan contento que parecía quemarse en el amor del Espíritu Santo
" «Frate, la nostra volontà quïeta virtù di carità, che fa volerne sol quel ch’avemo, e d’altro non ci asseta","Hermano, la virtud de la caridad apacigua nuestra voluntad, y nos induce a querer sólo lo que tenemos y no nos hace querer nada más"
" Se disïassimo esser più superne, foran discordi li nostri disiri dal voler di colui che qui ne cerne","Si quisiéramos ser superiores, nuestros deseos diferirían de la voluntad de Aquel que nos coloca aquí."
" che vedrai non capere in questi giri, s’essere in carità è qui necesse, e se la sua natura ben rimiri","y veréis que esto no es posible en estos Cielos, si aquí es necesario estar en caridad y si veis bien la naturaleza de la caridad misma"
" Anzi è formale ad esto beato esse tenersi dentro a la divina voglia, per ch’una fansi nostre voglie stesse","En efecto, para nuestra condición de bienaventurados es esencial ajustarse a la voluntad divina, de modo que todos nuestros deseos se conviertan en uno"
" sì che, come noi sem di soglia in soglia per questo regno, a tutto il regno piace com’ a lo re che ’n suo voler ne ’nvoglia","para que a todo el reino le guste la manera en que estamos dispuestos desde el Cielo hasta el Cielo, y agrada al rey que desea que nos conformemos a su voluntad."
 E ’n la sua volontade è nostra pace,Y en su voluntad está nuestra paz
 ell’ è quel mare al qual tutto si move ciò ch’ella crïa o che natura face»,Es ese mar hacia el que se mueve todo lo que crea o produce.
" Chiaro mi fu allor come ogne dove in cielo è paradiso, etsi la grazia del sommo ben d’un modo non vi piove","Entonces me quedó claro que cada punto en el Cielo es el Paraíso, aunque la gracia del bien más alto no está irradiada de una manera."
" Ma sì com’ elli avvien, s’un cibo sazia e d’un altro rimane ancor la gola, ","Pero como sucede cuando un alimento completo y otro sigue siendo el deseo,"
" che quel si chere e di quel si ringrazia, così fec’ io con atto e con parola, ","Cuando pides esto y te das las gracias por eso, yo también lo hice en los actos y palabras"
 per apprender da lei qual fu la tela onde non trasse infino a co la spuola,para saber de ella que era la tela de la que él no dibujó el transbordador hasta el final
" «Perfetta vita e alto merto inciela donna più sù», mi disse, ","""Una vida perfecta y un gran mérito colocan a una mujer en un cielo superior,"" me dijo,"
" «a la cui norma nel vostro mondo giù si veste e vela, ","según cuya regla en la Tierra nos vestimos y tomamos el velo,"
 perché fino al morir si vegghi e dorma con quello sposo ch’ogne voto accetta che caritate a suo piacer conforma,para observar y dormir hasta la muerte con ese novio que acepta cada voto que la caridad se ajusta a su voluntad
" Dal mondo, per seguirla, giovinetta fuggi’mi, e nel suo abito mi chiusi e promisi la via de la sua setta","Para seguirla como doncella, huí del mundo y vistí su vestido, prometiendo seguir la regla de su Orden."
" Uomini poi, a mal più ch’a bene usi, fuor mi rapiron de la dolce chiostra","Después, los hombres, más acostumbrados al mal que al bien, me secuestraron del dulce convento."
 Iddio si sa qual poi mia vita fusi,Dios sabe cuál era mi vida entonces
" E quest’ altro splendor che ti si mostra da la mia destra parte e che s’accende di tutto il lume de la spera nostra, ","Y este otro esplendor que se les aparece a mi mano derecha y que ilumina toda la luz de nuestro Cielo,"
" ciò ch’io dico di me, di sé intende",Entender bien lo que digo de mí mismo
" sorella fu, e così le fu tolta di capo l’ombra de le sacre bende","Ella era una monja, y el velo de su cabeza fue quitado de la misma manera."
