Filename,Original,Translate
trad_divina_commedia_inferno_1_1.csv,"Poi ch'èi posato un poco il corpo lasso,","Dopo aver riposato il mio corpo stanco,"
trad_divina_commedia_inferno_1_1.csv,"ripresi via per la piaggia diserta,","La via riprende I sul pendio del deserto,"
trad_divina_commedia_inferno_1_1.csv,sì che 'l piè fermo sempre era 'l più basso.,Cosi' che il piede fermo fosse sempre piu' basso.
trad_divina_commedia_inferno_1_1.csv,"Ed ecco, quasi al cominciar de l'erta,","Ed ecco dov'è cominciata l'ascesa,"
trad_divina_commedia_inferno_1_1.csv,"una lonza leggera e presta molto,","una pantera leggera e veloce,"
trad_divina_commedia_inferno_1_1.csv,che di pel macolato era coverta;,Che con una pelle macchiata è stato coperto o'er!
trad_divina_commedia_inferno_1_1.csv,"e non mi si partia dinanzi al volto,","E non l'ha mai spostata prima della mia faccia,"
trad_divina_commedia_inferno_1_1.csv,"anzi 'mpediva tanto il mio cammino,","No, anzi mi ha impedito così tanto la via,"
trad_divina_commedia_inferno_1_1.csv,ch'i' fui per ritornar più volte vòlto.,Che molte volte ero tornato a girare.
trad_divina_commedia_inferno_1_1.csv,"Temp'era dal principio del mattino,","Il tempo era l'inizio della mattinata,"
trad_divina_commedia_inferno_1_1.csv,e 'l sol montava 'n sù con quelle stelle,E il sole stava montando con quelle stelle
trad_divina_commedia_inferno_1_1.csv,ch'eran con lui quando l'amor divino,"Che con lui, a che ora l'Amore Divino"
trad_divina_commedia_inferno_1_1.csv,mosse di prima quelle cose belle;,In primo luogo in moto quelle cose belle;
trad_divina_commedia_inferno_1_1.csv,sì ch'a bene sperar m'era cagione,"Così fu per me occasione di buona speranza,"
trad_divina_commedia_inferno_1_1.csv,di quella fiera a la gaetta pelle,"La pelle variegata di quella bestia selvaggia,"
trad_divina_commedia_inferno_1_1.csv,l'ora del tempo e la dolce stagione;,l'ora del tempo e la stagione deliziosa;
trad_divina_commedia_inferno_1_1.csv,ma non sì che paura non mi desse,"Ma non tanto, che non mi ha dato paura"
trad_divina_commedia_inferno_1_1.csv,la vista che m'apparve d'un leone.,Un aspetto di leone che mi è apparso.
trad_divina_commedia_inferno_1_1.csv,Questi parea che contra me venisse,Sembrava che stesse arrivando contro di me.
trad_divina_commedia_inferno_1_1.csv,"con la test'alta e con rabbiosa fame,","con la testa alzata, e con la fame atroce,"
trad_divina_commedia_inferno_1_1.csv,sì che parea che l'aere ne tremesse.,così che l'aria sembrava spaventata da lui;
trad_divina_commedia_inferno_1_1.csv,"Ed una lupa, che di tutte brame","E un lupo-lei, che con tutti gli affamati"
trad_divina_commedia_inferno_1_1.csv,"sembiava carca ne la sua magrezza,","Sembrava essere carico della sua debolezza,"
trad_divina_commedia_inferno_1_1.csv,"e molte genti fé già viver grame,",E molte persone hanno fatto in modo che vivessero in disordine!
trad_divina_commedia_inferno_1_1.csv,questa mi porse tanto di gravezza,"Mi portò addosso tanta pesantezza,"
trad_divina_commedia_inferno_1_1.csv,"con la paura ch'uscia di sua vista,","Con la paura che dal suo aspetto è venuto,"
trad_divina_commedia_inferno_1_1.csv,ch'io perdei la speranza de l'altezza.,Che ho perso la speranza dell'altezza.
trad_divina_commedia_inferno_1_1.csv,"E qual è quei che volontieri acquista,","e come egli è colui che volontariamente acquisisce,"
trad_divina_commedia_inferno_1_1.csv,"e giugne 'l tempo che perder lo face,","E arriva il momento che lo fa perdere,"
trad_divina_commedia_inferno_1_1.csv,che 'n tutti suoi pensier piange e s'attrista;,"che piange in tutti i suoi pensieri ed è scoraggiato,"
trad_divina_commedia_inferno_1_1.csv,"tal mi fece la bestia sanza pace,","Mi ha reso tale quella bestia senza pace,"
trad_divina_commedia_inferno_1_1.csv,"che, venendomi 'ncontro, a poco a poco","Che, venendo contro di me per gradi"
trad_divina_commedia_inferno_1_1.csv,mi ripigneva là dove 'l sol tace.,Spingimi indietro là dove il sole è silenzioso.
trad_divina_commedia_inferno_1_1.csv,"Mentre ch'i' rovinava in basso loco,","Mentre mi precipitavo verso la pianura,"
trad_divina_commedia_inferno_1_1.csv,dinanzi a li occhi mi si fu offerto,"Prima che i miei occhi si presentassero,"
trad_divina_commedia_inferno_1_1.csv,chi per lungo silenzio parea fioco.,Che sembrava da un lungo e continuo silenzio raucedine.
trad_divina_commedia_inferno_1_1.csv,"Quando vidi costui nel gran diserto,","Quando l'ho visto nel deserto,"
trad_divina_commedia_inferno_1_1.csv,"“di me”, gridai a lui,","""Abbi pietà di me,"" gli gridai:"
trad_divina_commedia_inferno_1_1.csv,"“qual che tu sii, od ombra od omo certo!”.","""Che tu sei, ombra o vero uomo!"""
trad_divina_commedia_inferno_1_1.csv,"Rispuosemi: “Non omo, omo già fui,","Mi rispose: ""Non l'uomo; l'uomo una volta che ero,"
trad_divina_commedia_inferno_1_1.csv,"e li parenti miei furon lombardi,","E entrambi i miei genitori erano di Lombardia,"
trad_divina_commedia_inferno_1_1.csv,mantoani per patrïa ambedui.,"E i mantovani per paese, tutti e due."
trad_divina_commedia_inferno_1_1.csv,"Nacqui, ancor che fosse tardi,","'Sub Julio' sono nato, anche se era tardi,"
trad_divina_commedia_inferno_1_1.csv,e vissi a Roma sotto 'l buono Augusto,"E visse a Roma sotto il buon Augusto,"
trad_divina_commedia_inferno_1_1.csv,nel tempo de li dèi falsi e bugiardi.,Durante il tempo degli dei falsi e bugiardi.
trad_divina_commedia_inferno_1_1.csv,"Poeta fui, e cantai di quel giusto","Un poeta ero io, e ho cantato che solo"
trad_divina_commedia_inferno_1_1.csv,"figliuol d'Anchise che venne di Troia,","Figlio di Anchise, che uscì da Troia,"
trad_divina_commedia_inferno_1_1.csv,poi che 'l superbo Ilïón fu combusto.,Dopo che Ilion il superbo è stato bruciato.
trad_divina_commedia_inferno_1_1.csv,Ma tu perché ritorni a tanta noia?,"Ma tu, perché torni a tanto fastidio?"
trad_divina_commedia_inferno_1_1.csv,perché non sali il dilettoso monte,"Perche' non sali sul Monte Delizioso,"
trad_divina_commedia_inferno_1_1.csv,ch'è principio e cagion di tutta gioia?”.,"Qual è la fonte e la causa di ogni gioia?"""
trad_divina_commedia_inferno_1_1.csv,“Or se' tu quel Virgilio e quella fonte,"""Ora, sei tu quel Virgilio e quella fontana"
trad_divina_commedia_inferno_1_1.csv,"che spandi di parlar sì largo fiume?”,","Che si diffonde all'estero così ampio un fiume di discorsi?"""
trad_divina_commedia_inferno_1_1.csv,rispuos'io lui con vergognosa fronte.,Gli ho risposto con la fronte timida.
trad_divina_commedia_inferno_1_1.csv,"“O de li altri poeti onore e lume,","""O degli altri poeti onore e luce,"
trad_divina_commedia_inferno_1_1.csv,vagliami 'l lungo studio e 'l grande amore,Avail me il lungo studio e grande amore
trad_divina_commedia_inferno_1_1.csv,che m'ha fatto cercar lo tuo volume.,Questo mi ha spinto ad esplorare il tuo volume!
trad_divina_commedia_inferno_1_1.csv,"Tu se' lo mio maestro e 'l mio autore,","Tu sei il mio padrone, e il mio autore tu,"
trad_divina_commedia_inferno_1_1.csv,tu se' solo colui da cu' io tolsi,Tu sei solo colui da cui ho preso
trad_divina_commedia_inferno_1_1.csv,lo bello stilo che m'ha fatto onore.,Il bellissimo stile che mi ha fatto onore.
trad_divina_commedia_inferno_1_1.csv,Vedi la bestia per cu' io mi volsi;,Ecco la bestia per la quale ho voltato le spalle
trad_divina_commedia_inferno_1_1.csv,"aiutami da lei, famoso saggio,","Mi proteggi da lei, celebre Sage,"
trad_divina_commedia_inferno_1_1.csv,ch'ella mi fa tremar le vene e i polsi”.,"Per lei fa tremare le mie vene e pulsazioni."""
trad_divina_commedia_inferno_1_1.csv,"“A te convien tenere altro vïaggio”,","""Ti conviene prendere un'altra strada,"""
trad_divina_commedia_inferno_1_1.csv,"rispuose, poi che lagrimar mi vide,","Gli rispose: ""Quando mi vide piangere,"
trad_divina_commedia_inferno_1_1.csv,“se vuo' campar d'esto loco selvaggio;,"""Se tu scappassi da questo luogo selvaggio,"
trad_divina_commedia_inferno_1_1.csv,"ché questa bestia, per la qual tu gride,","Perche' questa bestia, alla quale gridi,"
trad_divina_commedia_inferno_1_1.csv,"non lascia altrui passar per la sua via,","Non soffra a nessuno di passare per la sua strada,"
trad_divina_commedia_inferno_1_1.csv,ma tanto lo 'mpedisce che l'uccide;,"Ma così lo molesta, che lo distrugge;"
trad_divina_commedia_inferno_1_1.csv,"e ha natura sì malvagia e ria,","e ha una natura così malvagia e spietata,"
trad_divina_commedia_inferno_1_1.csv,"che mai non empie la bramosa voglia,","che non inghiottisce mai la sua avida volontà,"
trad_divina_commedia_inferno_1_1.csv,e dopo 'l pasto ha più fame che pria.,E dopo il cibo è più affamato di prima.
trad_divina_commedia_inferno_1_1.csv,"Molti son li animali a cui s'ammoglia,","Molti animali con i quali si sposa,"
trad_divina_commedia_inferno_1_1.csv,"e più saranno ancora, infin che 'l veltro","E più saranno fermi, fino al Levriero"
trad_divina_commedia_inferno_1_1.csv,"verrà, che la farà morir con doglia.","Venga, che la farà perire nel suo dolore."
trad_divina_commedia_inferno_1_1.csv,"Questi non ciberà terra né peltro,","Non si nutrirà né sulla terra né sul pelf,"
trad_divina_commedia_inferno_1_1.csv,"ma sapïenza, amore e virtute,","ma sulla sapienza, sull'amore e sulla virtù,"
trad_divina_commedia_inferno_1_1.csv,e sua nazion sarà tra feltro e feltro.,Twixt Feltro e Feltro sarà la sua nazione;
trad_divina_commedia_inferno_1_1.csv,Di quella umile Italia fia salute,"Di quell'Italia bassa egli sarà il salvatore,"
trad_divina_commedia_inferno_1_1.csv,"per cui morì la vergine Cammilla,","Per conto della cameriera Camilla e' morta,"
trad_divina_commedia_inferno_1_1.csv,Eurialo e Turno e Niso di ferute.,"Euryalus, Turno, Niso, delle loro ferite;"
trad_divina_commedia_inferno_1_1.csv,"Questi la caccerà per ogne villa,","Per ogni città egli le darà la caccia,"
trad_divina_commedia_inferno_1_1.csv,"fin che l'avrà rimessa ne lo 'nferno,","finché non la riporterà all'Inferno,"
trad_divina_commedia_inferno_1_1.csv,là onde 'nvidia prima dipartilla.,Lì da dove l'invidia l'ha lasciata andare.
trad_divina_commedia_inferno_1_1.csv,Ond'io per lo tuo me' penso e discerno,Quindi penso e giudico per il tuo meglio
trad_divina_commedia_inferno_1_1.csv,"che tu mi segui, e io sarò tua guida,","Tu mi segui, e io sarò la tua guida,"
trad_divina_commedia_inferno_1_1.csv,e trarrotti di qui per loco etterno;,"e da qui ti conduci attraverso il luogo eterno,"
trad_divina_commedia_inferno_1_1.csv,"ove udirai le disperate strida,","dove udirai i lamenti disperati,"
trad_divina_commedia_inferno_1_1.csv,"vedrai li antichi spiriti dolenti,","Shalt vedere gli antichi spiriti disconsolate,"
trad_divina_commedia_inferno_1_1.csv,ch'a la seconda morte ciascun grida;,che gridano ciascuno per la seconda morte;
trad_divina_commedia_inferno_1_1.csv,e vederai color che son contenti,E vedrai quelli che si sono accontentati
trad_divina_commedia_inferno_1_1.csv,"nel foco, perché speran di venire","Nel fuoco, perché sperano di venire,"
trad_divina_commedia_inferno_1_1.csv,quando che sia a le beate genti.,"quando può essere, per il popolo benedetto;"
trad_divina_commedia_inferno_1_1.csv,"A le quai poi se tu vorrai salire,","A chi, allora, se vuoi ascendere,"
trad_divina_commedia_inferno_1_1.csv,anima fia a ciò più di me degna:,Un'anima sarà per questo più degna di me;
trad_divina_commedia_inferno_1_1.csv,con lei ti lascerò nel mio partire;,Con lei alla mia partenza ti lascerò;
trad_divina_commedia_inferno_1_1.csv,"ché quello imperador che là sù regna,","Perche' quell'imperatore, che regna sopra,"
trad_divina_commedia_inferno_1_1.csv,"perch'i' fu' ribellante a la sua legge,","In quanto ero ribelle alla sua legge,"
trad_divina_commedia_inferno_1_1.csv,non vuol che 'n sua città per me si vegna.,Vuole che attraverso di me nessuno entri nella sua citta'.
trad_divina_commedia_inferno_1_1.csv,In tutte parti impera e quivi regge;,Governerà ovunque e là regnerà;
trad_divina_commedia_inferno_1_1.csv,quivi è la sua città e l'alto seggio:,C'è la sua città e il suo trono alto;
trad_divina_commedia_inferno_1_1.csv,oh felice colui cu' ivi elegge!”.,"O felice colui che egli elegge!."""
trad_divina_commedia_inferno_1_1.csv,"E io a lui: “Poeta, io ti richeggio","E io a lui: ""Poeta, ti supplico,"
trad_divina_commedia_inferno_1_1.csv,"per quello Dio che tu non conoscesti,","Per lo stesso Dio che non hai mai conosciuto,"
trad_divina_commedia_inferno_1_1.csv,"acciò ch'io fugga questo male e peggio,","perché io possa sfuggire a questo dolore e peggio,"
trad_divina_commedia_inferno_1_1.csv,"che tu mi meni là dov'or dicesti,",Mi condurresti là dove hai detto:
trad_divina_commedia_inferno_1_1.csv,sì ch'io veggia la porta di san Pietro,"per vedere il portale di San Pietro,"
trad_divina_commedia_inferno_1_1.csv,e color cui tu fai cotanto mesti”.,"E quelli che tu fai così disconsolate."""
trad_divina_commedia_inferno_1_1.csv,"Allor si mosse, e io li tenni dietro.","Poi ha voltato pagina, e io dietro di lui ho seguito."
trad_divina_commedia_inferno_1_2.csv,"Lo giorno se n'andava, e l'aere bruno","Il giorno stava per partire, e l'aria arrostita"
trad_divina_commedia_inferno_1_2.csv,toglieva li animai che sono in terra,Rilasciati gli animali che sono sulla terra
trad_divina_commedia_inferno_1_2.csv,da le fatiche loro; e io sol uno,dalle loro fatiche; e io l'unico
trad_divina_commedia_inferno_1_2.csv,m'apparecchiava a sostener la guerra,"Mi sono preparato a sostenere la guerra,"
trad_divina_commedia_inferno_1_2.csv,"sì del cammino e sì de la pietate,","la via e lo stesso del guaio,"
trad_divina_commedia_inferno_1_2.csv,che ritrarrà la mente che non erra.,Quale memoria che non sbaglia deve ripercorrere.
trad_divina_commedia_inferno_1_2.csv,"O muse, o alto ingegno, or m'aiutate;","O Muse, o grande genio, ora aiutami!"
trad_divina_commedia_inferno_1_2.csv,"o mente che scrivesti ciò ch'io vidi,","Oh, ricordo, quello che ho visto mi ha scritto:"
trad_divina_commedia_inferno_1_2.csv,qui si parrà la tua nobilitate.,Qui la tua nobiltà si manifesterà!
trad_divina_commedia_inferno_1_2.csv,"Io cominciai: “Poeta che mi guidi,","E cominciai: ""Poeta, che mi guida,"
trad_divina_commedia_inferno_1_2.csv,"guarda la mia virtù s'ell' è possente,","Rendiamo omaggio alla mia virilita', se e' sufficiente,"
trad_divina_commedia_inferno_1_2.csv,prima ch'a l'alto passo tu mi fidi.,Sei per il passo arduo che mi confidi.
trad_divina_commedia_inferno_1_2.csv,"Tu dici che di Silvïo il parente,","Tu dici, quello di Silvio il genitore,"
trad_divina_commedia_inferno_1_2.csv,"corruttibile ancora, ad immortale","Mentre ancora corruttibile, al mondo"
trad_divina_commedia_inferno_1_2.csv,"secolo andò, e fu sensibilmente.","Immortal è andato, ed era lì corporalmente."
trad_divina_commedia_inferno_1_2.csv,"Però, se l'avversario d'ogne male",Ma se l'avversario di ogni male
trad_divina_commedia_inferno_1_2.csv,"cortese i fu, pensando l'alto effetto","Era cortese, pensando all'effetto alto"
trad_divina_commedia_inferno_1_2.csv,"ch'uscir dovea di lui, e 'l chi e 'l quale","Quella questione da lui, e chi, e cosa,"
trad_divina_commedia_inferno_1_2.csv,non pare indegno ad omo d'intelletto;,Agli uomini d'intelletto non sembra;
trad_divina_commedia_inferno_1_2.csv,ch'e' fu de l'alma Roma e di suo impero,Egli infatti era di grande Roma e del suo impero
trad_divina_commedia_inferno_1_2.csv,ne l'empireo ciel per padre eletto:,nel cielo empireo come padre scelto;
trad_divina_commedia_inferno_1_2.csv,"la quale e 'l quale, a voler dir lo vero,","che e che, volendo dire la verità,"
trad_divina_commedia_inferno_1_2.csv,fu stabilita per lo loco santo,"Sono stati stablished come il luogo santo, in cui"
trad_divina_commedia_inferno_1_2.csv,u' siede il successor del maggior Piero.,È il successore del più grande Pietro.
trad_divina_commedia_inferno_1_2.csv,"Per quest'andata onde li dai tu vanto,","In questo viaggio, da dove gli dai vanto,"
trad_divina_commedia_inferno_1_2.csv,intese cose che furon cagione,"Cose che ha sentito, che l'occasione sono stati"
trad_divina_commedia_inferno_1_2.csv,di sua vittoria e del papale ammanto.,Sia della sua vittoria che del mantello papale.
trad_divina_commedia_inferno_1_2.csv,"Andovvi poi lo Vas d'elezïone,","Thither è andato dopo il vascello scelto,"
trad_divina_commedia_inferno_1_2.csv,per recarne conforto a quella fede,"Per riportare di là la consolazione a quella Fede,"
trad_divina_commedia_inferno_1_2.csv,ch'è principio a la via di salvazione.,Quale della via della salvezza è l'inizio.
trad_divina_commedia_inferno_1_2.csv,"Ma io, perché venirvi? o chi 'l concede?","Ma io, perché viene là, o chi lo concede?"
trad_divina_commedia_inferno_1_2.csv,"Io non Enëa, io non Paulo sono;","Io non sono Enea, non sono Paul,"
trad_divina_commedia_inferno_1_2.csv,me degno a ciò né io né altri 'l crede.,"Né io, né altri, mi ritengo degno di esso."
trad_divina_commedia_inferno_1_2.csv,"Per che, se del venire io m'abbandono,","Quindi, se mi dimetto per venire,"
trad_divina_commedia_inferno_1_2.csv,temo che la venuta non sia folle.,Temo che la venuta possa essere malaccorta.
trad_divina_commedia_inferno_1_2.csv,Se' savio; intendi me' ch'i' non ragiono”.,"Tu sei saggio, e sai meglio di me parlare."""
trad_divina_commedia_inferno_1_2.csv,E qual è quei che disvuol ciò che volle,"E com'è, chi non vuole ciò che vuole,"
trad_divina_commedia_inferno_1_2.csv,"e per novi pensier cangia proposta,","E con nuovi pensieri la sua intenzione cambia,"
trad_divina_commedia_inferno_1_2.csv,"sì che dal cominciar tutto si tolle,","Cosi' che dal suo disegno si ritiri,"
trad_divina_commedia_inferno_1_2.csv,"tal mi fec'ïo 'n quella oscura costa,","Così sono diventato, su quella collina oscura,"
trad_divina_commedia_inferno_1_2.csv,"perché, pensando, consumai la 'mpresa","Perche', pensando... ho consumato l'impaccio..."
trad_divina_commedia_inferno_1_2.csv,che fu nel cominciar cotanto tosta.,Il che e' stato molto rapido all'inizio.
trad_divina_commedia_inferno_1_2.csv,"“S'i' ho ben la parola tua intesa”,","""Se ho capito bene la tua lingua,"""
trad_divina_commedia_inferno_1_2.csv,"rispuose del magnanimo quell'ombra,","Replicò quella sfumatura del Magnanimo,"
trad_divina_commedia_inferno_1_2.csv,“l'anima tua è da viltade offesa;,"""La tua anima conquistata è con vigliaccheria,"
trad_divina_commedia_inferno_1_2.csv,la qual molte fïate l'omo ingombra,"che molte volte un uomo si accarezza così,"
trad_divina_commedia_inferno_1_2.csv,"sì che d'onrata impresa lo rivolve,","Lo allontana dall'impresa onorata,"
trad_divina_commedia_inferno_1_2.csv,come falso veder bestia quand'ombra.,"Come una falsa vista fa una bestia, quando è timido."
trad_divina_commedia_inferno_1_2.csv,"Da questa tema acciò che tu ti solve,","perché tu ti liberi da questo timore,"
trad_divina_commedia_inferno_1_2.csv,dirotti perch'io venni e quel ch'io 'ntesi,"Ti diro' perche' sono venuto, e quello che ho sentito..."
trad_divina_commedia_inferno_1_2.csv,nel primo punto che di te mi dolve.,Nel primo momento in cui mi sono addolorato per te.
trad_divina_commedia_inferno_1_2.csv,"Io era tra color che son sospesi,","Tra quelli che sono in suspense,"
trad_divina_commedia_inferno_1_2.csv,"e donna mi chiamò beata e bella,","E una bella, santa Signora mi ha chiamato"
trad_divina_commedia_inferno_1_2.csv,tal che di comandare io la richiesi.,"In modo così saggio, l'ho pregata di comandarmi."
trad_divina_commedia_inferno_1_2.csv,Lucevan li occhi suoi più che la stella;,i suoi occhi dove brillano più lucenti della Stella;
trad_divina_commedia_inferno_1_2.csv,"e cominciommi a dir soave e piana,","E cominciò a dire, dolce e basso,"
trad_divina_commedia_inferno_1_2.csv,"con angelica voce, in sua favella:","Con voce angelica, nella sua lingua:"
trad_divina_commedia_inferno_1_2.csv,"""O anima cortese mantoana,","""O spirito cortese di Mantova,"
trad_divina_commedia_inferno_1_2.csv,"di cui la fama ancor nel mondo dura,","di cui la fama ancora nel mondo dura,"
trad_divina_commedia_inferno_1_2.csv,"e durerà quanto 'l mondo lontana,",e persevererà nel tempo come il mondo;
trad_divina_commedia_inferno_1_2.csv,"l'amico mio, e non de la ventura,","Un mio amico, e non l'amico della fortuna,"
trad_divina_commedia_inferno_1_2.csv,ne la diserta piaggia è impedito,Sul pendio del deserto è così impedito
trad_divina_commedia_inferno_1_2.csv,"sì nel cammin, che vòlt'è per paura;","Sulla sua strada, che ha trasformato nel terrore,"
trad_divina_commedia_inferno_1_2.csv,"e temo che non sia già sì smarrito,",E temo sia gia' cosi' perso.
trad_divina_commedia_inferno_1_2.csv,"ch'io mi sia tardi al soccorso levata,","Che sono arrivato troppo tardi al suo aiuto,"
trad_divina_commedia_inferno_1_2.csv,per quel ch'i' ho di lui nel cielo udito.,Da ciò che ho sentito parlare di lui in Cielo.
trad_divina_commedia_inferno_1_2.csv,"Or movi, e con la tua parola ornata","Ora ti benedicano, e con la tua parola ornata,"
trad_divina_commedia_inferno_1_2.csv,"e con ciò c'ha mestieri al suo campare,","e con ciò che è necessario per la sua liberazione,"
trad_divina_commedia_inferno_1_2.csv,l'aiuta sì ch'i' ne sia consolata.,Aiutatelo cosi' che possa essere consolato.
trad_divina_commedia_inferno_1_2.csv,I' son Beatrice che ti faccio andare;,"Beatrice sono io, che ti ordino di andare;"
trad_divina_commedia_inferno_1_2.csv,vegno del loco ove tornar disio;,"Vengo da lì, dove vorrei tornare;"
trad_divina_commedia_inferno_1_2.csv,"amor mi mosse, che mi fa parlare.","L'amore mi ha commosso, il che mi costringe a parlare."
trad_divina_commedia_inferno_1_2.csv,"Quando sarò dinanzi al segnor mio,","Quando sarò davanti al mio Signore,"
trad_divina_commedia_inferno_1_2.csv,"di te mi loderò sovente a lui"".","Ti loderò spesso."""
trad_divina_commedia_inferno_1_2.csv,"Tacette allora, e poi comincia' io:","Poi si fermò, e poi cominciai:"
trad_divina_commedia_inferno_1_2.csv,"""O donna di virtù sola per cui","'O Signora della virtù, tu solo per mezzo del quale"
trad_divina_commedia_inferno_1_2.csv,l'umana spezie eccede ogne contento,La razza umana supera ogni contenuto
trad_divina_commedia_inferno_1_2.csv,"di quel ciel c'ha minor li cerchi sui,","Nel cielo che ha i cerchi minori,"
trad_divina_commedia_inferno_1_2.csv,"tanto m'aggrada il tuo comandamento,","Quanto mi è grato il tuo comandamento,"
trad_divina_commedia_inferno_1_2.csv,"che l'ubidir, se già fosse, m'è tardi;","Obbedire, se fosse già fatto, era in ritardo;"
trad_divina_commedia_inferno_1_2.csv,più non t'è uo' ch'aprirmi il tuo talento.,Non c'è più bisogno che tu mi opedi il tuo desiderio.
trad_divina_commedia_inferno_1_2.csv,Ma dimmi la cagion che non ti guardi,Ma la causa mi dice perché non te ne vai
trad_divina_commedia_inferno_1_2.csv,de lo scender qua giuso in questo centro,"Il qui che scende giù in questo centro,"
trad_divina_commedia_inferno_1_2.csv,"de l'ampio loco ove tornar tu ardi"".","Dal vasto luogo in cui tu bruci per tornare."""
trad_divina_commedia_inferno_1_2.csv,"""Da che tu vuo' saver cotanto a dentro,","'Poiché tu vorresti discernere così interiormente,"
trad_divina_commedia_inferno_1_2.csv,"dirotti brievemente"", mi rispuose,","In breve vi racconterò, - ella mi rispose,"
trad_divina_commedia_inferno_1_2.csv,"""perch'i' non temo di venir qua entro.",Perche' non ho paura di entrare qui.
trad_divina_commedia_inferno_1_2.csv,Temer si dee di sole quelle cose,Solo di queste cose si dovrebbe avere paura
trad_divina_commedia_inferno_1_2.csv,c'hanno potenza di fare altrui male;,che hanno il potere di fare del male agli altri;
trad_divina_commedia_inferno_1_2.csv,"de l'altre no, ché non son paurose.","Del resto no, perché non hanno paura."
trad_divina_commedia_inferno_1_2.csv,"I' son fatta da Dio, sua mercé, tale,",Dio nella sua misericordia mi ha creato
trad_divina_commedia_inferno_1_2.csv,"che la vostra miseria non mi tange,","Che la tua miseria non mi raggiunge,"
trad_divina_commedia_inferno_1_2.csv,né fiamma d'esto 'ncendio non m'assale.,E nessuna fiamma mi assalisce da questo incendio.
trad_divina_commedia_inferno_1_2.csv,Donna è gentil nel ciel che si compiange,"Una gentile Signora è nel Cielo, che si addolora"
trad_divina_commedia_inferno_1_2.csv,"di questo 'mpedimento ov' io ti mando,","A questo impedimento, al quale ti mando,"
trad_divina_commedia_inferno_1_2.csv,sì che duro giudicio là sù frange.,Così quel severo giudizio là sopra è rotto.
trad_divina_commedia_inferno_1_2.csv,Questa chiese Lucia in suo dimando,"Nella sua supplica supplicò Lucia,"
trad_divina_commedia_inferno_1_2.csv,e disse: - Or ha bisogno il tuo fedele,"E disse: ""Il tuo fedele ora è nel bisogno"
