Original,Translate_es_1
 Questi non vide mai l’ultima sera,Esto nunca ha dejado de existir.
" ma per la sua follia le fu sì presso, che molto poco tempo a volger era","Si lo hubiera hecho, estaba tan cerca del pecado que no habría querido mucho para que lo hiciera."
" Sì com’ io dissi, fui mandato ad esso per lui campare","Como te dije antes, fui enviado a ayudarlo."
 e non lì era altra via che questa per la quale i’ mi son messo,"Y no había otro camino que seguir, excepto este que hemos emprendido juntos."
 Mostrata ho lui tutta la gente ria,Le mostré a todos los que estaban condenados.
 e ora intendo mostrar quelli spirti che purgan sé sotto la tua balìa,Ahora quiero que vea a esas almas que crecen espiritualmente gracias a tu guía.
" Com’ io l’ho tratto, saria lungo a dirti",Tardaría un tiempo en explicarte cómo lo traje hasta aquí.
 de l’alto scende virtù che m’aiuta conducerlo a vederti e a udirti,"De ahí arriba una presencia benéfica me guía para que pueda encontrarme aquí, tocar tus labios y escuchar tu voz."
 Or ti piaccia gradir la sua venuta,"Por favor, dele la bienvenida a su llegada."
" libertà va cercando, ch’è sì cara, come sa chi per lei vita rifiuta",está sacrificando su vida para alcanzar la preciosa libertad
" Tu ’l sai, ché non ti fu per lei amara in Utica la morte, ove lasciasti la vesta ch’al gran dì sarà sì chiara","Tú sabes que has dado tu vida para obtener la libertad de Utica, y que algún día tu cuerpo volverá a vivir en toda su gloria."
" Non son li editti etterni per noi guasti, ché questi vive e Minòs me non lega","Nosotros no quebrantamos las ordenanzas eternas, porque Dante sigue vivo y yo estoy libre de la gobernación de Minos."
" ma son del cerchio ove son li occhi casti di Marzia tua, che ’n vista ancor ti priega, o santo petto, che per tua la tegni","Marcia, que parece pedirte que la sigas amando a través de sus ojos puros, proviene del círculo, oh corazón generoso."
 per lo suo amore adunque a noi ti piega,"en virtud de su amor, por lo tanto, agáchate a nosotros"
 Lasciane andar per li tuoi sette regni,Déjenos emprender un viaje a través de los Siete Canales del Purgatorio.
" grazie riporterò di te a lei, se d’esser mentovato là giù degni»",Te agradeceré que aceptes ser citado allí abajo.
" «Marzïa piacque tanto a li occhi miei mentre ch’i’ fu’ di là», ","Lo que pude ver durante mi existencia, Marcia fue una fuente de placer para mis ojos."
" diss’ elli allora, ",Luego pronunció sus palabras.
" «che quante grazie volse da me, fei",Que consiga todo lo que desea
" Or che di là dal mal fiume dimora, più muover non mi può, per quella legge che fatta fu quando me n’usci’ fora","Ya no puede tocar mis sentimientos, en virtud de esa regla que se estableció en el momento de mi partida al otro lado del infierno fluvial."
" Ma se donna del ciel ti move e regge, come tu di’, non c’è mestier lusinghe","Si una mujer afortunada dirige tus pasos, no hay necesidad de adulaciones."
 bastisi ben che per lei mi richegge,"Por favor, en mi nombre."
" Va dunque, e fa che tu costui ricinghe d’un giunco schietto e che li lavi ’l viso, sì ch’ogne sucidume quindi stinghe","Ve, envuelve a esta persona con un robusto junco y limpia su cara de toda suciedad."
" ché non si converria, l’occhio sorpriso d’alcuna nebbia, andar dinanzi al primo ministro, ch’è di quei di paradiso",No sería aconsejable presentarse ante el primer ministro del Paraíso con cierta confusión en la mente.
" Questa isoletta intorno ad imo ad imo, là giù colà dove la batte l’onda, porta di giunchi sovra ’l molle limo","Este pequeño istmo, en el que las olas rompen fuerza su espuma salada y asquerosa, está salpicado de juncos sobre el resbaladizo barro."
" null’ altra pianta che facesse fronda o indurasse, vi puote aver vita, però ch’a le percosse non seconda","No puede crecer ninguna planta con frondas o tronco rígido, ya que no sería capaz de resistir las fuerzas del mar."
 Poscia non sia di qua vostra reddita,Entonces no vuelvan por aquí.
" lo sol vi mosterrà, che surge omai, prendere il monte a più lieve salita»","Con el amanecer, el sol le dará una clara indicación de cómo encontrar el camino más fácil para llegar a la montaña."
 Così sparì,Él se desvaneció repentinamente.
" e io sù mi levai sanza parlare, e tutto mi ritrassi al duca mio, e li occhi a lui drizzai","Sin una palabra, me levanté y fui a ver a mi maestro con la mirada hacia él."
 El cominciò,Él corrió y corrió.
" «Figliuol, segui i miei passi","Hijo, toma ejemplo de mis enseñanzas."
" volgianci in dietro, ché di qua dichina questa pianura a’ suoi termini bassi»","Volvamos en la dirección opuesta, ya que la llanura en esta zona desciende suavemente al punto más bajo."
" L’alba vinceva l’ora mattutina che fuggia innanzi, sì che di lontano conobbi il tremolar de la marina","El amanecer había triunfado sobre la oscuridad de la noche, la cual huía a su presencia y yo podía admirar, desde lejos el movimiento rítmico de la superficie del mar."
" Noi andavam per lo solingo piano com’ om che torna a la perduta strada, che ’nfino ad essa li pare ire in vano","Caminamos a través de la llanura desolada, como alguien que finalmente encuentra un camino conocido después de haber temido nunca llegar a su destino."
" Quando noi fummo là ’ve la rugiada pugna col sole, per essere in parte dove, ad orezza, poco si dirada, ","Cuando llegamos a la zona donde el rocío duele con el sol, porque estaba allí donde había una presencia de sombra y poca evaporación."
 ambo le mani in su l’erbetta sparte soavemente ’l mio maestro pose,"Mi maestro puso las manos sobre la hierba, con los brazos abiertos"
" ond’ io, che fui accorto di sua arte, porsi ver’ lui le guance lagrimose","Entonces yo, que sabía lo que él quería hacer, levanté mi cara con lágrimas hacia él."
 ivi mi fece tutto discoverto quel color che l’inferno mi nascose,Él me mostró el color de la cara que el infierno había ocultado.
" Venimmo poi in sul lito diserto, che mai non vide navicar sue acque omo, che di tornar sia poscia esperto","Llegamos a la playa desierta, ningún navegante había podido regresar una vez que aterrizamos en ella."
 Quivi mi cinse sì com’ altrui piacque,"Como Catón había recomendado, Virgilio me ciñó"
 oh maraviglia,¡Qué asombro!
" ché qual elli scelse l’umile pianta, cotal si rinacque subitamente là onde l’avelse","Después de cortar el simple esquema elegido, vio a esta última volver a crecer instantáneamente al punto de partida como había vuelto a su forma original."
 Già era ’l sole a l’orizzonte giunto lo cui meridïan cerchio coverchia Ierusalèm col suo più alto punto,"El sol se levantaba en el horizonte, por encima del punto más alto de la línea de sol que domina Jerusalén."
" e la notte, che opposita a lui cerchia, uscia di Gange fuor con le Bilance, che le caggion di man quando soverchia","Aunque por lo general la noche no es más larga que el día, la posición opuesta al sol vio salir el Ganges de la Libra en las horas de la noche."
" sì che le bianche e le vermiglie guance, là dov’ i’ era, de la bella Aurora per troppa etate divenivan rance","Las mejillas de Aurora, una visión de blanco y rojo donde estaba, eran teñidas de naranja con el paso del tiempo."
" Noi eravam lunghesso mare ancora, come gente che pensa a suo cammino, che va col cuore e col corpo dimora","Todavía estábamos en la playa, como alguien que considera el camino a seguir, ansioso pero vacilante en actuar."
" Ed ecco, qual, sorpreso dal mattino, per li grossi vapor Marte rosseggia giù nel ponente sovra ’l suol marino, ","Como una mañana tardía, con el cielo lleno de nubes gruesas y Marte que se desvanece de rojo a blanco mientras se hunde lentamente hacia el horizonte occidental iluminando la superficie del mar."
" cotal m’apparve, s’io ancor lo veggia, un lume per lo mar venir sì ratto, che ’l muover suo nessun volar pareggia","Así que vi una luz que salía del mar, más rápido que cualquier pájaro volador."
" Dal qual com’ io un poco ebbi ritratto l’occhio per domandar lo duca mio, rividil più lucente e maggior fatto","Cuando le pregunté a mi maestro algo, miré de nuevo y vi que era más brillante y grande."
" Poi d’ogne lato ad esso m’appario un non sapeva che bianco, e di sotto a poco a poco un altro a lui uscìo","Mientras miraba, una luminosidad blanca indefinida se extendió a los lados de la escena, seguida de otra que gradualmente apareció debajo de ella."
" Lo mio maestro ancor non facea motto, mentre che i primi bianchi apparver ali",Mi maestro permaneció en silencio hasta que resultó que el primer toque de blanco eran alas.
" allor che ben conobbe il galeotto, gridò","Cuando conoció a ese marinero, me llamó."
" «Fa, fa che le ginocchia cali","¡Duele las rodillas, vete!"
 Ecco l’angel di Dio,Ahí está el Enviado Divino.
 piega le mani,Toma tus manos la una en la otra
 omai vedrai di sì fatti officiali,No habrá más ministros así.
" Vedi che sdegna li argomenti umani, sì che remo non vuol, né altro velo che l’ali sue, tra liti sì lontani","Mira cómo rechaza los instrumentos construidos por el hombre, no queriendo usar remos u otra vela que no sean sus alas, incluso cuando está en lugares tan distantes."
" Vedi come l’ha dritte verso ’l cielo, trattando l’aere con l’etterne penne, che non si mutan come mortal pelo»","Mira cómo se libra en el cielo, quebrando el aire con sus plumas que no se desvanecen como las de los seres humanos."
" Poi, come più e più verso noi venne l’uccel divino, più chiaro appariva","A medida que el pájaro divino se acercaba a nosotros, nuestra visión de él se hizo más nítida."
" per che l’occhio da presso nol sostenne, ma chinail giuso","Mis ojos no eran lo suficientemente fuertes como para soportar la mirada directa, así que me vi obligado a mirar hacia abajo."
" e quei sen venne a riva con un vasello snelletto e leggero, tanto che l’acqua nulla ne ’nghiottiva","Llegó a la orilla con un pequeño y ligero barco, tanto que ni siquiera tocaba el agua."
" Da poppa stava il celestial nocchiero, tal che faria beato pur descripto","El timonel divino estaba en el puesto de guía en popa, y era tal que una sola descripción de él traería felicidad."
 e più di cento spirti entro sediero,Más de cien espíritus estaban sentados en el barco.
 ‘In exitu Isräel de Aegypto’ cantavan tutti insieme ad una voce con quanto di quel salmo è poscia scripto,"Todos cantaban al unísono el Salmo sobre la huida de Israel de Egipto, incluso los versículos siguientes."
 Poi fece il segno lor di santa croce,Y los bendijo con la marca de la cruz.
 ond’ ei si gittar tutti in su la piaggia,Todo el mundo se estrelló en la playa.
" ed el sen gì, come venne, veloce",Removió rápidamente lo rápido que habían llegado sus pasos.
" La turba che rimase lì, selvaggia parea del loco, rimirando intorno come colui che nove cose assaggia","El grupo de almas que se habían recogido allí parecía nuevo del área, mirándose a su alrededor como quien estaba experimentando algo fresco."
" Da tutte parti saettava il giorno lo sol, ch’avea con le saette conte di mezzo ’l ciel cacciato Capricorno, ","El sol iluminaba cada parte del día, después de echar al Capricornio con sus flechas infalibles de la posición central del universo celestial."
" quando la nova gente alzò la fronte ver’ noi, dicendo a noi","Cuando los recién llegados nos pidieron ayuda, diciéndonos que tenían hambre"
" «Se voi sapete, mostratene la via di gire al monte»",Muéstranos cómo llegar a la montaña si conoces el camino.
 E Virgilio rispuose,Virgilio le dio una respuesta.
 «Voi credete forse che siamo esperti d’esto loco,Podría ser que piensen que somos expertos en esta zona.
 ma noi siam peregrin come voi siete,Somos extraños de la misma manera que ustedes.
" Dianzi venimmo, innanzi a voi un poco, per altra via, che fu sì aspra e forte, che lo salire omai ne parrà gioco»",Llegamos justo antes que ustedes por un camino tan difícil que la ascensión de la montaña es un juego de niños.
" L’anime, che si fuor di me accorte, per lo spirare, ch’i’ era ancor vivo, maravigliando diventaro smorte","Las almas, al descubrir que yo todavía estaba vivo mirándome respirar, se aferraron al asombro."
" E come a messagger che porta ulivo tragge la gente per udir novelle, e di calcar nessun si mostra schivo, ","La multitud se aprieta alrededor del mensajero que trae noticias de paz, y todos acuden con gusto."
" così al viso mio s’affisar quelle anime fortunate tutte quante, quasi oblïando d’ire a farsi belle","en el Lete Las almas afortunadas, como si hubieran olvidado la necesidad de purificación en el Lete, se reunieron alrededor de mi rostro."
" Io vidi una di lor trarresi avante per abbracciarmi con sì grande affetto, che mosse me a far lo somigliante","Cuando una de ellas se acercó para abrazarme con tanto calor, sentí la necesidad de devolver el gesto."
" Ohi ombre vane, fuor che ne l’aspetto","Oh, sombras evanescentes, aparte de la forma exterior."
" tre volte dietro a lei le mani avvinsi, e tante mi tornai con esse al petto","Tres veces intenté abrazarla con las manos, pero siempre encontré mis brazos vacíos en el pecho."
" Di maraviglia, credo, mi dipinsi",Me sorprendí mucho.
" per che l’ombra sorrise e si ritrasse, e io, seguendo lei, oltre mi pinsi","La sombra sonreía, luego se alejó y yo, detrás de ella, fui un poco más lejos."
 Soavemente disse ch’io posasse,Me ordenó amablemente que me detuviera.
" allor conobbi chi era, e pregai che, per parlarmi, un poco s’arrestasse",Entonces lo reconocí y le pedí que se quedara conmigo por un tiempo.
 Rispuosemi,Él respondió a mí
" «Così com’ io t’amai nel mortal corpo, così t’amo sciolta","Mi amor, como he amado tu esencia física, también tengo un profundo afecto por ti en mi forma espiritual."
 però m’arresto,Por eso me detengo.
 ma tu perché vai?»,¿Por qué estás aquí?
" «Casella mio, per tornar altra volta là dov’ io son, fo io questo vïaggio», diss’ io","""Me dirijo a este viaje para volver a mi destino original."""
 «ma a te com’ è tanta ora tolta?»,¿Por qué llegaste tan tarde?
 Ed elli a me,Yo a él.
" «Nessun m’è fatto oltraggio, se quei che leva quando e cui li piace, più volte m’ha negato esto passaggio","No se me ha infligido ninguna afrenta, aunque el ángel, que hace lo que desea arbitrariamente, me ha impedido varias veces llegar a este lugar."
 ché di giusto voler lo suo si face,Su deseo coincide con lo que Dios ha establecido.
" veramente da tre mesi elli ha tolto chi ha voluto intrar, con tutta pace","Desde hace tres meses, se lo permitió a cualquiera que quisiera subir al barco, sin oponerse."
" Ond’ io, ch’era ora a la marina vòlto dove l’acqua di Tevero s’insala, benignamente fu’ da lui ricolto","Entonces yo, mirando hacia el océano donde se lanza el Tíber, fui acogida amablemente por él."
" A quella foce ha elli or dritta l’ala, però che sempre quivi si ricoglie qual verso Acheronte non si cala»","Se levantó con el ala en dirección a la desembocadura, porque toda alma que no está destinada a la damnación tiende siempre a llegar a ese lugar."
 E io,Estoy de acuerdo. Estoy en línea contigo.
" «Se nuova legge non ti toglie memoria o uso a l’amoroso canto che mi solea quetar tutte mie doglie, ","Entonces no puedo entender.Si una ley no tiene la capacidad de eliminar mi recuerdo o amor para cantar, que solía apaciguar todas mis necesidades, entonces estoy confundido."
" di ciò ti piaccia consolare alquanto l’anima mia, che, con la sua persona venendo qui, è affannata tanto»","Por favor, alivia un poco mi sufrimiento, porque el alma está cansada del largo viaje con el cuerpo físico."
" ‘Amor che ne la mente mi ragiona’ cominciò elli allor sì dolcemente, che la dolcezza ancor dentro mi suona","Entonces comenzó a cantar ""Amor que mi mente me razona"" tan suavemente, que dejó un eco de esa melodía todavía dentro de mí."
" Lo mio maestro e io e quella gente ch’eran con lui parevan sì contenti, come a nessun toccasse altro la mente","o sentimientoMi maestro y yo, junto con las almas que estaban con él, parecíamos tan felices, como si ningún pensamiento o sentimiento hubiera perturbado nuestra mente."
 Noi eravam tutti fissi e attenti a le sue note,Todos estábamos escuchando atentamente la música.
 ed ecco il veglio onesto gridando,He aquí que vino el majestuoso anciano que estaba gritando
" «Che è ciò, spiriti lenti? ","¿Qué intenta decir, espíritus lentos?"
" qual negligenza, quale stare è questo? ",¿ Cómo se puede describir esta negligencia e inercia?
 Correte al monte a spogliarvi lo scoglio ch’esser non lascia a voi Dio manifesto»,Carrera a la montaña para ser transparente que no te impedirá ver a Dios.
" Come quando, cogliendo biado o loglio, li colombi adunati a la pastura, queti, sanza mostrar l’usato orgoglio, ","Con tranquilidad, como si la acción fuera una rutina, los palomas se reunían para comer tanto biada como lujuria sin alardear ningún alboroto."
" se cosa appare ond’ elli abbian paura, subitamente lasciano star l’esca, perch’ assaliti son da maggior cura","Si algo los alarma, ya no prestan atención a la comida porque el miedo se ha vuelto dominante."
" così vid’ io quella masnada fresca lasciar lo canto, e fuggir ver’ la costa, com’ om che va, né sa dove rïesca","Mientras observaba, vi a esas almas recién llegadas alejarse de sus canciones, y dirigirse hacia la montaña como si no tuvieran un destino específico."
 né la nostra partita fu men tosta,Y nuestra huida fue tan apresurada
" Avvegna che la subitana fuga dispergesse color per la campagna, ","A pesar de que la desesperada huida obligó a las almas a alejarse rápidamente de la playa,"
" rivolti al monte ove ragion ne fruga, i’ mi ristrinsi a la fida compagna","hacia la cima donde nos preocupa el juicio divino, me aferré a mi guía confiable."
 e come sare’ io sanza lui corso? chi m’avria tratto su per la montagna? El mi parea da sé stesso rimorso,"Siente remordimiento, pero ¿cómo podría subir a la montaña sin él?"
" o dignitosa coscïenza e netta, come t’è picciol fallo amaro morso","Oh, conciencia respetable e inmaculada, con qué amargura te castiga incluso el más pequeño error."
" Quando li piedi suoi lasciar la fretta, che l’onestade ad ogn’ atto dismaga, ","Cuando sus pasos se alejaron del frenesí que reduce la elegancia a toda acción,"
" la mente mia, che prima era ristretta, ","Mi mente, que antes se centraba en un solo concepto, ahora es libre de vagar."
" lo ’ntento rallargò, sì come vaga, e diedi ’l viso mio incontr’ al poggio che ’nverso ’l ciel più alto si dislaga","Se abrió como un velo, y me volví hacia la montaña que despertaba más alto que cualquier otro hacia el cielo."
" Lo sol, che dietro fiammeggiava roggio, rotto m’era dinanzi a la figura, ch’avëa in me de’ suoi raggi l’appoggio","Mi cuerpo, que se interpone entre mí y el sol rojo-naranja resplandeciente a mis espaldas, bloqueaba los rayos antes de alcanzarme."
" Io mi volsi dallato con paura d’essere abbandonato, quand’ io vidi solo dinanzi a me la terra oscura","Con miedo de que me abandonaran, me volví a un lado y observé la sombra solitaria delante de mí."
 e ’l mio conforto,mi consuelo
" «Perché pur diffidi?», a dir mi cominciò tutto rivolto","""¿Por qué no confías en mí?"" me preguntó con mucha atención."
 «non credi tu me teco e ch’io ti guidi? Vespero è già colà dov’ è sepolto lo corpo dentro al quale io facea ombra,"Ya es tarde donde descansan los restos de ese cuerpo cuyas sombras yo proyectaba; ¿no crees que estoy aquí para ti, como una guía?"
" Napoli l’ha, e da Brandizio è tolto",Viene de Brindisi y se encuentra en Nápoles.
" Ora, se innanzi a me nulla s’aombra, non ti maravigliar più che d’i cieli che l’uno a l’altro raggio non ingombra","Si mis hombros no crean una sombra delante de mí, entonces no habrá nada que impida que el sol alcance cada rincón del cielo."
" A sofferir tormenti, caldi e geli simili corpi la Virtù dispone che, come fa, non vuol ch’a noi si sveli","En obediencia a la voluntad divina, los seres corporales están sometidos a tormentosos cálidos y fríos y no somos capaces de comprender cómo se puede hacer posible."
 Matto è chi spera che nostra ragione possa trascorrer la infinita via che tiene una sustanza in tre persone,Aquellos que creen que nuestra lógica es capaz de cruzar el infinito camino que une una sola esencia dividida en tres personas se consideran locos.
" State contenti, umana gente, al quia","Acepten, hombres, esto"
" ché, se potuto aveste veder tutto, mestier non era parturir Maria","Si hubieran podido observarlo todo, María no habría tenido que dar a luz a Jesús."
" e disïar vedeste sanza frutto tai che sarebbe lor disio quetato, ch’etternalmente è dato lor per lutto","Los filósofos tan profundos que parecen capaces de satisfacer su deseo si es posible, pero que al final han visto fracasar sus ideales a pesar de haber tratado diligentemente de realizarlos, representan su pena eterna."
 io dico d’Aristotile e di Plato e di molt’ altri»,"Estoy hablando de Aristóteles, Platón y muchos otros personajes."
" e qui chinò la fronte, e più non disse, e rimase turbato","En ese momento, bajó la cabeza en silencio, turbado; no añadiendo otra cosa."
 Noi divenimmo intanto a piè del monte,Nos detuvimos a los pies de la montaña.
" quivi trovammo la roccia sì erta, che ’ndarno vi sarien le gambe pronte",la pared rocosa era tan empinada que sólo podíamos soñar con escalarla con nuestras piernas.
" Tra Lerice e Turbìa la più diserta, la più rotta ruina è una scala, verso di quella, agevole e aperta","En comparación con eso, la roca más escarpada y empedernida en Liguria es un juego de niños."
" «Or chi sa da qual man la costa cala», ",Me pregunto qué parte de la pared está menos inclinada ahora.
" disse ’l maestro mio fermando ’l passo, ",Mi maestro detuvo su paso y habló
 «sì che possa salir chi va sanz’ ala?»,¿ Cómo puede ascender el que no tiene alas?
" E mentre ch’e’ tenendo ’l viso basso essaminava del cammin la mente, e io mirava suso intorno al sasso, ","Mientras él se detenía a reflexionar con la mirada baja, en qué camino tomaba, escudriñaba el panorama que rodeaba, por encima de la roca."
" da man sinistra m’apparì una gente d’anime, che movieno i piè ver’ noi, e non pareva, sì venïan lente","Desde una dirección a la izquierda, he visto a un grupo de personas que se acercaban a nosotros suavemente y de manera lenta."
" «Leva», diss’ io, «maestro, li occhi tuoi","¡Yo grité, Maestro, levántate y mira!"
" ecco di qua chi ne darà consiglio, se tu da te medesmo aver nol puoi»",¿Quién te guiará si no puedes encontrar tus propias respuestas?
" Guardò allora, e con libero piglio rispuose","Luego se giró, con una expresión serena, y contestó."
" «Andiamo in là, ch’ei vegnon piano",Estamos tratando de alejarnos porque están avanzando lentamente hacia nosotros.
" e tu ferma la spene, dolce figlio»","Consuela tu esperanza, hijo gentil."
" Ancora era quel popol di lontano, i’ dico dopo i nostri mille passi, quanto un buon gittator trarria con mano, ","Después de dar mil pasos, todavía estaba tan lejos de nosotros que un buen lanzador no podría llegar con una piedra arrojada de la mano."
" quando si strinser tutti ai duri massi de l’alta ripa, e stetter fermi e stretti com’ a guardar, chi va dubbiando, stassi","Se amontonaron contra la roca de la montaña, en una especie de trepidante espera como si estuvieran indecisos en qué hacer."
" «O ben finiti, o già spiriti eletti», Virgilio incominciò, ",Virgilio comenzó los espíritus divinos seleccionados por la gracia de Dios para la salvación.
" «per quella pace ch’i’ credo che per voi tutti s’aspetti, ditene dove la montagna giace, sì che possibil sia l’andare in suso","Dinos el camino más dulce en esta búsqueda de paz, para que podamos emprender el ascenso."
 ché perder tempo a chi più sa più spiace»,"Cuanto más se conoce, más se siente culpable por no seguir adelante."
" Come le pecorelle escon del chiuso a una, a due, a tre, e l’altre stanno timidette atterrando l’occhio e ’l muso","Como las ovejas salen del redil, una tras otra, mientras que las que quedan detrás son temerosas y bajan la mirada."
" e ciò che fa la prima, e l’altre fanno, addossandosi a lei, s’ella s’arresta, semplici e quete, e lo ’mperché non sanno","de su inercia Si la primera se arrestara, tranquila y pasiva, las otras se aferrarían a ella sin siquiera saber por qué."
" sì vid’ io muovere a venir la testa di quella mandra fortunata allotta, pudica in faccia e ne l’andare onesta","Con mis ojos vi acercarse a nuestra posición el líder de ese grupo afortunado de personas, que tenía un aspecto púdico y estaba movido por gran dignidad."
" Come color dinanzi vider rotta la luce in terra dal mio destro canto, sì che l’ombra era da me a la grotta, ","Cuando vieron que mi perfil se proyectaba en la pared rocosa a la derecha,"
" restaro, e trasser sé in dietro alquanto, e tutti li altri che venieno appresso, non sappiendo ’l perché, fenno altrettanto","Se detuvieron, tomaron cierta distancia entre ellos y los espíritus que seguían, sin saber por qué."
 «Sanza vostra domanda io vi confesso che questo è corpo uman che voi vedete,"Les aseguro sin que se lo pidan, que este cuerpo está hecho de carne y hueso."
 per che ’l lume del sole in terra è fesso,"su paso no se anunciaLa sombra del sol impide la llegada de la luminosidad, su presencia en tierra no se nota."
" Non vi maravigliate, ma credete che non sanza virtù che da ciel vegna cerchi di soverchiar questa parete»","No se sorprenda, pero considere que Dante no puede escalar esta pared sin la guía de una energía divina."
 Così ’l maestro,Así dijo el maestro:
" e quella gente degna «Tornate», disse, «intrate innanzi dunque», coi dossi de le man faccendo insegna","Y esas almas dignas exhortaron a volver atrás, acompañando su consejo con una señal de las manos."
 E un di loro incominciò,Uno de ellos empezó a hablar.
" «Chiunque tu se’, così andando, volgi ’l viso","A medida que avanzas, date la vuelta hacia mí, quienquiera que seas."
 pon mente se di là mi vedesti unque»,¿Has notado mi presencia en la Tierra?
 Io mi volsi ver’ lui e guardail fiso,Volví la cabeza hacia él y lo escuché con curiosidad.
" biondo era e bello e di gentile aspetto, ma l’un de’ cigli un colpo avea diviso","De espada tenía la belleza de los nobles, cabello rubio y dos cejas regulares, aparte de una que había sido dividida por una impresionante herida de una espada."
" Quand’ io mi fui umilmente disdetto d’averlo visto mai, el disse","Cuando le dije humildemente que nunca lo había conocido, él respondió"
 «Or vedi»,Ahora presta atención.
 e mostrommi una piaga a sommo ’l petto,Y me señaló una herida en la parte superior del pecho.
 Poi sorridendo disse,Ella se reía y se reía.
" «Io son Manfredi, nepote di Costanza imperadrice","Soy Manfredi, bisnieto de la emperatriz Constanza."
" ond’ io ti priego che, quando tu riedi, vadi a mia bella figlia, genitrice de l’onor di Cicilia e d’Aragona, ","Por favor, cuando vuelvas a la Tierra, ve con mi hermosa hija, madre de los dos herederos de la corona de Sicilia y Aragón."
" e dichi ’l vero a lei, s’altro si dice","y explicar mi situación con respecto a mi destino extraterrestre, si algo más se dice sobre él."
