Original,Translate_es_1
"  Questi la caccerà per ogne villa, fin che l’avrà rimessa ne lo ’nferno, là onde ’nvidia prima dipartilla",Él la perseguirá por todas las ciudades hasta que la lleve de vuelta al infierno de donde la envidia la sacó por primera vez
"  Ond’io per lo tuo me’ penso e discerno che tu mi segui, e io sarò tua guida, e trarrotti di qui per loco etterno","Así que yo pienso y juzgo por tu bien que me sigas, y yo te guiaré, y te sacaré de aquí para guiarte a un lugar del inframundo,"
"  ove udirai le disperate strida, vedrai li antichi spiriti dolenti, ch’a la seconda morte ciascun grida","donde oirás los gritos desesperados y verás las antiguas almas de los condenados, cada uno de los cuales invoca la muerte definitiva"
"  e vederai color che son contenti nel foco, perché speran di venire quando che sia a le beate genti","Y luego verás a aquellos que están contentos de sufrir pene, porque esperan un día llegar a los bienaventurados del Paraíso"
"  A le quai poi se tu vorrai salire, anima fia a ciò più di me degna: con lei ti lascerò nel mio partire","Y si luego quieres subir a visitar a estos últimos, entonces habrá un alma más digna que yo para guiarte: cuando me vaya, te dejaré con ella"
"  ché quello imperador che là sù regna, perch’i’ fu’ ribellante a la sua legge, non vuol che ’n sua città per me si vegna","Porque el emperador que reina allá arriba no quiere que entre en su ciudad, porque fui rebelde a su ley"
  In tutte parti impera e quivi regge,Dios tiene autoridad en todo el Universo y en el Paraíso gobierna
 quivi è la sua città e l’alto seggio: oh felice colui cu’ ivi elegge,"Aquí está su ciudad y su otro trono: oh, feliz el que escoge para residir en ese lugar"
"  E io a lui: ""Poeta, io ti richeggio per quello Dio che tu non conoscesti, acciò ch’io fugga questo male e peggio,  che tu mi meni là dov’or dicesti, sì ch’io veggia la porta di san Pietro e color cui tu fai cotanto mesti""","Y yo le dije: Poeta, en nombre de aquel Dios que no has conocido, y para que huya de este mal y de otros peores, te pido que me lleves a donde has dicho, para que vea la puerta de San Pedro y a los que tan misericordiosos describes."
"  Allor si mosse, e io li tenni dietro","Entonces se puso en camino, y le seguí"
"  Lo giorno se n’andava, e l’aere bruno toglieva li animai che sono in terra da le fatiche loro","El día casi había terminado, y la oscuridad quitaba a los animales que están en la tierra de sus esfuerzos"
" e io sol uno m’apparecchiava a sostener la guerra sì del cammino e sì de la pietate, che ritrarrà la mente che non erra","Y yo era el único que me preparaba para un camino angustioso y terrible, que mi mente infalible describiría"
"  O muse, o alto ingegno, or m’aiutate","O musas, o ingenio poético alto, ayúdenme"
" o mente che scrivesti ciò ch’io vidi, qui si parrà la tua nobilitate","Oh mente, que anotaste lo que viste, aquí tendrás que demostrar tu nobleza"
"  Io cominciai: ""Poeta che mi guidi, guarda la mia virtù s’ell’è possente, prima ch’a l’alto passo tu mi fidi","Yo empecé a decir: ""Poeta que me guíe, evalúa si mi virtud es suficiente, antes de conducirme a este difícil viaje."""
"  Tu dici che di Silvïo il parente, corruttibile ancora, ad immortale secolo andò, e fu sensibilmente","Tú dices que el padre de Silvio, aún vivo, fue al más allá en carne y hueso, con todo su cuerpo"
"  Però, se l’avversario d’ogne male cortese i fu, pensando l’alto effetto ch’uscir dovea di lui, e ’l chi e ’l quale  non pare indegno ad omo d’intelletto","Por lo tanto, si el enemigo de todo mal fue cortés hacia él, el hombre y sus méritos no parecen indignos a un hombre dotado de intelecto, si se piensa en el alto efecto que debía ser producido por él"
" ch’e’ fu de l’alma Roma e di suo impero ne l’empireo ciel per padre eletto:  la quale e ’l quale, a voler dir lo vero, fu stabilita per lo loco santo u’ siede il successor del maggior Piero","Porque fue elegido en el Empireo como fundador de la noble Roma y de su imperio: y Roma y su imperio, para decir la verdad, fueron establecidos como la santa sede donde reside el sucesor del primer Papa"
"  Per quest’andata onde li dai tu vanto, intese cose che furon cagione di sua vittoria e del papale ammanto","Gracias a este viaje que narras, Eneas oyó cosas que luego lo llevaron a la victoria y produjeron el manto papal"
"  Andovvi poi lo Vas d’elezïone, per recarne conforto a quella fede ch’è principio a la via di salvazione","Luego fue el instrumento de la elección , para hacer firme la fe que es principio del camino de la salvación"
"  Ma io, perché venirvi? o chi ’l concede? Io non Enëa, io non Paulo sono","¿Pero por qué debería ir? ¿Quién lo concede? Yo no soy Eneas, ni san Pablo"
 me degno a ciò né io né altri ’l crede,Ni yo ni nadie más me considera a la altura de esta tarea.
"  Per che, se del venire io m’abbandono, temo che la venuta non sia folle","Así que si acepto seguirte, me temo que mi viaje es una locura."
" Se’ savio intendi me’ ch’i’ non ragiono""",Eres sabio. Entiendes mejor de lo que puedo explicar.
"  E qual è quei che disvuol ciò che volle e per novi pensier cangia proposta, sì che dal cominciar tutto si tolle,  tal mi fec’ïo ’n quella oscura costa, perché, pensando, consumai la ’mpresa che fu nel cominciar cotanto tosta","Y como el que ya no quiere lo que quería, y cambia de opinión a causa de nuevos pensamientos, de modo que rehúsa totalmente de sus propósitos, así llegué a ser yo en esos lugares oscuros, para que pensándolo sobre poner fin a la empresa que fue tan rápida al principio"
"  ""S’i’ ho ben la parola tua intesa"", rispuose del magnanimo quell’ombra, ""l’anima tua è da viltade offesa","La sombra de aquel noble hombre respondió así: Si yo he entendido bien tus palabras, tu alma es víctima de cobardía,"
"  la qual molte fïate l’omo ingombra sì che d’onrata impresa lo rivolve, come falso veder bestia quand’ombra","la cual muchas veces oprime al hombre y lo hace desistir de una tarea honorable, tal como una falsa imagen hace que una bestia se asombre"
"  Da questa tema acciò che tu ti solve, dirotti perch’io venni e quel ch’io ’ntesi nel primo punto che di te mi dolve","Para que te liberes de estos temores, te diré por qué vine aquí y lo que sentí al primer momento que sentí dolor por ti."
"  Io era tra color che son sospesi, e donna mi chiamò beata e bella, tal che di comandare io la richiesi","Yo estaba entre las almas suspendidas del Limbo, y me llamó una mujer tan bienaventurada y tan hermosa que le pedí que me mandara."
  Lucevan li occhi suoi più che la stella,Sus ojos eran más brillantes que una estrella
" e cominciommi a dir soave e piana, con angelica voce, in sua favella: ","Y ella empezó a hablarme con tono dulce y suave, con una voz que parecía el lenguaje de un ángel:"
" ""O anima cortese mantoana, di cui la fama ancor nel mondo dura, e durerà quanto ’l mondo lontana,  ","""Oh noble alma mantovana, cuya fama sigue perdurando en el mundo y durará tanto como el mundo,"
" l’amico mio, e non de la ventura, ne la diserta piaggia è impedito sì nel cammin, che vòlt’è per paura",El que me amó desinteresadamente en la ladera del desierto de una colina está tan impedido que se ha vuelto atrás por miedo
"  e temo che non sia già sì smarrito, ch’io mi sia tardi al soccorso levata, per quel ch’i’ ho di lui nel cielo udito","Y me temo que ya está tan perdido que me he movido demasiado tarde para ayudarlo, por lo que he oído de él en el cielo"
"  Or movi, e con la tua parola ornata e con ciò c’ ha mestieri al suo campare, l’aiuta sì ch’i’ ne sia consolata","Ahora muévete, y con tu palabra elegante, y con lo que es necesario para su salvación, ayúdalo para que sea consolada"
  I’ son Beatrice che ti faccio andare,"Yo que te hago ir, soy Beatrice."
 vegno del loco ove tornar disio,Vengo de donde quiero volver.
" amor mi mosse, che mi fa parlare",El amor me hizo venir aquí y hablar contigo.
"  Quando sarò dinanzi al segnor mio, di te mi loderò sovente a lui""","Cuando esté delante de Dios, a menudo alabaré tu nombre"
" Tacette allora, e poi comincia’ io:  ""O donna di virtù sola per cui l’umana spezie eccede ogne contento di quel ciel c’ ha minor li cerchi sui,  tanto m’aggrada il tuo comandamento, che l’ubidir, se già fosse, m’è tardi","Entonces calló y respondí: ""Oh mujer virtuosa, la única por la cual la especie humana se eleva por encima de todo lo que se encuentra debajo del cielo de la Luna, tu petición me encuentra tan de acuerdo que si hubiera obedecido, sería tarde"
 più non t’è uo’ ch’aprirmi il tuo talento,Todo lo que tienes que hacer es decirme lo que quieres.
"  Ma dimmi la cagion che non ti guardi de lo scender qua giuso in questo centro de l’ampio loco ove tornar tu ardi""","Pero dime por qué no tienes miedo de bajar aquí, en el infierno, del lugar más amplio al que quieres volver."
"  ""Da che tu vuo’ saver cotanto a dentro, dirotti brievemente"", mi rispuose, ""perch’i’ non temo di venir qua entro","Ella me contestó: ""Porque quieres más detalles, te explicaré en breve por qué no tengo miedo de entrar aquí."
  Temer si dee di sole quelle cose c' hanno potenza di fare altrui male,Sólo hay que temer aquellas cosas que tienen el poder de hacer daño a los demás
" de l'altre no, ché non son paurose","las otras no, porque no son aterradoras"
"  I’ son fatta da Dio, sua mercé, tale, che la vostra miseria non mi tange, né fiamma d’esto ’ncendio non m’assale","Yo soy entregada por Dios, bondad suya, de tal manera que vuestra miseria no me toca y ninguna llama del infierno puede dañarme"
"  Donna è gentil nel ciel che si compiange di questo 'mpedimento ov'io ti mando, sì che duro giudicio là sù frange","En el cielo hay una mujer noble que lamenta este impedimento por el que pido tu ayuda, de modo que rompe el duro juicio divino"
"  Questa chiese Lucia in suo dimando e disse: - Or ha bisogno il tuo fedele di te, e io a te lo raccomando -","Le pidió que hablara con Lucía y le dijo: --Ahora tu fiel necesita de ti, y yo te lo recomiendo--"
"  Lucia, nimica di ciascun crudele, si mosse, e venne al loco dov’i’ era, che mi sedea con l’antica Rachele","Lucía, enemiga de todo hombre cruel, se movió y vino allí donde yo estaba sentada junto a la antigua Raquel"
"  Disse: - Beatrice, loda di Dio vera, ché non soccorri quei che t’amò tanto, ch’uscì per te de la volgare schiera?  Non odi tu la pieta del suo pianto, non vedi tu la morte che ’l combatte su la fiumana ove ’l mar non ha vanto? -","Me dijo: --Beatrice, auténtica alabanza de Dios, ¿por qué no ayudas al que te amó hasta el punto de elevarse por encima del ejército vulgar?¿No sientes la angustia de su llanto? ¿No ves la muerte que pelea en el torbellino del pecado? ¿No hubo en el mundo personas tan rápidas para perseguir su ventaja o para huir de su daño, como yo, después de oír esas palabras, vine aquí de mi estanque celestial, confiando en tus palabras nobles que te honran a ti y a los que las han oído."
"  Al mondo non fur mai persone ratte a far lor pro o a fuggir lor danno, com’io, dopo cotai parole fatte,  venni qua giù del mio beato scanno, fidandomi del tuo parlare onesto, ch’onora te e quei ch’udito l’ hanno""","Después que me dijo esto, giró los ojos que brillaban por el llanto, lo que me hizo venir más pronto."
"  Poscia che m’ebbe ragionato questo, li occhi lucenti lagrimando volse, per che mi fece del venir più presto",Y vine a ti como ella quiso.
  E venni a te così com’ella volse: d’inanzi a quella fiera ti levai che del bel monte il corto andar ti tolse,Te ayudó esa bestia que te impidió subir fácilmente a la colina
"  Dunque: che è perché, perché restai, perché tanta viltà nel core allette, perché ardire e franchezza non hai,  ","Entonces, ¿por qué te quedas aquí? ¿Por qué cultivas tanta cobardía en tu corazón? ¿Por qué no tienes coraje y determinación,"
"  poscia che tai tre donne benedette curan di te ne la corte del cielo, ",Estas tres mujeres benditas se preocupan por ti en la corte celestial
"  e ’l mio parlar tanto ben ti promette?""",¿Y mis palabras te prometen todo bien?
"  Quali fioretti dal notturno gelo chinati e chiusi, poi che ’l sol li ’mbianca, si drizzan tutti aperti in loro stelo,  ","Como florcitas cerradas y vueltas hacia abajo por el hielo nocturno, todos se abren sobre su tallo, después que el sol los ha iluminado,"
"tal mi fec’io di mia virtude stanca, e tanto buono ardire al cor mi corse, ch’i’ cominciai come persona franca:  ","Así que hice yo con mi virtud cansada, y al corazón me vino tanto coraje que comencé a decir, como persona refrescada:"
"""Oh pietosa colei che mi soccorse","Oh, mujer misericordiosa que me ayudó,"
 e te cortese ch’ubidisti tosto a le vere parole che ti porse,Y tú cortés que obedeciste inmediatamente a las palabras auténticas que te dijo
"  Tu m’ hai con disiderio il cor disposto sì al venir con le parole tue, ch’i’ son tornato nel primo proposto","Tú, con tus palabras, me diste el corazón al deseo de venir, hasta el punto de que volví al primer propósito"
"  Or va, ch’un sol volere è d’ambedue: tu duca, tu segnore e tu maestro""","Ahora vete, porque ambos queremos lo mismo: tú eres mi guía, mi señor, mi maestro."
" Così li dissi e poi che mosso fue,  ","Así que le dije, y después que se puso en camino"
 intrai per lo cammino alto e silvestro,emprender el camino arduo y salvaje
"’Per me si va ne la città dolente, per me si va ne l'etterno dolore, per me si va tra la perduta gente","""A través de mí se entra en la ciudad del dolor, a través de mí se va en el dolor eterno, a través de mí se va entre las almas perdidas"
 Giustizia mosse il mio alto fattore,"La justicia ha hecho actuar a mi Creador alto,"
" fecemi la divina podestate, la somma sapïenza e ’l primo amore","Me construyeron la potestad divina , la suma de sabiduría y el primer amor"
"  Dinanzi a me non fuor cose create se non etterne, e io etterno duro","Antes de mí nada fue creado, sino eterno, y yo perduraré eternamente"
" Lasciate ogne speranza, voi ch’intrate’","Dejad toda esperanza, vosotros que entráis aquí"""
  Queste parole di colore oscuro vid’ïo scritte al sommo d’una porta,"Vi estas palabras escritas con un color oscuro en la parte superior de una puerta,"
" per ch’io: ""Maestro, il senso lor m’è duro""","Así que dije: ""Maestro, no entiendo el sentido."""
"  Ed elli a me, come persona accorta: ""Qui si convien lasciare ogne sospetto","Y él me respondió, como sabio: ""Aquí es necesario abandonar toda vacilación,"
 ogne viltà convien che qui sia morta,y no hay que ser cobarde
"  Noi siam venuti al loco ov’i’ t’ ho detto che tu vedrai le genti dolorose c’ hanno perduto il ben de l’intelletto""","Hemos llegado al lugar donde, como te he dicho, verás a las almas condenadas que han perdido la luz de la inteligencia divina."
"  E poi che la sua mano a la mia puose con lieto volto, ond’io mi confortai, mi mise dentro a le segrete cose","Y después que me tomó de la mano, con rostro sonriente que me consoló, me hizo entrar en aquel lugar separado del mundo de los vivos"
"  Quivi sospiri, pianti e alti guai risonavan per l’aere sanza stelle, per ch’io al cominciar ne lagrimai","Aquí suspiros, llantos y altos lamentos resonaban en ese aire sin estrellas, de modo que al principio lloré."
"  Diverse lingue, orribili favelle, parole di dolore, accenti d’ira, voci alte e fioche, e suon di man con elle  facevano un tumulto, il qual s’aggira sempre in quell’aura sanza tempo tinta, come la rena quando turbo spira","Lenguas extrañas, hablas horribles, palabras de dolor, maldiciones de cólera, voces agudas y suaves, y un sonido de manos junto con ellas creaban un ruido, que retumba continuamente en ese aire eternamente oscuro, igual que la arena cuando sopla la tempestad"
"  E io ch’avea d’error la testa cinta, dissi: ""Maestro, che è quel ch’i’ odo? e che gent’è che par nel duol sì vinta?""","Y yo, que tenía la cabeza llena de dudas, dije: ""Maestro, ¿qué es lo que siento? ¿y quiénes son estos que parecen tan abrumados por el dolor?"""
"  Ed elli a me: ""Questo misero modo tegnon l’anime triste di coloro che visser sanza ’nfamia e sanza lodo",Él me respondió: --Esta es la miserable condición de las almas tristes de los que vivieron sin infamia y sin mérito
"  Mischiate sono a quel cattivo coro de li angeli che non furon ribelli né fur fedeli a Dio, ma per sé fuoro","Se mezclan con ese sistema despreciable de ángeles que no se rebelaron contra Dios, ni se mantuvieron fieles a él, sino que fueron neutrales"
"  Caccianli i ciel per non esser men belli, né lo profondo inferno li riceve, ch’alcuna gloria i rei avrebber d’elli""","Los cielos los cazan para no perder su belleza, ni el infierno los acoge en sus profundidades, porque los condenados podrían recibir ninguna gloria de su presencia."
"  E io: ""Maestro, che è tanto greve a lor che lamentar li fa sì forte?""","Y yo: ""Maestro, ¿qué es tan molesto para ellos, para que se quejen tan fuerte?"""
" Rispuose: ""Dicerolti molto breve","Dijo: ""Te lo diré muy brevemente."
"  Questi non hanno speranza di morte, e la lor cieca vita è tanto bassa, che ’nvidïosi son d’ogne altra sorte","Estas almas no pueden esperar morir, y su actual condición es tan despreciable que envidian cualquier otra suerte"
  Fama di loro il mondo esser non lassa,El mundo no deja que haya ningún recuerdo de ellos.
 misericordia e giustizia li sdegna: ,la misericordia y la justicia divina los indignan
" non ragioniam di lor, ma guarda e passa""","No perdamos el tiempo hablando de ellos, pero echa un vistazo rápido y pasa más allá."
"  E io, che riguardai, vidi una ’nsegna che girando correva tanto ratta, che d’ogne posa mi parea indegna","Y yo, mirando, vi un letrero que, girando sobre sí misma, corría tan rápido que parecía que nunca se detendría."
"  e dietro le venìa sì lunga tratta di gente, ch’i’ non averei creduto che morte tanta n’avesse disfatta",Detrás de ella venía una fila de almas tan larga que nunca creí que la muerte hubiera deshecho tantas.
"  Poscia ch’io v’ebbi alcun riconosciuto, vidi e conobbi l’ombra di colui che fece per viltade il gran rifiuto","Después de reconocer a alguno de ellos, vi y reconocí la sombra de aquel que por codicia hizo el gran rechazo"
"  Incontanente intesi e certo fui che questa era la setta d’i cattivi, a Dio spiacenti e a’ nemici sui",Entendí al instante y estaba seguro de que éste era el ejército de los cobardes que tanto desagradaban a Dios y a sus enemigos
"  Questi sciaurati, che mai non fur vivi, erano ignudi e stimolati molto da mosconi e da vespe ch’eran ivi","Estos desgraciados, que nunca vivieron realmente, estaban desnudos y puntos continuamente de moscas y avispas alrededor"
"  Elle rigavan lor di sangue il volto, che, mischiato di lagrime, a’ lor piedi da fastidiosi vermi era ricolto","Hizo sangrar su rostro, que caía en el suelo con lágrimas y era recogido por gusanos repugnantes"
"  E poi ch’a riguardar oltre mi diedi, vidi genti a la riva d’un gran fiume","Y cuando empujé su mirada más allá, vi almas en la orilla de un gran río"
" per ch’io dissi: ""Maestro, or mi concedi  ch’i’ sappia quali sono, e qual costume le fa di trapassar parer sì pronte, com’i’ discerno per lo fioco lume""","Entonces dije: ""Maestro, ahora concédeme saber quiénes son esas almas, y qué instinto le hace parecer tan ansiosas de pasar por el otro lado, tal como me parece ver en la poca luz."""
"  Ed elli a me: ""Le cose ti fier conte quando noi fermerem li nostri passi su la trista riviera d’Acheronte""",Y él me respondió: --Las cosas te serán claras cuando lleguemos a la triste orilla del río Aqueronte.
"  Allor con li occhi vergognosi e bassi, temendo no ’l mio dir li fosse grave, infino al fiume del parlar mi trassi","Entonces, al bajar los ojos con vergüenza, temiendo que pudiera molestarle, no dije palabra hasta el río"
"  Ed ecco verso noi venir per nave un vecchio, bianco per antico pelo, gridando: ""Guai a voi, anime prave","Y he aquí que un anciano, de rostro cubierto por una barba blanca, venía hacia nosotros en un barco, gritando: ""¡Ay de vosotros, almas malvadas!"
"  Non isperate mai veder lo cielo: i’ vegno per menarvi a l’altra riva ne le tenebre etterne, in caldo e ’n gelo","No esperen ver nunca el cielo: yo vengo para llevarlos a la otra orilla, a las tinieblas eternas, entre las llamas y el hielo"
"  E tu che se’ costì, anima viva, pàrtiti da cotesti che son morti""","Y tú que estás allí, alma viva, lejos de ellos que han muerto."
" Ma poi che vide ch’io non mi partiva,  disse: ""Per altra via, per altri porti verrai a piaggia, non qui, per passare: ","Pero como vio que yo no me iba, dijo: --Tú llegarás por otro camino, por otros puertos, no aquí para pasar"
" più lieve legno convien che ti porti""",Está establecido que te traerá una nave más ligera que la mía.
"  E ’l duca lui: ""Caron, non ti crucciare: vuolsi così colà dove si puote ciò che si vuole, e più non dimandare""","Y el maestro le dijo: ""Caronte, no te angusties: así se quiere allí donde se puede todo lo que se quiere, así que no digas nada más."""
"  Quinci fuor quete le lanose gote al nocchier de la livida palude, che ’ntorno a li occhi avea di fiamme rote","De allí en adelante se calmaron las mejillas cubiertas de pelo del barquero de aquel pantano, que tenía los ojos rodeados de ruedas de llamas"
"  Ma quell’anime, ch’eran lasse e nude, cangiar colore e dibattero i denti, ratto che ’nteser le parole crude","Pero aquellas almas, que estaban desnudas y postradas, cambiaron de color y golpearon los dientes, tan pronto como oyeron sus palabras crudas"
"  Bestemmiavano Dio e lor parenti, l’umana spezie e ’l loco e ’l tempo e ’l seme di lor semenza e di lor nascimenti","Blasfemaban a Dios y a sus padres, a la especie humana, al lugar, al momento y a la semilla de su concepción y nacimiento"
"  Poi si ritrasser tutte quante insieme, forte piangendo, a la riva malvagia ch’attende ciascun uom che Dio non teme","Llegaron todas juntas, llorando desesperados, a la orilla del río infernal que espera a todo hombre que no teme a Dios"
"  Caron dimonio, con occhi di bragia loro accennando, tutte le raccoglie","El demonio Caronte, con los ojos brillantes como brasas, les hace señas, las recoge todas"
 batte col remo qualunque s'adagia,Late con su remo cualquiera de ellos que se acueste
"  Come d’autunno si levan le foglie l’una appresso de l’altra, fin che ’l ramo vede a la terra tutte le sue spoglie,  similemente il mal seme d’Adamo gittansi di quel lito ad una ad una, per cenni come augel per suo richiamo","Como en otoño caen las hojas, una tras otra, hasta que la rama ve en el suelo todas sus vestiduras, de la misma manera la mala descendencia de Adán se arroja de aquella orilla a una, respondiendo a las señales de Caronte, como un ave responde a la llamada"
