Original,Translate_es_1
"  e non mi si partia dinanzi al volto, anzi ’mpediva tanto il mio cammino, ch’i’ fui per ritornar più volte vòlto","que son la vida.En las primeras horas de la mañana, con el sol que salía junto con la constelación de la Creación, el amor divino comenzó a mover las bellezas de la vida."
" Temp’era dal principio del mattino, e ’l sol montava ’n sù con quelle stelle ch’eran con lui quando l’amor divino  mosse di prima quelle cose belle",La luminosidad del sol y las flores florecidas en la primavera daban presupuestos motivativos al respecto del hermoso tigre con manchas.
 sì ch’a bene sperar m’era cagione di quella fiera a la gaetta pelle  l’ora del tempo e la dolce stagione,"Sin embargo, a pesar de todo, me sentí asustado ante la visión repentina de un león enfurecido."
 ma non sì che paura non mi desse la vista che m'apparve d'un leone,"Este individuo se dirigía hacia mí, con un aire decidido y furioso, hasta el punto de hacer parecer que incluso la atmósfera tembló."
"  Questi parea che contra me venisse con la test’alta e con rabbiosa fame, sì che parea che l’aere ne tremesse","Una loba se extendió al horizonte, delgada como el deseo y enterrando con su presencia la pobreza de muchos."
"  Ed una lupa, che di tutte brame sembiava carca ne la sua magrezza, e molte genti fé già viver grame,  questa mi porse tanto di gravezza con la paura ch’uscia di sua vista, ch’io perdei la speranza de l’altezza","Me sentí tan ansiosa y tenía tanto miedo de ver su apariencia, que perdí la confianza de llegar a la cima de la colina."
"  E qual è quei che volontieri acquista, e giugne ’l tempo che perder lo face, che ’n tutti suoi pensier piange e s’attrista","Como alguien que compra con placer, sólo para luego ver todo desaparecer y consumir toda su felicidad siguiendo un flujo de llanto y desesperación, la feria sin descanso me arrastraba lentamente hacia los lugares oscuros donde nunca brillaba el sol."
"  tal mi fece la bestia sanza pace, che, venendomi ’ncontro, a poco a poco mi ripigneva là dove ’l sol tace","Al bajar al bosque, una figura se profiltró en la oscuridad que tenía delante de mis ojos, pero no podía distinguirla claramente."
"  Mentre ch’i’ rovinava in basso loco, dinanzi a li occhi mi si fu offerto chi per lungo silenzio parea fioco","Cuando él apareció en la desolación, grité: ""¡Ten misericordia de mí, sea lo que seas, una criatura o alguien realmente existente!"
"  Quando vidi costui nel gran diserto, ""Miserere di me"", gridai a lui, ""qual che tu sii, od ombra od omo certo","Ella me respondió: ""No, ya no soy un hombre, ya lo he sido antes. Mis padres eran originarios de Lombardía y ambos provenían de Mantova."
"  Rispuosemi: ""Non omo, omo già fui, e li parenti miei furon lombardi, mantoani per patrïa ambedui","Nací bajo el reinado de Julio César, pero viví en Roma durante el imperio pacífico y próspero del eminente Augusto, en una época donde los antiguos cultos paganos todavía se practicaban fuertemente."
"  Nacqui sub Iulio, ancor che fosse tardi, e vissi a Roma sotto ’l buono Augusto nel tempo de li dèi falsi e bugiardi",".Cantai de Eneas, hijo de Anchise, que se salvó de la caída de la magnífica Troya consumida por las llamas."
"  Poeta fui, e cantai di quel giusto figliuol d’Anchise che venne di Troia, poi che ’l superbo Ilïón fu combusto","¿ Por qué no eliges la colina gozosa, que es la fuente de todo bienestar en vez de volver al mal del bosque?"
"  Ma tu perché ritorni a tanta noia? perché non sali il dilettoso monte ch’è principio e cagion di tutta gioia?""","""¿Así que tú eres Virgilio y esa fuente que hace fluir un río tan grande de palabras?"" Le pregunté avergonzado."
"  ""Or se’ tu quel Virgilio e quella fonte che spandi di parlar sì largo fiume?"", rispuos’io lui con vergognosa fronte","Te ruego que ilumines mis pasos, brillante figura entre los otros poetas; la fuerza de la dedicación y del afecto que me han llevado a enseñarme sobre tu obra es todo lo que necesito."
"  ""O de li altri poeti onore e lume, vagliami ’l lungo studio e ’l grande amore che m’ ha fatto cercar lo tuo volume",Te considero un maestro y un ejemplo.
"  Tu se’ lo mio maestro e ’l mio autore, tu se’ solo colui da cu’ io tolsi lo bello stilo che m’ ha fatto onore","Yo saqué mi hermoso estilo yo solo, que me hizo famoso."
  Vedi la bestia per cu’ io mi volsi,He visto a la criatura que me obligó a cambiar de dirección.
" aiutami da lei, famoso saggio, ch’ella mi fa tremar le vene e i polsi""","Oh, gran sabio, tu fuerza sacude cada gota de mi sangre, así que, por favor, ayúdame."
"  ""A te convien tenere altro vïaggio"", rispuose, poi che lagrimar mi vide, ""se vuo’ campar d’esto loco selvaggio","Si deseas librarte de esta tierra salvaje, tienes que hacer otra aventura.Responde después de verme llorar."
"  ché questa bestia, per la qual tu gride, non lascia altrui passar per la sua via, ma tanto lo ’mpedisce che l’uccide","Nadie puede pasar por el camino de la bestia que hace gritar, pena la aniquilación."
"  e ha natura sì malvagia e ria, che mai non empie la bramosa voglia, e dopo ’l pasto ha più fame che pria","Su naturaleza diabólica nunca le ha permitido satisfacer su codicia, y cada vez que come está aún más hambriento."
"  Molti son li animali a cui s’ammoglia, e più saranno ancora, infin che ’l veltro verrà, che la farà morir con doglia","Los animales eligen a un compañero, aumentando cada vez más hasta que llega el perro de caza que les provoca la muerte con sufrimiento."
"  Questi non ciberà terra né peltro, ma sapïenza, amore e virtute, e sua nazion sarà tra feltro e feltro","Este no se preocupa por el bienestar material, sino que busca la inspiración espiritual y encontrará su casa entre el tejido de fieltro."
"  Di quella umile Italia fia salute per cui morì la vergine Cammilla, Eurialo e Turno e Niso di ferute","Será la salvación de la noble Italia, por lo que Eurialo y Niso perdieron la vida en batalla, Turno y Camilla la virgen sufrieron dolores."
"  Questi la caccerà per ogne villa, fin che l’avrà rimessa ne lo ’nferno, là onde ’nvidia prima dipartilla","Él la perseguirá por todo el mundo hasta que la envíe de vuelta al infierno, de donde fue enviada por primera vez a causa de la envidia."
"  Ond’io per lo tuo me’ penso e discerno che tu mi segui, e io sarò tua guida, e trarrotti di qui per loco etterno","Creo que es por tu mayor interés ir a donde yo voy, déjame guiarte y te llevaré a un lugar de los mundos más allá del mundo."
"  ove udirai le disperate strida, vedrai li antichi spiriti dolenti, ch’a la seconda morte ciascun grida","Verás las sombras atormentadas de los perdidos, gritando desesperadamente y pidiendo el final."
"  e vederai color che son contenti nel foco, perché speran di venire quando che sia a le beate genti","Los que se regocijan en los castigos, porque confían en obtener la iluminación del Paraíso en el futuro."
"  A le quai poi se tu vorrai salire, anima fia a ciò più di me degna: con lei ti lascerò nel mio partire","Si decides subir a ver estos lugares, habrá otra persona más adecuada que yo para acompañarte: cuando me vaya, estarás en buenas manos."
"  ché quello imperador che là sù regna, perch’i’ fu’ ribellante a la sua legge, non vuol che ’n sua città per me si vegna",Ese soberano no me da acceso a su ciudad porque mi rebelión a su ley es conocida.
  In tutte parti impera e quivi regge,Los hombres reconocen la soberanía de Dios en todos los lugares del Universo y en el Paraíso Él reina triunfante.
 quivi è la sua città e l’alto seggio: oh felice colui cu’ ivi elegge,"¡Oh, bienaventurado el que elige vivir en esta ciudad, con su segundo trono!"
"  E io a lui: ""Poeta, io ti richeggio per quello Dio che tu non conoscesti, acciò ch’io fugga questo male e peggio,  che tu mi meni là dov’or dicesti, sì ch’io veggia la porta di san Pietro e color cui tu fai cotanto mesti""","Entonces le dije al poeta: ""Rezo en nombre de aquel Dios que tú nunca has conocido para ser libre de este sufrimiento y aún más, te ruego que me lleves a donde dijiste, para que pueda ver la puerta de San Pedro y a las personas tan lesionadas como se describe en el texto."
"  Allor si mosse, e io li tenni dietro","Comenzó su viaje, y yo la acompañé."
"  Lo giorno se n’andava, e l’aere bruno toglieva li animai che sono in terra da le fatiche loro",El acercamiento de la noche interrumpía los esfuerzos de los animales que viven en la Tierra.
" e io sol uno m’apparecchiava a sostener la guerra sì del cammino e sì de la pietate, che ritrarrà la mente che non erra","Yo era el único que me preparaba para el miedo y el terror del camino que avanzaría, un rastro tan nítido como si hubiera sido pintado por mi mente infalible."
"  O muse, o alto ingegno, or m’aiutate","Con su inspiración Oh, musa divina e intelecto poético majestuoso, dame un poco de su sabiduría."
" o mente che scrivesti ciò ch’io vidi, qui si parrà la tua nobilitate",Has anotado lo que has visto: aquí te mostrará tu nobleza.
"  Io cominciai: ""Poeta che mi guidi, guarda la mia virtù s’ell’è possente, prima ch’a l’alto passo tu mi fidi","Me puse en camino, exclamé: ""¡Oh, poeta, evalúa si soy lo suficientemente fuerte para ir hacia esta difícil aventura!"""
"  Tu dici che di Silvïo il parente, corruttibile ancora, ad immortale secolo andò, e fu sensibilmente","Se dice que el padre de Silvio, aún con vida, ha pasado por el más allá junto con su cuerpo físico."
"  Però, se l’avversario d’ogne male cortese i fu, pensando l’alto effetto ch’uscir dovea di lui, e ’l chi e ’l quale  non pare indegno ad omo d’intelletto",".El hombre y sus bendiciones merecen sin duda respeto por parte de los inteligentes, ya que él fue amable con el soberano de los males; lo que debería haber tenido un gran impacto."
" ch’e’ fu de l’alma Roma e di suo impero ne l’empireo ciel per padre eletto:  la quale e ’l quale, a voler dir lo vero, fu stabilita per lo loco santo u’ siede il successor del maggior Piero","Él, elegido como fundador de la noble Roma y de su reino, estableció un imperio tan grandioso que fue considerado una morada sagrada para el sucesor del primer Papa."
"  Per quest’andata onde li dai tu vanto, intese cose che furon cagione di sua vittoria e del papale ammanto","Después del viaje descrito por ti, Enea adquirió los conocimientos necesarios para alcanzar la victoria y establecer el manto papal."
"  Andovvi poi lo Vas d’elezïone, per recarne conforto a quella fede ch’è principio a la via di salvazione",Luego fue el instrumento de la elección para cimentar esa fe que es el primer paso hacia la salvación.
"  Ma io, perché venirvi? o chi ’l concede? Io non Enëa, io non Paulo sono",¿Por qué debería yo hacerlo y quién me da permiso? No soy ciertamente Eneas ni san Pablo.
 me degno a ciò né io né altri ’l crede,Nadie cree que pueda llevar a cabo esta misión.
"  Per che, se del venire io m’abbandono, temo che la venuta non sia folle","Si decido emprender este viaje contigo, me temo que podría ser una locura."
" Se’ savio intendi me’ ch’i’ non ragiono""",Tienes una comprensión más profunda de lo que puedo expresar.
"  E qual è quei che disvuol ciò che volle e per novi pensier cangia proposta, sì che dal cominciar tutto si tolle,  tal mi fec’ïo ’n quella oscura costa, perché, pensando, consumai la ’mpresa che fu nel cominciar cotanto tosta","Así como aquel que inicialmente estaba entusiasmado por buscar algo y luego, debido a la reflexión y eventualmente del encuentro con nuevas ideas, cambió completamente de rumbo, así fue para mí en los lugares misteriosos: pensándolo en he abandonado mi proyecto vacilantemente formulado."
"  ""S’i’ ho ben la parola tua intesa"", rispuose del magnanimo quell’ombra, ""l’anima tua è da viltade offesa","La silueta de esa persona de alto linaje replicó: ""Si he interpretado correctamente tu discurso, tu alma es esclava de la cobardía."""
"  la qual molte fïate l’omo ingombra sì che d’onrata impresa lo rivolve, come falso veder bestia quand’ombra","frente a un espejoJusto como una falsa imagen enloquece a un animal cuando se ve reflejado en un espejo, así el hombre puede ser aplastado por el miedo y disuadido de aventurarse en logros dignos de mérito."
"  Da questa tema acciò che tu ti solve, dirotti perch’io venni e quel ch’io ’ntesi nel primo punto che di te mi dolve","Para ayudarte a salir de este miedo, te explicaré por qué vine aquí y cómo me sentía cuando percibí tu sufrimiento."
"  Io era tra color che son sospesi, e donna mi chiamò beata e bella, tal che di comandare io la richiesi","Mientras yo estaba entre las almas olvidadas en el abismo, fui llamado por una mujer tan hermosa que invoqué su mandato."
  Lucevan li occhi suoi più che la stella,La brillante luminosidad de sus ojos parecía la de una estrella.
" e cominciommi a dir soave e piana, con angelica voce, in sua favella: ","El tono de su voz era tan dulce como el canto de un ángel, y cuando hablaba parecía que las palabras salían suavemente."
" ""O anima cortese mantoana, di cui la fama ancor nel mondo dura, e durerà quanto ’l mondo lontana,  ","Oh noble alma de Mantua, cuyo recuerdo sobrevivirá al mundo mientras dure."
" l’amico mio, e non de la ventura, ne la diserta piaggia è impedito sì nel cammin, che vòlt’è per paura","Él, que me había amado incondicionalmente en la cresta solitaria de una colina, estaba tan paralizado por el miedo que tenía que volverse atrás."
"  e temo che non sia già sì smarrito, ch’io mi sia tardi al soccorso levata, per quel ch’i’ ho di lui nel cielo udito","Creo que, por lo que he oído de él desde lo alto, ya está tan exhausto que no he llegado a tiempo para salvarlo."
"  Or movi, e con la tua parola ornata e con ciò c’ ha mestieri al suo campare, l’aiuta sì ch’i’ ne sia consolata","Empieza ahora, llena el vacío con tus afectuosas palabras y haznos todo lo que esté en tu poder para salvarlo y tranquilizarme."
  I’ son Beatrice che ti faccio andare,"Yo, Beatrice, te llevaré."
 vegno del loco ove tornar disio,Quiero volver al lugar de donde vengo.
" amor mi mosse, che mi fa parlare",Sentí el amor que me hizo venir aquí y hablar contigo.
"  Quando sarò dinanzi al segnor mio, di te mi loderò sovente a lui""","Cuando esté delante del Señor, a menudo celebraré tu nombre."
" Tacette allora, e poi comincia’ io:  ""O donna di virtù sola per cui l’umana spezie eccede ogne contento di quel ciel c’ ha minor li cerchi sui,  tanto m’aggrada il tuo comandamento, che l’ubidir, se già fosse, m’è tardi","Entonces calló y yo respondí: ""Oh noble dama, tú eres un ejemplo del cual la humanidad está profundamente orgullosa. Tu oración me encuentra tan en sintonía que aunque hubiera ejecutado antes, habría llegado el momento."""
 più non t’è uo’ ch’aprirmi il tuo talento,Todo lo que tienes que hacer es decirme lo que quieres.
"  Ma dimmi la cagion che non ti guardi de lo scender qua giuso in questo centro de l’ampio loco ove tornar tu ardi""","Te gustaría volver al gran lugar del que vienes, pero ¿cuál es la razón por la que no tienes miedo al bajar a este infierno abismo?"
"  ""Da che tu vuo’ saver cotanto a dentro, dirotti brievemente"", mi rispuose, ""perch’i’ non temo di venir qua entro","""Ella me dijo: ""No tengo miedo de entrar, puedo explicarte brevemente por qué si quieres más información."""
  Temer si dee di sole quelle cose c' hanno potenza di fare altrui male,Sólo hay que tener miedo de aquellas cosas que tienen la fuerza para causar daño a los demás.
" de l'altre no, ché non son paurose","no las otras, porque no son amenazadoras"
"  I’ son fatta da Dio, sua mercé, tale, che la vostra miseria non mi tange, né fiamma d’esto ’ncendio non m’assale",Dios me ha bendecido tanto que la pobreza no puede tocarme y ningún fuego del infierno puede dañarme.
"  Donna è gentil nel ciel che si compiange di questo 'mpedimento ov'io ti mando, sì che duro giudicio là sù frange","Hay una mujer noble en el cielo que lamenta esta barrera, y yo te pido tu ayuda para que podamos vencer la dura sentencia divina."
"  Questa chiese Lucia in suo dimando e disse: - Or ha bisogno il tuo fedele di te, e io a te lo raccomando -","Lucía, tu fiel te necesita, por favor, déjame recomendarte que cuides de él."
"  Lucia, nimica di ciascun crudele, si mosse, e venne al loco dov’i’ era, che mi sedea con l’antica Rachele","Lucía, amiga de los misericordiosos, anduvo hasta donde estaban Raquel y yo de gran edad"
"  Disse: - Beatrice, loda di Dio vera, ché non soccorri quei che t’amò tanto, ch’uscì per te de la volgare schiera?  Non odi tu la pieta del suo pianto, non vedi tu la morte che ’l combatte su la fiumana ove ’l mar non ha vanto? -","""Beatrice, tú que has sido inciensada por Dios, ¿por qué no ayudas al que ha tenido tanto amor que superar a la muchedumbre vulgar? ¿No sientes la angustia de sus lágrimas? ¿No ves la muerte en lucha con el mar de pecado tempestuoso? ¿Nunca ha habido alguien tan rápido en perseguir sus propios intereses o huir de sus desgracias como yo después de haber escuchado tus palabras nobles, nobelzas que te honran a ti y a los que han oído""."
"  Al mondo non fur mai persone ratte a far lor pro o a fuggir lor danno, com’io, dopo cotai parole fatte,  venni qua giù del mio beato scanno, fidandomi del tuo parlare onesto, ch’onora te e quei ch’udito l’ hanno""","Después de decirme esto con los ojos brillantes de lágrimas, me sentí impulsado a venir más rápido."
"  Poscia che m’ebbe ragionato questo, li occhi lucenti lagrimando volse, per che mi fece del venir più presto",Solía venir a ti como tú quisiste.
  E venni a te così com’ella volse: d’inanzi a quella fiera ti levai che del bel monte il corto andar ti tolse,Te salvé de la bestia que te había impedido subir fácilmente a la colina.
"  Dunque: che è perché, perché restai, perché tanta viltà nel core allette, perché ardire e franchezza non hai,  ","¿Por qué te quedas aquí, después de todo lo que has vivido? ¿Por qué resistir el miedo y adoptar la fuerza de voluntad parece ser una tarea imposible para ti?"
"  poscia che tai tre donne benedette curan di te ne la corte del cielo, ",Tres santas benditas rezan por ti en el reino de los cielos.
"  e ’l mio parlar tanto ben ti promette?""",Mis promesas son que te traiga todo lo bueno.
"  Quali fioretti dal notturno gelo chinati e chiusi, poi che ’l sol li ’mbianca, si drizzan tutti aperti in loro stelo,  ","Como flores que se doblan bajo el hielo nocturno, pero rayos de sol los ilumina y levanta sus tallos, las plantas perfuman el aire al amanecer."
"tal mi fec’io di mia virtude stanca, e tanto buono ardire al cor mi corse, ch’i’ cominciai come persona franca:  ","Yo recurrí a mi cansada fuerza moral, y mi corazón se llenó de audacia, de modo que empecé a hablar con nuevo vigor:"
"""Oh pietosa colei che mi soccorse","¡Ayer me abandonaste sin piedad!¡Oh mujer de corazón de hielo que me había ayudado, ayer me abandonaste en un instante!"
 e te cortese ch’ubidisti tosto a le vere parole che ti porse,"Y tú, amablemente, obedeciste inmediatamente las palabras verdaderas que te dijo"
"  Tu m’ hai con disiderio il cor disposto sì al venir con le parole tue, ch’i’ son tornato nel primo proposto",Tus palabras me indujeron a un deseo tan grande que volví a mi intención original de venir.
"  Or va, ch’un sol volere è d’ambedue: tu duca, tu segnore e tu maestro""","Ambos tenemos el mismo deseo: tú eres mi líder, mi soberano, y yo te tomaré como guía. ¡Vamos ahora!"
" Così li dissi e poi che mosso fue,  ","Le señalé la dirección, y después de haber tomado el camino del viaje"
 intrai per lo cammino alto e silvestro,Me enfrenté al sendero difícil e imprudente
"’Per me si va ne la città dolente, per me si va ne l'etterno dolore, per me si va tra la perduta gente","Se accede a la ciudad del dolor a través de mí, yo llevo a ese lugar de infinita sufrimiento, me inclino entre las almas dispersas."
 Giustizia mosse il mio alto fattore,Mi Creador Supremo ha actuado correctamente.
" fecemi la divina podestate, la somma sapïenza e ’l primo amore","El poder supremo, la sabiduría última y el amor primordial se me han concedido."
"  Dinanzi a me non fuor cose create se non etterne, e io etterno duro","Antes que yo, sólo lo eterno existía, y yo me quedaré para siempre."
" Lasciate ogne speranza, voi ch’intrate’","""El que cruza el umbral de este lugar, abandona toda esperanza."""
  Queste parole di colore oscuro vid’ïo scritte al sommo d’una porta,Vi estas palabras escritas con tinta oscura sobre una puerta.
" per ch’io: ""Maestro, il senso lor m’è duro""",Le pregunté a mi maestro por qué no podía entender el significado.
"  Ed elli a me, come persona accorta: ""Qui si convien lasciare ogne sospetto","Como un sabio, me dijo: ""Es necesario actuar sin demora."""
 ogne viltà convien che qui sia morta,No hay que tener miedo.
"  Noi siam venuti al loco ov’i’ t’ ho detto che tu vedrai le genti dolorose c’ hanno perduto il ben de l’intelletto""",Llegamos al punto en que te había anticipado a observar a las almas condenadas que ya no tienen la bendición de la sabiduría celestial.
"  E poi che la sua mano a la mia puose con lieto volto, ond’io mi confortai, mi mise dentro a le segrete cose","Después que me envolvió protector en un abrazo, su rostro sonriente me animó y me acompañó a ese lugar distinto de la existencia terrenal."
"  Quivi sospiri, pianti e alti guai risonavan per l’aere sanza stelle, per ch’io al cominciar ne lagrimai","Suspiros, lágrimas y lágrimas rompieron la noche sin estrellas, haciéndome llorar desde el principio."
"  Diverse lingue, orribili favelle, parole di dolore, accenti d’ira, voci alte e fioche, e suon di man con elle  facevano un tumulto, il qual s’aggira sempre in quell’aura sanza tempo tinta, come la rena quando turbo spira","Pronunciaciones desconocidas, gritos de dolor, blasfemias llenas de ira, voces amargas y sofocadas que se mezclan con el sonido de las manos batidas al ritmo creaban un ruidoso boato que entra en el aire inmóvil como la arena al viento durante una tormenta."
"  E io ch’avea d’error la testa cinta, dissi: ""Maestro, che è quel ch’i’ odo? e che gent’è che par nel duol sì vinta?""","Tuve mis dudas y pregunté: ""Maestro, ¿cómo me siento? ¿Y quiénes son los que han sido destrozados por el desagrado?."""
"  Ed elli a me: ""Questo misero modo tegnon l’anime triste di coloro che visser sanza ’nfamia e sanza lodo","Él respondió: ""¡Así es la triste suerte de los que no han vivido ni con gloria ni con oprobio!."""
"  Mischiate sono a quel cattivo coro de li angeli che non furon ribelli né fur fedeli a Dio, ma per sé fuoro","Estoy entre aquellos ángeles que no participaron ni en la rebelión contra Dios, ni en la lealtad al Señor, sino en una actitud neutral."
"  Caccianli i ciel per non esser men belli, né lo profondo inferno li riceve, ch’alcuna gloria i rei avrebber d’elli""","Ni el Cielo los retiene, para no oscurecer su majestuosidad, ni el Infierno les concede un lugar entre sus infiernos, porque los condenados no pueden obtener ninguna gloria de su compañía."
"  E io: ""Maestro, che è tanto greve a lor che lamentar li fa sì forte?""","Le pregunté al Maestro: ""¿Qué los está causando tanto dolor como para provocar tales quejas?."""
" Rispuose: ""Dicerolti molto breve","Me respondió: ""Te daré una explicación rápida."""
"  Questi non hanno speranza di morte, e la lor cieca vita è tanto bassa, che ’nvidïosi son d’ogne altra sorte","Las almas no pueden esperar ser liberadas de su actual condición miserable, desean ardientemente cualquier otro destino."
  Fama di loro il mondo esser non lassa,No hay señal de su paso por el mundo.
 misericordia e giustizia li sdegna: ,La misericordia y la justicia divinas son indignados por esto.
" non ragioniam di lor, ma guarda e passa""","Ignoremoslos, echemos un vistazo rápido y sigamos adelante."
"  E io, che riguardai, vidi una ’nsegna che girando correva tanto ratta, che d’ogne posa mi parea indegna","Y yo, mirando, noté un letrero que rodaba tan rápido que parecía que nunca terminaba."
"  e dietro le venìa sì lunga tratta di gente, ch’i’ non averei creduto che morte tanta n’avesse disfatta","Detrás de ella había tantas almas, que nunca pensé que la muerte se hubiera llevado tantas vidas."
"  Poscia ch’io v’ebbi alcun riconosciuto, vidi e conobbi l’ombra di colui che fece per viltade il gran rifiuto","Una vez que algunos de ellos han sido reconocidos, han pasado por la figura de aquellos que han rechazado con desdén un gran destino."
"  Incontanente intesi e certo fui che questa era la setta d’i cattivi, a Dio spiacenti e a’ nemici sui",Pronto me di cuenta de que eran los cobardes tan odiados por Dios como por sus adversarios.
"  Questi sciaurati, che mai non fur vivi, erano ignudi e stimolati molto da mosconi e da vespe ch’eran ivi","Estos desafortunados, que nunca vivieron una verdadera existencia, fueron descubiertos y molestados por moscas y avispas en cada dirección."
"  Elle rigavan lor di sangue il volto, che, mischiato di lagrime, a’ lor piedi da fastidiosi vermi era ricolto","Su rostro sangrante caía al suelo, acompañado de lágrimas que luego eran recogidas por gusanos repugnantes."
"  E poi ch’a riguardar oltre mi diedi, vidi genti a la riva d’un gran fiume","Al sondear su mirada, pasados almas cerca de un gran río."
" per ch’io dissi: ""Maestro, or mi concedi  ch’i’ sappia quali sono, e qual costume le fa di trapassar parer sì pronte, com’i’ discerno per lo fioco lume""","Recuerdo que entonces le pregunté al Maestro: ¿Quiénes son esas personas, y cuál es la fuerza los impulsa a cruzar la oscuridad como parecen tan deseosas de hacerlo?"
"  Ed elli a me: ""Le cose ti fier conte quando noi fermerem li nostri passi su la trista riviera d’Acheronte""",Él me dijo que las circunstancias serían más claras una vez que llegaran a la penosa orilla del río Aqueronte.
"  Allor con li occhi vergognosi e bassi, temendo no ’l mio dir li fosse grave, infino al fiume del parlar mi trassi","Sin levantar los ojos, temeroso de poder molestarlo si decía algo, me quedé en silencio hasta que llegamos al río."
"  Ed ecco verso noi venir per nave un vecchio, bianco per antico pelo, gridando: ""Guai a voi, anime prave","Un anciano con una barba blanca, que se acercaba a nosotros en un barco, nos gritó: ""¡Cuidado, gente corrupta!."""
"  Non isperate mai veder lo cielo: i’ vegno per menarvi a l’altra riva ne le tenebre etterne, in caldo e ’n gelo","Nunca esperes admirar las estrellas: yo estoy aquí para llevarte al otro lado, a la oscuridad eterna, entre el fuego y la fría luz."
"  E tu che se’ costì, anima viva, pàrtiti da cotesti che son morti""","Aléjate de los que ya han respirado, o esencia en carne y hueso."
" Ma poi che vide ch’io non mi partiva,  disse: ""Per altra via, per altri porti verrai a piaggia, non qui, per passare: ","Al ver que no me estaba alejando, dijo: ""Llegarás el destino con otro camino, en puertos distintos de este aquí; no pasarás ciertamente de aquí."""
" più lieve legno convien che ti porti""",Una nave más ligera que la mía será tomada por ti.
"  E ’l duca lui: ""Caron, non ti crucciare: vuolsi così colà dove si puote ciò che si vuole, e più non dimandare""","El maestro consoló a Caronte: ""No te preocupes; en lo alto hay alguien que hace lo que quiere, así que no añadas nada más."""
"  Quinci fuor quete le lanose gote al nocchier de la livida palude, che ’ntorno a li occhi avea di fiamme rote",".El barquero de la cara cubierta de pelo que estaba en el horrible pantano, tenía ojos rodeados de anillos ardientes, y después de ese punto se quedó en silencio."
"  Ma quell’anime, ch’eran lasse e nude, cangiar colore e dibattero i denti, ratto che ’nteser le parole crude","Cuando oyeron sus duras palabras, las almas desnudas e inermes se teñiron de una palidez mortal y sus dientes empezaron a latir."
"  Bestemmiavano Dio e lor parenti, l’umana spezie e ’l loco e ’l tempo e ’l seme di lor semenza e di lor nascimenti","Condenaban a Dios, a sus antepasados, a la humanidad en su conjunto, al lugar donde se encontraban y a todo lo relacionado con el momento de la procreación y la venida al mundo."
"  Poi si ritrasser tutte quante insieme, forte piangendo, a la riva malvagia ch’attende ciascun uom che Dio non teme","Llorando desesperadamente, se reunieron todos juntos en la orilla del río infernal que esperaba a los que no temían a Dios."
"  Caron dimonio, con occhi di bragia loro accennando, tutte le raccoglie","Caronte, el demonio con ojos brillantes como brasas, les agitó un gesto invitando a todos a subir."
 batte col remo qualunque s'adagia,cualquiera de ellos que se extienda es golpeado por su remo
