Filename,Original,Translate
trad_convivio_trattato_1_1.csv,"Per che ora volendo loro apparecchiare, intendo fare un generale convivio di ci  ch i  ho loro mostrato, e di quello pane ch   mestiere a cos  fatta vivanda, sanza lo quale da loro non potrebbe essere mangiata. Ed ha questo convivio di quello pane degno, co n  tale vivanda qual io intendo indarno  non  essere ministrata.","Ora intendo rispondere al loro desiderio fornendo un banchetto completo del cibo che ho esposto davanti ai loro occhi, fornendo anche il pane che deve accompagnare tale cibo, senza il quale troverebbero il cibo troppo ricco."
trad_convivio_trattato_1_1.csv,"E per  ad esso non s assetti alcuno male de  suoi organi disposto, per  che n  denti n  lingua ha n  palato  n  alcuno assettatore de  vizii, perch  lo stomaco suo   pieno d omori venenosi contrarii, s  che mai vivanda non terrebbe.","Questo banchetto, che esige che il pane, ha cibo di tale qualit  che non ho intenzione di vederlo servito invano. Quindi nessuno prenda un posto che   incapace di mangiare correttamente perch  non ha denti, lingua o palato, n  nessuno dato al vizio, perch  il suo stomaco   pieno di fluidi velenosi incompatibili con il mio cibo che gli impedirebbe di abbassarlo."
trad_convivio_trattato_1_1.csv,"Ma vegna qua qualunque    per cura  familiare o civile nella umana fame rimaso, e ad una mensa colli altri simili impediti s assetti  e alli loro piedi si pongano tutti quelli che per pigrizia si sono stati, ch  non sono degni di pi  alto sedere  e quelli e questi prendano la mia vivanda col pane che la far  loro e gustare e patire.","Ma venga qui chiunque, la cui vera fame umana rimane intatta a causa delle pressioni della famiglia o delle responsabilit  civiche,   invitato a prendere il suo posto a tavola con tutti gli altri che sono stati ostacolati allo stesso modo. Tutti quelli che la pigrizia ha trattenuto possono farsi un posto ai piedi degli altri, perch  non meritano un posto pi  alto. E che ogni gruppo prenda il mio cibo insieme al pane fornito, che permetter  loro di assaggiare e assimilare."
trad_convivio_trattato_1_1.csv,"La vivanda di questo convivio sar e di quattordici maniere ordinata, cio   di  quattordici canzoni s  d amor come di vert  materiate, le quali sanza lo presente pane aveano d alcuna oscuritade ombra, s  che a molti loro bellezza pi  che loro bontade era in grado.","Il cibo per questo banchetto sar  servito come quattordici portate, cio  come quattordici canzoni, trattando sia l amore che la virt . Quando mancava il pane qui fornito, questi canzoni erano velati in una certa oscurit , tanto che molti trassero piacere dalla loro bellezza piuttosto che dalla loro bont ."
trad_convivio_trattato_1_1.csv,"Ma questo pane, cio  la presente disposizione, sar  la luce la quale ogni colore di loro sentenza far  parvente.","Ma questo pane, cio  il commento attuale, sar  la luce che far  emergere ogni tonalit  del loro significato."
trad_convivio_trattato_1_1.csv,"E se nella presente opera, la quale   Convivio nominata e vo  che sia, pi  virilmente si trattasse che nella Vita Nova, non intendo per  a quella in parte alcuna derogare, ma maggiormente giovare per questa quella  veggendo s  come ragionevolemente quella fervida e passionata, questa temperata e virile essere conviene.","Posso aggiungere che se nel presente lavoro, intitolato The Banquet Hoppenstedt, che   quello che vorrei che fosse, l argomento   trattato in modo pi  maturo che in The New Life, questo non significa che io abbia comunque intenzione di disprezzare quel lavoro precedente. La mia intenzione  , piuttosto, che questo lavoro dia peso aggiunto al primo, rendendo chiaro quanto sia ragionevole che il lavoro precedente sia fervente e appassionato e questo sia temperato e maturo."
trad_convivio_trattato_1_1.csv,"Ch  altro si conviene e dire e operare ad una etade che ad altra  per che certi costumi sono idonei e laudabili ad una etade che sono sconci e biasimevoli ad altra, s  come di sotto, nel quarto trattato di questo libro, sar  propia ragione mostrata. E io in quella dinanzi, all entrata della mia gioventute parlai, e in questa dipoi, quella gi  trapassata.","Infatti ci  che ci   richiesto nel nostro parlare e agire varia da uno stadio della vita all altro, perch  certi modi di comportarsi che sono appropriati e lodevoli ad un certo livello come umilianti e biasimabili ad un altro, come spiegher  in dettaglio qui sotto. In quel lavoro precedente la mia voce   quella di qualcuno appena entrato nella sua maturit   in questo pi  tardi   quella di qualcuno ben avanzato in quella fase."
trad_convivio_trattato_1_1.csv,"E con ci  sia cosa che la vera intenzione mia fosse altra che quella che di fuori mostrano le canzoni predette, per allegorica esposizione quelle intendo mostrare, appresso la litterale istoria ragionata  s  che l una ragione e l altra dar  sapore a coloro che a questa cena sono convitati.","E siccome il significato che intendevo davvero trasmettere nei canzoni di cui sopra era diverso dall ovvio, intendo spiegarli secondo il loro significato allegorico dopo aver discusso la narrazione letterale, in modo che coloro che sono invitati a questo pasto possano assaporare entrambi i sensi."
trad_convivio_trattato_1_1.csv,"Li quali priego tutti che se lo convivio non fosse tanto splendido quanto conviene alla sua grida, che non al mio volere ma alla mia facultade imputino ogni difetto  per  che la mia voglia di compita e cara liberalitate   qui seguace.","Prego tutti questi che, se il banchetto si rivelasse non cos  splendido come l annuncio che lo annunciasse li porterebbe ad aspettarsi, mi ritengano desideroso non nella mia volont  ma nei miei poteri di esecuzione, perch  qui la mia volont    mossa da una liberalit  perfetta e calorosa."
trad_convivio_trattato_1_2.csv,"Nel cominciamento di ciascuno bene ordinato convivio sogliono li sergenti prendere lo pane apposito e quello purgare da ogni macula. Per che io,  che  nella presente scrittura tengo luogo di quelli da due macule mondare intendo primieramente questa esposizione, che per pane si conta nel mio corredo.","All inizio di ogni banchetto correttamente organizzato   consuetudine per i servi di prendere il pane impostato e purificarlo da eventuali imperfezioni. Dato che svolgo il loro ruolo rispetto alla presente scrittura, la mia prima preoccupazione per questa esposizione che ha il posto del pane in ci  che sto fornendo   quello di cancellare da due imperfezioni."
trad_convivio_trattato_1_2.csv,L una   che parlare alcuno di se medesimo pare non licito  l altra   che parlare in esponendo troppo a fondo pare non ragionevole  e lo illicito e  l non ragionevole lo coltello del mio giudicio purga in questa forma.,Uno   che sembra improprio per chiunque parlare di s   l altro   che sembra irragionevole parlare troppo profondamente quando si d  una esposizione.
trad_convivio_trattato_1_2.csv,"Non si concede per li rettorici alcuno di se medesimo sanza necessaria cagione parlare, e da ci    l uomo rimosso, perch  parlare d alcuno non si pu , che  l parladore non lodi o non biasimi quelli di cui elli parla  le quali due cagioni rusticamente stanno, a fare  dire  di s , nella bocca di ciascuno.","Con il coltello del mio giudizio sono in grado di purificare il commento sia di ci  che   improprio e ci  che   irragionevole nel seguente modo. I canoni stabiliti della retorica proibiscono a chiunque di parlare di se stesso tranne per qualche motivo convincente. Il motivo di questo divieto   che non si pu  parlare di qualcuno senza lodare o incolpare lui, e lasciare che uno di questi passi le labbra di se stessi sarebbe quello di mostrare una mancanza di urbanit ."
trad_convivio_trattato_1_2.csv,"E per levare un dubbio che qui surge, dico che peggio sta biasimare che lodare, avegna che l uno e l altro non sia da fare. La ragione   che qualunque cosa   per s  da biasimare,   pi  laida che quella che   per accidente.","In risposta a una domanda che si suggerisce qui, dichiaro che incolpare se stessi   peggio di lodare se stessi, anche se entrambi devono essere evitati. La ragione   che qualcosa che di sua natura merita la colpa   pi  riprovevole di qualcosa che lo fa a causa di una certa qualit  incidentale ad esso."
trad_convivio_trattato_1_2.csv,"Dispregiare se medesimo   per s  biasimevole, per  che all amico dee l uomo lo suo difetto contare secretamente, e nullo   pi  amico che l uomo a s   onde nella camera de  suoi pensieri se medesimo riprendere dee e piangere li suoi difetti, e non palese.","Diffamare se stessi   di sua stessa natura la colpa, poich  si dovrebbe sottolineare le carenze di un amico a lui solo  e nessuno ha un amico pi  vicino di se stesso. Di conseguenza,   solo nella privacy dei propri pensieri che si dovrebbe ammonire se stessi e lamentarsi le proprie colpe, mai pubblicamente."
trad_convivio_trattato_1_2.csv,"Ancora  del non potere e del non sapere bene s  menare le pi  volte non   l uomo vituperato, ma del non volere   sempre, perch  nel volere e nel non volere nostro si giudica la malizia e la bontade  e per  chi biasima se medesimo apruova s  conoscere lo suo difetto, apruova  s   non essere buono  per che, per s ,   da lasciare di parlare s  biasimando.","Inoltre, di solito non si critica di non essere in grado, o di non sapere come, di comportarsi come si deve, ma si   sempre per non volerlo fare, perch    per quanto riguarda la nostra volont  o la nostra volont  di fare qualcosa che siamo giudicati male o bene. Quindi chiunque si accusa testimonia che egli stesso   consapevole della propria colpa  egli testimonia che egli stesso   privo di bont . Di sua natura, quindi, la colpa di esprimere se stessi   qualcosa che si deve evitare."
trad_convivio_trattato_1_2.csv,"Lodare s    da fuggire s  come male per accidente, in quanto lodare non si pu , che quella loda non sia maggiormente vituperio.   loda nella punta delle parole,   vituperio chi cerca loro nel ventre  ch   le  parole sono fatte per mostrare quello che non si sa, onde chi loda s  mostra che non creda essere buono tenuto  che nolli  ncontra sanza maliziata conscienza, la quale s  lodando discuopre e discoprendo si biasima.","Lodare se stessi deve essere respinto come male a causa di una qualit  accessoria ad esso, nella misura in cui tale lode non pu  essere pronunciato senza essere critica piuttosto che lode. Le parole pronunciate sono lodi in superficie, ma critica a chiunque cerca il loro interno, perch  lo scopo del discorso   quello di rendere evidente qualcosa che gli altri non sanno. Cos  chi loda se stesso rende evidente che egli pensa di non essere considerato come buono, una posizione che si trover  solo se ha una cattiva coscienza, che rivela nel lodare se stesso, e rivelando questo egli stesso incolpa se stesso."
trad_convivio_trattato_1_2.csv,"E ancora la propia loda e lo propio biasimo   da fuggire per una ragione igualmente, s  come falsa testimonianza fare  per  che non   uomo che sia di s  vero e giusto misuratore, tanto la propia caritate ne  nganna.","Inoltre, l auto lode e l auto blame devono essere rifiutati per un motivo che si applica allo stesso modo ad entrambi, vale a dire che implicano la falsa testimonianza, perch  nessuno di noi   capace di misurare il proprio valore veramente e giustamente, tanto l amore di s  ci inganna."
trad_convivio_trattato_1_2.csv,"Onde aviene che ciascuno ha nel suo giudicio le misure del falso mercatante, che vende coll una e compera coll altra  e ciascuno con ampia misura cerca lo suo mal fare, e con piccola cerca lo bene  s  che  l numero e la quantit  e  l peso del bene li pare pi  che se con giusta misura fosse saggiato, e quello del male meno.","Di conseguenza, ognuno nel giudicare se stesso impiega le misure utilizzate da un mercante truffatore, che ha una misura per l acquisto e un altra per la vendita  ognuno valuta la sua cattiva condotta con una grande misura e la sua buona condotta con una piccola, in modo che il numero, la quantit  e il peso della sua buona condotta gli sembrano pi  grandi di quanto avrebbero fatto se li avesse testati con una giusta misura, e quelli della sua cattiva condotta sembrano meno."
trad_convivio_trattato_1_2.csv,"Per che, parlando di s  con loda o col contrario, o dice falso per rispetto alla cosa di che parla, o dice falso per rispetto alla sua sentenza  c ha l una e l altra falsitate.","Nel parlare in lode o lodare se stesso una persona, quindi, o dare una falsa descrizione di un evento, o egli attribuir  un falso significato ad esso  in entrambi i casi la falsit  sar  presente."
trad_convivio_trattato_1_2.csv,"E per , con ci  sia cosa che lo consentire   uno confessare, villania fa chi loda o chi biasima dinanzi al viso alcuno, perch  n  consentire n  negare puote lo cos  estimato, sanza cadere in colpa di lodarsi o di biasimare  salva qui la via della debita correzione, che essere non pu  sanza improperio del fallo che correggere s intende  e salva la via del debito onorare e magnificare, la quale passar non si pu  sanza fare menzione dell opere virtuose o delle dignitadi virtuosamente acquistate.","Poich  acconsentire a qualcosa   riconoscere la sua verit , ne consegue che per chiunque lodare o incolpare qualcuno sul suo volto   agire in base a lui, perch  la persona cos  giudicata non pu  n  acconsentire, n  negare, ci  che si dice senza incorrere nella colpa di lodare o incolpare se stesso. Si deve, naturalmente, fare eccezione a questo proposito quando si   il posto di correggere qualcuno  questo non pu  essere fatto senza denigrare la colpa che si intende correggere. Lo stesso vale quando si   il posto di onorare ed esaltare qualcuno  questo non pu  essere fatto senza parlare di fatti virtuosi e di onori virtuosamente acquisiti."
trad_convivio_trattato_1_2.csv,"Veramente, al principale intendimento tornando, dico  che , come   toccato di sopra, per necessarie cagioni lo parlare di s    conceduto  ed in tra l altre necessarie cagioni due sono pi  manifeste.","Tuttavia, per tornare al tema principale, e ampliare su qualcosa di sopra suggerito, sostengo che parlare di se stessi   permesso quando ci sono ragioni convincenti, di cui due in particolare spiccano."
trad_convivio_trattato_1_2.csv,"L una   quando sanza ragionare di s  grande infamia o pericolo non si pu  cessare  e allora si concede, per la ragione che delli due  rei  sentieri prendere lo men reo   quasi prendere un buono. E questa necessitate mosse Boezio di se medesimo a parlare, acci  che sotto pretesto di consolazione escusasse la perpetuale infamia del suo essilio, mostrando quello essere ingiusto, poi che altro escusatore non si levava.","Il primo ottiene quando parlare di s    l unico modo per evitare qualche grave disonore o pericolo  allora   lecito perch  quando si   di fronte a due simili azioni prendere il meno male equivale a prenderne uno buono. Era la necessit  di questo tipo che ha spinto Boezio a parlare di se stesso  poich  nessun altro si   alzato a sua difesa, ha cercato, con il pretesto di trovare consolazione, di difendersi contro la vergogna eterna del suo esilio dimostrando che era stato ingiusto."
trad_convivio_trattato_1_2.csv,"L altra   quando, per ragionare di s , grandissima utilitade ne segue altrui per via di dottrina  e questa ragione mosse Agustino nelle sue Confessioni a parlare di s , ch  per lo processo della sua vita, lo quale fu di  meno  buono in buono, e di buono in migliore, e di migliore in ottimo, ne diede essemplo e dottrina, la quale per  altro  s  vero testimonio ricevere non si potea.","Il secondo ottiene quando una persona parla di s    cos  istruttiva da essere di maggior aiuto agli altri. Questo   stato il motivo di Agostino per parlare di se stesso nelle sue Confessioni, la sua per lo sviluppo della sua vita, che ha progredito dal bene al bene, dal bene al meglio, e dal meglio, ci d  esempio e istruzione che nessun conto da un semplice testimone, per quanto fedele, avrebbe potuto fornire."
trad_convivio_trattato_1_2.csv,"Per che, se l una e l altra di queste ragioni mi scusa, sofficientemente lo pane del mio comento   purgato della prima sua macula. Movemi timore d infamia, e movemi disiderio di dottrina dare, la quale altri veramente dare non pu .","Se ciascuno di questi motivi giustifica la mia condotta, il pane fatto dal mio grano pu  essere considerato come completamente purificato dalla sua prima macchia. Sono commosso a parlare sia dal timore di vergogna e il desiderio di dare istruzioni che nessun altro   in grado di dare."
trad_convivio_trattato_1_2.csv,"Temo la infamia di tanta passione avere seguita, quanta concepe chi legge le sopra nominate canzoni in me avere segnoreggiata  la quale infamia si cessa, per lo presente di me parlare, interamente, lo quale mostra che non passione ma vert  sia stata la movente cagione.","Temo che la vergogna di essere stato pensato di aver ceduto a una passione cos  grande che ha governato la mia vita, che   come i canzoni di cui sopra sono compresi. Questa vergogna   completamente rimosso da ci  che dico di me stesso qui, perch  questo dimostra che le mie azioni sono state governate non dalla passione, ma dalla virt ."
trad_convivio_trattato_1_2.csv,"Intendo anche mostrare la vera sentenza di quelle, che per alcuno vedere non si pu  s io non la conto, perch    nascosa sotto figura d allegoria  e questo non solamente dar  diletto buono a udire, ma sottile amaestramento e a cos  parlare e a cos  intendere l altrui scritture.","Intendo anche chiarire il vero significato di quei canzoni, che nessuno pu  conoscere a meno che io non spieghi di cosa si tratta, perch    nascosto sotto immagini allegoriche. Il mio fare questo porter  non solo piacere all orecchio, ma anche adeguata istruzione circa l uso di questo metodo sia nell espressione di se stessi e nell interpretazione degli scritti degli altri."
trad_convivio_trattato_1_3.csv,"Degna di molta riprensione   quella cosa che, ordinata a t rre alcuno difetto, per se medesima quello induce  s  come quelli che fosse mandato a partire una rissa, e prima che partisse quella ne iniziasse un altra.","Qualunque cosa merita una severa censura che di per s  provoca il difetto stesso che si intende porre rimedio, come, ad esempio, una persona mandata a rompere una lotta che, prima di aver rotto il primo, ha suscitato un altro."
trad_convivio_trattato_1_3.csv,"E per  che lo mio pane   purgato da una parte, convienlomi purgare dall altra, per fuggire questa riprensione  ch  lo mio scritto, che quasi comento dir si pu ,   ordinato a levare lo difetto delle canzoni sopra dette, ed esso per s  fia forse in parte alcuna un poco duro. La qual durezza, per fuggire maggiore difetto, non per ignoranza,   qui pensata.","Ora che il mio pane   purificato in un certo senso, devo purificarlo in un altro se voglio sfuggire a tale censura, perch  questo lavoro, che pu  essere descritto come un commento,   destinato a fornire ci  che manca nei canzoni in discussione, e tuttavia pu  anche essere un po  difficile da capire in alcune parti. Questa difficolt    del tutto intenzionale qui, derivante non da inavvertimento, ma dal desiderio di evitare una carenza ancora maggiore."
trad_convivio_trattato_1_3.csv,"Ahi, piaciuto fosse al dispensatore dell universo che la cagione della mia scusa mai non fosse stata! ch  n  altri contra me avria fallato, n  io sofferto avria pena ingiustamente, pena, dico, d essilio e di povertate.","Come vorrei che fosse stato il piacere del governatore dell universo che la ragione che giustificava la mia azione non fosse mai esistita! Perch  allora altri non avrebbero torto a me, n  avrei dovuto ingiustamente subire punizioni, una punizione estrema come l esilio e la povert ."
trad_convivio_trattato_1_3.csv,"Poi che fu piacere delli cittadini della bellissima e famosissima figlia di Roma, Fiorenza, di gittarmi fuori del suo dolce seno   nel quale nato e nutrito fui in fino al colmo della vita mia, e nel quale, con buona pace di quella, desidero con tutto lo core di riposare l animo stancato e terminare lo tempo che m   dato  , per le parti quasi tutte alle quali questa lingua si stende, peregrino, quasi mendicando, sono andato, mostrando contra mia voglia la piaga della fortuna, che suole ingiustamente al piagato molte volte essere imputata.","Dal momento in cui i cittadini della pi  bella e famosa figlia di Roma, Firenze, ha ritenuto adatto per gettarmi via dal suo dolce seno dove sono nato e nutrito fino alla mia piena maturit , e dove, con il suo gentile consenso, desidero con tutto il cuore di riposare la mia mente stanca e completare il mio spazio assegnato ho fatto il mio cammino attraverso quasi tutte le regioni a cui questa lingua si estende, un vagabondo senzatetto, ridotto quasi a mendicante, e mostrando contro la mia volont  la ferita inflitta dalla fortuna, che molto spesso   ingiustamente imputato a quello afflitto."
trad_convivio_trattato_1_3.csv,"Veramente io sono stato legno sanza vela e sanza governo, portato a diversi porti e foci e liti dal vento secco che vapora la dolorosa povertade  e sono apparito alli occhi a molti che forse che per alcuna fama in altra forma m aveano imaginato  nel conspetto de  quali non solamente mia persona invilio, ma di minor pregio si fece ogni opera, s  gi  fatta come quella che fosse a fare.","Sono stato infatti una nave priva di vela e timone, portata in vari porti e foci fluviali e rive dal vento perforante sollevato dalla dolorosa povert   molti mi hanno visto di persona che forse mi ha intrattenuto un immagine diversa in virt  di una certa reputazione che ho goduto, in modo che ai loro occhi non solo perdo in stima, ma tutte le mie opere, quelle ancora da produrre non meno di quelle gi  completate, sono a buon mercato."
trad_convivio_trattato_1_3.csv,"La ragione per che ci  incontra   non pur in me, ma in tutti   brievemente or qui piace toccare  e prima, perch  la fama oltre la veritade si sciampia  e poi, perch  la presenza oltre la veritade stringe.","Perch  questo accade non solo a me, ma a tutti   qualcosa che vorrei toccare brevemente qui. Succede perch  prima di tutto la propria reputazione si espande oltre i limiti della verit , poi la sua presenza diminuisce oltre questi limiti."
trad_convivio_trattato_1_3.csv,"La fama buona, principalmente     generata dalla buona operazione nella mente dell amico e da quella   prima partorita  ch  la mente del nimico, avegna che riceva lo seme, non concepe.","La buona reputazione di uno   originariamente concepito nella mente di un amico come risultato di una buona condotta, e che la mente prima d  alla luce di esso, perch  anche se la mente di un nemico pu  ricevere il seme, nessuna concezione ha luogo l ."
trad_convivio_trattato_1_3.csv,"Quella mente che prima la partorisce, s  per far pi  ornato lo suo presente, s  per la caritade dell amico che lo riceve, non si tiene alli termini del vero ma passa quelli. E quando per ornare ci  che dice li passa, contra conscienza parla  quando inganno di caritade li fa passare, non parla contra essa.","Provvisto sia da un desiderio di aggiungere ulteriore abbellimento al dono che far , sia dall amore per l amico che lo ricever , la mente che prima d  vita ad una reputazione non si mantiene entro i limiti della verit , ma li supera. Quando li supera per abbellire ci  che dice, parla contro la sua coscienza  quando lo fa come ingannato dall amore, lo stesso non   vero."
trad_convivio_trattato_1_3.csv,"La seconda mente che ci  riceve, non solamente alla dilatazione della prima sta contenta, ma  l suo riportamento, s  come qu as i suo effetto, procura d adornare  e s , che per questo fare e per lo  nganno che riceve della caritate in lei generata, quella pi  ampia fa che a lei non v ne, e  con  concordia e con discordia di conscienza come la prima. E questo fa la terza ricevitrice e la quarta, e cos  in infinito si dilata.","La seconda mente, ricevendo queste parole, non si accontenta dell ampliamento effettuato dalla prima mente  si pone ad abbellire la sua relazione, essendo questa la propria creazione distinta  e cos , a causa della sua spinta creativa e dell inganno causato dall amore che a sua volta porta per il suo amico, amplifica ancora di pi  la reputazione, in armonia o disarmonia con la coscienza come nel caso della prima mente. Il terzo destinatario fa lo stesso, come fa il quarto, e cos  la reputazione continua ad allargarsi indefinitamente."
trad_convivio_trattato_1_3.csv,"E cos , volgendo le cagioni sopra dette nelle contrarie, si pu  vedere la ragione della infamia, che simigliantemente si fa grande. Per che Virgilio dice nel quarto dello Eneida che la Fama vive per essere mobile e acquista grandezza per andare.","Sostituendo le ragioni opposte a quelle indicate nella descrizione sopra, si pu  anche percepire la dinamica operativa in cattiva reputazione, che   ingrandita in modo simile. Il punto   fatto da Virgilio nell Eneide dove dice che la reputazione prospera sul movimento, e va di forza in forza mentre viaggia."
trad_convivio_trattato_1_3.csv,"Apertamente adunque veder pu  chi vuole che la imagine per sola fama generata sempre   pi  ampia, quale che essa sia, che non   la cosa imaginata nel vero stato.","Chi si preoccupa, allora, pu  vedere perfettamente chiaramente che l immagine formata nella mente delle persone semplicemente per la reputazione, che sia buona o cattiva,   sempre su una scala pi  grande di quanto sia il vero stato della cosa immaginata."
trad_convivio_trattato_1_4.csv,"Mostrata  la  ragione innanzi per che la fama dilata lo bene e lo male oltre la vera quantit , resta in questo capitolo a mostrar quelle ragioni che fan vedere perch  la presenza ristringe per opposito  e mostrate quelle, si verr  lievemente al principale proposito, cio  della sopra notata escusa.","Avendo chiarito come la reputazione espanda il bene e il male al di l  dei limiti della verit , devo dedicare questo capitolo a spiegare le varie ragioni che dimostrano perch  la presenza reale fa il contrario e li diminuisce. Questo chiarimento porter  naturalmente al mio tema principale, la giustificazione di cui sopra."
trad_convivio_trattato_1_4.csv,"Dico adunque che per tre cagioni la presenza fa la persona di meno valore ch ella non    l una delle quali   puerizia, non dico d etate ma d animo  la seconda   invidia,   e queste sono nello giudicatore    la terza   l umana impuritade, e questa   nello giudicato.","Dichiaro, quindi, che tre cause lavoro per rendere la presenza di una persona risultato nel suo essere tenuto in stima pi  bassa di quanto egli veramente merita. Il primo   l imperfezione infantile in termini non di et , ma di mente e il secondo   invidia  queste due sono caratteristiche della persona che fa il giudizio. Il terzo   l imperfezione umana, che   una caratteristica della persona giudicata."
