Original,Translate
" Quando noi fummo là ’ve la rugiada pugna col sole, per essere in parte dove, ad orezza, poco si dirada, ","Toen we daar waren waar de dauw vecht met de zon, want het is op het punt waar schaduw is en het verdampt weinig,"
 ambo le mani in su l’erbetta sparte soavemente ’l mio maestro pose,"Mijn meester legde beide handen op het gras, met open palmen"
" ond’ io, che fui accorto di sua arte, porsi ver’ lui le guance lagrimose","Toen zette ik, die begreep wat hij wilde doen, mijn wangen tegen hem, nog steeds bevlekt met huilen."
 ivi mi fece tutto discoverto quel color che l’inferno mi nascose,Hij ontdekte de kleur van mijn gezicht die de hel had verborgen.
" Venimmo poi in sul lito diserto, che mai non vide navicar sue acque omo, che di tornar sia poscia esperto","Toen kwamen we aan de woestijnkust, die nooit iemand zag zeilen, die in staat was om terug te gaan."
 Quivi mi cinse sì com’ altrui piacque,Hier gordde Virgil me zoals Cato hem had verteld.
 oh maraviglia,Wat een wonder.
" ché qual elli scelse l’umile pianta, cotal si rinacque subitamente là onde l’avelse","Want nadat hij de nederige plant, die hij had gekozen, gescheurd had, werd hij terstond herboren, gelijk hij op dezelfde plaats was."
 Già era ’l sole a l’orizzonte giunto lo cui meridïan cerchio coverchia Ierusalèm col suo più alto punto,De zon was al gearriveerd aan de horizon wiens meridiaan Jeruzalem overstijgt met zijn hoogste punt
" e la notte, che opposita a lui cerchia, uscia di Gange fuor con le Bilance, che le caggion di man quando soverchia","En de nacht, die draait in de tegengestelde positie van de zon, kwam uit de Ganges in combinatie met de Weegschaal, en het is niet zo wanneer de duur ervan hoger is dan die van de dag."
" sì che le bianche e le vermiglie guance, là dov’ i’ era, de la bella Aurora per troppa etate divenivan rance","Dus de witte en rode wangen van de prachtige Aurora, waar ik was, voor het verstrijken van de tijd werd oranje"
" Noi eravam lunghesso mare ancora, come gente che pensa a suo cammino, che va col cuore e col corpo dimora","We waren nog steeds op de kust, als iemand die denkt aan het pad dat hij moet nemen en is klaar met verlangen, maar aarzelt met het lichaam"
" Ed ecco, qual, sorpreso dal mattino, per li grossi vapor Marte rosseggia giù nel ponente sovra ’l suol marino, ","En ziet, gelijk als Mars, des morgens vertroebeld, rood geworden zijnde door dikke dampen in het westen, op het aardoppervlak der zee;"
" cotal m’apparve, s’io ancor lo veggia, un lume per lo mar venir sì ratto, che ’l muover suo nessun volar pareggia","Dus verscheen er een licht dat uit de zee kwam, zo snel dat geen enkele vogel zich zo snel bewoog."
" Dal qual com’ io un poco ebbi ritratto l’occhio per domandar lo duca mio, rividil più lucente e maggior fatto","Zodra ik een kleine blik wegdraaide om het mijn leraar te vragen, zag ik het helderder en groter."
" Poi d’ogne lato ad esso m’appario un non sapeva che bianco, e di sotto a poco a poco un altro a lui uscìo","Toen aan elke kant van het leek het mij om een witheid onbepaald te zien, en beetje bij beetje onder het leek een ander."
" Lo mio maestro ancor non facea motto, mentre che i primi bianchi apparver ali","Mijn leraar zei niets, totdat bleek dat de eerste witte vleugels waren."
" allor che ben conobbe il galeotto, gridò","Toen hij die klootzak kende, huilde hij tegen me."
" «Fa, fa che le ginocchia cali","Omhoog, omhoog, buig je knieën"
 Ecco l’angel di Dio,Hier is de engel van God.
 piega le mani,Doe je handen bij elkaar.
 omai vedrai di sì fatti officiali,Je zult inmiddels zulke ministers zien.
" Vedi che sdegna li argomenti umani, sì che remo non vuol, né altro velo che l’ali sue, tra liti sì lontani","Zie hoe hij menselijke instrumenten afwijst, zodat hij geen riemen of andere zeilen wil die niet zijn vleugels zijn, zelfs niet op plaatsen zo ver weg"
" Vedi come l’ha dritte verso ’l cielo, trattando l’aere con l’etterne penne, che non si mutan come mortal pelo»","Zie hoe hij ze recht naar de hemel houdt, de lucht doorsnijdend met eeuwige veren die niet vallen als dodelijke veren."
" Poi, come più e più verso noi venne l’uccel divino, più chiaro appariva","Toen, zodra de goddelijke vogel naar ons toe kwam, leek het duidelijker"
" per che l’occhio da presso nol sostenne, ma chinail giuso","Toen keken mijn ogen niet goed, maar ik werd gedwongen om ze neer te buigen."
" e quei sen venne a riva con un vasello snelletto e leggero, tanto che l’acqua nulla ne ’nghiottiva","En hij kwam aan land met een smalle, lichte boot, tot het punt dat hij helemaal niet in het water zonk."
" Da poppa stava il celestial nocchiero, tal che faria beato pur descripto","De goddelijke stuurman stond aan het achtersteven, en was zodanig dat hij zou gezegend alleen om hem te beschrijven"
 e più di cento spirti entro sediero,En in de boot zat meer dan honderd geesten.
 ‘In exitu Isräel de Aegypto’ cantavan tutti insieme ad una voce con quanto di quel salmo è poscia scripto,"Samen zongen zij de Psalm met één stem in Israëls vlucht uit Egypte, zelfs met de volgende verzen:"
 Poi fece il segno lor di santa croce,En Hij maakte hen het teken van het kruis.
 ond’ ei si gittar tutti in su la piaggia,"En ze vielen allemaal op het strand,"
" ed el sen gì, come venne, veloce","En hij ging, zo snel als hij gekomen was."
" La turba che rimase lì, selvaggia parea del loco, rimirando intorno come colui che nove cose assaggia","De groep zielen die daar bleef leek onervaren van de plaats, en keek rond als degene die nieuwe dingen ervaart"
" Da tutte parti saettava il giorno lo sol, ch’avea con le saette conte di mezzo ’l ciel cacciato Capricorno, ","De zon blies de dag van alle kanten, hebben al gedreven de Steenbok uit het midden van de hemel met de onfeilbare pijlen,"
" quando la nova gente alzò la fronte ver’ noi, dicendo a noi",Toen de nieuwkomers zich tot ons wendden en tot ons zeiden:
" «Se voi sapete, mostratene la via di gire al monte»","Als je het weet, wijs ons dan de weg naar de berg."
 E Virgilio rispuose,"En Virgil antwoordde hem, zeggende:"
 «Voi credete forse che siamo esperti d’esto loco,Je kunt geloven dat we hier experts zijn.
 ma noi siam peregrin come voi siete,Maar we zijn vreemden net als jij.
" Dianzi venimmo, innanzi a voi un poco, per altra via, che fu sì aspra e forte, che lo salire omai ne parrà gioco»","We zijn net aangekomen, net voor jullie, via een andere weg die zo moeilijk was dat de beklimming van de berg in vergelijking als een grap voor ons zal lijken."
" L’anime, che si fuor di me accorte, per lo spirare, ch’i’ era ancor vivo, maravigliando diventaro smorte","De zielen, die zich realiseerden dat ik leefde toen ik ademde, bleek van verbazing"
" E come a messagger che porta ulivo tragge la gente per udir novelle, e di calcar nessun si mostra schivo, ","En als de mensen zich om de Boodschapper heen scharen, die een bericht van vrede brengt, en niemand is ongehoorzaam om zich te haasten."
" così al viso mio s’affisar quelle anime fortunate tutte quante, quasi oblïando d’ire a farsi belle","Dus die gelukkige zielen verzamelden zich allemaal rond mijn gezicht, bijna vergeten om te gaan en zichzelf te zuiveren."
" Io vidi una di lor trarresi avante per abbracciarmi con sì grande affetto, che mosse me a far lo somigliante","Ik zag een van hen naar voren komen om mij te omhelzen, met zo'n grote genegenheid dat hij mij ertoe overhaalde om hetzelfde te doen."
" Ohi ombre vane, fuor che ne l’aspetto","Inconsistente schaduwen, behalve in uiterlijk."
" tre volte dietro a lei le mani avvinsi, e tante mi tornai con esse al petto","Drie keer probeerde ik haar te omhelzen met mijn handen, en ik vond haar leeg in mijn borst."
" Di maraviglia, credo, mi dipinsi",Ik denk dat ik erg verrast was.
" per che l’ombra sorrise e si ritrasse, e io, seguendo lei, oltre mi pinsi","Toen glimlachte de schaduw en trok zich terug, en ik volgde haar en duwde me een beetje ver."
 Soavemente disse ch’io posasse,Zachtjes zei me te stoppen.
" allor conobbi chi era, e pregai che, per parlarmi, un poco s’arrestasse",Toen herkende ik hem en smeekte hem om een tijdje te stoppen en met me te praten.
 Rispuosemi,Hij gaf antwoord.
" «Così com’ io t’amai nel mortal corpo, così t’amo sciolta","Zoals ik van je heb gehouden in het sterfelijke lichaam, dus hou ik nu van je dat ik een ziel ben."
 però m’arresto,Daarom stop ik.
 ma tu perché vai?»,Waarom ben je hier?
" «Casella mio, per tornar altra volta là dov’ io son, fo io questo vïaggio», diss’ io","""Mijn huis, ik maak deze reis om hier terug te komen waar ik ben,"" zei ik"
 «ma a te com’ è tanta ora tolta?»,Maar waarom ben je nu pas hier?
 Ed elli a me,En hij voor mij.
" «Nessun m’è fatto oltraggio, se quei che leva quando e cui li piace, più volte m’ha negato esto passaggio","""Ik ben niet onrecht aangedaan, als de engel, die neemt wanneer en wie wil, heeft mij vele malen geweigerd om mij hier te brengen."
 ché di giusto voler lo suo si face,Want zijn wil is naar het goddelijke.
" veramente da tre mesi elli ha tolto chi ha voluto intrar, con tutta pace","Maar drie maanden lang heeft hij op de boot al diegenen verwelkomd die er op wilden stappen, zonder tegenstand te bieden."
" Ond’ io, ch’era ora a la marina vòlto dove l’acqua di Tevero s’insala, benignamente fu’ da lui ricolto","Toen werd ik, die zich omdraaide naar de zee waar de Tiber stroomde, vriendelijk ontvangen door hem."
" A quella foce ha elli or dritta l’ala, però che sempre quivi si ricoglie qual verso Acheronte non si cala»","Nu heeft hij de vleugel rechtgezet naar die mond, aangezien elke ziel die niet voorbestemd is voor de hel daar altijd verzameld is."
 E io,En ik...
" «Se nuova legge non ti toglie memoria o uso a l’amoroso canto che mi solea quetar tutte mie doglie, ",Als een nieuwe wet je herinnering niet wegneemt... of je gewoonte van liefdevolle liedjes die vroeger al mijn verlangens bevredigden...
" di ciò ti piaccia consolare alquanto l’anima mia, che, con la sua persona venendo qui, è affannata tanto»","met het alstublieft console een beetje mijn ziel, dat hier komen met het fysieke lichaam is zo vermoeid (Vertaald met Google Translate)"
" ‘Amor che ne la mente mi ragiona’ cominciò elli allor sì dolcemente, che la dolcezza ancor dentro mi suona","En hij begon te zingen: Liefde die mij redeneert, zo zachtelijk, dat de zoetheid van dat lied nog steeds in mij klinkt."
" Lo mio maestro e io e quella gente ch’eran con lui parevan sì contenti, come a nessun toccasse altro la mente","Mijn leraar en ik en die zielen die bij hem waren leken zo gelukkig, alsof onze gedachten niet geraakt werden door een gedachte."
 Noi eravam tutti fissi e attenti a le sue note,"We waren allemaal van plan op de notities,"
 ed ecco il veglio onesto gridando,Toen de waardige oude man kwam en riep:
" «Che è ciò, spiriti lenti? ","Wat betekent dit, trage geesten?"
" qual negligenza, quale stare è questo? ","Welke nalatigheid, welke vertraging is dit?"
 Correte al monte a spogliarvi lo scoglio ch’esser non lascia a voi Dio manifesto»,Ren naar de berg en neem de zest die je niet toestaat om God te zien.
" Come quando, cogliendo biado o loglio, li colombi adunati a la pastura, queti, sanza mostrar l’usato orgoglio, ","Als wanneer de duiven, het vangen van biada of brood, verzameld voor de maaltijd, rustig en zonder het tonen van de gebruikelijke trots,"
" se cosa appare ond’ elli abbian paura, subitamente lasciano star l’esca, perch’ assaliti son da maggior cura","Als er iets lijkt dat hen bang maakt, verlaten ze onmiddellijk het voedsel omdat ze worden aangevallen door een grotere bezorgdheid."
" così vid’ io quella masnada fresca lasciar lo canto, e fuggir ver’ la costa, com’ om che va, né sa dove rïesca","Dus ik zag die zielen zodra je kwam, laat het liedje, en ren naar de berg als iemand die zonder een precies doel gaat."
 né la nostra partita fu men tosta,en onze ontsnapping was niet minder haastig
" Avvegna che la subitana fuga dispergesse color per la campagna, ","Hoewel de plotselinge ontsnapping zielen verspreidde langs het strand,"
" rivolti al monte ove ragion ne fruga, i’ mi ristrinsi a la fida compagna","Naar de berg waar goddelijke gerechtigheid ons kwelt, klampte ik me vast aan mijn betrouwbare leiding."
 e come sare’ io sanza lui corso? chi m’avria tratto su per la montagna? El mi parea da sé stesso rimorso,En hoe zou ik zonder hem gegaan zijn?Wie zou mij de berg laten opgaan?Hij leek mij door wroeging bewogen te zijn.
" o dignitosa coscïenza e netta, come t’è picciol fallo amaro morso","O waardige en zuivere geweten, die bittere kwelling veroorzaakt de minste dwaling in u."
" Quando li piedi suoi lasciar la fretta, che l’onestade ad ogn’ atto dismaga, ","Toen zijn voeten de haast verlieten die elke daad van decorum kleinert,"
" la mente mia, che prima era ristretta, ","Mijn geest, die eerder was gefixeerd op één gedachte,"
" lo ’ntento rallargò, sì come vaga, e diedi ’l viso mio incontr’ al poggio che ’nverso ’l ciel più alto si dislaga","Hij breidde zich uit zolang hij iets anders kon zien, en dus keek ik omhoog naar de berg die hoger in de hemel stond dan welke andere dan ook."
" Lo sol, che dietro fiammeggiava roggio, rotto m’era dinanzi a la figura, ch’avëa in me de’ suoi raggi l’appoggio","De zon, stralend rood achter mijn rug, werd onderbroken voor mij door mijn lichaam, die stond in de weg van zijn stralen."
" Io mi volsi dallato con paura d’essere abbandonato, quand’ io vidi solo dinanzi a me la terra oscura","Ik draaide me naar de kant met angst om verlaten te worden, toen ik zag dat er alleen een schaduw voor mij was"
 e ’l mio conforto,en mijn troost
" «Perché pur diffidi?», a dir mi cominciò tutto rivolto","""Waarom blijf je op je hoede?"" begon hij me met grote aandacht te vertellen."
 «non credi tu me teco e ch’io ti guidi? Vespero è già colà dov’ è sepolto lo corpo dentro al quale io facea ombra,Denk je niet dat ik hier ben om je te begeleiden?Het is al avond waar het lichaam begraven is waarin ik schaduwde
" Napoli l’ha, e da Brandizio è tolto",is in Napels en is daar overgebracht door Brindisi
" Ora, se innanzi a me nulla s’aombra, non ti maravigliar più che d’i cieli che l’uno a l’altro raggio non ingombra","Als ik nu geen schaduw voor mijn aangezicht werp, wees dan niet meer verbaasd dat de hemelen de doortocht van licht van de ene naar de andere niet belemmeren."
" A sofferir tormenti, caldi e geli simili corpi la Virtù dispone che, come fa, non vuol ch’a noi si sveli","Het goddelijke zal zulke lichamen doen lijden aan fysieke kwellingen, hitte en vorst, en wil niet dat we weten hoe dit mogelijk is"
 Matto è chi spera che nostra ragione possa trascorrer la infinita via che tiene una sustanza in tre persone,Het is krankzinnig om te hopen dat onze reden de oneindige weg kan gaan die slechts één substantie in drie personen bevat.
" State contenti, umana gente, al quia","Wees tevreden, mannen, met dit"
" ché, se potuto aveste veder tutto, mestier non era parturir Maria","in feite, als je alles had kunnen zien, zou het niet nodig zijn geweest voor Maria om geboorte te geven aan Jezus"
" e disïar vedeste sanza frutto tai che sarebbe lor disio quetato, ch’etternalmente è dato lor per lutto","En gij hebt de begeerte der zulke diepe filosofen tevergeefs gezien, dat, indien het mogelijk was, zij hun begeerte vervuld zouden hebben, hetwelk hun eeuwige straf is."
 io dico d’Aristotile e di Plato e di molt’ altri»,"Ik heb het over Aristoteles, Plato en vele anderen."
" e qui chinò la fronte, e più non disse, e rimase turbato","En toen boog hij zijn voorhoofd, en voegde er niet meer aan toe, en werd ontroerd."
 Noi divenimmo intanto a piè del monte,Maar we waren aan de voet van de berg gekomen.
" quivi trovammo la roccia sì erta, che ’ndarno vi sarien le gambe pronte",Hier vonden we de rotswand zo steil dat we tevergeefs zouden proberen het te beklimmen met onze benen
" Tra Lerice e Turbìa la più diserta, la più rotta ruina è una scala, verso di quella, agevole e aperta",De steilste en meest ruige rots in Liguria in vergelijking met dat is een gemakkelijk toegankelijke trap
" «Or chi sa da qual man la costa cala», ",Wie weet van welke kant de muur minder steil is?
" disse ’l maestro mio fermando ’l passo, ","Zegt mijn leraar, stoppen met het tempo"
 «sì che possa salir chi va sanz’ ala?»,Zodat degenen die geen vleugels hebben naar boven kunnen klimmen?
" E mentre ch’e’ tenendo ’l viso basso essaminava del cammin la mente, e io mirava suso intorno al sasso, ","En terwijl hij, op de grond kijkend, reflecteerde op het pad te nemen, en ik keek omhoog rond de rots,"
" da man sinistra m’apparì una gente d’anime, che movieno i piè ver’ noi, e non pareva, sì venïan lente","Ik zag van links een groep zielen naar ons toe lopen, en het leek niet eens zo langzaam te gaan."
" «Leva», diss’ io, «maestro, li occhi tuoi","Ik zei: ""Meester, kijk omhoog."
" ecco di qua chi ne darà consiglio, se tu da te medesmo aver nol puoi»","Dat is wie ons de weg zal wijzen, als je ze zelf niet kunt vinden."
" Guardò allora, e con libero piglio rispuose","Toen keek hij, en keek rustig, en antwoordde."
" «Andiamo in là, ch’ei vegnon piano","""Laten we die kant op gaan, want ze komen langzaam naar ons toe."
" e tu ferma la spene, dolce figlio»","En jij versterkt je hoop, lieve zoon."
" Ancora era quel popol di lontano, i’ dico dopo i nostri mille passi, quanto un buon gittator trarria con mano, ","Nadat we duizend treden hadden gelopen, was die lijn nog steeds de ruimte die een goede werper zou bedekken door een steen te gooien met zijn hand,"
" quando si strinser tutti ai duri massi de l’alta ripa, e stetter fermi e stretti com’ a guardar, chi va dubbiando, stassi","En zij stonden allen op den rotswand des bergs, en stonden daar, als zij stonden, en keken naar Hem, Die ging, en twijfelde."
" «O ben finiti, o già spiriti eletti», Virgilio incominciò, ","Virgil begon ""O dode geesten in de genade van God en gekozen voor de zaligheid,"
" «per quella pace ch’i’ credo che per voi tutti s’aspetti, ditene dove la montagna giace, sì che possibil sia l’andare in suso","In naam van die vrede die ik geloof dat jullie allemaal wachten, vertel ons waar de berg minder steil is, zodat het mogelijk is om te ascenderen."
 ché perder tempo a chi più sa più spiace»,"Hoe meer je weet, hoe meer spijt hij heeft om achter te blijven."
" Come le pecorelle escon del chiuso a una, a due, a tre, e l’altre stanno timidette atterrando l’occhio e ’l muso","Als de schapen uit de kudde komen, tot één, tot twee, tot drie, en de anderen angstig achteruit gaan en de snuit en het oog naar beneden houden"
" e ciò che fa la prima, e l’altre fanno, addossandosi a lei, s’ella s’arresta, semplici e quete, e lo ’mperché non sanno","en wat de eerste doet ook de anderen, leunend op haar als ze stopt, eenvoudig en zachtmoedig, en ze weten niet waarom"
" sì vid’ io muovere a venir la testa di quella mandra fortunata allotta, pudica in faccia e ne l’andare onesta","Dus zag ik het hoofd van die gastheer van gelukkige zielen naar ons toe komen, bescheiden in uiterlijk en waardig in beweging."
" Come color dinanzi vider rotta la luce in terra dal mio destro canto, sì che l’ombra era da me a la grotta, ","Zodra zij zagen, dat ik een schaduw op mijn rechterhand wierp, van mij tot aan de rotswand,"
" restaro, e trasser sé in dietro alquanto, e tutti li altri che venieno appresso, non sappiendo ’l perché, fenno altrettanto","Ze stopten en trokken een beetje terug, en alle andere geesten die achter hen aan kwamen, hoewel ze niet wisten waarom, deden hetzelfde."
 «Sanza vostra domanda io vi confesso che questo è corpo uman che voi vedete,"""Zonder dat je het vraagt, vertel ik je onmiddellijk dat dit lichaam dat je ziet van vlees en botten is."
 per che ’l lume del sole in terra è fesso,"Daarom wordt het licht der zon van hem afgesneden, op de aarde."
" Non vi maravigliate, ma credete che non sanza virtù che da ciel vegna cerchi di soverchiar questa parete»","Wees niet verbaasd, maar geloof dat Dante niet probeert deze muur te beklimmen zonder de hulp van een deugd die uit de Hemel komt."
 Così ’l maestro,Dat is wat de leraar zei.
" e quella gente degna «Tornate», disse, «intrate innanzi dunque», coi dossi de le man faccendo insegna","En die waardige zielen zeiden: Keer weder op uw treden, en markeer ze met den rug hunner handen."
 E un di loro incominciò,En een van hen begon
" «Chiunque tu se’, così andando, volgi ’l viso","""Wie je ook bent, als je blijft lopen, draai je naar mij"
