Original,Translate
" Ma da ch’è tuo voler che più si spieghi di nostra condizion com’ ell’ è vera, esser non puote il mio che a te si nieghi","Men eftersom din önskan är att vi ska förklara för dig mer i detalj vårt tillstånd, är det inte möjligt att min önskan skiljer sig från din."
 Questi non vide mai l’ultima sera,Den här dog aldrig.
" ma per la sua follia le fu sì presso, che molto poco tempo a volger era",men för sin synd var han så nära att vara så att det inte skulle bli länge
" Sì com’ io dissi, fui mandato ad esso per lui campare","Som jag sa, jag skickades för att hjälpa honom."
 e non lì era altra via che questa per la quale i’ mi son messo,Och det fanns inget annat sätt än detta som jag följde med honom på.
 Mostrata ho lui tutta la gente ria,Jag visade honom alla fördömda.
 e ora intendo mostrar quelli spirti che purgan sé sotto la tua balìa,Nu vill jag visa honom de själar som renar sig i ditt förvar.
" Com’ io l’ho tratto, saria lungo a dirti",Det skulle vara lång tid att förklara hur jag ledde honom hit.
 de l’alto scende virtù che m’aiuta conducerlo a vederti e a udirti,"Från himlen kommer en dygd som hjälper mig att ta hit honom, att se dig och höra dig."
 Or ti piaccia gradir la sua venuta,Var snäll och välkomna hans ankomst.
" libertà va cercando, ch’è sì cara, come sa chi per lei vita rifiuta","söker frihet, som är mycket dyrbar som han vet vem i hans namn avstår sitt eget liv"
" Tu ’l sai, ché non ti fu per lei amara in Utica la morte, ove lasciasti la vesta ch’al gran dì sarà sì chiara","Du vet det väl, ty du handlade med döden i Utika för frihet, där du lämnade den kropp som Uppståndelsens dag skall lysa."
" Non son li editti etterni per noi guasti, ché questi vive e Minòs me non lega","Eviga påbud bryts inte av oss, för Dante lever och Minos har ingen makt över mig."
" ma son del cerchio ove son li occhi casti di Marzia tua, che ’n vista ancor ti priega, o santo petto, che per tua la tegni","Ty jag kommer från Cirkeln, där din hustrus rena ögon äro, Martja, som ser henne, han tycks bönfalla dig att betrakta henne som ditt, o heliga bröst."
 per lo suo amore adunque a noi ti piega,"i hans kärleks namn, böj dig därför för oss."
 Lasciane andar per li tuoi sette regni,Låt oss gå för de sju skärselden ramar
" grazie riporterò di te a lei, se d’esser mentovato là giù degni»","Jag tackar er framför henne, om ni går med på att bli omnämnda där."
" «Marzïa piacque tanto a li occhi miei mentre ch’i’ fu’ di là», ",Så länge jag levde var Martiah så förtjust i mina ögon.
" diss’ elli allora, ",Han sade sedan:
" «che quante grazie volse da me, fei",att jag uppfyllde alla hans önskningar
" Or che di là dal mal fiume dimora, più muover non mi può, per quella legge che fatta fu quando me n’usci’ fora","Nu när han bor bortom den infernaliska floden, kan han inte längre röra mig, i kraft av den lag som antogs när jag kom ut ur den."
" Ma se donna del ciel ti move e regge, come tu di’, non c’è mestier lusinghe","Men om en välsignad kvinna, som du säger, rör sig dina steg, behöver du inte smicker"
 bastisi ben che per lei mi richegge,Allt du behöver göra är att be till mig i hans namn.
" Va dunque, e fa che tu costui ricinghe d’un giunco schietto e che li lavi ’l viso, sì ch’ogne sucidume quindi stinghe","Gån därför åstad och låten honom omgjorda sina länder med en slät säng och tvån sitt ansikte, så att allt vad orent är bliver av med det."
" ché non si converria, l’occhio sorpriso d’alcuna nebbia, andar dinanzi al primo ministro, ch’è di quei di paradiso",I själva verket skulle det inte vara lämpligt att träda fram inför Paradisets premiärminister med ögat beslöjat av någon dimma
" Questa isoletta intorno ad imo ad imo, là giù colà dove la batte l’onda, porta di giunchi sovra ’l molle limo","Denna lilla ö, i dess nedre delar, där den slås av vågorna, är full av rusningar på lerkällorna"
" null’ altra pianta che facesse fronda o indurasse, vi puote aver vita, però ch’a le percosse non seconda","Ingen annan växt som hade grenar eller en styv stam kan växa där, för den skulle inte böja sig för vågornas drivkraft."
 Poscia non sia di qua vostra reddita,Då är din återkomst inte så här.
" lo sol vi mosterrà, che surge omai, prendere il monte a più lieve salita»","solen, som nu stiger, kommer att visa dig riktningen var du kan hitta lätt tillgång till berget"
 Così sparì,Så han försvann
" e io sù mi levai sanza parlare, e tutto mi ritrassi al duca mio, e li occhi a lui drizzai",Och jag stod upp utan att tala och drog mig till min vägledning och vände min blick mot honom.
 El cominciò,Han började
" «Figliuol, segui i miei passi","Min son, följ mina steg"
" volgianci in dietro, ché di qua dichina questa pianura a’ suoi termini bassi»","Låt oss gå tillbaka, för härifrån minskar slätten försiktigt mot den lägsta punkten."
" L’alba vinceva l’ora mattutina che fuggia innanzi, sì che di lontano conobbi il tremolar de la marina","Morgonens ljus var den sista timmen av natten som flydde för henne, så att jag på avstånd fick se havets bävan."
" Noi andavam per lo solingo piano com’ om che torna a la perduta strada, che ’nfino ad essa li pare ire in vano","Vi gick längs den ensamma slätten, som någon som fann den förlorade vägen och som, till den, trodde att gå förgäves."
" Quando noi fummo là ’ve la rugiada pugna col sole, per essere in parte dove, ad orezza, poco si dirada, ","När vi var där där daggen slåss mot solen, för det är vid den punkt där det finns skugga och det avdunstar lite,"
 ambo le mani in su l’erbetta sparte soavemente ’l mio maestro pose,"Min herre lade båda händerna på gräset, med öppna handflator"
" ond’ io, che fui accorto di sua arte, porsi ver’ lui le guance lagrimose","Sedan satte jag, som hade förstått vad han ville göra, mina kinder mot honom fortfarande fläckade med gråt."
 ivi mi fece tutto discoverto quel color che l’inferno mi nascose,Han upptäckte färgen på mitt ansikte som helvetet hade gömt
" Venimmo poi in sul lito diserto, che mai non vide navicar sue acque omo, che di tornar sia poscia esperto","Sedan kom vi till öknen stranden, som aldrig såg någon segla, som kunde gå tillbaka."
 Quivi mi cinse sì com’ altrui piacque,Här omgjordade Virgil mig som Cato hade berättat för honom
 oh maraviglia,Vilket under
" ché qual elli scelse l’umile pianta, cotal si rinacque subitamente là onde l’avelse","Ty sedan han hade rivit den ödmjuka växten, som han hade utvalt, blev den omedelbart återfödd såsom den var på samma plats."
 Già era ’l sole a l’orizzonte giunto lo cui meridïan cerchio coverchia Ierusalèm col suo più alto punto,Solen hade redan anlänt på horisonten vars meridian överträffar Jerusalem med dess högsta punkt
" e la notte, che opposita a lui cerchia, uscia di Gange fuor con le Bilance, che le caggion di man quando soverchia","Och natten, som roterar i motsatt position av solen, kom ut ur Ganges i samband med Libra, och det är inte så när dess varaktighet överstiger dagen."
" sì che le bianche e le vermiglie guance, là dov’ i’ era, de la bella Aurora per troppa etate divenivan rance","Så de vita och röda kinderna på den vackra Aurora, där jag var, för tiden blev orange"
" Noi eravam lunghesso mare ancora, come gente che pensa a suo cammino, che va col cuore e col corpo dimora","Vi var fortfarande på stranden, som någon som tänker på den väg han måste ta och är redo med lust, men tvekar med kroppen"
" Ed ecco, qual, sorpreso dal mattino, per li grossi vapor Marte rosseggia giù nel ponente sovra ’l suol marino, ","Och se, som när Mars, skymd om morgonen, röd av tjocka ångor i väster på havets yta,"
" cotal m’apparve, s’io ancor lo veggia, un lume per lo mar venir sì ratto, che ’l muover suo nessun volar pareggia","Så visade sig för mig ett ljus som kom från havet, så snabbt att ingen fågel rörde sig lika snabbt"
" Dal qual com’ io un poco ebbi ritratto l’occhio per domandar lo duca mio, rividil più lucente e maggior fatto","Så fort jag vände bort en liten blick från det för att fråga min lärare, såg jag det ljusare och större"
" Poi d’ogne lato ad esso m’appario un non sapeva che bianco, e di sotto a poco a poco un altro a lui uscìo","Sedan på varje sida av det verkade det för mig att se en vithet obestämd, och lite i taget under det verkade en annan."
" Lo mio maestro ancor non facea motto, mentre che i primi bianchi apparver ali",Min lärare sa ingenting förrän det verkade som om den första vita var vingar.
" allor che ben conobbe il galeotto, gridò","När han kände den där idioten, ropade han till mig:"
" «Fa, fa che le ginocchia cali","Upp, upp, böj knäna"
 Ecco l’angel di Dio,Här är Guds ängel.
 piega le mani,Sätt ihop händerna.
 omai vedrai di sì fatti officiali,Ni kommer att få träffa sådana ministrar vid det här laget.
" Vedi che sdegna li argomenti umani, sì che remo non vuol, né altro velo che l’ali sue, tra liti sì lontani","Se hur han förkastar mänskliga instrument, så att han inte vill ha åror, eller andra segel som inte är hans vingar, även på platser så långt borta"
" Vedi come l’ha dritte verso ’l cielo, trattando l’aere con l’etterne penne, che non si mutan come mortal pelo»","Se hur han håller dem rakt mot himlen, skär luften med eviga fjädrar som inte faller som dödliga fjädrar."
" Poi, come più e più verso noi venne l’uccel divino, più chiaro appariva","Så snart den gudomliga fågeln kom mot oss, visade det sig då tydligare"
" per che l’occhio da presso nol sostenne, ma chinail giuso","Då tittade inte mina ögon närmare, men jag var tvungen att böja ner dem."
" e quei sen venne a riva con un vasello snelletto e leggero, tanto che l’acqua nulla ne ’nghiottiva","Och han kom i land med en smal, lätt båt, till den grad att han inte alls sjönk i vattnet."
" Da poppa stava il celestial nocchiero, tal che faria beato pur descripto","Den gudomlige rorsman stod i aktern, och var sådan att han skulle göra välsignade endast för att beskriva honom"
 e più di cento spirti entro sediero,Och i båten satt mer än hundra andar.
 ‘In exitu Isräel de Aegypto’ cantavan tutti insieme ad una voce con quanto di quel salmo è poscia scripto,"Tillsammans sjöng de Psalmen med en röst i Israels flykt från Egypten, med följande verser:"
 Poi fece il segno lor di santa croce,Och han gjorde dem till korsets tecken.
 ond’ ei si gittar tutti in su la piaggia,"Och alla föll på stranden,"
" ed el sen gì, come venne, veloce","Och han gick, lika fort som han hade kommit."
" La turba che rimase lì, selvaggia parea del loco, rimirando intorno come colui che nove cose assaggia","Den grupp av själar som stannade där verkade oerfaren av platsen, och såg sig omkring som den som upplevde nya saker"
" Da tutte parti saettava il giorno lo sol, ch’avea con le saette conte di mezzo ’l ciel cacciato Capricorno, ","Solen blåste dagen från alla sidor, efter att redan ha drivit Capricorn från mitten av himlen med de ofelbara pilarna,"
" quando la nova gente alzò la fronte ver’ noi, dicendo a noi",När nykomlingarna vände sig till oss och sade till oss:
" «Se voi sapete, mostratene la via di gire al monte»","Om du vet det, visa oss vägen till berget."
 E Virgilio rispuose,Då svarade Virgil honom och sade:
 «Voi credete forse che siamo esperti d’esto loco,Ni kanske tror att vi är experter här.
 ma noi siam peregrin come voi siete,Men vi är främlingar precis som du.
" Dianzi venimmo, innanzi a voi un poco, per altra via, che fu sì aspra e forte, che lo salire omai ne parrà gioco»","Vi har just anlänt, strax före er, genom en annan väg som var så svår att bergets uppstigning i jämförelse kommer att verka som ett skämt för oss."
" L’anime, che si fuor di me accorte, per lo spirare, ch’i’ era ancor vivo, maravigliando diventaro smorte","Själarna, som hade insett att jag levde när jag andades, smakade förbluffande."
" E come a messagger che porta ulivo tragge la gente per udir novelle, e di calcar nessun si mostra schivo, ","Och när folket samlas kring Sändebudet, som kommer med nyheter om fred, och ingen är olydig att rusa,"
" così al viso mio s’affisar quelle anime fortunate tutte quante, quasi oblïando d’ire a farsi belle",Så de lyckliga själarna samlades runt mitt ansikte och glömde nästan att gå och rena sig.
" Io vidi una di lor trarresi avante per abbracciarmi con sì grande affetto, che mosse me a far lo somigliante","Jag såg en av dem komma fram för att omfamna mig, med så stor tillgivenhet att han fick mig att göra detsamma"
" Ohi ombre vane, fuor che ne l’aspetto","Inkonsekventa skuggor, utom i utseendet"
" tre volte dietro a lei le mani avvinsi, e tante mi tornai con esse al petto","Tre gånger försökte jag omfamna henne med mina händer, och jag hittade henne tom i mitt bröst."
" Di maraviglia, credo, mi dipinsi",Jag tror att jag blev mycket förvånad.
" per che l’ombra sorrise e si ritrasse, e io, seguendo lei, oltre mi pinsi","Skuggan log och drog åt sidan, och jag följde efter henne och knuffade mig lite långt."
 Soavemente disse ch’io posasse,Jag sa att jag skulle sluta.
" allor conobbi chi era, e pregai che, per parlarmi, un poco s’arrestasse",Sedan kände jag igen honom och bad honom att stanna ett tag och prata med mig.
 Rispuosemi,Han svarade mig.
" «Così com’ io t’amai nel mortal corpo, così t’amo sciolta","Som jag har älskat dig i den dödliga kroppen, så älskar jag dig nu när jag är en själ."
 però m’arresto,Det är därför jag stannar.
 ma tu perché vai?»,Varför är du här?
" «Casella mio, per tornar altra volta là dov’ io son, fo io questo vïaggio», diss’ io","""Mitt hus, jag gör denna resa för att komma tillbaka hit igen där jag är"" , Jag sa"
 «ma a te com’ è tanta ora tolta?»,Men varför kommer du bara hit nu?
 Ed elli a me,Och honom till mig
" «Nessun m’è fatto oltraggio, se quei che leva quando e cui li piace, più volte m’ha negato esto passaggio","""Jag har inte blivit kränkt, om ängeln, som tar när och vem som vill, har förnekat mig många gånger att föra mig hit."
 ché di giusto voler lo suo si face,Ty hans vilja är enligt det gudomliga.
" veramente da tre mesi elli ha tolto chi ha voluto intrar, con tutta pace","Men i tre månader har han välkomnat på båten alla de som ville komma på det, utan att motsätta sig"
" Ond’ io, ch’era ora a la marina vòlto dove l’acqua di Tevero s’insala, benignamente fu’ da lui ricolto","Och jag, som vände mig till havet, där Tibern flöt, blev vänligt tagen av honom."
" A quella foce ha elli or dritta l’ala, però che sempre quivi si ricoglie qual verso Acheronte non si cala»","Nu har han rätat ut vingen mot den munnen, eftersom varje själ som inte är avsedd för helvetet alltid är samlad där."
 E io,Och jag...
" «Se nuova legge non ti toglie memoria o uso a l’amoroso canto che mi solea quetar tutte mie doglie, ","Om en ny lag inte tar bort ditt minne eller din vana att älska sång som brukade blidka alla mina önskningar,"
" di ciò ti piaccia consolare alquanto l’anima mia, che, con la sua persona venendo qui, è affannata tanto»","med det snälla trösta lite min själ, att komma hit med den fysiska kroppen är så trött (Översatt med Google Translate)"
" ‘Amor che ne la mente mi ragiona’ cominciò elli allor sì dolcemente, che la dolcezza ancor dentro mi suona","Och han begynte sjunga: »Kärlek, som har mig i sinnet, så lent, att den sångens ljuvhet ännu ljuder inom mig.»"
" Lo mio maestro e io e quella gente ch’eran con lui parevan sì contenti, come a nessun toccasse altro la mente","Min lärare och jag och de själar som var med honom verkade så lyckliga, som om våra sinnen inte rördes av någon tanke."
 Noi eravam tutti fissi e attenti a le sue note,"Vi var alla inställda på anteckningarna,"
 ed ecco il veglio onesto gridando,"när den värdige gamle mannen kom och grät,"
" «Che è ciò, spiriti lenti? ","Vad betyder det här, långsamma andar?"
" qual negligenza, quale stare è questo? ","Vilken vårdslöshet, vilken fördröjning är detta?"
 Correte al monte a spogliarvi lo scoglio ch’esser non lascia a voi Dio manifesto»,Spring till berget och ta av dig lusten som inte tillåter dig att se Gud.
" Come quando, cogliendo biado o loglio, li colombi adunati a la pastura, queti, sanza mostrar l’usato orgoglio, ","Som när duvorna, fånga biada eller limpa, samlades för måltiden, tyst och utan att visa den vanliga stolthet,"
" se cosa appare ond’ elli abbian paura, subitamente lasciano star l’esca, perch’ assaliti son da maggior cura",Om något dyker upp som skrämmer dem lämnar de omedelbart maten eftersom de attackeras av en större oro
" così vid’ io quella masnada fresca lasciar lo canto, e fuggir ver’ la costa, com’ om che va, né sa dove rïesca","Så jag såg de själarna så fort du kom, lämna sången, och springa till berget som någon som går utan ett exakt mål."
 né la nostra partita fu men tosta,och vår flykt var inte mindre förhastad
" Avvegna che la subitana fuga dispergesse color per la campagna, ","Även om den plötsliga flykten hade skingrat själar längs stranden,"
" rivolti al monte ove ragion ne fruga, i’ mi ristrinsi a la fida compagna",Till det berg där Guds rättfärdighet plågar oss klamrade jag mig fast vid min pålitliga vägledning.
 e come sare’ io sanza lui corso? chi m’avria tratto su per la montagna? El mi parea da sé stesso rimorso,Och hur skulle jag ha gått utan honom?Vem skulle ha fått mig att gå upp för berget?Han tycktes mig bli rörd av ånger.
" o dignitosa coscïenza e netta, come t’è picciol fallo amaro morso","O värdigt och rent samvete, som bitter pina orsakar den minsta villfarelse i dig."
" Quando li piedi suoi lasciar la fretta, che l’onestade ad ogn’ atto dismaga, ","När hans fötter lämnade den brådska som förringar varje handling av anständighet,"
" la mente mia, che prima era ristretta, ","Mitt sinne, som tidigare var fäst vid en tanke,"
" lo ’ntento rallargò, sì come vaga, e diedi ’l viso mio incontr’ al poggio che ’nverso ’l ciel più alto si dislaga","Han spred sig så länge han kunde se något annat, och så såg jag upp till berget som stod på himlen högre än någon annan."
" Lo sol, che dietro fiammeggiava roggio, rotto m’era dinanzi a la figura, ch’avëa in me de’ suoi raggi l’appoggio","Solen, som sken rött bakom ryggen, avbröts framför mig av min kropp, som stod i vägen för dess strålar."
" Io mi volsi dallato con paura d’essere abbandonato, quand’ io vidi solo dinanzi a me la terra oscura","Jag vände mig till sidan med rädsla för att bli övergiven, när jag såg att det bara fanns en skugga framför mig"
 e ’l mio conforto,och min tröst
" «Perché pur diffidi?», a dir mi cominciò tutto rivolto","""Varför fortsätter du att vara försiktig?"" Han började berätta med stor uppmärksamhet."
 «non credi tu me teco e ch’io ti guidi? Vespero è già colà dov’ è sepolto lo corpo dentro al quale io facea ombra,Tror du inte att jag är här med dig för att vägleda dig?Det är redan kväll där kroppen är begravd där jag skuggade
" Napoli l’ha, e da Brandizio è tolto",är i Neapel och har överförts dit av Brindisi
" Ora, se innanzi a me nulla s’aombra, non ti maravigliar più che d’i cieli che l’uno a l’altro raggio non ingombra","Om jag nu icke kastar någon skugga framför mig, så förundra dig icke mer över att himmelen icke hindrar ljusets gång från den ena till den andra."
" A sofferir tormenti, caldi e geli simili corpi la Virtù dispone che, come fa, non vuol ch’a noi si sveli","Den gudomliga viljan får sådana kroppar att lida fysiska plågor, värme och frost, och vill inte att vi ska veta hur detta är möjligt"
 Matto è chi spera che nostra ragione possa trascorrer la infinita via che tiene una sustanza in tre persone,Det är vansinnigt att hoppas att vårt förnuft kan gå den oändliga väg som rymmer endast ett ämne av tre personer
" State contenti, umana gente, al quia","Var nöjda, män, med detta"
" ché, se potuto aveste veder tutto, mestier non era parturir Maria","I själva verket, om du kunde ha sett allt, skulle det inte ha varit nödvändigt för Maria att föda Jesus"
" e disïar vedeste sanza frutto tai che sarebbe lor disio quetato, ch’etternalmente è dato lor per lutto","Och I haven förgätit vad så djupa filosofer hava begärelse, att de, om det vore möjligt, skulle hava uppfyllt sitt begär, vilket är deras eviga straff."
 io dico d’Aristotile e di Plato e di molt’ altri»,"Jag talar om Aristoteles, Platon och många andra."
" e qui chinò la fronte, e più non disse, e rimase turbato","Då böjde han sig ned för pannan och lade icke mer till, utan blev förskräckt."
 Noi divenimmo intanto a piè del monte,Men vi hade kommit till foten av berget.
" quivi trovammo la roccia sì erta, che ’ndarno vi sarien le gambe pronte",Här fann vi den steniga väggen så brant att vi förgäves skulle försöka klättra upp i den med våra ben
" Tra Lerice e Turbìa la più diserta, la più rotta ruina è una scala, verso di quella, agevole e aperta",Den brantaste och mest stryktåliga stenen i Liguria jämfört med den är en lättåtkomlig trappa
" «Or chi sa da qual man la costa cala», ",Vem vet från vilken sida väggen är mindre brant?
" disse ’l maestro mio fermando ’l passo, ","Säger min lärare, stoppa takten"
 «sì che possa salir chi va sanz’ ala?»,Så att de som inte har några vingar kan klättra upp?
" E mentre ch’e’ tenendo ’l viso basso essaminava del cammin la mente, e io mirava suso intorno al sasso, ","Och medan han såg ner på marken, reflekterade på den väg som skulle tas, och jag tittade upp runt klippan,"
" da man sinistra m’apparì una gente d’anime, che movieno i piè ver’ noi, e non pareva, sì venïan lente","Jag såg från vänster komma en grupp själar som gick mot oss, och det verkade inte ens så långsamt gå framåt."
" «Leva», diss’ io, «maestro, li occhi tuoi","Jag sa, ""Mästare, titta upp."
" ecco di qua chi ne darà consiglio, se tu da te medesmo aver nol puoi»","Det är den som kommer att ge oss vägbeskrivning, om du inte kan hitta dem själv."
" Guardò allora, e con libero piglio rispuose",Då vände han sig om och såg sig lugnt och svarade.
" «Andiamo in là, ch’ei vegnon piano","""Låt oss gå den vägen, för de kommer sakta mot oss."
" e tu ferma la spene, dolce figlio»","och du stärker ditt hopp, kära son"
" Ancora era quel popol di lontano, i’ dico dopo i nostri mille passi, quanto un buon gittator trarria con mano, ","Efter att vi hade gått tusen steg, var den linjen fortfarande det utrymme som en bra kanna skulle täcka genom att kasta en sten med handen,"
" quando si strinser tutti ai duri massi de l’alta ripa, e stetter fermi e stretti com’ a guardar, chi va dubbiando, stassi","Och när de alla stodo på bergets klippvägg och stodo där, medan de stodo, såg de på honom som gick åstad och tvivlade."
" «O ben finiti, o già spiriti eletti», Virgilio incominciò, ","Virgil började ""O döda andar i Guds nåd och utvalda till frälsning,"
" «per quella pace ch’i’ credo che per voi tutti s’aspetti, ditene dove la montagna giace, sì che possibil sia l’andare in suso","i den frids namn som jag tror att ni alla väntar på, tala om för oss var berget är mindre brant, så att det är möjligt att stiga upp."
 ché perder tempo a chi più sa più spiace»,"Ju mer man vet, desto mer ledsen är han att släpa efter."
" Come le pecorelle escon del chiuso a una, a due, a tre, e l’altre stanno timidette atterrando l’occhio e ’l muso","När fåren kommer ut ur fållan, till en, till två, till tre, och de andra står tillbaka rädda och håller nosen och ögat nere"
" e ciò che fa la prima, e l’altre fanno, addossandosi a lei, s’ella s’arresta, semplici e quete, e lo ’mperché non sanno","Och vad den förra gör också de andra, lutande på henne om hon stannar, enkel och saktmodig, och de vet inte orsaken"
" sì vid’ io muovere a venir la testa di quella mandra fortunata allotta, pudica in faccia e ne l’andare onesta","Så jag såg huvudet på den där skaran av lyckliga själar röra sig mot oss, blygsamt till utseende och värdigt i rörelse."
" Come color dinanzi vider rotta la luce in terra dal mio destro canto, sì che l’ombra era da me a la grotta, ","När de sågo att jag kastade en skugga över min högra hand, från mig till klippan,"
" restaro, e trasser sé in dietro alquanto, e tutti li altri che venieno appresso, non sappiendo ’l perché, fenno altrettanto","De stannade och drog tillbaka lite, och alla andra andar som kom efter dem, även om de inte visste varför, gjorde detsamma."
 «Sanza vostra domanda io vi confesso che questo è corpo uman che voi vedete,"""Utan att du frågar, säger jag dig omedelbart att denna kropp du ser är av kött och ben."
 per che ’l lume del sole in terra è fesso,"Därför bliver solens ljus avskuret från honom, på jorden."
" Non vi maravigliate, ma credete che non sanza virtù che da ciel vegna cerchi di soverchiar questa parete»","Bli inte förvånad, men tro att Dante inte försöker bestiga muren utan hjälp av en dygd som kommer från Himlen."
 Così ’l maestro,Det är vad läraren sa.
" e quella gente degna «Tornate», disse, «intrate innanzi dunque», coi dossi de le man faccendo insegna",Och de värdiga människorna sade: »Vänd tillbaka till edra steg och lägg märke till dem med sina händers rygg.»
 E un di loro incominciò,Och en av dem började
" «Chiunque tu se’, così andando, volgi ’l viso","""Vem du än är, när du fortsätter att gå, vänd dig till mig"
 pon mente se di là mi vedesti unque»,Och berätta om du någonsin sett mig på jorden.
 Io mi volsi ver’ lui e guardail fiso,Jag vände mig till honom och tittade noga på honom.
" biondo era e bello e di gentile aspetto, ma l’un de’ cigli un colpo avea diviso","Han var blond, stilig och ädel, men ett av ögonbrynen delades av ett slag."
" Quand’ io mi fui umilmente disdetto d’averlo visto mai, el disse","När jag ödmjukt sade till honom att jag aldrig hade sett honom, slog han tillbaka."
 «Or vedi»,"""Kolla nu"""
 e mostrommi una piaga a sommo ’l petto,Och han visade mig ett sår på mitt bröst.
 Poi sorridendo disse,Sen log han och sa:
" «Io son Manfredi, nepote di Costanza imperadrice","Jag är Manfredi, sonson till kejsarkonsten"
" ond’ io ti priego che, quando tu riedi, vadi a mia bella figlia, genitrice de l’onor di Cicilia e d’Aragona, ","Då ber jag dig, när du återvänder till jorden, att gå till min vackra dotter, mor till de två arvingarna till Siciliens och Aragons krona,"
" e dichi ’l vero a lei, s’altro si dice",Berätta sanningen om mig om du berättar nåt mer om mitt liv efter detta.
" Poscia ch’io ebbi rotta la persona di due punte mortali, io mi rendei, piangendo, a quei che volontier perdona",Efter att ha fått två dödliga sår vände jag mig till honom i ånger och tårar som gärna förlät honom.
 Orribil furon li peccati miei,Mina synder var hemska.
" ma la bontà infinita ha sì gran braccia, che prende ciò che si rivolge a lei",Men den gudomliga godheten har så breda armar att den välkomnar alla dem som vänder sig till henne
" Se ’l pastor di Cosenza, che a la caccia di me fu messo per Clemente allora, avesse in Dio ben letta questa faccia, ","Om biskopen i Cosenza, som då anstiftades mot mig av påven Clemens fjärde, hade läst detta ansikte av Guds förlåtelse,"
" l’ossa del corpo mio sarieno ancora in co del ponte presso a Benevento, sotto la guardia de la grave mora","Benen i min kropp skulle fortfarande begravas under stenhögen vid brons huvud, vid Benevento."
