Original,Translate_de_1
" Io nol soffersi molto, né sì poco, ch’io nol vedessi sfavillar dintorno, com’ ferro che bogliente esce del foco","Ich konnte die Sonne nicht lange anstarren, aber auch nicht so wenig, daß ich ihn nicht ringsum funkeln sah wie ein glühendes Eisen, das aus dem Feuer kam."
" e di sùbito parve giorno a giorno essere aggiunto, come quei che puote avesse il ciel d’un altro sole addorno","Und alsbald sah es so aus, als wäre dem Tag ein anderer hinzugefügt worden, als hätte Gott den Himmel einer zweiten Sonne geschmückt."
 Beatrice tutta ne l’etterne rote fissa con li occhi stava,Beatrice blickte fest auf die Himmelsräder
" e io in lei le luci fissi, di là sù rimote",Und ich schaute auf sie und wandte sie vom Himmel ab.
" Nel suo aspetto tal dentro mi fei, qual si fé Glauco nel gustar de l’erba che ’l fé consorto in mar de li altri dèi","Als ich sie ansah, wurde ich in ihr, wie Glauco wurde, als er das Gras aß, und verwandelte sie in eine Meeresgottheit."
 Trasumanar significar per verba non si poria,"Wenn man sich über menschliche Grenzen hinweg erhebt, kann man das nicht mit Worten erklären."
 però l’essemplo basti a cui esperïenza grazia serba,"so genügt das mythologische Beispiel denen, denen die göttliche Gnade die unmittelbare Erfahrung gibt."
" S’i’ era sol di me quel che creasti novellamente, amor che ’l ciel governi, tu ’l sai, che col tuo lume mi levasti","Wenn ich nur das war, was du, die Liebe, die den Himmel regiert, als Letztes erschaffen hast, so weißt du, daß du mich mit deinem Licht aufhobst."
" Quando la rota che tu sempiterni desiderato, ","Wenn die Drehbewegung des Himmels, die du für immer mit dem Wunsch der himmlischen Räder machst, zu dir zu kommen,"
" a sé mi fece atteso con l’armonia che temperi e discerni, ","Er lenkte meine Aufmerksamkeit mit der Harmonie, die du regierst und etablierst,"
" parvemi tanto allor del cielo acceso de la fiamma del sol, che pioggia o fiume lago non fece alcun tanto disteso","Der Himmel schien mir so leuchtend vom Licht der Sonne, daß der Regen oder der Strom nie einen so großen See schufen."
 La novità del suono e ’l grande lume di lor cagion m’accesero un disio mai non sentito di cotanto acume,"Die Neuheit des Klangs und das helle Licht entbrannten in mir den Wunsch, die Ursache zu kennen, so scharf, wie ich es nie gespürt hatte."
" Ond’ ella, che vedea me sì com’ io, a quïetarmi l’animo commosso, pria ch’io a dimandar, la bocca aprio e cominciò","Und sie, die in meinem Sinn las wie ich selbst, ehe ich sie um etwas bat, öffnete ihren Mund, um meine verstörte Seele zu beruhigen, und sprach:"
" «Tu stesso ti fai grosso col falso imaginar, sì che non vedi ciò che vedresti se l’avessi scosso","Du selbst machst dich unfähig, mit einer falschen Vorstellung zu verstehen, so daß du nicht siehst, was du sehen würdest, wenn du befreit worden wärst"
" Tu non se’ in terra, sì come tu credi","Du bist nicht auf der Erde, so wie du glaubst."
" ma folgore, fuggendo il proprio sito, non corse come tu ch’ad esso riedi»","aber ein Blitz, verlassen seine natürliche Heimat, lief nicht so schnell, wie du zurück zu dem Ort, der dir eigen ist"
" S’io fui del primo dubbio disvestito per le sorrise parolette brevi, dentro ad un nuovo più fu’ inretito e dissi","Wenn ich durch diese kurzen und lächelnden Worte vom ersten Zweifel erlöst wurde, so wurde ich von einem anderen Zweifel erwischt, und ich sprach:"
 «Già contento requïevi di grande ammirazion,Jetzt hat sich mein wunderbares Wunder beruhigt.
 ma ora ammiro com’ io trascenda questi corpi levi»,"Aber jetzt wundere ich mich, wie ich über diese leichten Körper klettern kann."
" Ond’ ella, appresso d’un pïo sospiro, li occhi drizzò ver’ me con quel sembiante che madre fa sovra figlio deliro, e cominciò","Und sie sah mich nach einem gottesfürchtigen Seufzer wie eine Mutter an, die sich an den Sohn wendet, der Unsinn redet, und fing an."
" «Le cose tutte quante hanno ordine tra loro, e questo è forma che l’universo a Dio fa simigliante","""Alles Erschaffene ist unter ihnen ordiniert, und das ist die Gestalt, die das Universum wie Gott macht."
" Qui veggion l’alte creature l’orma de l’etterno valore, il qual è fine al quale è fatta la toccata norma","In dieser Reihenfolge sehen die rationalen Geschöpfe den Abdruck der göttlichen Tugend, die das letzte Ziel der ganzen Ordnung ist."
" Ne l’ordine ch’io dico sono accline tutte nature, per diverse sorti, più al principio loro e men vicine","In dieser Reihenfolge, die ich sage, erhalten alle Naturen ihre Neigung, auf unterschiedliche Weise, mehr oder weniger nah an ihrem Schöpferprinzip"
" onde si muovono a diversi porti per lo gran mar de l’essere, e ciascuna con istinto a lei dato che la porti","so neigen sie zu verschiedenen Zielen in der Weite des Universums, und jede wird durch einen Instinkt getrieben, der ihr gegeben wird"
 Questi ne porta il foco inver’ la luna,Dieser Instinkt bringt Feuer zum Mond
 questi ne’ cor mortali è permotore,Es bewegt die Herzen der irrationalen Wesen
 questi la terra in sé stringe e aduna,und macht die Erde zur Kraft und zur Kraft.
" né pur le creature che son fore d’intelligenza quest’ arco saetta, ma quelle c’hanno intelletto e amore","Dieser Instinkt bewegt nicht nur die Geschöpfe ohne Verstand, sondern auch jene, die mit einer rationalen Seele ausgestattet sind."
" La provedenza, che cotanto assetta, del suo lume fa ’l ciel sempre quïeto nel qual si volge quel c’ha maggior fretta","Die Vorsehung, die all das bestimmt, macht immer mit ihrem Licht den Himmel still, in dem der schnellste kreist"
" e ora lì, come a sito decreto, cen porta la virtù di quella corda che ciò che scocca drizza in segno lieto","und bringt uns dorthin, wie zu einem festen Ort, die Kraft dieses natürlichen Instinkts, der zu einem guten Ende jedes Wesen, das bewegt"
" Vero è che, come forma non s’accorda molte fïate a l’intenzion de l’arte, perch’ a risponder la materia è sorda, ","Es stimmt zwar, dass die Form oft nicht der Absicht des Künstlers entspricht, weil die Materie nicht so reagiert, wie sie sollte,"
" così da questo corso si diparte talor la creatura, c’ha podere di piegar, così pinta, in altra parte","so manchmal die rationale Kreatur entfernt sich von diesem Kurs, mit der Macht, in eine andere Richtung zu biegen, wenn auch so gut adressiert"
" e sì come veder si può cadere foco di nube, sì l’impeto primo l’atterra torto da falso piacere","und wie ein Blitz von einer Wolke fällt, so kann der natürliche Instinkt den Menschen nach unten treiben, gelockt von der falschen Freude der irdischen Güter."
" Non dei più ammirar, se bene stimo, lo tuo salir, se non come d’un rivo se d’alto monte scende giuso ad imo","Du sollst dich nicht mehr wundern, wenn ich recht richte, daß du hinaufziehst, es sei denn wie ein Strom, der von dem Gebirge hinabfließt."
" Maraviglia sarebbe in te se, privo d’impedimento, giù ti fossi assiso, com’ a terra quïete in foco vivo»","Es wäre wunderbar, wenn du, frei von Hindernissen, auf dem Boden geblieben wärst wie ein Feuer, das still bliebe und nicht nach oben stiege."
 Quinci rivolse inver’ lo cielo il viso,Nach seinen Worten blickte Beatrice auf den Himmel
" O voi che siete in piccioletta barca, desiderosi d’ascoltar, seguiti dietro al mio legno che cantando varca, ","Oder ihr Leser, die ihr in einem kleinen Boot seid, bereit zuzuhören, die ihr hinter meinem Schiff seht, das das Meer singt,"
 tornate a riveder li vostri liti,"kehrt zu den Küsten zurück, von denen ihr abgereist seid"
" non vi mettete in pelago, ché forse, perdendo me, rimarreste smarriti","und gehet nicht hinauf ins Meer; denn wenn ihr meine Spur verlierst, werdet ihr euch verlieren."
 L’acqua ch’io prendo già mai non si corse,"Das Wasser, das ich durchlaufe, wurde nie von jemandem überquert."
" Minerva spira, e conducemi Appollo, e nove Muse mi dimostran l’Orse","Minerva weht die Winde, und Apollo hält das Steuer, und die neun Museen zeigen mir den richtigen Kurs."
" Voialtri pochi che drizzaste il collo per tempo al pan de li angeli, del quale vivesi qui ma non sen vien satollo, ","Ihr Wenigen, die ihr euch für die Zeit vom Brot der Engel ernährt habt, von denen ihr hier auf der Erde lebt, aber nie satt werdet,"
" metter potete ben per l’alto sale vostro navigio, servando mio solco dinanzi a l’acqua che ritorna equale","ihr könnt mit eurem Boot aufs Meer gehen und meinem Gefolge folgen vor dem Wasser, das gleich zurückkehrt."
" Que’ glorïosi che passaro al Colco non s’ammiraron come voi farete, quando Iasón vider fatto bifolco","Und die herrlichen Männer, die in die Kolchis kamen, da sie sahen, daß Jason ein Bauer ward, verwunderten sich nicht so sehr, wie ihr tun werdet."
 La concreata e perpetüa sete del deïforme regno cen portava veloci quasi come ’l ciel vedete,"Der angeborene und fortwährende Durst des Königreiches, wie Gott, führte uns nach oben, so schnell wie die Bewegung des Himmels."
" Beatrice in suso, e io in lei guardava",Beatrice schaute hoch und ich in ihr
" e forse in tanto in quanto un quadrel posa e vola e da la noce si dischiava, ","und vielleicht in der kurzen Zeit, in der ein Pfeil vom Seil geschleudert wird, fliegt und zum Ziel kommt,"
 giunto mi vidi ove mirabil cosa mi torse il viso a sé,"Ich kam dorthin, wo ein wunderbares Schauspiel meinen Blick erregte"
" e però quella cui non potea mia cura essere ascosa, volta ver’ me, sì lieta come bella, ","und daher die, vor der niemand von mir verborgen werden konnte, so freudig wie schön,"
" «Drizza la mente in Dio grata», mi disse, «che n’ha congiunti con la prima stella»","""Reden Sie Ihren Sinn und danken Sie Gott,"" sagte er zu mir, ""der uns in den ersten Stern geführt hat."""
" Parev’ a me che nube ne coprisse lucida, spessa, solida e pulita, quasi adamante che lo sol ferisse","Es sah aus, als ob uns eine helle Wolke bedeckte, dick, fest und trocken, wie ein Diamant, der von der Sonne erleuchtet wurde."
" Per entro sé l’etterna margarita ne ricevette, com’ acqua recepe raggio di luce permanendo unita","Der ewige Edelstein nahm uns in sich auf, wie das Wasser den Sonnenstrahl empfängt, indem es vereint blieb."
" S’io era corpo, e qui non si concepe com’ una dimensione altra patio, ","Wenn ich einen festen Körper hatte, und hier kann man nicht verstehen, wie eine Dimension den anderen ertragen konnte,"
" ch’esser convien se corpo in corpo repe, ","Was muss passieren, wenn ein Körper in einen anderen Körper eindringt,"
 accender ne dovria più il disio di veder quella essenza in che si vede come nostra natura e Dio s’unio,"Es sollte uns noch mehr den Wunsch wecken, das Wesen zu sehen, in dem das Geheimnis der Menschwerdung des Göttlichen zu sehen ist."
" Lì si vedrà ciò che tenem per fede, non dimostrato, ma fia per sé noto a guisa del ver primo che l’uom crede","Dort werden wir sehen, was wir glauben durch den Glauben, nicht rational bewiesen, sondern bekannt gemacht als die Wahrheiten, an die der Mensch glaubt"
 Io rispuosi,Ich antwortete:
" «Madonna, sì devoto com’ esser posso più, ringrazio lui lo qual dal mortal mondo m’ha remoto","Ich danke Gott, dass er mich von der sterblichen Welt getrennt hat."
 Ma ditemi,Sagen Sie es mir.
" che son li segni bui di questo corpo, che là giuso in terra fan di Cain favoleggiare altrui?»","Was sind die dunklen Zeichen dieses Sterns, die da unten auf der Erde einige dazu verleiten, Kain zu erzählen?"
" Ella sorrise alquanto, e poi «S’elli erra l’oppinïon», mi disse, ","Sie lächelte ein wenig, und dann, wenn die Meinung der Menschen im Irrtum ist, sagte sie zu mir"
" «d’i mortali dove chiave di senso non diserra, certo non ti dovrien punger li strali d’ammirazione omai, ","In dem Bereich, in dem die Sinne keine angemessene Erklärung geben, solltest du dich nicht überraschen lassen."
 poi dietro ai sensi vedi che la ragione ha corte l’ali,"Denn du siehst, daß Vernunft nicht immer nach Sinnen gehen kann"
 Ma dimmi quel che tu da te ne pensi»,Aber sag mir deine Meinung dazu.
 E io,Und ich
 «Ciò che n’appar qua sù diverso credo che fanno i corpi rari e densi»,"Ich glaube, dass die Helligkeitsunterschiede der Sterne durch die unterschiedliche Dichte des Sternkörpers verursacht werden."
 Ed ella,Und sie...
" «Certo assai vedrai sommerso nel falso il creder tuo, se bene ascolti l’argomentar ch’io li farò avverso","Du wirst sehen, daß dein Denken völlig falsch ist, wenn du die Argumente, mit denen ich ihn widerlegen werde, aufmerksam anhörst."
" La spera ottava vi dimostra molti lumi, li quali e nel quale e nel quanto notar si posson di diversi volti","Der achte Himmel zeigt euch viele Sterne, die in Menge und Qualität verschieden erscheinen."
" Se raro e denso ciò facesser tanto, una sola virtù sarebbe in tutti, più e men distributa e altrettanto","Wenn dies nur durch die unterschiedliche Dichte verursacht würde, dann wäre in allen dieselbe Tugend vorhanden, die in größerem, kleinerem oder gleichem Maße verteilt wird."
" Virtù diverse esser convegnon frutti di princìpi formali, e quei, for ch’uno, seguiterieno a tua ragion distrutti","Stattdessen müssen unterschiedliche Tugenden das Produkt verschiedener formaler Grundsätze sein, die Ihrer Meinung nach auf einen einzigen reduziert werden."
" Ancor, se raro fosse di quel bruno cagion che tu dimandi, o d’oltre in parte fora di sua materia sì digiuno esto pianeto, ","Außerdem, wenn der Grund für die unterschiedliche Helligkeit die geringere Dichte wäre, dann wäre dieser Planet von einer Seite zur anderen massenlos."
" o, sì come comparte lo grasso e ’l magro un corpo, così questo nel suo volume cangerebbe carte","oder, wie ein Körper ungleich verteilt Fett und mager, so würde der Mond in seiner Masse unterscheiden"
" Se ’l primo fosse, fora manifesto ne l’eclissi del sol, per trasparere lo lume come in altro raro ingesto","Wenn die erste Hypothese wahr wäre, würde dies während der Sonnenfinsternis gesehen werden, denn das Sonnenlicht würde so durchscheinen, wie es es tut, wenn es in einen anderen diaphanischen Körper eingeschleust wird."
 Questo non è,Das passiert nicht.
 però è da vedere de l’altro,Es bleibt also die andere Hypothese zu prüfen.
" e s’elli avvien ch’io l’altro cassi, falsificato fia lo tuo parere","Und wenn ich auch das widerlegen werde, so wird sich deine Meinung als falsch erweisen."
" S’elli è che questo raro non trapassi, esser conviene un termine da onde lo suo contrario più passar non lassi","Wenn der Mond nur selten ist, aber nicht beiseite, dann muss es einen Punkt geben, jenseits dessen die feste Masse liegt."
 e indi l’altrui raggio si rifonde così come color torna per vetro lo qual di retro a sé piombo nasconde,"Und von dort wird der Strahl der Sonne reflektiert, wie das Licht von einem Spiegel reflektiert wird."
" Or dirai tu ch’el si dimostra tetro ivi lo raggio più che in altre parti, per esser lì refratto più a retro","Nun wirst du sagen, daß der Strahl an diesem selteneren Punkt weniger hell ist, denn er ist tiefer reflektiert."
" Da questa instanza può deliberarti esperïenza, se già mai la provi, ch’esser suol fonte ai rivi di vostr’ arti","Von diesem Einwand kann er dir die Erfahrung erlösen, wenn du sie machen willst, und sie soll der Anfang all eures Wissens sein."
 Tre specchi prenderai,Du nimmst drei Spiegel.
" e i due rimovi da te d’un modo, e l’altro, più rimosso, tr’ambo li primi li occhi tuoi ritrovi","Und du sollst zwei von ihnen gleich weit von dir machen, und den dritten, der weiter weg ist, in die Mitte der zwei andern."
" Rivolto ad essi, fa che dopo il dosso ti stea un lume che i tre specchi accenda e torni a te da tutti ripercosso","Und wende dich zu ihnen und laß dir hinter deinen Schultern ein Licht stehen, das in den drei Spiegeln gleich ist und du in allen dreien siehst."
" Ben che nel quanto tanto non si stenda la vista più lontana, lì vedrai come convien ch’igualmente risplenda","Obwohl der weiter entfernte Spiegel das Licht mit geringerer Größe reflektiert, wirst du sehen, dass das Licht in ihm mit der gleichen Helligkeit der beiden anderen leuchtet."
" Or, come ai colpi de li caldi rai de la neve riman nudo il suggetto e dal colore e dal freddo primai, ","Wie bei den warmen Sonnenstrahlen schmilzt der Schnee und verwandelt sich in Wasser, ohne die Farbe und die Kälte des Schnees selbst,"
" così rimaso te ne l’intelletto voglio informar di luce sì vivace, che ti tremolerà nel suo aspetto","so will ich deinem Verstand neue Gestalt geben, daß er des Irrtums beraubt ist, daß er dich erleuchtet mit einem hellen Licht, daß es dir schaut wie ein Stern."
 Dentro dal ciel de la divina pace si gira un corpo ne la cui virtute l’esser di tutto suo contento giace,"Im Himmel des göttlichen Friedens dreht sich ein anderer davon, in dessen Tugend das Wesen aller seines Inhalts liegt."
" Lo ciel seguente, c’ha tante vedute, quell’ esser parte per diverse essenze, da lui distratte e da lui contenute","Der nächste Himmel, der so viele Sterne hat, teilt dieses Wesen zwischen allen Sternen, die sich von ihm unterscheiden und darin eingeschlossen sind."
 Li altri giron per varie differenze le distinzion che dentro da sé hanno dispongono a lor fini e lor semenze,"Die anderen Himmel legen die unterschiedlichen Tugenden fest, die sie in sich selbst auf unterschiedliche Weise haben, um ihre Einflüsse und Absichten auf die Erde auszugießen."
" Questi organi del mondo così vanno, come tu vedi omai, di grado in grado, che di sù prendono e di sotto fanno","Diese Organe des Universums gehen weiter, wie du von Himmel im Himmel erkannt hast, so daß sie einen Einfluß von oben empfangen und ihn nach unten bekehren."
" Riguarda bene omai sì com’ io vado per questo loco al vero che disiri, sì che poi sappi sol tener lo guado","Sehe gut, wie ich zur Wahrheit gehe, die du willst, so daß du allein zum Schluß kommst."
" Lo moto e la virtù d’i santi giri, come dal fabbro l’arte del martello, da’ beati motor convien che spiri","Die Bewegung und die Tugend der himmlischen Räder müssen von den Engeln Intelligenzen gehen, wie die Kunst des Hammers vom Schmied kommt"
" e ’l ciel cui tanti lumi fanno bello, de la mente profonda che lui volve prende l’image e fassene suggello","und der Himmel, geschmückt von vielen Sternen, nimmt den Abdruck, dessen Versiegelung er von dem tiefen Verstand, der ihn dreht,"
" E come l’alma dentro a vostra polve per differenti membra e conformate a diverse potenze si risolve, ","Und wie die menschliche Seele in eurem Körper verschiedene Kräfte durch unterschiedliche und anders gebildete Glieder in die Tat umsetzt,"
" così l’intelligenza sua bontate multiplicata per le stelle spiega, girando sé sovra sua unitate","so breitet die Weisheit des Engels seine Güte aus, multipliziert mit den verschiedenen Sternen, und dreht sich zusammen."
" Virtù diversa fa diversa lega col prezïoso corpo ch’ella avviva, nel qual, sì come vita in voi, si lega","Die Tugend, die so vielfältig ist, bindet sich anders an den kostbaren Sternenkörper, dem sie Leben gibt, in dem sie sich wie das Leben in euch bindet."
" Per la natura lieta onde deriva, la virtù mista per lo corpo luce come letizia per pupilla viva","Denn die Kraft im Stern kommt von einer freudigen Natur, und sie leuchtet im Sternenkörper, wie die Freude in der Pupille des Auges leuchtet."
" Da essa vien ciò che da luce a luce par differente, non da denso e raro","Daraus ergibt sich die Tatsache, dass die Helligkeit der Sterne unterschiedlich ist, nicht von der unterschiedlichen Dichte."
" essa è formal principio che produce, conforme a sua bontà, lo turbo e ’l chiaro»","Es ist der formale Grundsatz, der, in Übereinstimmung mit seiner Güte, die Deckkraft und das Licht erzeugt"
" Quel sol che pria d’amor mi scaldò ’l petto, di bella verità m’avea scoverto, provando e riprovando, il dolce aspetto","Die Sonne, die mir zuvor die Brust der Liebe erhitzte, enthüllte mir das süße Aussehen der Wahrheit mit Argumenten zugunsten und Widerwillen."
" e io, per confessar corretto e certo me stesso, tanto quanto si convenne leva’ il capo a proferer più erto","Und ich, um zu gestehen, daß ich meinen Fehler korrigiert hatte, und ich war sicher, daß ich ihn verstanden hatte, hob ich meinen Kopf gerader auf, als es nötig war zu reden."
" ma visione apparve che ritenne a sé me tanto stretto, per vedersi, che di mia confession non mi sovvenne","Aber es erschien mir eine Vision, die meinen Blick so fest zog, daß ich sie anschaute, daß ich nicht mehr an mein Geständnis gedachte."
" Quali per vetri trasparenti e tersi, o ver per acque nitide e tranquille, non sì profonde che i fondi sien persi, ","Genau wie durch klares und klares Glas, oder durch klares und unbeeinflusstes Wasser,"
" tornan d’i nostri visi le postille debili sì, che perla in bianca fronte non vien men forte a le nostre pupille","kehren die Reflexe unserer Gesichter zurück, so daß eine Perle auf einer weißen Stirn unsere Augen nicht weniger schwer trifft,"
 tali vid’ io più facce a parlar pronte,"Also sah ich mehr Gesichter der Seligen, die bereit waren zu reden."
 per ch’io dentro a l’error contrario corsi a quel ch’accese amor tra l’omo e ’l fonte,"Da machte ich mich in den Irrtum wider das, was die Liebe zwischen Narziss und seinem Spiegelbild im Wasser entbrannte."
" Sùbito sì com’ io di lor m’accorsi, quelle stimando specchiati sembianti, per veder di cui fosser, li occhi torsi","Als ich die Geister erkannte und dachte, sie seien reflektierte Bilder, wandte ich mich zurück, um zu sehen, von wem sie waren."
" e nulla vidi, e ritorsili avanti dritti nel lume de la dolce guida, che, sorridendo, ardea ne li occhi santi","Und ich sah nichts und blickte wieder nach vorn in die Augen meines sanften Führers, der lächelnd in seinem Blicke voller Heiligkeit brannte."
" «Non ti maravigliar perch’ io sorrida», mi disse, ","Es überrascht dich nicht, dass ich lächle über deinen kindlichen Gedanken, sagte er zu mir:"
" «appresso il tuo püeril coto, poi sopra ’l vero ancor lo piè non fida, ma te rivolve, come suole, a vòto","Denn Ihr Verstand ist immer noch nicht sicher hinter der Wahrheit, aber es lässt Sie leer drehen, wie es normalerweise in solchen Fällen geschieht"
" vere sustanze son ciò che tu vedi, qui rilegate per manco di voto","Was du siehst, sind königliche Kreaturen, die hier wegen der Nichterfüllung der Gelübde verbannt werden."
 Però parla con esse e odi e credi,"Also rede mit ihnen und glaub an alles, was du hören wirst."
 ché la verace luce che le appaga da sé non lascia lor torcer li piedi»,"Denn das wahrhaftige Licht, das sie glücklich macht, läßt sie nicht von der Wahrheit abirren."
" E io a l’ombra che parea più vaga di ragionar, drizza’mi, e cominciai, quasi com’ uom cui troppa voglia smaga","Und ich wandte mich an die Seele, die mehr eifrig zu sprechen schien, und begann, fast wie ein Mann geschwächt von übermäßigem Verlangen"
" «O ben creato spirito, che a’ rai di vita etterna la dolcezza senti che, non gustata, non s’intende mai, ","EIN gutgeborener Geist, der im Licht des ewigen Lebens eine unbegreifliche Süße spürt, wenn er nicht geprüft wird,"
 grazïoso mi fia se mi contenti del nome tuo e de la vostra sorte»,"Es wird mir gefallen, wenn du mir deinen Namen und deinen Zustand sagst."
" Ond’ ella, pronta e con occhi ridenti","Dann sie, bereit und mit lächelnden Augen"
" «La nostra carità non serra porte a giusta voglia, se non come quella che vuol simile a sé tutta sua corte","""Unsere Liebe schließt nicht die Tür zu einem gerechten Begehren, genau wie die Gottes, die das ganze Paradies wie sich selbst will"
 I’ fui nel mondo vergine sorella,In der Welt war ich eine Nonne
" e se la mente tua ben sé riguarda, non mi ti celerà l’esser più bella, ","Und wenn du genau nachdenkst, wird die Tatsache, dass ich schöner bin, nicht meine Identität vor dir verbergen,"
" ma riconoscerai ch’i’ son Piccarda, che, posta qui con questi altri beati, beata sono in la spera più tarda","Aber du wirst mich als Piccarda Donati erkennen, die hier mit diesen anderen Seligen im Himmel liegen."
" Li nostri affetti, che solo infiammati son nel piacer de lo Spirito Santo, letizian del suo ordine formati","Unsere Gefühle, die nur von der Freude des Heiligen Geistes entzündet sind, freuen sich, sich seiner Ordnung anzupassen."
" E questa sorte che par giù cotanto, però n’è data, perché fuor negletti li nostri voti, e vòti in alcun canto»","Und dieser Zustand, der so niedrig zu sein scheint, wurde uns gegeben, weil unsere Gelübde in gewisser Hinsicht nicht erfüllt und vernachlässigt wurden."
 Ond’ io a lei,Also sagte ich zu ihr:
 «Ne’ mirabili aspetti vostri risplende non so che divino che vi trasmuta da’ primi concetti,"■ In eurem wunderbaren Aussehen leuchtet etwas Göttliches, das euch anders macht als ihr am Leben wart"
 però non fui a rimembrar festino,Darum war ich nicht schnell im Gedächtnis.
" ma or m’aiuta ciò che tu mi dici, sì che raffigurar m’è più latino","Aber jetzt, was du mir sagst, hilft mir, so dass es mir leichter fällt, mir dein Gesicht vorzustellen."
 Ma dimmi,Aber sag's mir.
" voi che siete qui felici, disiderate voi più alto loco per più vedere e per più farvi amici?»","Wollt ihr, die ihr hier glücklich seid, an einem höheren Ort sein, um Gott näher zu sehen und in größerer Gemeinschaft mit Ihm zu sein?"
 Con quelle altr’ ombre pria sorrise un poco,Mit den anderen Seelen lächelte er zuerst ein wenig
" da indi mi rispuose tanto lieta, ch’arder parea d’amor nel primo foco","und sprach zu mir so froh, daß es schien, zu brennen in der Liebe des Heiligen Geistes."
