Original,Translate
" vidi presso di me un veglio solo, degno di tanta reverenza in vista, che più non dee a padre alcun figliuolo","Ich schaute neben mir auf einen einsamen Ältesten, der so viel Ehrfurcht erregte wie die Zuneigung, die ein Sohn seinem Vater gegenüber hat."
" Lunga la barba e di pel bianco mista portava, a’ suoi capelli simigliante, de’ quai cadeva al petto doppia lista","Er hatte einen langen und steilen Bart, mit weißen und schwarzen Haaren wie seine Haare. Von den Tempeln waren zwei Zöpfe gebunden, die auf die Brust herunterkamen."
" Li raggi de le quattro luci sante fregiavan sì la sua faccia di lume, ch’i’ ’l vedea come ’l sol fosse davante","Das Leuchten der vier heiligen Sterne leuchtete auf seinem Gesicht, bis zu dem Punkt, dass er vor der Sonne zu sein schien."
" «Chi siete voi che contro al cieco fiume fuggita avete la pregione etterna?», ","Woher kommen Sie, weil Sie dem unendlichen Gefängnis durch den Untergrund des Flusses entflohen sind?"
" diss’ el, movendo quelle oneste piume","Mit einer feierlichen Geste drängte er uns, seinen Worten zu folgen"
" «Chi v’ha guidati, o che vi fu lucerna, uscendo fuor de la profonda notte che sempre nera fa la valle inferna? ","Wer hat dich im Weg erleuchtet, nachdem du aus der Dunkelheit der linken Kluft gekommen bist?"
 Son le leggi d’abisso così rotte? ,Sind die Regeln des Abgrunds bedeutungslos?
" o è mutato in ciel novo consiglio, che, dannati, venite a le mie grotte?»","Ein himmlisches Dekret ist erlassen worden, nach dem ihr, verurteilt, zu den Felsen gebracht werdet, die ich bewahre?"
" Lo duca mio allor mi diè di piglio, e con parole e con mani e con cenni reverenti mi fé le gambe e ’l ciglio","Dann nahm mich mein Lehrer, und mit den Worten, Händen und Bewegungen drängte er mich, niederzuknien und nach unten zu schauen."
 Poscia rispuose lui,Er antwortete ihm später.
 «Da me non venni,Ich bin hier nicht spontan aufgetaucht.
" donna scese del ciel, per li cui prieghi de la mia compagnia costui sovvenni",Eine Frau kam vom Himmel herab und ich sorgte mich um ihre Bitten.
" Ma da ch’è tuo voler che più si spieghi di nostra condizion com’ ell’ è vera, esser non puote il mio che a te si nieghi","In Anbetracht Ihres Wunsches, näher über unsere Situation informiert zu werden, gibt es keinen Grund für meinen Wunsch, anders zu sein als Ihre."
 Questi non vide mai l’ultima sera,Das hat nie aufgehört zu existieren.
" ma per la sua follia le fu sì presso, che molto poco tempo a volger era","Es war so nahe an der Sünde, dass es nicht lange dauern würde."
" Sì com’ io dissi, fui mandato ad esso per lui campare","Wie ich erwartet hatte, wurde ich geschickt, um ihm zu helfen."
 e non lì era altra via che questa per la quale i’ mi son messo,"Und es gab keinen anderen Weg zu folgen, außer dem, was wir zusammen genommen haben."
 Mostrata ho lui tutta la gente ria,Ich zeigte ihm alle Verurteilten.
 e ora intendo mostrar quelli spirti che purgan sé sotto la tua balìa,"Jetzt will ich sehen, wie diese Seelen durch eure Führung spirituell wachsen."
" Com’ io l’ho tratto, saria lungo a dirti","Es würde einige Zeit dauern zu erklären, wie ich ihn hierher gebracht habe."
 de l’alto scende virtù che m’aiuta conducerlo a vederti e a udirti,"Von dort oben führt mich eine wohltuende Präsenz, damit ich mich hier wiederfinden kann, deine Lippen berühren und auf deine Stimme hören kann."
 Or ti piaccia gradir la sua venuta,"Bitte heißen Sie sie willkommen, wenn sie ankommt."
" libertà va cercando, ch’è sì cara, come sa chi per lei vita rifiuta","opfert sein Leben, um kostbare Freiheit zu erlangen"
" Tu ’l sai, ché non ti fu per lei amara in Utica la morte, ove lasciasti la vesta ch’al gran dì sarà sì chiara","Ihr wisst, dass ihr euer Leben gegeben habt, um Freiheit von Utica zu erlangen, und dass euer Körper eines Tages in all seiner Herrlichkeit wiedererleben wird."
" Non son li editti etterni per noi guasti, ché questi vive e Minòs me non lega","Wir brechen die ewigen Verordnungen nicht, denn Dante ist noch am Leben und ich bin frei von der Herrschaft Minos."
" ma son del cerchio ove son li occhi casti di Marzia tua, che ’n vista ancor ti priega, o santo petto, che per tua la tegni","Marzia, die dich anfleht, sie weiterhin durch ihre reinen Augen zu lieben, kommt aus dem Kreis, oh großzügiges Herz."
 per lo suo amore adunque a noi ti piega,kraft seiner Liebe sich daher zu uns beugen
 Lasciane andar per li tuoi sette regni,"Erlauben Sie uns, auf eine Reise durch die Sieben Stufen des Fegefeuers zu gehen."
" grazie riporterò di te a lei, se d’esser mentovato là giù degni»","Ich wäre Ihnen dankbar, wenn Sie einverstanden wären, dort unten erwähnt zu werden."
" «Marzïa piacque tanto a li occhi miei mentre ch’i’ fu’ di là», ","Was ich während meiner Existenz sehen konnte, Marcia war eine Quelle der Freude für meine Augen."
" diss’ elli allora, ",Dann sprach er seine Worte aus.
" «che quante grazie volse da me, fei","daß er alles erhält, was er will"
" Or che di là dal mal fiume dimora, più muover non mi può, per quella legge che fatta fu quando me n’usci’ fora","Er kann meine Gefühle nicht mehr berühren, aufgrund dieser Regel, die zum Zeitpunkt meiner Abreise von der anderen Seite des Flusses Hölle etabliert wurde."
" Ma se donna del ciel ti move e regge, come tu di’, non c’è mestier lusinghe","Wenn eine glückliche Frau Ihre Schritte führt, gibt es keine Notwendigkeit für Schmeichelei."
 bastisi ben che per lei mi richegge,Bitte in meinem Namen.
" Va dunque, e fa che tu costui ricinghe d’un giunco schietto e che li lavi ’l viso, sì ch’ogne sucidume quindi stinghe","Gehen Sie, wickeln Sie diese Person mit einer stabilen Koje und reinigen Sie sein Gesicht von allem Schmutz."
" ché non si converria, l’occhio sorpriso d’alcuna nebbia, andar dinanzi al primo ministro, ch’è di quei di paradiso","Es wäre nicht ratsam, sich dem Premierminister des Paradieses zu stellen, der in seinem Sinn verwirrt ist."
" Questa isoletta intorno ad imo ad imo, là giù colà dove la batte l’onda, porta di giunchi sovra ’l molle limo","Dieser winzige Isthmus, in dem die Wellen ihren salzigen Schaum und ihren Biskuit brechen, ist mit Rauschen auf dem rutschigen Schlamm übersät."
" null’ altra pianta che facesse fronda o indurasse, vi puote aver vita, però ch’a le percosse non seconda","Keine Pflanze kann dort mit starken Fladen oder Stämmen wachsen, denn sie wäre nicht in der Lage, den Kräften des Meeres zu widerstehen."
 Poscia non sia di qua vostra reddita,Dann komm nicht so zurück.
" lo sol vi mosterrà, che surge omai, prendere il monte a più lieve salita»","Mit dem Sonnenaufgang wird Ihnen die Sonne einen klaren Hinweis geben, wie Sie den einfachsten Weg finden, um den Berg zu erreichen."
 Così sparì,Er verschwand plötzlich.
" e io sù mi levai sanza parlare, e tutto mi ritrassi al duca mio, e li occhi a lui drizzai",Ohne ein Wort stand ich auf und ging mit den Augen zu meinem Lehrer.
 El cominciò,Er ist aufgewacht.
" «Figliuol, segui i miei passi","Mein Sohn, nimm ein Beispiel aus meinen Lehren."
" volgianci in dietro, ché di qua dichina questa pianura a’ suoi termini bassi»","Wir kehren in die entgegengesetzte Richtung zurück, da die Ebene in diesem Bereich sanft zum niedrigsten Punkt absteigt."
" L’alba vinceva l’ora mattutina che fuggia innanzi, sì che di lontano conobbi il tremolar de la marina","Das Aufgehen der Sonne hatte über die Dunkelheit der Nacht triumphiert, die in seiner Gegenwart floh und ich konnte bewundern, von weit weg die rhythmische Bewegung der Oberfläche des Meeres."
" Noi andavam per lo solingo piano com’ om che torna a la perduta strada, che ’nfino ad essa li pare ire in vano","Wir gingen durch die verwüstete Ebene, wie jemand, der endlich eine bekannte Straße findet, nachdem er Angst hatte, nie ihr Ziel zu erreichen."
" Quando noi fummo là ’ve la rugiada pugna col sole, per essere in parte dove, ad orezza, poco si dirada, ","Als wir an der Stelle ankamen, wo der Tau mit der Sonne duellierte, war es dort, wo es Schatten und kleine Verdunstung gab."
 ambo le mani in su l’erbetta sparte soavemente ’l mio maestro pose,"Mein Herr legte seine Hände auf das Gras, mit offenen Armen."
" ond’ io, che fui accorto di sua arte, porsi ver’ lui le guance lagrimose","Dann erhob ich, der gespürt hatte, was er tun wollte, mein Gesicht mit Tränen auf ihn zu."
 ivi mi fece tutto discoverto quel color che l’inferno mi nascose,"Er zeigte mir die Farbe des Gesichts, das die Hölle versteckt hatte."
" Venimmo poi in sul lito diserto, che mai non vide navicar sue acque omo, che di tornar sia poscia esperto","Wir erreichten den einsamen Strand und hatten nie einen Navigator, der einmal dort gelandet war."
 Quivi mi cinse sì com’ altrui piacque,"Wie Cato mir empfohlen hatte, gürtete Virgil mich"
 oh maraviglia,Was für ein Staunen!
" ché qual elli scelse l’umile pianta, cotal si rinacque subitamente là onde l’avelse","Nach dem Trennen der einfachen Karte ausgewählt, sah er die letztere sofort wachsen zurück zu seinem Ausgangspunkt, als ob es wieder in seine ursprüngliche Form."
 Già era ’l sole a l’orizzonte giunto lo cui meridïan cerchio coverchia Ierusalèm col suo più alto punto,"Die Sonne stand am Horizont, über dem höchsten Punkt der Sonnenlinie über Jerusalem."
" e la notte, che opposita a lui cerchia, uscia di Gange fuor con le Bilance, che le caggion di man quando soverchia","Während die Nacht in der Regel nicht länger als der Tag ist, sah die entgegengesetzte Position der Sonne die Ganges in den Stunden des Abends aus der Waage aufgehen."
" sì che le bianche e le vermiglie guance, là dov’ i’ era, de la bella Aurora per troppa etate divenivan rance","Auroras Wangen, eine Vision von Weiß und Rot, wo ich war, wurden mit der Zeit orange lackiert."
" Noi eravam lunghesso mare ancora, come gente che pensa a suo cammino, che va col cuore e col corpo dimora","Wir waren immer noch am Strand, als jemand, der den Weg nach vorn überlegte, eifrig, aber zögerlich zu handeln."
" Ed ecco, qual, sorpreso dal mattino, per li grossi vapor Marte rosseggia giù nel ponente sovra ’l suol marino, ","Wie an einem späten Morgen, mit dem Himmel mit dicken Wolken und Mars verblasst von rot zu weiß, wie es langsam sinkt in Richtung des westlichen Horizonts, die die Oberfläche des Meeres erhellt."
" cotal m’apparve, s’io ancor lo veggia, un lume per lo mar venir sì ratto, che ’l muover suo nessun volar pareggia","Also sah ich ein Licht aus dem Meer wirbeln, schneller als jeder fliegende Vogel."
" Dal qual com’ io un poco ebbi ritratto l’occhio per domandar lo duca mio, rividil più lucente e maggior fatto","Als ich meinen Lehrer etwas fragte, schaute ich wieder und sah, dass es heller und größer war."
" Poi d’ogne lato ad esso m’appario un non sapeva che bianco, e di sotto a poco a poco un altro a lui uscìo","Während ich aussah, breitete sich eine undefinierte weiße Leuchtkraft auf die Seiten der Szene aus, gefolgt von einer anderen, die allmählich darunter erschien."
" Lo mio maestro ancor non facea motto, mentre che i primi bianchi apparver ali","Mein Lehrer schwieg, bis sich herausstellte, dass der erste Hauch von Weiß Flügel war."
" allor che ben conobbe il galeotto, gridò","Als er diesen Seemann traf, rief er mich an."
" «Fa, fa che le ginocchia cali","Kniebeugen, los."
 Ecco l’angel di Dio,Hier ist der göttliche Gesandte.
 piega le mani,Nehmt eure Hände ineinander
 omai vedrai di sì fatti officiali,So werden es keine Minister mehr geben.
" Vedi che sdegna li argomenti umani, sì che remo non vuol, né altro velo che l’ali sue, tra liti sì lontani","Sehen Sie, wie er die von Menschen gebauten Instrumente ablehnt, ohne Ruder oder andere Segel benutzen zu wollen, die nicht seine Flügel sind, selbst wenn er an so fernen Orten ist."
" Vedi come l’ha dritte verso ’l cielo, trattando l’aere con l’etterne penne, che non si mutan come mortal pelo»","Schau, wie er am Himmel schwebt und die Luft mit seinen Federn aufschlitzt, die nicht wie die der Menschen verschwinden."
" Poi, come più e più verso noi venne l’uccel divino, più chiaro appariva","Als der göttliche Vogel sich uns näherte, wurde unsere Vision klarer."
" per che l’occhio da presso nol sostenne, ma chinail giuso","Meine Augen waren nicht stark genug, um den direkten Blick zu ertragen, also wurde ich gezwungen nach unten zu schauen."
" e quei sen venne a riva con un vasello snelletto e leggero, tanto che l’acqua nulla ne ’nghiottiva","Er kam mit einem kleinen und leichten Boot ans Ufer, so sehr, dass er nicht einmal das Wasser berührte."
" Da poppa stava il celestial nocchiero, tal che faria beato pur descripto","Der göttliche Steuermann war an der Achterbahnstation, und er war so, dass eine einzige Beschreibung von ihm Glück bringen würde."
 e più di cento spirti entro sediero,Mehr als hundert Geister saßen im Boot.
 ‘In exitu Isräel de Aegypto’ cantavan tutti insieme ad una voce con quanto di quel salmo è poscia scripto,"Alle sangen im Einklang mit dem Psalm über die Flucht Israels aus Ägypten, einschließlich der folgenden Verse."
 Poi fece il segno lor di santa croce,Dann machte er das Zeichen des heiligen Kreuzes.
 ond’ ei si gittar tutti in su la piaggia,Alle eilten an den Strand.
" ed el sen gì, come venne, veloce","Er entfernte schnell, wie schnell seine Schritte gewesen waren, um zu kommen."
" La turba che rimase lì, selvaggia parea del loco, rimirando intorno come colui che nove cose assaggia","Die Gruppe von Seelen, die dort versammelt worden waren, schien neu in der Gegend zu sein und sah sich als jene um, die etwas Frisches erlebten."
" Da tutte parti saettava il giorno lo sol, ch’avea con le saette conte di mezzo ’l ciel cacciato Capricorno, ","Die Sonne leuchtete jeden Teil des Tages auf, nachdem sie das Steinbock mit seinen unfehlbaren Pfeilen aus der zentralen Position des himmlischen Universums hinausgeworfen hatte."
" quando la nova gente alzò la fronte ver’ noi, dicendo a noi","Als die Neuankömmlinge uns um Hilfe baten, sagten sie uns:"
" «Se voi sapete, mostratene la via di gire al monte»","Zeigen Sie uns, wie man den Berg erreicht, wenn Sie die Route kennen."
 E Virgilio rispuose,Virgil gab ihm eine Antwort.
 «Voi credete forse che siamo esperti d’esto loco,"Vielleicht glauben Sie, dass wir Experten auf diesem Gebiet sind."
 ma noi siam peregrin come voi siete,"Wir sind Fremde, so wie du bist."
" Dianzi venimmo, innanzi a voi un poco, per altra via, che fu sì aspra e forte, che lo salire omai ne parrà gioco»","Wir kamen gleich vor Ihnen auf einem Weg an, der so schwer ist, den Aufstieg des Berges zu einer Brise zu machen."
" L’anime, che si fuor di me accorte, per lo spirare, ch’i’ era ancor vivo, maravigliando diventaro smorte","Die Seelen, die entdeckten, dass ich noch am Leben war und mich beim Atmen beobachtete, wurden frei von Wundern."
" E come a messagger che porta ulivo tragge la gente per udir novelle, e di calcar nessun si mostra schivo, ","Die Menge versammelt sich um den Boten, der Nachricht vom Frieden bringt, und jeder kommt gern."
" così al viso mio s’affisar quelle anime fortunate tutte quante, quasi oblïando d’ire a farsi belle","Die glücklichen Seelen, als hätten sie die Notwendigkeit der Reinigung vergessen, versammelten sich um mein Gesicht."
" Io vidi una di lor trarresi avante per abbracciarmi con sì grande affetto, che mosse me a far lo somigliante","Als einer von ihnen vorkam, mich mit einer solchen Wärme zu umarmen, fühlte ich die Notwendigkeit, die Geste zurückzugeben."
" Ohi ombre vane, fuor che ne l’aspetto","Oh, schwindelerregende Schatten, abgesehen von der äußeren Form."
" tre volte dietro a lei le mani avvinsi, e tante mi tornai con esse al petto","Dreimal versuchte ich sie mit meinen Händen zu umarmen, aber ich fand immer meine leeren Arme in meiner Brust."
" Di maraviglia, credo, mi dipinsi",Ich war sehr überrascht.
" per che l’ombra sorrise e si ritrasse, e io, seguendo lei, oltre mi pinsi","Der Schatten lächelte, ging dann weg, und ich ging etwas weiter dahinter."
 Soavemente disse ch’io posasse,"Er befahl mir freundlich, aufzuhören."
" allor conobbi chi era, e pregai che, per parlarmi, un poco s’arrestasse","Dann erkannte ich ihn und bat ihn, eine Weile bei mir zu bleiben."
 Rispuosemi,Er antwortete mir.
" «Così com’ io t’amai nel mortal corpo, così t’amo sciolta","""Meine Liebe, wie ich dein physisches Wesen geliebt habe, habe auch ich eine tiefe Zuneigung zu dir in meiner spirituellen Form."
 però m’arresto,Deshalb unterbreche ich.
 ma tu perché vai?»,Warum bist du hier?
" «Casella mio, per tornar altra volta là dov’ io son, fo io questo vïaggio», diss’ io","""Ich fahre auf diese Reise zurück zu meinem ursprünglichen Ziel."""
 «ma a te com’ è tanta ora tolta?»,Warum bist du so spät gekommen?
 Ed elli a me,Ich zu ihm
" «Nessun m’è fatto oltraggio, se quei che leva quando e cui li piace, più volte m’ha negato esto passaggio","""Es ist mir kein Affront zugefügt worden, obwohl der Engel, der das tut, was er will, mich mehrmals daran hindert hat, diesen Ort zu erreichen."
 ché di giusto voler lo suo si face,"Sein Verlangen entspricht dem, was Gott geschaffen hat."
" veramente da tre mesi elli ha tolto chi ha voluto intrar, con tutta pace","Drei Monate lang hat er es jedem erlaubt, der aufs Boot will, ohne sich dagegen zu wehren."
" Ond’ io, ch’era ora a la marina vòlto dove l’acqua di Tevero s’insala, benignamente fu’ da lui ricolto","Dann sah ich auf den Ozean, wo der Tiber geworfen wird, wurde freundlich von ihm empfangen."
" A quella foce ha elli or dritta l’ala, però che sempre quivi si ricoglie qual verso Acheronte non si cala»","Er erhob sich mit dem Flügel in Richtung des Mundes, denn jede Seele, die nicht zur Verdammnis bestimmt ist, neigt immer dazu, diesen Ort zu erreichen."
 E io,Ich stimme Ihnen zu.
" «Se nuova legge non ti toglie memoria o uso a l’amoroso canto che mi solea quetar tutte mie doglie, ","Wenn ein Gesetz nicht die Fähigkeit hat, meine Erinnerung oder Liebe zu singen, die in der Regel beruhigt alle meine Bedürfnisse zu beseitigen."
" di ciò ti piaccia consolare alquanto l’anima mia, che, con la sua persona venendo qui, è affannata tanto»","Bitte erleichtere mein Leiden ein wenig, denn die Seele ist der langen Reise mit dem physischen Körper müde."
" ‘Amor che ne la mente mi ragiona’ cominciò elli allor sì dolcemente, che la dolcezza ancor dentro mi suona","Dann begann er ""Liebe, die in meinem Geist Gründe"" so sanft zu singen, um ein Echo dieser Melodie noch in mir zu lassen."
" Lo mio maestro e io e quella gente ch’eran con lui parevan sì contenti, come a nessun toccasse altro la mente","Mein Lehrer und ich, zusammen mit den Seelen, die bei ihm waren, schienen so glücklich, als ob kein Gedanke unseren Geist gestört hätte."
 Noi eravam tutti fissi e attenti a le sue note,Wir alle hörten uns die Musik genau an.
 ed ecco il veglio onesto gridando,"Hier kam der majestätische Älteste, der schrie"
" «Che è ciò, spiriti lenti? ","Was willst du damit sagen, langsame Geister?"
" qual negligenza, quale stare è questo? ",Wie kann diese Nachlässigkeit und Trägheit beschrieben werden?
 Correte al monte a spogliarvi lo scoglio ch’esser non lascia a voi Dio manifesto»,"Wettlauf zum Berg, um transparent zu werden, was dich nicht daran hindert, Gott zu sehen."
" Come quando, cogliendo biado o loglio, li colombi adunati a la pastura, queti, sanza mostrar l’usato orgoglio, ","Ruhig, als ob die Aktion eine Routine wäre, versammelten sich die Tauben, um sowohl Biada als auch Laib zu essen, ohne sich zu rühmen."
" se cosa appare ond’ elli abbian paura, subitamente lasciano star l’esca, perch’ assaliti son da maggior cura","Wenn etwas sie alarmiert, achten sie nicht mehr auf Nahrung, weil Angst dominant geworden ist."
" così vid’ io quella masnada fresca lasciar lo canto, e fuggir ver’ la costa, com’ om che va, né sa dove rïesca","Als ich zusah, sah ich, wie sich diese neu angekommenen Seelen von ihren Liedern weg bewegten und auf den Berg zugingen, als ob sie kein bestimmtes Ziel hätten."
 né la nostra partita fu men tosta,und unsere Flucht war genauso übereilt
" Avvegna che la subitana fuga dispergesse color per la campagna, ","Trotz der verzweifelten Flucht zwangen die Seelen, schnell am Strand wegzuziehen,"
" rivolti al monte ove ragion ne fruga, i’ mi ristrinsi a la fida compagna","auf dem Gipfel, wo uns das göttliche Gericht beunruhigt, klammerte ich mich an meine zuverlässige Führung."
 e come sare’ io sanza lui corso? chi m’avria tratto su per la montagna? El mi parea da sé stesso rimorso,"Er fühlt Reue, aber wie hätte ich ohne ihn den Berg hinaufklettern können?"
" o dignitosa coscïenza e netta, come t’è picciol fallo amaro morso","Oh, respektables und makelloses Gewissen, mit dem Bitterkeit dich selbst den kleinsten Fehler bestraft."
" Quando li piedi suoi lasciar la fretta, che l’onestade ad ogn’ atto dismaga, ","Wenn sich seine Schritte von der Raserei abwendeten, die Eleganz für jede Handlung reduziert,"
" la mente mia, che prima era ristretta, ","Mein Geist, der sich zuvor auf ein einziges Konzept konzentrierte, ist nun frei zu wandern."
" lo ’ntento rallargò, sì come vaga, e diedi ’l viso mio incontr’ al poggio che ’nverso ’l ciel più alto si dislaga","Es öffnete sich wie ein Schleier, und ich wandte mich dem Berg zu, der höher stand als jeder andere zum Himmel."
" Lo sol, che dietro fiammeggiava roggio, rotto m’era dinanzi a la figura, ch’avëa in me de’ suoi raggi l’appoggio","Mein Körper, der zwischen mir und der leuchtenden rot-orange Sonne hinter meinem Rücken stand, blockierte die Strahlen, bevor er mich erreichte."
" Io mi volsi dallato con paura d’essere abbandonato, quand’ io vidi solo dinanzi a me la terra oscura","Mit Angst, verlassen zu werden, drehte ich mich auf meine Seite und beobachtete den einsamen Schatten vor mir."
 e ’l mio conforto,Mein Trost
" «Perché pur diffidi?», a dir mi cominciò tutto rivolto","""Warum vertraust du mir nicht?"" fragte er mich sehr sorgfältig."
 «non credi tu me teco e ch’io ti guidi? Vespero è già colà dov’ è sepolto lo corpo dentro al quale io facea ombra,"Es ist schon Abend, wo die Überreste dieses Körpers ruhen, deren Schatten ich projiziert habe; denkst du nicht, dass ich für dich da bin, als Führer?"
" Napoli l’ha, e da Brandizio è tolto",Es stammt aus Brindisi und befindet sich in Neapel.
" Ora, se innanzi a me nulla s’aombra, non ti maravigliar più che d’i cieli che l’uno a l’altro raggio non ingombra","Wenn meine Schultern nicht vor mir einen Schatten erzeugen, dann wird nichts mehr übrig sein, um die Sonne daran zu hindern, jede Ecke des Himmels zu erreichen."
" A sofferir tormenti, caldi e geli simili corpi la Virtù dispone che, come fa, non vuol ch’a noi si sveli","Im Gehorsam gegenüber dem göttlichen Willen werden Körperwesen quälend heiß und kalt unterworfen und wir sind nicht in der Lage zu verstehen, wie es möglich gemacht werden kann."
 Matto è chi spera che nostra ragione possa trascorrer la infinita via che tiene una sustanza in tre persone,"Diejenigen, die glauben, dass unsere Logik in der Lage ist, den endlosen Weg zu überqueren, der eine einzige Essenz vereint, die in drei Menschen aufgeteilt ist, gelten als verrückt."
" State contenti, umana gente, al quia","Akzeptiere, Männer, das"
" ché, se potuto aveste veder tutto, mestier non era parturir Maria","Hättest du alles beobachten können, wäre Maria nicht gezwungen gewesen, Jesus zur Welt zu bringen."
" e disïar vedeste sanza frutto tai che sarebbe lor disio quetato, ch’etternalmente è dato lor per lutto","Philosophen so tief, dass sie scheinen in der Lage, ihren Wunsch zu befriedigen, wenn möglich, aber dass am Ende haben sie gesehen, ihre Ideale scheitern, obwohl fleißig versuchen, sie zu erreichen, stellen ihre ewige Strafe."
 io dico d’Aristotile e di Plato e di molt’ altri»,"Ich meine Aristoteles, Platon und einige andere Charaktere."
" e qui chinò la fronte, e più non disse, e rimase turbato","An diesem Punkt senkte er seinen Kopf in Stille, beunruhigt; nichts anderes hinzugefügt."
 Noi divenimmo intanto a piè del monte,Wir hielten am Fuße des Berges.
" quivi trovammo la roccia sì erta, che ’ndarno vi sarien le gambe pronte","die felsige Mauer war so steil, dass wir nur träumen konnten, sie mit unseren Beinen zu besteigen"
" Tra Lerice e Turbìa la più diserta, la più rotta ruina è una scala, verso di quella, agevole e aperta",Im Vergleich dazu ist der steilste und schroffste Felsen Liguriens ein Stück Kuchen.
" «Or chi sa da qual man la costa cala», ","Ich frage mich, welcher Teil der Wand jetzt weniger geneigt ist."
" disse ’l maestro mio fermando ’l passo, ",Mein Meister unterbrach seinen Schritt und sprach
 «sì che possa salir chi va sanz’ ala?»,Wie kann jemand ohne Flügel aufsteigen?
" E mentre ch’e’ tenendo ’l viso basso essaminava del cammin la mente, e io mirava suso intorno al sasso, ","Als er innehielt, um mit tiefem Blick zu reflektieren, auf welchen Weg ich gehen sollte, schaute ich auf die umliegende Landschaft, über dem Felsen."
" da man sinistra m’apparì una gente d’anime, che movieno i piè ver’ noi, e non pareva, sì venïan lente","Von einer Richtung nach links sah ich eine Gruppe von Menschen, die sich uns sanft und langsam näherten."
" «Leva», diss’ io, «maestro, li occhi tuoi","Ich rief: ""Meister, steh auf und sieh zu."""
" ecco di qua chi ne darà consiglio, se tu da te medesmo aver nol puoi»","Wer wird dich führen, wenn du die Antworten nicht allein findest?"
" Guardò allora, e con libero piglio rispuose","Dann drehte er sich um, mit einem ruhigen Ausdruck, und antwortete."
" «Andiamo in là, ch’ei vegnon piano","Wir versuchen zu entkommen, weil sie sich langsam auf uns zubewegen."
" e tu ferma la spene, dolce figlio»","Herz bis Ihre Hoffnung, freundlicher Sohn"
" Ancora era quel popol di lontano, i’ dico dopo i nostri mille passi, quanto un buon gittator trarria con mano, ","Nachdem er tausend Schritte gegangen war, war er noch so weit weg von uns, dass ein guter Krug nicht mit einem aus der Hand geschleuderten Stein dorthin kommen konnte."
" quando si strinser tutti ai duri massi de l’alta ripa, e stetter fermi e stretti com’ a guardar, chi va dubbiando, stassi","Sie eilten gegen den Felsen des Berges, in einer Art furchteinflößender Erwartung, als ob sie unentschlossen wären, was sie tun sollten."
" «O ben finiti, o già spiriti eletti», Virgilio incominciò, ","Virgil begann mit den göttlichen Geistern, die von Gottes Gnade zur Erlösung ausgewählt wurden."
" «per quella pace ch’i’ credo che per voi tutti s’aspetti, ditene dove la montagna giace, sì che possibil sia l’andare in suso","Zeigen Sie uns den süßesten Weg in diesem Streben nach Frieden, damit wir uns auf den Aufstieg begeben können."
 ché perder tempo a chi più sa più spiace»,"Je mehr du weißt, desto mehr fühlst du dich schuldig, wenn du nicht weiterziehst."
" Come le pecorelle escon del chiuso a una, a due, a tre, e l’altre stanno timidette atterrando l’occhio e ’l muso","Wie die Schafe aus der Falte kommen, eines nach dem anderen, während die übrigen hinter sind ängstlich und senken ihre Augen."
